Date,DAL
2015-08-03,40.3299560546875
2015-08-04,40.876747131347656
2015-08-05,40.951934814453125
2015-08-06,40.72195816040039
2015-08-07,40.996150970458984
2015-08-10,40.9696159362793
2015-08-11,41.6595344543457
2015-08-12,41.21726989746094
2015-08-13,41.969085693359375
2015-08-14,42.1283073425293
2015-08-17,42.446712493896484
2015-08-18,41.88949203491211
2015-08-19,41.6418342590332
2015-08-20,40.43008041381836
2015-08-21,38.56380081176758
2015-08-24,37.28129959106445
2015-08-25,36.59139633178711
2015-08-26,38.65226364135742
2015-08-27,38.79377365112305
2015-08-28,38.86452865600586
2015-08-31,38.7230110168457
2015-09-01,38.71417236328125
2015-09-02,40.677738189697266
2015-09-03,39.855167388916016
2015-09-04,40.155887603759766
2015-09-08,41.208431243896484
2015-09-09,40.6954231262207
2015-09-10,41.11998748779297
2015-09-11,41.50031280517578
2015-09-14,41.47378158569336
2015-09-15,41.47378158569336
2015-09-16,41.65068054199219
2015-09-17,42.00447082519531
2015-09-18,41.2791862487793
2015-09-21,41.79220199584961
2015-09-22,41.09344482421875
2015-09-23,41.208431243896484
2015-09-24,40.60698699951172
2015-09-25,40.72195816040039
2015-09-28,39.501365661621094
2015-09-29,38.95298385620117
2015-09-30,39.6871223449707
2015-10-01,40.16473388671875
2015-10-02,39.6871223449707
2015-10-05,41.53568649291992
2015-10-06,39.88169860839844
2015-10-07,40.677738189697266
2015-10-08,40.65119171142578
2015-10-09,41.75680923461914
2015-10-12,42.89781188964844
2015-10-13,42.21674728393555
2015-10-14,42.9774169921875
2015-10-15,43.278141021728516
2015-10-16,43.446197509765625
2015-10-19,44.463356018066406
2015-10-20,44.35722351074219
2015-10-21,43.729225158691406
2015-10-22,44.940982818603516
2015-10-23,45.109031677246094
2015-10-26,45.39208221435547
2015-10-27,44.99405288696289
2015-10-28,44.348365783691406
2015-10-29,44.66678237915039
2015-10-30,44.96751022338867
2015-11-02,44.843692779541016
2015-11-03,45.109031677246094
2015-11-04,44.92723083496094
2015-11-05,44.82081985473633
2015-11-06,45.406131744384766
2015-11-09,44.9006233215332
2015-11-10,44.60796356201172
2015-11-11,44.324180603027344
2015-11-12,44.324180603027344
2015-11-13,43.44621658325195
2015-11-16,42.506160736083984
2015-11-17,42.36427688598633
2015-11-18,42.34653091430664
2015-11-19,43.020530700683594
2015-11-20,43.24223709106445
2015-11-23,43.22451400756836
2015-11-24,41.894248962402344
2015-11-25,41.56610870361328
2015-11-27,41.805564880371094
2015-11-30,41.2025146484375
2015-12-01,42.27558898925781
2015-12-02,42.860904693603516
2015-12-03,42.76335906982422
2015-12-04,44.14682388305664
2015-12-07,45.92049026489258
2015-12-08,44.581363677978516
2015-12-09,43.90736770629883
2015-12-10,45.47706604003906
2015-12-11,43.703392028808594
2015-12-14,44.501556396484375
2015-12-15,45.36178970336914
2015-12-16,46.22201919555664
2015-12-17,45.25536346435547
2015-12-18,44.306434631347656
2015-12-21,45.63669967651367
2015-12-22,45.89388656616211
2015-12-23,45.8850212097168
2015-12-24,46.34617233276367
2015-12-28,46.071258544921875
2015-12-29,46.26636505126953
2015-12-30,45.37952423095703
2015-12-31,44.95383071899414
2016-01-04,43.1535530090332
2016-01-05,43.07374954223633
2016-01-06,43.39300537109375
2016-01-07,41.68140411376953
2016-01-08,41.33553695678711
2016-01-11,41.45082473754883
2016-01-12,41.64593505859375
2016-01-13,39.85451889038086
2016-01-14,40.20925521850586
2016-01-15,39.464317321777344
2016-01-19,40.759098052978516
