Date,MAERSK-B.CO
2015-12-30,4490.67333984375
2016-01-04,4460.568359375
2016-01-05,4460.568359375
2016-01-06,4410.39306640625
2016-01-07,4232.271484375
2016-01-08,4061.67529296875
2016-01-11,4054.150634765625
2016-01-12,4024.045166015625
2016-01-13,4019.027099609375
2016-01-14,4076.72900390625
2016-01-15,3896.09814453125
2016-01-18,3898.60693359375
2016-01-19,3938.747314453125
2016-01-20,3813.30908203125
2016-01-21,3936.238037109375
2016-01-22,4182.09619140625
2016-01-25,4151.9912109375
2016-01-26,4192.130859375
2016-01-27,4202.16650390625
2016-01-28,4289.97314453125
2016-01-29,4425.4453125
2016-02-01,4453.04150390625
2016-02-02,4209.69287109375
2016-02-03,4174.5703125
2016-02-04,4402.8662109375
2016-02-05,4460.568359375
2016-02-08,4300.0078125
2016-02-09,4096.79931640625
2016-02-10,3951.291259765625
2016-02-11,3717.976806640625
2016-02-12,3978.88720703125
2016-02-15,4282.44677734375
2016-02-16,4126.904296875
2016-02-17,4332.62158203125
2016-02-18,4264.8857421875
2016-02-19,4124.39501953125
2016-02-22,4279.93798828125
2016-02-23,4209.69287109375
2016-02-24,4076.72900390625
2016-02-25,4182.09619140625
2016-02-26,4395.34130859375
2016-02-29,4533.32177734375
2016-03-01,4503.216796875
2016-03-02,4636.1806640625
2016-03-03,4698.900390625
2016-03-04,4786.70703125
2016-03-07,4791.7236328125
2016-03-08,4591.0234375
2016-03-09,4565.93603515625
2016-03-10,4405.37548828125
2016-03-11,4518.27001953125
2016-03-14,4520.77880859375
2016-03-15,4448.0244140625
2016-03-16,4515.7607421875
2016-03-17,4448.0244140625
2016-03-18,4560.91845703125
2016-03-21,4490.67333984375
2016-03-22,4515.7607421875
2016-03-23,4427.95361328125
2016-03-29,4342.65673828125
2016-03-30,4443.0068359375
2016-03-31,4310.04296875
2016-04-01,4242.306640625
2016-04-04,4234.7802734375
2016-04-05,4109.3427734375
2016-04-06,4089.271728515625
2016-04-07,4086.762939453125
2016-04-08,4219.7275390625
2016-04-11,4292.48193359375
2016-04-12,4244.81494140625
2016-04-13,4464.02490234375
2016-04-14,4605.2421875
2016-04-15,4628.7783203125
2016-04-18,4631.392578125
2016-04-19,4827.5283203125
2016-04-20,4945.20849609375
2016-04-21,5021.04736328125
2016-04-25,4885.060546875
2016-04-26,4853.67919921875
2016-04-27,4905.9814453125
2016-04-28,4772.6103515625
2016-04-29,4780.45556640625
2016-05-02,4665.39013671875
2016-05-03,4550.32421875
2016-05-04,4840.603515625
2016-05-09,4665.39013671875
2016-05-10,4592.166015625
2016-05-11,4560.78369140625
2016-05-12,4555.5546875
2016-05-13,4505.86669921875
2016-05-17,4657.54443359375
2016-05-18,4607.857421875
2016-05-19,4518.9423828125
2016-05-20,4615.701171875
2016-05-23,4571.2451171875
2016-05-24,4571.2451171875
2016-05-25,4505.86669921875
2016-05-26,4550.32421875
2016-05-27,4461.40966796875
2016-05-30,4487.560546875
2016-05-31,4503.251953125
2016-06-01,4518.9423828125
2016-06-02,4498.02197265625
2016-06-03,4435.25830078125
2016-06-06,4498.02197265625
2016-06-07,4707.2314453125
2016-06-08,4699.38623046875
2016-06-09,4537.248046875
2016-06-10,4409.10693359375
2016-06-13,4317.57666015625
2016-06-14,4118.828125
2016-06-15,4205.12646484375
2016-06-16,4090.061767578125
2016-06-17,4160.669921875
2016-06-20,4218.20263671875
2016-06-21,4246.96875
2016-06-22,4273.12109375
2016-06-23,4780.45556640625
2016-06-24,4634.00830078125
2016-06-27,4236.5087890625
2016-06-28,4309.732421875
2016-06-29,4505.86669921875
2016-06-30,4552.939453125
2016-07-01,4652.31396484375
2016-07-04,4649.69873046875
2016-07-05,4450.94921875
2016-07-06,4265.27490234375
2016-07-07,4458.79443359375
2016-07-08,4526.78759765625
2016-07-11,4550.32421875
2016-07-12,4589.55029296875
2016-07-13,4526.78759765625
2016-07-14,4539.86279296875
2016-07-15,4432.6435546875
2016-07-18,4375.1103515625
2016-07-19,4375.1103515625
2016-07-20,4461.40966796875
2016-07-21,4453.5634765625
2016-07-22,4445.71923828125
2016-07-25,4445.71923828125
2016-07-26,4450.94921875
2016-07-27,4526.78759765625
2016-07-28,4662.77490234375
2016-07-29,4722.92236328125
2016-08-01,4652.31396484375
2016-08-02,4602.62646484375
2016-08-03,4602.62646484375
2016-08-04,4665.39013671875
2016-08-05,4746.45849609375
2016-08-08,4738.61328125
2016-08-09,4811.8359375
2016-08-10,4769.99560546875
2016-08-11,4741.22802734375
2016-08-12,4890.291015625
2016-08-15,4848.44873046875
2016-08-16,4824.91357421875
2016-08-17,4754.30419921875
2016-08-18,4887.67529296875
2016-08-19,4981.81982421875
2016-08-22,4989.666015625
2016-08-23,5130.8818359375
2016-08-24,5204.10595703125
2016-08-25,5138.7275390625
2016-08-26,5188.41552734375
2016-08-29,5222.412109375
2016-08-30,5230.2568359375
2016-08-31,5217.18212890625
2016-09-01,5293.02001953125
2016-09-02,5313.94140625
2016-09-05,5408.08642578125
2016-09-06,5261.63916015625
2016-09-07,5313.94140625
2016-09-08,5308.7109375
2016-09-09,5361.013671875
2016-09-12,5277.330078125
2016-09-13,5366.24462890625
2016-09-14,5387.16552734375
2016-09-15,5387.16552734375
2016-09-16,5240.71728515625
2016-09-19,5266.869140625
2016-09-20,5204.10595703125
2016-09-21,5177.95458984375
2016-09-22,5355.78271484375
2016-09-23,5167.49462890625
2016-09-26,5049.8134765625
2016-09-27,4987.05078125
2016-09-28,5031.5068359375
2016-09-29,5078.57958984375
2016-09-30,5083.8095703125
2016-10-03,5052.42822265625
2016-10-04,5091.6552734375
2016-10-05,5133.49658203125
2016-10-06,5117.80712890625
2016-10-07,5026.27734375
2016-10-10,5075.96484375
2016-10-11,5070.73486328125
2016-10-12,5091.6552734375
2016-10-13,4960.8994140625
2016-10-14,5125.6533203125
2016-10-17,5070.73486328125
2016-10-18,5115.1923828125
2016-10-19,5240.71728515625
2016-10-20,5324.40185546875
2016-10-21,5361.013671875
2016-10-24,5418.546875
2016-10-25,5361.013671875
2016-10-26,5449.9287109375
2016-10-27,5434.23779296875
2016-10-28,5439.4677734375
2016-10-31,5439.4677734375
2016-11-01,5293.02001953125
2016-11-02,4913.8271484375
2016-11-03,4942.5927734375
2016-11-04,4932.13330078125
2016-11-07,5099.501953125
2016-11-08,4987.05078125
2016-11-09,4767.3798828125
2016-11-10,4817.06689453125
2016-11-11,4597.39599609375
2016-11-14,4691.541015625
2016-11-15,4733.3828125
2016-11-16,4715.07763671875
2016-11-17,4691.541015625
2016-11-18,4722.92236328125
2016-11-21,4715.07763671875
2016-11-22,4814.45166015625
2016-11-23,4837.98828125
2016-11-24,4751.68896484375
2016-11-25,4827.5283203125
2016-11-28,4817.06689453125
2016-11-29,4892.90576171875
2016-11-30,4869.369140625
2016-12-01,5196.2607421875
2016-12-02,5183.18505859375
2016-12-05,5282.56005859375
2016-12-06,5245.94873046875
2016-12-07,5293.02001953125
2016-12-08,5528.3818359375
2016-12-09,5538.8427734375
2016-12-12,5449.9287109375
2016-12-13,5669.5986328125
2016-12-14,5884.0390625
2016-12-15,6040.947265625
2016-12-16,6025.25634765625
2016-12-19,5910.19091796875
2016-12-20,5988.64501953125
2016-12-21,5941.572265625
2016-12-22,5978.18505859375
2016-12-23,5962.4931640625
2016-12-27,5931.11279296875
2016-12-28,5936.34228515625
2016-12-29,5972.95361328125
2016-12-30,5894.49951171875
2017-01-02,6098.48095703125
2017-01-03,6150.7822265625
2017-01-04,6072.32958984375
2017-01-05,6234.46630859375
2017-01-06,6365.2236328125
2017-01-09,6265.84912109375
2017-01-10,6088.02001953125
2017-01-11,6208.31591796875
2017-01-12,6260.6181640625
2017-01-13,6265.84912109375
2017-01-16,6203.08544921875
2017-01-17,6244.92724609375
2017-01-18,5978.18505859375
2017-01-19,6077.5595703125
2017-01-20,6051.40869140625
2017-01-23,6020.0263671875
2017-01-24,6004.3349609375
2017-01-25,6203.08544921875
2017-01-26,6187.39453125
2017-01-27,6077.5595703125
2017-01-30,6046.177734375
2017-01-31,6009.5654296875
2017-02-01,6140.3212890625
2017-02-02,5957.26318359375
2017-02-03,6020.0263671875
2017-02-06,6077.5595703125
2017-02-07,6088.02001953125
2017-02-08,5784.6640625
2017-02-09,6025.25634765625
2017-02-10,6244.92724609375
2017-02-13,6339.07275390625
2017-02-14,6328.61181640625
2017-02-15,6380.9140625
2017-02-16,6401.8359375
2017-02-17,6260.6181640625
2017-02-20,6260.6181640625
2017-02-21,6239.6962890625
2017-02-22,6187.39453125
2017-02-23,6046.177734375
2017-02-24,5910.19091796875
2017-02-27,6009.5654296875
2017-02-28,5983.4150390625
2017-03-01,6129.8623046875
2017-03-02,6171.70361328125
2017-03-03,6051.40869140625
2017-03-06,6119.40087890625
2017-03-07,6082.78955078125
2017-03-08,6203.08544921875
2017-03-09,6093.25
2017-03-10,6166.47314453125
2017-03-13,6276.30859375
2017-03-14,6197.85595703125
2017-03-15,6260.6181640625
2017-03-16,6323.3818359375
2017-03-17,6349.533203125
2017-03-20,6297.22998046875
2017-03-21,6135.09130859375
2017-03-22,6014.79541015625
2017-03-23,6014.79541015625
2017-03-24,6040.947265625
2017-03-27,5915.419921875
2017-03-28,5972.95361328125
2017-03-29,5989.97802734375
2017-03-30,6239.56103515625
2017-03-31,6143.9755859375
2017-04-03,6085.56298828125
2017-04-04,6128.044921875
2017-04-05,6228.93994140625
2017-04-06,6213.0087890625
2017-04-07,6287.353515625
2017-04-10,6319.21484375
2017-04-11,6324.5244140625
2017-04-12,6356.38623046875
2017-04-18,6143.9755859375
2017-04-19,6159.90673828125
2017-04-20,6175.83740234375
2017-04-21,6106.80419921875
2017-04-24,6191.7685546875
2017-04-25,6186.45849609375
2017-04-26,6213.0087890625
2017-04-27,6181.1474609375
2017-04-28,6271.421875
2017-05-01,6154.59619140625
2017-05-02,6218.31982421875
2017-05-03,6112.11474609375
2017-05-04,6080.25244140625
2017-05-05,6149.28564453125
2017-05-08,6181.1474609375
2017-05-09,6138.66552734375
2017-05-10,6228.93994140625
2017-05-11,6467.90185546875
2017-05-15,6701.5537109375
2017-05-16,6690.93310546875
2017-05-17,6558.17626953125
2017-05-18,6552.8662109375
2017-05-19,6531.62451171875
2017-05-22,6558.17626953125
2017-05-23,6547.5556640625
2017-05-24,6627.2099609375
2017-05-29,6627.2099609375
2017-05-30,6659.07080078125
2017-05-31,6696.2431640625
2017-06-01,6728.10595703125
2017-06-02,6839.6201171875
2017-06-06,6717.4853515625
2017-06-07,6664.3818359375
2017-06-08,6605.96826171875
2017-06-09,6696.2431640625
2017-06-12,6653.7607421875
2017-06-13,6690.93310546875
2017-06-14,6701.5537109375
2017-06-15,6690.93310546875
2017-06-16,6797.13818359375
2017-06-19,6892.7236328125
2017-06-20,6781.20703125
2017-06-21,6759.966796875
2017-06-22,6744.03564453125
2017-06-23,6717.4853515625
2017-06-26,6844.93115234375
2017-06-27,6813.06982421875
2017-06-28,6940.51513671875
2017-06-29,6892.7236328125
2017-06-30,6951.13525390625
2017-07-03,7052.03125
2017-07-04,7014.85888671875
2017-07-05,6972.37646484375
2017-07-06,6967.06787109375
2017-07-07,6998.927734375
2017-07-10,7280.3720703125
2017-07-11,7402.5087890625
2017-07-12,7328.16455078125
2017-07-13,7269.75244140625
2017-07-14,7328.16455078125
2017-07-17,7365.33740234375
2017-07-18,7455.611328125
2017-07-19,7503.4033203125
2017-07-20,7434.37060546875
2017-07-21,7227.26904296875
2017-07-24,7227.26904296875
2017-07-25,7259.1318359375
2017-07-26,7237.89013671875
2017-07-27,7317.5439453125
2017-07-28,7264.44140625
2017-07-31,7285.6826171875
2017-08-01,7333.4755859375
2017-08-02,7216.64892578125
2017-08-03,7041.41064453125
2017-08-04,7062.65087890625
2017-08-07,7062.65087890625
2017-08-08,7147.61572265625
2017-08-09,7110.44482421875
2017-08-10,6972.37646484375
2017-08-11,6892.7236328125
2017-08-14,7020.16943359375
2017-08-15,6945.82568359375
2017-08-16,7110.44482421875
2017-08-17,6823.68994140625
2017-08-18,6797.13818359375
2017-08-21,6993.61865234375
2017-08-22,7158.23681640625
2017-08-23,7073.271484375
2017-08-24,6919.27392578125
2017-08-25,6903.34423828125
2017-08-28,6818.37939453125
2017-08-29,6765.2763671875
2017-08-30,6818.37939453125
2017-08-31,6839.6201171875
2017-09-01,6701.5537109375
2017-09-04,6696.2431640625
2017-09-05,6568.796875
2017-09-06,6446.66064453125
2017-09-07,6536.93505859375
2017-09-08,6436.041015625
2017-09-11,6611.279296875
2017-09-12,6627.2099609375
2017-09-13,6451.970703125
2017-09-14,6526.314453125
2017-09-15,6313.904296875
2017-09-18,6335.14404296875
2017-09-19,6303.28271484375
2017-09-20,6244.8701171875
2017-09-21,6276.732421875
2017-09-22,6425.4208984375
2017-09-25,6627.2099609375
2017-09-26,6499.763671875
2017-09-27,6377.626953125
2017-09-28,6430.72998046875
2017-09-29,6351.07666015625
2017-10-02,6372.3173828125
2017-10-03,6244.8701171875
2017-10-04,6165.2177734375
2017-10-05,6143.9755859375
2017-10-06,6133.3544921875
2017-10-09,6112.11474609375
2017-10-10,6112.11474609375
2017-10-11,6324.5244140625
2017-10-12,6372.3173828125
2017-10-13,6292.6630859375
2017-10-16,6282.04248046875
2017-10-17,6324.5244140625
2017-10-18,6345.76611328125
2017-10-19,6228.93994140625
2017-10-20,6244.8701171875
2017-10-23,6202.38818359375
2017-10-24,6154.59619140625
2017-10-25,6213.0087890625
2017-10-26,6303.28271484375
2017-10-27,6388.24755859375
2017-10-30,6579.4169921875
2017-10-31,6515.6943359375
2017-11-01,6521.00439453125
2017-11-02,6531.62451171875
2017-11-03,6409.48828125
2017-11-06,6414.7998046875
2017-11-07,5958.1162109375
2017-11-08,6096.18359375
2017-11-09,5947.49609375
2017-11-10,5751.0166015625
2017-11-13,5565.1572265625
2017-11-14,5501.43505859375
2017-11-15,5543.916015625
2017-11-16,5565.1572265625
2017-11-17,5453.6416015625
2017-11-20,5501.43505859375
2017-11-21,5443.021484375
2017-11-22,5421.7802734375
2017-11-23,5384.607421875
2017-11-24,5522.6748046875
2017-11-27,5490.81396484375
2017-11-28,5575.77734375
2017-11-29,5788.18798828125
2017-11-30,5958.1162109375
2017-12-01,5926.25439453125
2017-12-04,5931.564453125
2017-12-05,5825.359375
2017-12-06,5793.49755859375
2017-12-07,5751.0166015625
2017-12-08,5644.810546875
2017-12-11,5639.50048828125
2017-12-12,5660.7412109375
2017-12-13,5650.12109375
2017-12-14,5602.32861328125
2017-12-15,5554.53662109375
2017-12-18,5634.1904296875
2017-12-19,5650.12109375
2017-12-20,5559.84619140625
2017-12-21,5581.0869140625
2017-12-22,5591.708984375
2017-12-27,5650.12109375
2017-12-28,5687.29296875
2017-12-29,5756.32666015625
2018-01-02,5820.0498046875
2018-01-03,5788.18798828125
2018-01-04,5960.771484375
2018-01-05,6000.59765625
2018-01-08,6162.5615234375
2018-01-09,6069.63232421875
2018-01-10,5902.35791015625
2018-01-11,5979.35693359375
2018-01-12,5982.0126953125
2018-01-15,5974.046875
2018-01-16,5942.185546875
2018-01-17,5883.77294921875
2018-01-18,5912.9794921875
2018-01-19,5822.705078125
2018-01-22,5838.6357421875
2018-01-23,5971.39208984375
2018-01-24,6159.90673828125
2018-01-25,6053.701171875
2018-01-26,6024.4951171875
2018-01-29,5963.42724609375
2018-01-30,5766.947265625
2018-01-31,5681.982421875
2018-02-01,5612.94921875
2018-02-02,5559.84619140625
2018-02-05,5541.2607421875
2018-02-06,5477.537109375
2018-02-07,5557.19140625
2018-02-08,5501.43505859375
2018-02-09,5485.5029296875
2018-02-12,5705.87939453125
2018-02-13,5586.3974609375
2018-02-14,5610.2939453125
2018-02-15,5602.32861328125
2018-02-16,5756.32666015625
2018-02-19,5788.18798828125
2018-02-20,5610.2939453125
2018-02-21,5363.36669921875
2018-02-22,5243.35595703125
2018-02-23,5331.5048828125
2018-02-26,5376.64306640625
2018-02-27,5395.228515625
2018-02-28,5323.5400390625
2018-03-01,5347.4365234375
2018-03-02,5109.5361328125
2018-03-05,5076.61279296875
2018-03-06,5143.52197265625
2018-03-07,5030.9443359375
2018-03-08,4975.7177734375
2018-03-09,4966.15869140625
2018-03-12,4977.84130859375
2018-03-13,4994.8349609375
2018-03-14,4984.2138671875
2018-03-15,5012.8896484375
2018-03-16,5113.78515625
2018-03-19,5025.6337890625
2018-03-20,4944.91845703125
2018-03-21,5004.392578125
2018-03-22,4962.97314453125
2018-03-23,4927.92529296875
2018-03-26,4991.64794921875
2018-03-27,4905.62255859375
2018-03-28,4961.9111328125
2018-04-03,4938.5458984375
2018-04-04,4893.93994140625
2018-04-05,5005.455078125
2018-04-06,4966.15869140625
2018-04-09,5026.6962890625
2018-04-10,5005.455078125
2018-04-11,5030.3681640625
2018-04-12,5059.57763671875
2018-04-13,4960.05078125
2018-04-16,4868.09814453125
2018-04-17,4845.38037109375
2018-04-18,4868.09814453125
2018-04-19,4994.6689453125
2018-04-20,5162.34765625
2018-04-23,5132.0576171875
2018-04-24,5127.72998046875
2018-04-25,5089.86767578125
2018-04-26,5195.8828125
2018-04-30,5385.1982421875
2018-05-01,5427.92919921875
2018-05-02,5405.7529296875
2018-05-03,5354.908203125
2018-05-04,5325.69970703125
2018-05-07,5372.216796875
2018-05-08,5606.42626953125
2018-05-09,5698.3798828125
2018-05-14,5519.8818359375
2018-05-15,5509.064453125
2018-05-16,5490.13330078125
2018-05-17,5004.4052734375
2018-05-18,4888.65283203125
2018-05-22,5136.38427734375
2018-05-23,5203.4560546875
2018-05-24,5085.54052734375
2018-05-25,5146.12060546875
2018-05-28,5112.5849609375
2018-05-29,5070.39453125
2018-05-30,5103.9306640625
2018-05-31,5153.693359375
2018-06-01,5438.74755859375
2018-06-04,5407.9169921875
2018-06-06,5337.59912109375
2018-06-07,5298.65478515625
2018-06-08,5186.146484375
2018-06-11,5150.4482421875
2018-06-12,5194.8017578125
2018-06-13,5300.818359375
2018-06-14,5372.216796875
2018-06-15,5274.8544921875
2018-06-18,5116.912109375
2018-06-19,4922.1884765625
2018-06-20,4988.17822265625
2018-06-21,4955.7236328125
2018-06-22,4819.41650390625
2018-06-25,4690.68359375
2018-06-26,4560.86767578125
2018-06-27,4558.70361328125
2018-06-28,4445.11474609375
2018-06-29,4299.072265625
2018-07-02,4273.10791015625
2018-07-03,4303.3984375
2018-07-04,4304.48046875
2018-07-05,4182.2373046875
2018-07-06,4148.70166015625
2018-07-09,4262.291015625
2018-07-10,4216.8544921875
2018-07-11,4110.8388671875
2018-07-12,4223.34521484375
2018-07-13,4342.34326171875
2018-07-16,4238.4912109375
2018-07-17,4366.14306640625
2018-07-18,4471.07763671875
2018-07-19,4624.69384765625
2018-07-20,4632.26611328125
2018-07-23,4514.35009765625
2018-07-24,4560.86767578125
2018-07-25,4634.42919921875
2018-07-26,4728.5458984375
2018-07-27,4786.96337890625
2018-07-30,4759.91796875
2018-07-31,4955.7236328125
2018-08-01,4839.9716796875
2018-08-02,4738.2822265625
2018-08-03,4662.55615234375
2018-08-06,4550.04931640625
2018-08-07,4843.21728515625
2018-08-08,5077.9677734375
2018-08-09,5116.912109375
2018-08-10,4934.087890625
2018-08-13,4779.390625
2018-08-14,4702.58251953125
2018-08-15,4604.13916015625
2018-08-16,4671.21142578125
2018-08-17,4756.6728515625
2018-08-20,4892.97998046875
2018-08-21,4902.7158203125
2018-08-22,5008.73193359375
2018-08-23,4927.59765625
2018-08-24,5055.24951171875
2018-08-27,5167.7568359375
2018-08-28,5358.15380859375
2018-08-29,5374.3798828125
2018-08-30,5454.97412109375
2018-08-31,5361.3994140625
2018-09-03,5203.4560546875
2018-09-04,5047.67724609375
2018-09-05,4951.39697265625
2018-09-06,5006.568359375
2018-09-07,4935.169921875
2018-09-10,4896.22509765625
2018-09-11,4744.7734375
2018-09-12,4848.6259765625
2018-09-13,4879.998046875
2018-09-14,4807.517578125
2018-09-17,4778.30859375
2018-09-18,4947.06982421875
2018-09-19,5027.123046875
2018-09-20,5011.9775390625
2018-09-21,5100.68505859375
2018-09-24,5041.1865234375
2018-09-25,5024.958984375
2018-09-26,4970.869140625
2018-09-27,4955.7236328125
2018-09-28,4878.916015625
2018-10-01,4895.14306640625
2018-10-02,4978.44140625
2018-10-03,4940.5791015625
2018-10-04,4737.20068359375
2018-10-05,4556.54052734375
2018-10-08,4538.14990234375
2018-10-09,4586.830078125
2018-10-10,4440.78759765625
2018-10-11,4459.17822265625
2018-10-12,4493.7958984375
2018-10-15,4520.8408203125
2018-10-16,4630.10205078125
2018-10-17,4564.11279296875
2018-10-18,4591.158203125
2018-10-19,4462.42333984375
2018-10-22,4441.86865234375
2018-10-23,4216.8544921875
2018-10-24,4305.56298828125
2018-10-25,4323.95361328125
2018-10-26,4240.654296875
2018-10-29,4452.6875
2018-10-30,4368.30712890625
2018-10-31,4524.0859375
2018-11-01,4713.40087890625
2018-11-02,4771.8173828125
2018-11-05,4670.12890625
2018-11-06,4616.03955078125
2018-11-07,4598.72998046875
2018-11-08,4697.173828125
2018-11-09,4685.27392578125
2018-11-12,4696.09228515625
2018-11-13,4722.0556640625
2018-11-14,4709.07421875
2018-11-15,4657.1474609375
2018-11-16,4743.69140625
2018-11-19,4758.8369140625
2018-11-20,4661.47412109375
2018-11-21,4689.6015625
2018-11-22,4758.8369140625
2018-11-23,4796.69921875
2018-11-26,5027.123046875
2018-11-27,5149.3662109375
2018-11-28,5161.265625
2018-11-29,5246.7275390625
2018-11-30,5073.64013671875
2018-12-03,5178.5751953125
2018-12-04,5026.041015625
2018-12-05,4968.7060546875
2018-12-06,4738.2822265625
2018-12-07,4814.00830078125
2018-12-10,4637.67431640625
2018-12-11,4789.126953125
2018-12-12,4817.25439453125
2018-12-13,4865.93505859375
2018-12-14,4807.517578125
2018-12-17,4705.82763671875
2018-12-18,4688.52001953125
2018-12-19,4612.79345703125
2018-12-20,4477.568359375
2018-12-21,4407.2509765625
2018-12-27,4290.4169921875
2018-12-28,4426.72412109375
2019-01-02,4486.22216796875
2019-01-03,4410.4970703125
2019-01-04,4646.330078125
2019-01-07,4711.2373046875
2019-01-08,4768.572265625
2019-01-09,4864.85302734375
2019-01-10,4804.27197265625
2019-01-11,4722.0556640625
2019-01-14,4735.03662109375
2019-01-15,4726.38330078125
2019-01-16,4757.7548828125
2019-01-17,4724.21875
2019-01-18,4824.826171875
2019-01-21,4834.56298828125
2019-01-22,4695.0107421875
2019-01-23,4703.66455078125
2019-01-24,4679.865234375
2019-01-25,4752.345703125
2019-01-28,4701.50146484375
2019-01-29,4704.74658203125
2019-01-30,4731.79150390625
2019-01-31,4685.27392578125
2019-02-01,4716.64599609375
2019-02-04,4768.572265625
2019-02-05,4790.20849609375
2019-02-06,4783.7177734375
2019-02-07,4700.41943359375
2019-02-08,4550.04931640625
2019-02-11,4587.912109375
2019-02-12,4646.330078125
2019-02-13,4673.37451171875
2019-02-14,4842.13525390625
2019-02-15,4891.89794921875
2019-02-18,4887.5703125
2019-02-19,4949.23291015625
2019-02-20,5066.06787109375
2019-02-21,4553.29443359375
2019-02-22,4779.390625
2019-02-25,4863.77099609375
2019-02-26,4782.63623046875
2019-02-27,4778.30859375
2019-02-28,4781.55419921875
2019-03-01,4704.74658203125
2019-03-04,4769.654296875
2019-03-05,4786.96337890625
2019-03-06,4779.390625
2019-03-07,4622.52978515625
2019-03-08,4565.1943359375
2019-03-11,4598.72998046875
2019-03-12,4639.83935546875
2019-03-13,4697.173828125
2019-03-14,4732.87353515625
2019-03-15,4700.41943359375
2019-03-18,4742.60986328125
2019-03-19,4851.87109375
2019-03-20,4801.02685546875
2019-03-21,4770.73681640625
2019-03-22,4696.09228515625
2019-03-25,4663.63818359375
2019-03-26,4631.18359375
2019-03-27,4683.11083984375
2019-03-28,4559.78515625
2019-03-29,4566.2763671875
2019-04-01,4740.986328125
2019-04-02,4789.126953125
2019-04-03,4904.99951171875
2019-04-04,5172.01611328125
2019-04-05,5069.5126953125
2019-04-08,5139.11376953125
2019-04-09,5125.193359375
2019-04-10,5254.27294921875
2019-04-11,5336.5283203125
2019-04-12,5387.1484375
2019-04-15,5452.95263671875
2019-04-16,5552.92578125
2019-04-17,5690.86328125
2019-04-23,5651.63330078125
2019-04-24,5613.6689453125
2019-04-25,5579.5009765625
2019-04-26,5630.12060546875
2019-04-29,5599.74853515625
2019-04-30,5487.12109375
2019-05-01,5552.92578125
2019-05-02,5511.16552734375
2019-05-03,5502.30615234375
2019-05-06,5309.95361328125
2019-05-07,5316.28125
2019-05-08,5322.6083984375
2019-05-09,5164.42333984375
2019-05-10,5145.44140625
2019-05-13,4994.849609375
2019-05-14,4984.7255859375
2019-05-15,4959.416015625
2019-05-16,5050.53076171875
2019-05-20,4818.94775390625
2019-05-21,4894.87646484375
2019-05-22,4892.345703125
2019-05-23,4675.94873046875
2019-05-24,4555.7275390625
2019-05-27,4448.162109375
2019-05-28,4565.8515625
2019-05-29,4543.07275390625
2019-06-03,4379.826171875
2019-06-04,4516.498046875
2019-06-06,4498.78125
2019-06-07,4613.93994140625
