Date,LAND.L
2017-08-01,1082.5665283203125
2017-08-02,1075.1298828125
2017-08-03,1090.00341796875
2017-08-04,1082.5665283203125
2017-08-07,1084.6915283203125
2017-08-08,1086.8155517578125
2017-08-09,1085.7540283203125
2017-08-10,1074.0675048828125
2017-08-11,1066.6309814453125
2017-08-14,1079.3792724609375
2017-08-15,1083.6292724609375
2017-08-16,1093.1900634765625
2017-08-17,1086.8155517578125
2017-08-18,1064.5059814453125
2017-08-21,1067.693115234375
2017-08-22,1076.1920166015625
2017-08-23,1067.693115234375
2017-08-24,1069.8182373046875
2017-08-25,1050.1640625
2017-08-29,1052.2884521484375
2017-08-30,1061.849853515625
2017-08-31,1073.0050048828125
2017-09-01,1058.1317138671875
2017-09-04,1060.256591796875
2017-09-05,1058.1317138671875
2017-09-06,1068.75537109375
2017-09-07,1061.9541015625
2017-09-08,1060.3602294921875
2017-09-11,1068.85986328125
2017-09-12,1063.547607421875
2017-09-13,1050.266845703125
2017-09-14,1051.8603515625
2017-09-15,1035.923095703125
2017-09-18,1031.673095703125
2017-09-19,1033.266845703125
2017-09-20,1026.8922119140625
2017-09-21,1021.0484008789062
2017-09-22,1022.6421508789062
2017-09-25,1036.9854736328125
2017-09-26,1037.5169677734375
2017-09-27,1030.0791015625
2017-09-28,964.2054443359375
2017-09-29,968.6876831054688
2017-10-02,975.6603393554688
2017-10-03,981.1386108398438
2017-10-04,980.6406860351562
2017-10-05,973.1701049804688
2017-10-06,976.1583862304688
2017-10-09,978.1507568359375
2017-10-10,986.6172485351562
2017-10-11,989.1074829101562
2017-10-12,989.1074829101562
2017-10-13,982.6328735351562
2017-10-16,972.6719970703125
2017-10-17,982.6328735351562
2017-10-18,996.0798950195312
2017-10-19,984.1268920898438
2017-10-20,971.1781005859375
2017-10-23,963.2092895507812
2017-10-24,958.7271728515625
2017-10-25,948.76611328125
2017-10-26,946.774169921875
2017-10-27,951.7544555664062
2017-10-30,953.24853515625
2017-10-31,962.2131958007812
2017-11-01,948.76611328125
2017-11-02,956.7347412109375
2017-11-03,954.2446899414062
2017-11-06,956.2366943359375
2017-11-07,945.2798461914062
2017-11-08,949.2640380859375
2017-11-09,945.7778930664062
2017-11-10,933.8250732421875
2017-11-13,936.8131713867188
2017-11-14,917.3896484375
2017-11-15,918.8838500976562
2017-11-16,933.3269653320312
2017-11-17,928.8445434570312
2017-11-20,924.8602294921875
2017-11-21,921.3739624023438
2017-11-22,919.8799438476562
2017-11-23,917.3896484375
2017-11-24,913.4052734375
2017-11-27,918.3856811523438
2017-11-28,919.3818969726562
2017-11-29,926.3543090820312
2017-11-30,930.4370727539062
2017-12-01,916.4906005859375
2017-12-04,929.9391479492188
2017-12-05,932.927734375
2017-12-06,934.4220581054688
2017-12-07,933.9237060546875
2017-12-08,954.84375
2017-12-11,950.36083984375
2017-12-12,946.376220703125
2017-12-13,944.3839721679688
2017-12-14,974.7673950195312
2017-12-15,980.24658203125
2017-12-18,990.208251953125
2017-12-19,986.7217407226562
2017-12-20,983.733154296875
2017-12-21,987.7178344726562
2017-12-22,983.235107421875
2017-12-27,995.1893310546875
2017-12-28,1003.1588745117188
2017-12-29,1004.1548461914062
2018-01-02,991.2044677734375
2018-01-03,991.1049194335938
2018-01-04,967.594970703125
2018-01-05,981.8403930664062
2018-01-08,994.8902587890625
2018-01-09,993.1968383789062
2018-01-10,979.6488647460938
2018-01-11,968.6908569335938
2018-01-12,970.68310546875
2018-01-15,975.3652954101562
2018-01-16,992.8980712890625
2018-01-17,1001.7640991210938
2018-01-18,989.2122192382812
2018-01-19,986.4227905273438
2018-01-22,986.5223999023438
2018-01-23,999.771728515625
2018-01-24,999.1737670898438
2018-01-25,990.7063598632812
2018-01-26,1006.5459594726562
2018-01-29,997.181640625
2018-01-30,991.4038696289062
2018-01-31,997.9786987304688
2018-02-01,989.311767578125
2018-02-02,982.6373901367188
2018-02-05,959.1273193359375
2018-02-06,933.9237060546875
2018-02-07,947.6712036132812
2018-02-08,932.927734375
2018-02-09,933.3262329101562
2018-02-12,934.1231079101562
2018-02-13,930.238037109375
2018-02-14,927.14990234375
2018-02-15,926.1536254882812
2018-02-16,940.1997680664062
2018-02-19,930.9352416992188
2018-02-20,934.9200439453125
2018-02-21,929.5407104492188
2018-02-22,933.7246704101562
2018-02-23,943.4873046875
2018-02-26,939.6021118164062
2018-02-27,923.9620971679688
2018-02-28,923.4638671875
2018-03-01,916.4906005859375
2018-03-02,909.5172729492188
2018-03-05,917.8853149414062
2018-03-06,913.1036376953125
2018-03-07,919.9771728515625
2018-03-08,922.8651123046875
2018-03-09,913.6990966796875
2018-03-12,917.9832153320312
2018-03-13,909.8135375976562
2018-03-14,913.8984375
2018-03-15,905.7286987304688
2018-03-16,903.4373168945312
2018-03-19,933.3260498046875
2018-03-20,943.6875
2018-03-21,934.9202880859375
2018-03-22,927.5475463867188
2018-03-23,921.2711181640625
2018-03-26,913.7987670898438
2018-03-27,925.5551147460938
2018-03-28,931.5326538085938
2018-03-29,933.6250610351562
2018-04-03,933.3260498046875
2018-04-04,943.4882202148438
2018-04-05,948.5693969726562
2018-04-06,950.1633911132812
2018-04-09,949.5655517578125
2018-04-10,945.9790649414062
2018-04-11,944.6837768554688
2018-04-12,941.0970458984375
2018-04-13,951.45849609375
2018-04-16,944.5841064453125
2018-04-17,953.4512329101562
2018-04-18,956.1412353515625
2018-04-19,956.9381713867188
2018-04-20,968.1962890625
2018-04-23,964.510009765625
2018-04-24,966.3033447265625
2018-04-25,962.2185668945312
2018-04-26,968.4951171875
2018-04-27,982.7421875
2018-04-30,984.734619140625
2018-05-01,985.8307495117188
2018-05-02,978.0595703125
2018-05-03,979.1553955078125
2018-05-04,976.365966796875
2018-05-08,980.7496337890625
2018-05-09,977.9598999023438
2018-05-10,972.48046875
2018-05-11,974.0742797851562
2018-05-14,965.1077270507812
2018-05-15,946.4771728515625
2018-05-16,945.0821533203125
2018-05-17,949.6654663085938
2018-05-18,953.9494018554688
2018-05-21,956.1412353515625
2018-05-22,950.4622192382812
2018-05-23,940.7981567382812
2018-05-24,941.2964477539062
2018-05-25,948.4697265625
2018-05-29,931.5326538085938
2018-05-30,930.2374877929688
2018-05-31,926.1527709960938
2018-06-01,931.5326538085938
2018-06-04,935.9164428710938
2018-06-05,931.6323852539062
2018-06-06,940.8978271484375
2018-06-07,933.4256591796875
2018-06-08,935.81689453125
2018-06-11,939.3038940429688
2018-06-12,942.890380859375
2018-06-13,942.1932373046875
2018-06-14,950.1633911132812
2018-06-15,956.4400634765625
2018-06-18,947.473388671875
2018-06-19,944.086181640625
2018-06-20,961.5211181640625
2018-06-21,939.8450317382812
2018-06-22,949.1118774414062
2018-06-25,946.9198608398438
2018-06-26,947.8164672851562
2018-06-27,951.1049194335938
2018-06-28,955.5887451171875
2018-06-29,953.4963989257812
2018-07-02,950.3076171875
2018-07-03,952.6990356445312
2018-07-04,956.5853271484375
2018-07-05,939.3468017578125
2018-07-06,946.3217163085938
2018-07-09,949.510498046875
2018-07-10,951.70263671875
2018-07-11,945.8236694335938
2018-07-12,943.4320678710938
2018-07-13,942.9337158203125
2018-07-16,934.6027221679688
2018-07-17,921.01220703125
2018-07-18,929.0833740234375
2018-07-19,919.8164672851562
2018-07-20,921.7098388671875
2018-07-23,911.7453002929688
2018-07-24,916.7275390625
2018-07-25,924.69921875
2018-07-26,919.5176391601562
2018-07-27,919.716796875
2018-07-30,928.3858642578125
2018-07-31,939.4463500976562
2018-08-01,935.659912109375
2018-08-02,927.5888671875
2018-08-03,940.2435302734375
2018-08-06,934.3646240234375
2018-08-07,936.2579956054688
2018-08-08,939.3468017578125
2018-08-09,934.6635131835938
2018-08-10,931.6741943359375
2018-08-13,924.2008666992188
2018-08-14,916.7275390625
2018-08-15,912.2435913085938
2018-08-16,919.716796875
2018-08-17,920.215087890625
2018-08-20,922.7061767578125
2018-08-21,916.7275390625
2018-08-22,910.7489013671875
2018-08-23,916.229248046875
2018-08-24,916.7275390625
2018-08-28,923.2045288085938
2018-08-29,936.1581420898438
2018-08-30,920.215087890625
2018-08-31,913.2398681640625
2018-09-03,908.2578735351562
2018-09-04,906.76318359375
2018-09-05,905.2683715820312
2018-09-06,883.954833984375
2018-09-07,879.9685668945312
2018-09-10,887.9412841796875
2018-09-11,889.934326171875
2018-09-12,886.4464111328125
2018-09-13,882.9583740234375
2018-09-14,884.453125
2018-09-17,884.951416015625
2018-09-18,887.4428100585938
2018-09-19,883.45654296875
2018-09-20,884.453125
2018-09-21,891.9273681640625
2018-09-24,885.9478759765625
2018-09-25,879.9685668945312
2018-09-26,886.1473999023438
2018-09-27,884.3535766601562
2018-09-28,880.3673095703125
2018-10-01,884.5529174804688
2018-10-02,876.181640625
2018-10-03,871.3981323242188
2018-10-04,837.3154907226562
2018-10-05,845.6867065429688
2018-10-08,843.494384765625
2018-10-09,854.4566040039062
2018-10-10,840.7037963867188
2018-10-11,829.5424194335938
2018-10-12,817.58349609375
2018-10-15,808.2157592773438
2018-10-16,819.57666015625
2018-10-17,820.9717407226562
2018-10-18,832.1332397460938
2018-10-19,837.1163940429688
2018-10-22,838.7106323242188
2018-10-23,829.7415161132812
2018-10-24,833.7278442382812
2018-10-25,837.3154907226562
2018-10-26,839.508056640625
2018-10-29,854.0580444335938
2018-10-30,856.0510864257812
2018-10-31,850.2708129882812
2018-11-01,857.8449096679688
2018-11-02,853.2609252929688
2018-11-05,854.6558227539062
2018-11-06,851.0681762695312
2018-11-07,852.46337890625
2018-11-08,863.8241577148438
2018-11-09,859.2401123046875
2018-11-12,849.8724975585938
2018-11-13,861.6318359375
2018-11-14,876.7796630859375
2018-11-15,836.7176513671875
2018-11-16,839.508056640625
2018-11-19,838.3121337890625
2018-11-20,834.7244262695312
2018-11-21,856.8482666015625
2018-11-22,849.8724975585938
2018-11-23,857.8449096679688
2018-11-26,871.597412109375
2018-11-27,869.0064086914062
2018-11-28,872.394775390625
2018-11-29,829.6495361328125
2018-11-30,810.5128173828125
2018-12-03,803.9346923828125
2018-12-04,811.9082641601562
2018-12-05,820.8785400390625
2018-12-06,803.7354125976562
2018-12-07,819.6825561523438
2018-12-10,815.6956176757812
2018-12-11,813.901611328125
2018-12-12,828.453369140625
2018-12-13,829.2507934570312
2018-12-14,837.822265625
2018-12-17,824.865234375
2018-12-18,823.6693115234375
2018-12-19,827.8553466796875
2018-12-20,824.4666137695312
2018-12-21,811.3102416992188
2018-12-24,805.9279174804688
2018-12-27,789.1836547851562
2018-12-28,799.9479370117188
2018-12-31,801.7420043945312
2019-01-02,796.35986328125
2019-01-03,798.751953125
2019-01-04,807.7220458984375
2019-01-07,812.3070678710938
2019-01-08,827.0580444335938
2019-01-09,823.2706298828125
2019-01-10,820.2804565429688
2019-01-11,830.4468383789062
2019-01-14,847.5900268554688
2019-01-15,864.1350708007812
2019-01-16,861.9423217773438
2019-01-17,850.7793579101562
2019-01-18,855.5634765625
2019-01-21,842.4071655273438
2019-01-22,833.0382690429688
2019-01-23,839.8156127929688
2019-01-24,843.40380859375
2019-01-25,850.7793579101562
2019-01-28,860.34765625
2019-01-29,870.513916015625
2019-01-30,877.889404296875
2019-01-31,862.3410034179688
2019-02-01,862.1417846679688
2019-02-04,866.1283569335938
2019-02-05,867.72314453125
2019-02-06,873.5040893554688
2019-02-07,876.8928833007812
2019-02-08,874.8993530273438
2019-02-11,882.0756225585938
2019-02-12,887.6571044921875
2019-02-13,883.0722045898438
2019-02-14,882.0756225585938
2019-02-15,885.4644165039062
2019-02-18,883.0722045898438
2019-02-19,878.4874877929688
2019-02-20,866.3277587890625
2019-02-21,876.4942016601562
2019-02-22,872.5073852539062
2019-02-25,870.9127197265625
2019-02-26,877.0921020507812
2019-02-27,884.0689086914062
2019-02-28,896.6273193359375
2019-03-01,901.6106567382812
2019-03-04,900.0161743164062
2019-03-05,905.9962768554688
2019-03-06,903.2056274414062
2019-03-07,902.4082641601562
2019-03-08,897.8234252929688
2019-03-11,893.43798828125
2019-03-12,899.01953125
2019-03-13,905.3983154296875
2019-03-14,901.3243408203125
2019-03-15,916.0772094726562
2019-03-18,922.0582885742188
2019-03-19,927.0421142578125
2019-03-20,924.0518188476562
2019-03-21,924.64990234375
2019-03-22,910.4949951171875
2019-03-25,906.1089477539062
2019-03-26,906.7070922851562
2019-03-27,908.5012817382812
2019-03-28,905.1121826171875
2019-03-29,910.4949951171875
2019-04-01,909.498291015625
2019-04-02,919.067626953125
2019-04-03,919.2671508789062
2019-04-04,916.8748779296875
2019-04-05,909.0994262695312
2019-04-08,904.9129638671875
2019-04-09,894.7452392578125
2019-04-10,910.8939208984375
2019-04-11,924.2511596679688
2019-04-12,923.054931640625
