Date,GODREJIND.NS
2015-08-21,367.54583740234375
2015-08-24,330.2928771972656
2015-08-25,348.4012451171875
2015-08-26,336.4606018066406
2015-08-27,365.8188781738281
2015-08-28,364.5853576660156
2015-08-31,364.43731689453125
2015-09-01,361.32879638671875
2015-09-02,358.6149597167969
2015-09-03,360.440673828125
2015-09-04,356.5920104980469
2015-09-07,359.99658203125
2015-09-08,356.690673828125
2015-09-09,362.75970458984375
2015-09-10,370.65435791015625
2015-09-11,358.41766357421875
2015-09-14,359.2564392089844
2015-09-15,354.5196533203125
2015-09-16,349.58544921875
2015-09-18,349.0920715332031
2015-09-21,346.7236633300781
2015-09-22,337.44744873046875
2015-09-23,339.5691223144531
2015-09-24,350.5722961425781
2015-09-28,346.2302551269531
2015-09-29,338.8290100097656
2015-09-30,343.5164794921875
2015-10-01,345.9835205078125
2015-10-05,353.828857421875
2015-10-06,353.6808166503906
2015-10-07,351.75653076171875
2015-10-08,354.4703063964844
2015-10-09,354.4209289550781
2015-10-12,354.61834716796875
2015-10-13,348.055908203125
2015-10-14,344.2072448730469
2015-10-15,359.5031433105469
2015-10-16,361.32879638671875
2015-10-19,366.11492919921875
2015-10-20,367.9898986816406
2015-10-21,362.75970458984375
2015-10-23,362.2169189453125
2015-10-26,378.00628662109375
2015-10-27,378.7957458496094
2015-10-28,382.44696044921875
2015-10-29,392.3646545410156
2015-10-30,386.3450012207031
2015-11-02,391.2791748046875
2015-11-03,396.5093688964844
2015-11-04,391.3284912109375
2015-11-05,381.8549499511719
2015-11-06,386.9864196777344
2015-11-09,385.6542053222656
2015-11-10,370.6050109863281
2015-11-13,377.61151123046875
2015-11-16,383.6805419921875
2015-11-17,382.8910827636719
2015-11-18,376.3286437988281
2015-11-19,378.8450622558594
2015-11-20,378.74639892578125
2015-11-23,380.522705078125
2015-11-24,384.420654296875
2015-11-26,391.081787109375
2015-11-27,385.21014404296875
2015-11-30,377.61151123046875
2015-12-01,377.11810302734375
2015-12-02,372.77606201171875
2015-12-03,365.9668884277344
2015-12-04,366.06561279296875
2015-12-07,370.9010925292969
2015-12-08,364.338623046875
2015-12-09,357.5294494628906
2015-12-10,351.60845947265625
2015-12-11,355.65447998046875
2015-12-14,356.0492248535156
2015-12-15,352.891357421875
2015-12-16,358.3189392089844
2015-12-17,365.62152099609375
2015-12-18,372.7267150878906
2015-12-21,379.2891540527344
2015-12-22,375.1938171386719
2015-12-23,376.0325622558594
2015-12-24,375.1444091796875
2015-12-28,377.759521484375
2015-12-29,382.44696044921875
2015-12-30,377.3155212402344
2015-12-31,374.20697021484375
2016-01-01,379.14111328125
2016-01-04,367.3977966308594
2016-01-05,377.26611328125
2016-01-06,374.74969482421875
2016-01-07,378.3516540527344
2016-01-08,382.34832763671875
2016-01-11,373.96026611328125
2016-01-12,371.3451232910156
2016-01-13,366.90435791015625
2016-01-14,362.5623474121094
2016-01-15,347.51312255859375
2016-01-18,337.44744873046875
2016-01-19,345.4407653808594
2016-01-20,332.760009765625
2016-01-21,339.4704284667969
2016-01-22,342.5789794921875
2016-01-25,338.8783264160156
2016-01-27,332.9573059082031
2016-01-28,339.2730712890625
2016-01-29,346.2795715332031
2016-02-01,349.3387756347656
2016-02-02,336.16455078125
2016-02-03,332.21722412109375
2016-02-04,340.1612243652344
2016-02-05,346.1315612792969
2016-02-08,338.9770812988281
2016-02-09,334.5856018066406
2016-02-10,332.90802001953125
2016-02-11,312.52996826171875
2016-02-12,307.15167236328125
2016-02-15,321.0660095214844
2016-02-16,310.26019287109375
2016-02-17,312.7272644042969
2016-02-18,306.3128662109375
2016-02-19,304.7339172363281
2016-02-22,310.01348876953125
2016-02-23,307.7931213378906
2016-02-24,307.10235595703125
2016-02-25,301.4773864746094
2016-02-26,297.9741516113281
2016-02-29,287.957763671875
2016-03-01,298.4675598144531
2016-03-02,311.0989990234375
2016-03-03,309.2240295410156
2016-03-04,315.687744140625
2016-03-08,318.8949890136719
2016-03-09,322.0528564453125
2016-03-10,327.9244689941406
2016-03-11,326.9376525878906
2016-03-14,325.30938720703125
2016-03-15,326.10308837890625
2016-03-16,329.4762268066406
2016-03-17,336.8177490234375
2016-03-18,337.1153869628906
2016-03-21,339.0995788574219
2016-03-22,342.3735046386719
2016-03-23,344.3576965332031
2016-03-28,344.9530029296875
2016-03-29,345.6970520019531
2016-03-30,358.4951477050781
2016-03-31,352.1953125
2016-04-01,354.2290954589844
2016-04-04,355.6676330566406
2016-04-05,351.7984619140625
2016-04-06,351.8976745605469
2016-04-07,353.6834411621094
2016-04-08,362.11627197265625
2016-04-11,363.45562744140625
2016-04-12,359.9832763671875
2016-04-13,366.0846862792969
2016-04-18,371.9380798339844
2016-04-20,369.6066589355469
2016-04-21,364.6957702636719
2016-04-22,363.9020690917969
2016-04-25,357.0069580078125
2016-04-26,350.6079406738281
2016-04-27,352.84014892578125
2016-04-28,345.2505798339844
2016-04-29,346.14349365234375
2016-05-02,351.8976745605469
2016-05-03,345.4986267089844
2016-05-04,340.04205322265625
2016-05-05,337.3633728027344
2016-05-06,342.6215515136719
2016-05-09,345.44903564453125
2016-05-10,345.3994140625
2016-05-11,344.7545471191406
2016-05-12,345.2505798339844
2016-05-13,339.2484130859375
2016-05-16,344.2585144042969
2016-05-17,348.22686767578125
2016-05-18,348.22686767578125
2016-05-19,339.69482421875
2016-05-20,337.56182861328125
2016-05-23,336.17291259765625
2016-05-24,344.3080749511719
2016-05-25,345.7466735839844
2016-05-26,341.1333923339844
2016-05-27,345.101806640625
2016-05-30,346.441162109375
2016-05-31,341.6294250488281
2016-06-01,339.94287109375
2016-06-02,344.7049255371094
2016-06-03,353.28662109375
2016-06-06,358.9415588378906
2016-06-07,360.82659912109375
2016-06-08,360.2312927246094
2016-06-09,356.7093200683594
2016-06-10,360.9257507324219
2016-06-13,355.9156494140625
2016-06-14,354.47711181640625
2016-06-15,356.1637268066406
2016-06-16,350.6079406738281
2016-06-17,349.56622314453125
2016-06-20,366.38232421875
2016-06-21,367.5728454589844
2016-06-22,368.0688781738281
2016-06-23,370.3507080078125
2016-06-24,375.1623840332031
2016-06-27,381.0157775878906
2016-06-28,391.2840270996094
2016-06-29,406.3639221191406
2016-06-30,393.8634948730469
2016-07-01,395.3020324707031
2016-07-04,399.7664489746094
2016-07-05,400.80816650390625
2016-07-07,403.7844543457031
2016-07-08,399.32000732421875
2016-07-11,405.5702209472656
2016-07-12,402.6435546875
2016-07-13,404.72698974609375
2016-07-14,413.4078369140625
2016-07-15,412.26690673828125
2016-07-18,414.350341796875
2016-07-19,417.07861328125
2016-07-20,423.62646484375
2016-07-21,428.1405029296875
2016-07-22,444.0637512207031
2016-07-25,434.98602294921875
2016-07-26,424.66815185546875
2016-07-27,425.36260986328125
2016-07-28,434.3907470703125
2016-07-29,427.09881591796875
2016-08-01,427.5948486328125
2016-08-02,427.2475891113281
2016-08-03,406.0166931152344
2016-08-04,394.80596923828125
2016-08-05,397.18701171875
2016-08-08,399.36962890625
2016-08-09,393.71466064453125
2016-08-10,389.34942626953125
2016-08-11,392.9706115722656
2016-08-12,400.7585754394531
2016-08-16,403.38763427734375
2016-08-17,406.9095764160156
2016-08-18,407.5544128417969
2016-08-19,414.350341796875
2016-08-22,417.2770080566406
2016-08-23,416.6817932128906
2016-08-24,417.0290222167969
2016-08-25,420.9974060058594
2016-08-26,420.30291748046875
2016-08-29,423.17999267578125
2016-08-30,422.9815979003906
2016-08-31,417.624267578125
2016-09-01,415.0943908691406
2016-09-02,420.15411376953125
2016-09-06,424.81695556640625
2016-09-07,432.5553283691406
2016-09-08,431.9104919433594
2016-09-09,424.6185607910156
2016-09-12,412.8621826171875
2016-09-14,415.39202880859375
2016-09-15,412.8125915527344
2016-09-16,416.1361389160156
2016-09-19,416.7809753417969
2016-09-20,417.872314453125
2016-09-21,415.88812255859375
