Date,KIE.L
2016-07-13,871.3687744140625
2016-07-14,878.0780639648438
2016-07-15,863.8208618164062
2016-07-18,884.7872924804688
2016-07-19,872.2075805664062
2016-07-20,873.0462036132812
2016-07-21,879.7555541992188
2016-07-22,864.659423828125
2016-07-25,876.4008178710938
2016-07-26,859.6275634765625
2016-07-27,906.5925903320312
2016-07-28,903.2379760742188
2016-07-29,901.5607299804688
2016-08-01,886.4646606445312
2016-08-02,878.0780639648438
2016-08-03,882.2713623046875
2016-08-04,916.656494140625
2016-08-05,932.5911865234375
2016-08-08,940.1389770507812
2016-08-09,941.8164672851562
2016-08-10,960.2667846679688
2016-08-11,972.0081176757812
2016-08-12,973.6854858398438
2016-08-15,974.5242309570312
2016-08-16,966.9761352539062
2016-08-17,966.1375122070312
2016-08-18,981.2333984375
2016-08-19,984.5880126953125
2016-08-22,997.1680297851562
2016-08-23,1047.48779296875
2016-08-24,1077.67919921875
2016-08-25,1054.1968994140625
2016-08-26,1053.3583984375
2016-08-30,1064.2608642578125
2016-08-31,1046.6490478515625
2016-09-01,1057.551513671875
2016-09-02,1057.551513671875
2016-09-05,1059.22900390625
2016-09-06,1056.7130126953125
2016-09-07,1066.7767333984375
2016-09-08,1075.1634521484375
2016-09-09,1059.22900390625
2016-09-12,1029.0372314453125
2016-09-13,1029.875732421875
2016-09-14,1026.5211181640625
2016-09-15,1035.7464599609375
2016-09-16,1058.3900146484375
2016-09-19,1070.1314697265625
2016-09-20,1065.0994873046875
2016-09-21,1073.486083984375
2016-09-22,1081.0341796875
2016-09-23,1094.45263671875
2016-09-26,1094.45263671875
2016-09-27,1112.0645751953125
2016-09-28,1136.3857421875
2016-09-29,1099.8338623046875
2016-09-30,1101.511474609375
2016-10-03,1136.7464599609375
2016-10-04,1150.1693115234375
2016-10-05,1151.0081787109375
2016-10-06,1140.9410400390625
2016-10-07,1126.67919921875
2016-10-10,1120.8070068359375
2016-10-11,1139.262939453125
2016-10-12,1131.712890625
2016-10-13,1119.1290283203125
2016-10-14,1140.102294921875
2016-10-17,1131.712890625
2016-10-18,1149.3304443359375
2016-10-19,1150.1693115234375
2016-10-20,1147.652587890625
2016-10-21,1140.9410400390625
2016-10-24,1145.974853515625
2016-10-25,1129.1961669921875
2016-10-26,1130.03515625
2016-10-27,1134.2296142578125
2016-10-28,1136.7464599609375
2016-10-31,1140.102294921875
2016-11-01,1135.068603515625
2016-11-02,1123.32373046875
2016-11-03,1148.491455078125
2016-11-04,1102.3504638671875
2016-11-07,1129.1961669921875
2016-11-08,1114.934326171875
2016-11-09,1149.3304443359375
2016-11-10,1166.10888671875
2016-11-11,1159.3973388671875
2016-11-14,1187.0821533203125
2016-11-15,1192.95458984375
2016-11-16,1187.0821533203125
2016-11-17,1177.0150146484375
2016-11-18,1179.5316162109375
2016-11-21,1161.075439453125
2016-11-22,1179.5316162109375
2016-11-23,1174.4981689453125
2016-11-24,1178.6927490234375
2016-11-25,1163.59228515625
2016-11-28,1158.5584716796875
2016-11-29,1168.6256103515625
2016-11-30,1169.4647216796875
2016-12-01,1182.887451171875
2016-12-02,1160.2362060546875
2016-12-05,1172.8203125
2016-12-06,1178.6927490234375
2016-12-07,1192.95458984375
2016-12-08,1183.7264404296875
2016-12-09,1173.659423828125
2016-12-12,1163.59228515625
2016-12-13,1166.10888671875
2016-12-14,1166.10888671875
2016-12-15,1157.719482421875
2016-12-16,1160.2362060546875
2016-12-19,1169.4647216796875
2016-12-20,1152.6861572265625
2016-12-21,1143.457763671875
2016-12-22,1143.457763671875
2016-12-23,1159.3973388671875
2016-12-28,1156.880859375
2016-12-29,1151.8470458984375
2016-12-30,1151.8470458984375
2017-01-03,1161.075439453125
2017-01-04,1146.813720703125
2017-01-05,1147.652587890625
2017-01-06,1156.041748046875
2017-01-09,1168.6256103515625
2017-01-10,1159.3973388671875
2017-01-11,1184.5655517578125
2017-01-12,1177.0150146484375
2017-01-13,1175.3370361328125
2017-01-16,1162.753173828125
2017-01-17,1148.491455078125
2017-01-18,1149.3304443359375
2017-01-19,1142.6190185546875
2017-01-20,1140.102294921875
2017-01-23,1132.5518798828125
2017-01-24,1125.00146484375
2017-01-25,1127.518310546875
2017-01-26,1146.813720703125
2017-01-27,1156.880859375
2017-01-30,1150.1693115234375
2017-01-31,1157.719482421875
2017-02-01,1177.8541259765625
2017-02-02,1174.4981689453125
2017-02-03,1187.9208984375
2017-02-06,1191.27685546875
2017-02-07,1199.6661376953125
2017-02-08,1204.6993408203125
2017-02-09,1212.249755859375
2017-02-10,1233.2230224609375
2017-02-13,1234.90087890625
2017-02-14,1230.7061767578125
2017-02-15,1242.4512939453125
2017-02-16,1222.3172607421875
2017-02-17,1213.0888671875
2017-02-20,1213.0888671875
2017-02-21,1223.9947509765625
2017-02-22,1218.961181640625
2017-02-23,1210.572021484375
2017-02-24,1203.0216064453125
2017-02-27,1215.605712890625
2017-02-28,1221.47802734375
2017-03-01,1242.4512939453125
2017-03-02,1232.3841552734375
2017-03-03,1232.3841552734375
2017-03-06,1223.1558837890625
2017-03-07,1228.189697265625
2017-03-08,1226.5115966796875
2017-03-09,1229.028564453125
2017-03-10,1231.545166015625
2017-03-13,1238.2567138671875
2017-03-14,1224.833984375
2017-03-15,1228.189697265625
2017-03-16,1226.5115966796875
2017-03-17,1226.5115966796875
2017-03-20,1239.0955810546875
2017-03-21,1229.867431640625
2017-03-22,1218.961181640625
2017-03-23,1260.90771484375
2017-03-24,1235.739990234375
2017-03-27,1200.5048828125
2017-03-28,1188.760009765625
2017-03-29,1186.2431640625
2017-03-30,1152.86962890625
2017-03-31,1147.835205078125
2017-04-03,1152.0303955078125
2017-04-04,1134.41015625
2017-04-05,1136.9273681640625
2017-04-06,1136.9273681640625
2017-04-07,1130.2149658203125
2017-04-10,1118.4678955078125
2017-04-11,1118.4678955078125
2017-04-12,1108.3992919921875
2017-04-13,1112.5947265625
2017-04-18,1099.1695556640625
2017-04-19,1105.882080078125
2017-04-20,1105.0430908203125
2017-04-21,1102.52587890625
2017-04-24,1109.2384033203125
2017-04-25,1126.019775390625
2017-04-26,1129.3758544921875
2017-04-27,1125.1805419921875
2017-04-28,1122.6632080078125
2017-05-02,1129.3758544921875
2017-05-03,1103.36474609375
2017-05-04,1108.3992919921875
2017-05-05,1112.5947265625
2017-05-08,1120.14599609375
2017-05-09,1126.019775390625
2017-05-10,1112.5947265625
2017-05-11,1084.0665283203125
2017-05-12,1072.31982421875
2017-05-15,1069.8026123046875
2017-05-16,1058.8944091796875
2017-05-17,1037.0791015625
2017-05-18,1022.8150634765625
2017-05-19,1019.4588623046875
2017-05-22,1041.274658203125
2017-05-23,1040.4354248046875
2017-05-24,1032.8839111328125
2017-05-25,1043.7916259765625
2017-05-26,1064.7681884765625
2017-05-30,1050.5040283203125
2017-05-31,1053.8604736328125
2017-06-01,1044.630615234375
2017-06-02,1034.56201171875
2017-06-05,1018.6198120117188
2017-06-06,990.9307861328125
2017-06-07,985.8966064453125
2017-06-08,1003.5167236328125
2017-06-09,1006.033935546875
2017-06-12,1003.5167236328125
2017-06-13,1008.5512084960938
2017-06-14,1024.493408203125
2017-06-15,1000.9995727539062
2017-06-16,998.4823608398438
2017-06-19,1004.3557739257812
2017-06-20,1013.5853271484375
2017-06-21,1008.5512084960938
2017-06-22,1009.3901977539062
2017-06-23,1026.1712646484375
2017-06-26,1029.617431640625
2017-06-27,1022.0734252929688
2017-06-28,1040.4354248046875
2017-06-29,1032.044921875
2017-06-30,1028.6885986328125
2017-07-03,1031.2059326171875
2017-07-04,1024.493408203125
2017-07-05,1044.630615234375
2017-07-06,1042.9527587890625
2017-07-07,1042.1134033203125
2017-07-10,1018.6198120117188
2017-07-11,1018.6198120117188
2017-07-12,999.3213500976562
2017-07-13,1014.4244384765625
2017-07-14,1025.3323974609375
2017-07-17,1042.1134033203125
2017-07-18,1057.2166748046875
2017-07-19,1075.6759033203125
2017-07-20,1081.5494384765625
2017-07-21,1075.6759033203125
2017-07-24,1075.6759033203125
2017-07-25,1075.6759033203125
2017-07-26,1079.87109375
2017-07-27,1090.779052734375
2017-07-28,1080.7105712890625
2017-07-31,1081.5494384765625
2017-08-01,1063.0899658203125
2017-08-02,1046.308837890625
2017-08-03,1031.2059326171875
2017-08-04,1031.2059326171875
2017-08-07,1032.8839111328125
2017-08-08,1026.1712646484375
2017-08-09,1024.493408203125
2017-08-10,1004.3557739257812
2017-08-11,999.3213500976562
2017-08-14,1011.068359375
2017-08-15,1005.19482421875
2017-08-16,1025.3323974609375
2017-08-17,1001.838623046875
2017-08-18,994.287109375
2017-08-21,991.7698364257812
2017-08-22,1001.838623046875
2017-08-23,988.41357421875
2017-08-24,968.276123046875
2017-08-25,974.9887084960938
2017-08-29,956.5294189453125
2017-08-30,971.6325073242188
2017-08-31,986.7355346679688
2017-09-01,981.7011108398438
2017-09-04,981.7011108398438
2017-09-05,978.344970703125
2017-09-06,965.759033203125
2017-09-07,963.2417602539062
2017-09-08,964.919921875
2017-09-11,985.0573120117188
2017-09-12,966.5980224609375
2017-09-13,955.6902465820312
2017-09-14,949.81689453125
2017-09-15,932.1964721679688
2017-09-18,927.1621704101562
2017-09-19,910.3810424804688
2017-09-20,918.7716064453125
2017-09-21,976.666748046875
2017-09-22,979.1840209960938
2017-09-25,981.7011108398438
2017-09-26,980.0231323242188
2017-09-27,981.7011108398438
2017-09-28,964.4518432617188
2017-09-29,976.2031860351562
2017-10-02,986.2759399414062
2017-10-03,987.115234375
2017-10-04,971.1669311523438
2017-10-05,961.93359375
2017-10-06,972.00634765625
2017-10-09,952.7003784179688
2017-10-10,945.1459350585938
2017-10-11,947.6640014648438
2017-10-12,935.9127197265625
2017-10-13,933.3947143554688
2017-10-16,929.1976928710938
2017-10-17,919.9644165039062
2017-10-18,935.9127197265625
2017-10-19,910.7313232421875
2017-10-20,905.6950073242188
2017-10-23,892.2648315429688
2017-10-24,893.1041870117188
2017-10-25,890.5860595703125
2017-10-26,881.3529052734375
2017-10-27,884.7103881835938
2017-10-30,879.6740112304688
2017-10-31,872.9590454101562
2017-11-01,885.5496826171875
2017-11-02,911.570556640625
2017-11-03,914.9281005859375
2017-11-06,911.570556640625
2017-11-07,896.4617309570312
2017-11-08,888.9072875976562
2017-11-09,873.7984008789062
2017-11-10,869.6014404296875
2017-11-13,850.295654296875
2017-11-14,862.8863525390625
2017-11-15,842.7412109375
2017-11-16,855.3319091796875
2017-11-17,880.5135498046875
2017-11-20,862.8863525390625
2017-11-21,852.8138427734375
2017-11-22,855.3319091796875
2017-11-23,855.3319091796875
2017-11-24,835.1867065429688
2017-11-27,833.9276733398438
2017-11-28,836.4458618164062
2017-11-29,865.4044799804688
2017-11-30,872.9590454101562
2017-12-01,866.2440185546875
2017-12-04,885.5496826171875
2017-12-05,878.8346557617188
2017-12-06,863.7257080078125
2017-12-07,862.0469970703125
2017-12-08,880.5135498046875
2017-12-11,884.7103881835938
2017-12-12,883.8710327148438
2017-12-13,878.65087890625
2017-12-14,881.3529052734375
2017-12-15,890.5860595703125
2017-12-18,906.5343627929688
2017-12-19,914.9281005859375
2017-12-20,914.9281005859375
2017-12-21,914.9281005859375
2017-12-22,914.9281005859375
2017-12-27,918.2858276367188
2017-12-28,922.482666015625
2017-12-29,913.2494506835938
2018-01-02,916.60693359375
2018-01-03,906.5343627929688
2018-01-04,916.60693359375
2018-01-05,925.000732421875
2018-01-08,914.0888671875
2018-01-09,914.9281005859375
2018-01-10,905.6950073242188
2018-01-11,888.0679321289062
2018-01-12,908.213134765625
2018-01-15,940.109619140625
2018-01-16,962.7730102539062
2018-01-17,920.8038940429688
2018-01-18,873.7984008789062
2018-01-19,834.347412109375
2018-01-22,820.0779418945312
2018-01-23,802.0310668945312
2018-01-24,803.7098999023438
2018-01-25,926.6796264648438
2018-01-26,945.1459350585938
2018-01-29,922.482666015625
2018-01-30,902.3375244140625
2018-01-31,883.8710327148438
2018-02-01,867.9226684570312
2018-02-02,865.4044799804688
2018-02-05,852.8138427734375
2018-02-06,857.0108032226562
2018-02-07,874.6378173828125
2018-02-08,868.7620239257812
2018-02-09,884.7103881835938
2018-02-12,909.0524291992188
2018-02-13,913.2494506835938
2018-02-14,885.5496826171875
2018-02-15,894.7828979492188
2018-02-16,906.5343627929688
2018-02-19,889.7467041015625
2018-02-20,908.213134765625
2018-02-21,902.3375244140625
2018-02-22,890.5860595703125
2018-02-23,894.7828979492188
2018-02-26,884.7103881835938
2018-02-27,877.1559448242188
2018-02-28,870.4408569335938
2018-03-01,856.17138671875
2018-03-02,821.756591796875
2018-03-05,832.6685180664062
2018-03-06,841.90185546875
2018-03-07,854.4925537109375
2018-03-08,858.689453125
2018-03-09,865.4044799804688
2018-03-12,891.4253540039062
2018-03-13,894.7828979492188
2018-03-14,904.8555908203125
2018-03-15,871.2801513671875
2018-03-16,840.2230834960938
2018-03-19,817.5596313476562
2018-03-20,805.8084106445312
2018-03-21,828.052001953125
2018-03-22,801.79833984375
2018-03-23,810.6138916015625
2018-03-26,790.8838500976562
2018-03-27,803.8973388671875
2018-03-28,789.6244506835938
2018-03-29,784.5868530273438
2018-04-03,778.2901611328125
2018-04-04,785.426513671875
2018-04-05,785.0066528320312
2018-04-06,796.341064453125
2018-04-09,800.5390625
2018-04-10,815.6514282226562
2018-04-11,821.5283813476562
2018-04-12,825.7263793945312
2018-04-13,842.937744140625
2018-04-16,837.0606689453125
2018-04-17,858.8897094726562
2018-04-18,861.408447265625
2018-04-19,882.3980102539062
2018-04-20,886.5958251953125
2018-04-23,894.9916381835938
2018-04-24,884.0772094726562
2018-04-25,882.3980102539062
2018-04-26,880.7189331054688
2018-04-27,889.9542236328125
2018-04-30,902.5479125976562
2018-05-01,906.745849609375
2018-05-02,887.435302734375
2018-05-03,877.3604736328125
2018-05-04,894.1520385742188
2018-05-08,886.5958251953125
2018-05-09,910.9437866210938
2018-05-10,916.8207397460938
2018-05-11,905.90625
2018-05-14,900.0291137695312
2018-05-15,890.7938232421875
2018-05-16,894.1520385742188
2018-05-17,906.745849609375
2018-05-18,911.783203125
2018-05-21,910.1040649414062
2018-05-22,915.9810791015625
2018-05-23,910.9437866210938
2018-05-24,900.0291137695312
2018-05-25,885.7562255859375
2018-05-29,869.8043212890625
2018-05-30,873.16259765625
2018-05-31,889.9542236328125
2018-06-01,910.1040649414062
2018-06-04,897.5103759765625
2018-06-05,892.472900390625
2018-06-06,907.5853271484375
2018-06-07,837.9002685546875
2018-06-08,826.9857177734375
2018-06-11,852.1731567382812
2018-06-12,858.0502319335938
2018-06-13,850.4939575195312
2018-06-14,847.9752197265625
2018-06-15,847.1355590820312
2018-06-18,844.616943359375
2018-06-19,835.3814697265625
2018-06-20,833.7023315429688
2018-06-21,824.0472412109375
2018-06-22,835.3814697265625
2018-06-25,819.009765625
2018-06-26,821.108642578125
2018-06-27,808.9347534179688
2018-06-28,806.8358154296875
2018-06-29,805.9962768554688
2018-07-02,786.2662353515625
2018-07-03,782.90771484375
2018-07-04,782.488037109375
2018-07-05,780.8087768554688
2018-07-06,785.8463745117188
2018-07-09,785.0066528320312
2018-07-10,818.5899658203125
2018-07-11,817.7503051757812
2018-07-12,814.3920288085938
2018-07-13,815.6514282226562
2018-07-16,818.2365112304688
2018-07-17,818.5899658203125
2018-07-18,803.4774780273438
2018-07-19,795.50146484375
2018-07-20,793.8223876953125
2018-07-23,789.6244506835938
2018-07-24,788.7847900390625
2018-07-25,785.426513671875
2018-07-26,795.9212646484375
2018-07-27,797.6004638671875
2018-07-30,803.8973388671875
2018-07-31,811.8733520507812
2018-08-01,788.7847900390625
2018-08-02,777.4505004882812
2018-08-03,774.5119018554688
2018-08-06,772.4130249023438
2018-08-07,781.6484375
2018-08-08,780.8087768554688
2018-08-09,776.6109619140625
2018-08-10,767.3756713867188
2018-08-13,766.1162719726562
2018-08-14,761.9182739257812
2018-08-15,753.9423217773438
2018-08-16,753.9423217773438
2018-08-17,758.9797973632812
2018-08-20,761.49853515625
2018-08-21,775.3516235351562
2018-08-22,779.1296997070312
2018-08-23,792.1431274414062
2018-08-24,800.1192626953125
2018-08-28,815.6514282226562
2018-08-29,784.5868530273438
2018-08-30,789.2046508789062
2018-08-31,796.760986328125
2018-09-03,774.0922241210938
2018-09-04,772.4130249023438
2018-09-05,755.6215209960938
2018-09-06,756.4609985351562
2018-09-07,795.9212646484375
2018-09-10,798.020263671875
2018-09-11,785.426513671875
2018-09-12,797.6004638671875
2018-09-13,806.4160766601562
2018-09-14,825.3065185546875
2018-09-17,869.8043212890625
2018-09-18,853.0127563476562
2018-09-19,873.16259765625
2018-09-20,872.3229370117188
2018-09-21,871.4833374023438
2018-09-24,860.5689086914062
2018-09-25,863.0875244140625
2018-09-26,828.6649780273438
2018-09-27,776.5531005859375
2018-09-28,760.5936279296875
2018-10-01,774.4532470703125
2018-10-02,760.1736450195312
2018-10-03,769.833251953125
2018-10-04,760.1736450195312
2018-10-05,750.093994140625
2018-10-08,753.4539184570312
2018-10-09,751.77392578125
2018-10-10,745.47412109375
2018-10-11,740.4343872070312
2018-10-12,735.8143920898438
2018-10-15,728.2547607421875
2018-10-16,771.0933227539062
2018-10-17,766.8934936523438
2018-10-18,734.9744873046875
2018-10-19,751.77392578125
2018-10-22,744.2142333984375
2018-10-23,726.1548461914062
2018-10-24,720.6949462890625
2018-10-25,715.6552124023438
2018-10-26,699.2757568359375
2018-10-29,718.1751098632812
2018-10-30,751.77392578125
2018-10-31,736.2344360351562
2018-11-01,776.1331176757812
2018-11-02,772.7731323242188
2018-11-05,775.2931518554688
2018-11-06,770.2532958984375
2018-11-07,763.533447265625
2018-11-08,770.67333984375
2018-11-09,778.2330932617188
2018-11-12,755.5538330078125
2018-11-13,747.5740356445312
2018-11-14,734.9744873046875
2018-11-15,692.9759521484375
2018-11-16,719.0150146484375
2018-11-19,704.735595703125
2018-11-20,683.7363891601562
2018-11-21,663.5769653320312
2018-11-22,642.5776977539062
2018-11-23,640.8977661132812
2018-11-26,649.2974853515625
2018-11-27,656.4371948242188
2018-11-28,635.85791015625
2018-11-29,632.0780639648438
2018-11-30,426.7052307128906
2018-12-03,374.62701416015625
2018-12-04,359.1715393066406
2018-12-05,348.5684814453125
2018-12-06,335.0633850097656
2018-12-07,326.5158386230469
2018-12-10,321.7292175292969
2018-12-11,337.11474609375
2018-12-12,348.7394714355469
2018-12-13,348.05560302734375
2018-12-14,351.98748779296875
2018-12-17,350.2779541015625
2018-12-18,354.2098388671875
2018-12-19,329.080078125
2018-12-20,334.37957763671875
2018-12-21,338.31146240234375
2018-12-24,345.3204650878906
2018-12-27,339.3370666503906
2018-12-28,350.4489440917969
2018-12-31,348.7394714355469
2019-01-02,349.7651062011719
2019-01-03,343.2689514160156
2019-01-04,368.7406921386719
2019-01-07,387.545166015625
2019-01-08,435.92425537109375
2019-01-09,439.3432922363281
2019-01-10,444.8992004394531
2019-01-11,452.1646423339844
2019-01-14,436.779052734375
2019-01-15,429.5135803222656
2019-01-16,440.6254577636719
2019-01-17,430.3683776855469
2019-01-18,441.05279541015625
2019-01-21,447.4634704589844
2019-01-22,450.8824768066406
2019-01-23,454.7288818359375
2019-01-24,448.7455139160156
2019-01-25,447.89080810546875
2019-01-28,429.5135803222656
2019-01-29,444.0444641113281
2019-01-30,457.720458984375
2019-01-31,441.05279541015625
2019-02-01,438.4885559082031
2019-02-04,445.3265686035156
2019-02-05,434.21478271484375
2019-02-06,431.6505432128906
2019-02-07,426.3510437011719
2019-02-08,418.3162841796875
2019-02-11,418.82916259765625
2019-02-12,427.37677001953125
2019-02-13,436.35162353515625
2019-02-14,427.37677001953125
2019-02-15,433.787353515625
2019-02-18,429.0862731933594
2019-02-19,431.2231140136719
2019-02-20,433.36004638671875
2019-02-21,429.5135803222656
2019-02-22,434.6421203613281
2019-02-25,437.20635986328125
2019-02-26,443.189697265625
2019-02-27,448.3182067871094
2019-02-28,445.75396728515625
2019-03-01,454.3014831542969
2019-03-04,455.1562194824219
2019-03-05,447.4634704589844
2019-03-06,453.44671630859375
2019-03-07,432.077880859375
2019-03-08,424.9833984375
2019-03-11,373.86920166015625
2019-03-12,374.2110290527344
2019-03-13,395.06707763671875
2019-03-14,395.06707763671875
2019-03-15,429.5135803222656
2019-03-18,413.7007141113281
2019-03-19,413.7007141113281
2019-03-20,367.0312194824219
2019-03-21,341.2176208496094
2019-03-22,331.3024597167969
2019-03-25,311.6430969238281
2019-03-26,312.15594482421875
2019-03-27,325.8319396972656
2019-03-28,309.8024597167969
2019-03-29,310.4864196777344
2019-04-01,308.09271240234375
2019-04-02,294.58587646484375
2019-04-03,298.51824951171875
2019-04-04,310.82830810546875
2019-04-05,307.7507629394531
2019-04-08,291.3374328613281
2019-04-09,286.0372619628906
2019-04-10,285.1824035644531
2019-04-11,289.2857666015625
2019-04-12,297.4924621582031
