Date,JINDALSTEL.NS
2015-08-03,75.08955383300781
2015-08-04,76.76917266845703
2015-08-05,77.65840911865234
2015-08-06,77.65840911865234
2015-08-07,77.60900115966797
2015-08-10,81.1164779663086
2015-08-11,80.57306671142578
2015-08-12,76.22577667236328
2015-08-13,67.58059692382812
2015-08-14,70.10005187988281
2015-08-17,69.95185852050781
2015-08-18,70.14944458007812
2015-08-19,73.16291809082031
2015-08-20,67.08659362792969
2015-08-21,70.0012435913086
2015-08-24,66.98779296875
2015-08-25,68.07461547851562
2015-08-26,66.4937744140625
2015-08-27,69.30963897705078
2015-08-28,66.79017639160156
2015-08-31,66.74078369140625
2015-09-01,63.92491912841797
2015-09-02,63.52971649169922
2015-09-03,64.4189224243164
2015-09-04,61.40547180175781
2015-09-07,59.18242645263672
2015-09-08,59.775238037109375
2015-09-09,61.60307312011719
2015-09-10,60.12104415893555
2015-09-11,61.109066009521484
2015-09-14,63.38151168823242
2015-09-15,61.40547180175781
2015-09-16,63.18391036987305
2015-09-18,63.233306884765625
2015-09-21,64.4189224243164
2015-09-22,61.059661865234375
2015-09-23,60.022239685058594
2015-09-24,59.133026123046875
2015-09-28,57.60158920288086
2015-09-29,57.7991943359375
2015-09-30,59.92344284057617
2015-10-01,59.42942810058594
2015-10-05,68.46981811523438
2015-10-06,73.01470947265625
2015-10-07,69.2602310180664
2015-10-08,69.40843963623047
2015-10-09,68.56861877441406
2015-10-12,71.82908630371094
2015-10-13,73.7063217163086
2015-10-14,73.16291809082031
2015-10-15,74.44734191894531
2015-10-16,74.20033264160156
2015-10-19,74.15093994140625
2015-10-20,74.44734191894531
2015-10-21,75.13895416259766
2015-10-23,75.53416442871094
2015-10-26,74.3485336303711
2015-10-27,74.3485336303711
2015-10-28,75.87997436523438
2015-10-29,76.12698364257812
2015-10-30,79.1898422241211
2015-11-02,77.65840911865234
2015-11-03,75.13895416259766
2015-11-04,75.3859634399414
2015-11-05,72.8171157836914
2015-11-06,71.1374740600586
2015-11-09,71.38448333740234
2015-11-10,70.69286346435547
2015-11-13,78.39942169189453
2015-11-16,80.12845611572266
2015-11-17,81.0176773071289
2015-11-18,79.83206176757812
2015-11-19,80.62246704101562
2015-11-20,86.74819946289062
2015-11-23,82.15390014648438
2015-11-24,85.31555938720703
2015-11-26,89.31705474853516
2015-11-27,89.26764678955078
2015-11-30,89.81106567382812
2015-12-01,94.1583480834961
2015-12-02,93.81253814697266
2015-12-03,90.79907989501953
2015-12-04,92.28111267089844
2015-12-07,92.47870635986328
2015-12-08,87.88441467285156
2015-12-09,83.98174285888672
2015-12-10,86.30358123779297
2015-12-11,85.71077728271484
2015-12-14,89.81106567382812
2015-12-15,89.46525573730469
2015-12-16,88.77363586425781
2015-12-17,90.99668884277344
2015-12-18,89.90986633300781
2015-12-21,90.60147094726562
2015-12-22,89.46525573730469
2015-12-23,91.24368286132812
2015-12-24,91.2930908203125
2015-12-28,89.5640640258789
2015-12-29,89.66285705566406
2015-12-30,93.71373748779297
2015-12-31,95.09696960449219
2016-01-01,93.07151794433594
2016-01-04,91.54009246826172
2016-01-05,94.75115966796875
2016-01-06,92.33050537109375
2016-01-07,82.94430541992188
2016-01-08,83.5865249633789
2016-01-11,82.94430541992188
2016-01-12,79.04163360595703
2016-01-13,76.86799621582031
2016-01-14,71.33507537841797
2016-01-15,63.233306884765625
2016-01-18,59.281227111816406
2016-01-19,63.57911682128906
2016-01-20,60.31864547729492
2016-01-21,61.89948272705078
2016-01-22,65.25875091552734
2016-01-25,64.51773834228516
2016-01-27,65.11055755615234
2016-01-28,63.282711029052734
2016-01-29,63.430908203125
2016-02-01,63.13450622558594
2016-02-02,59.33062744140625
2016-02-03,54.73633575439453
2016-02-04,56.71237564086914
2016-02-05,62.739295959472656
2016-02-08,60.565650939941406
2016-02-09,60.46685028076172
2016-02-10,58.935420989990234
2016-02-11,54.2423210144043
2016-02-12,54.785736083984375
2016-02-15,62.393489837646484
2016-02-16,58.44141387939453
2016-02-17,56.3665657043457
2016-02-18,56.3665657043457
2016-02-19,56.61357116699219
2016-02-22,56.07015609741211
2016-02-23,55.823158264160156
2016-02-24,57.552188873291016
2016-02-25,53.501312255859375
2016-02-26,52.760292053222656
2016-02-29,52.760292053222656
2016-03-01,55.180938720703125
2016-03-02,56.61357116699219
2016-03-03,62.591094970703125
2016-03-04,62.393489837646484
2016-03-08,65.60455322265625
2016-03-09,64.27073669433594
2016-03-10,65.06114196777344
2016-03-11,62.04768753051758
2016-03-14,59.03422164916992
2016-03-15,59.972843170166016
2016-03-16,57.9473991394043
2016-03-17,58.09560012817383
2016-03-18,59.8740348815918
2016-03-21,59.52823257446289
2016-03-22,60.812660217285156
2016-03-23,61.454872131347656
2016-03-28,59.52823257446289
2016-03-29,55.08213806152344
2016-03-30,57.00878143310547
2016-03-31,59.52823257446289
2016-04-01,62.739295959472656
2016-04-04,62.6405029296875
2016-04-05,59.380027770996094
2016-04-06,61.20787048339844
2016-04-07,59.52823257446289
2016-04-08,65.85155487060547
2016-04-11,65.06114196777344
2016-04-12,64.61653900146484
2016-04-13,67.18539428710938
2016-04-18,68.42041778564453
2016-04-20,73.65692901611328
2016-04-21,72.47129821777344
2016-04-22,72.07608795166016
2016-04-25,71.87849426269531
2016-04-26,73.36052703857422
2016-04-27,75.87997436523438
2016-04-28,73.80512237548828
2016-04-29,68.96382904052734
2016-05-02,69.8530502319336
2016-05-03,68.1240005493164
2016-05-04,65.70336151123047
2016-05-05,65.15994262695312
2016-05-06,63.38151168823242
2016-05-09,64.17192077636719
2016-05-10,63.62852096557617
2016-05-11,62.838096618652344
2016-05-12,63.233306884765625
2016-05-13,61.60307312011719
2016-05-16,60.615055084228516
2016-05-17,59.47883224487305
2016-05-18,60.812660217285156
2016-05-19,59.62703323364258
2016-05-20,59.23182678222656
2016-05-23,58.5896110534668
2016-05-24,57.50278854370117
2016-05-25,58.83662033081055
2016-05-26,59.972843170166016
2016-05-27,60.862056732177734
