Date,TT
2015-08-03,39.63639450073242
2015-08-04,38.88334655761719
2015-08-05,39.263145446777344
2015-08-06,39.2958869934082
2015-08-07,39.453041076660156
2015-08-10,40.337059020996094
2015-08-11,39.98344802856445
2015-08-12,40.36325454711914
2015-08-13,40.19298553466797
2015-08-14,40.3043098449707
2015-08-17,40.67756271362305
2015-08-18,40.69066619873047
2015-08-19,39.891761779785156
2015-08-20,39.02085494995117
2015-08-21,37.835628509521484
2015-08-24,36.38192367553711
2015-08-25,35.56340408325195
2015-08-26,36.25751495361328
2015-08-27,36.63076400756836
2015-08-28,36.49324417114258
2015-08-31,36.20512008666992
2015-09-01,35.08538055419922
2015-09-02,35.51102828979492
2015-09-03,35.144309997558594
2015-09-04,34.60081100463867
2015-09-08,35.28837585449219
2015-09-09,35.722896575927734
2015-09-10,35.742645263671875
2015-09-11,36.210086822509766
2015-09-14,36.18375015258789
2015-09-15,37.18447494506836
2015-09-16,37.5926628112793
2015-09-17,36.947444915771484
2015-09-18,36.177162170410156
2015-09-21,36.08498764038086
2015-09-22,35.505645751953125
2015-09-23,34.98553466796875
2015-09-24,34.66951370239258
2015-09-25,34.57733154296875
2015-09-28,33.556884765625
2015-09-29,33.31986618041992
2015-09-30,33.425209045410156
2015-10-01,33.372535705566406
2015-10-02,33.83339309692383
2015-10-05,34.76826858520508
2015-10-06,35.104026794433594
2015-10-07,35.38712692260742
2015-10-08,36.117919921875
2015-10-09,36.11134719848633
2015-10-12,35.933570861816406
2015-10-13,35.43980026245117
2015-10-14,35.209381103515625
2015-10-15,35.71629333496094
2015-10-16,35.28837585449219
2015-10-19,35.123783111572266
2015-10-20,35.76898956298828
2015-10-21,35.762393951416016
2015-10-22,36.65119171142578
2015-10-23,37.250308990478516
2015-10-26,37.4017219543457
2015-10-27,37.78357696533203
2015-10-28,38.61969757080078
2015-10-29,38.830379486083984
2015-10-30,39.01471710205078
2015-11-02,39.64017868041992
2015-11-03,39.376827239990234
2015-11-04,39.199066162109375
2015-11-05,39.44266891479492
2015-11-06,39.534828186035156
2015-11-09,38.94228744506836
2015-11-10,38.757972717285156
2015-11-11,38.73820877075195
2015-11-12,37.56631851196289
2015-11-13,37.43463897705078
2015-11-16,37.987674713134766
2015-11-17,37.69140625
2015-11-18,38.20494079589844
2015-11-19,38.62628173828125
2015-11-20,38.64604187011719
2015-11-23,38.455108642578125
2015-11-24,38.51435852050781
2015-11-25,38.52095031738281
2015-11-27,38.53411102294922
2015-11-30,38.62628173828125
2015-12-01,38.830379486083984
2015-12-02,38.21152877807617
2015-12-03,37.948177337646484
2015-12-04,38.4682731628418
2015-12-07,37.69140625
2015-12-08,36.447105407714844
2015-12-09,36.36767578125
2015-12-10,36.32797622680664
2015-12-11,36.109561920166016
2015-12-14,35.844825744628906
2015-12-15,35.40802764892578
2015-12-16,35.97719955444336
2015-12-17,35.35507583618164
2015-12-18,34.82560348510742
2015-12-21,35.169769287109375
2015-12-22,35.89116287231445
2015-12-23,36.8243408203125
2015-12-24,36.817726135253906
2015-12-28,36.73832702636719
2015-12-29,37.21482849121094
2015-12-30,36.95009231567383
2015-12-31,36.59270095825195
2016-01-04,36.49342727661133
2016-01-05,36.10293960571289
2016-01-06,35.3352165222168
2016-01-07,34.282920837402344
2016-01-08,33.95859909057617
2016-01-11,34.07111740112305
2016-01-12,34.6270637512207
2016-01-13,34.01155090332031
2016-01-14,34.454994201660156
2016-01-15,34.24319076538086
2016-01-19,33.4754753112793
2016-01-20,32.3768310546875
2016-01-21,32.3172721862793
2016-01-22,33.39605712890625
2016-01-25,32.31064987182617
2016-01-26,33.482086181640625
2016-01-27,33.104854583740234
2016-01-28,33.05851745605469
2016-01-29,34.06450653076172
2016-02-01,33.693878173828125
2016-02-02,32.29739761352539
2016-02-03,33.05851745605469
2016-02-04,33.95200729370117
2016-02-05,33.978458404541016
2016-02-08,32.734214782714844
2016-02-09,33.19088363647461
2016-02-10,32.79377746582031
2016-02-11,32.42315673828125
2016-02-12,33.96522521972656
2016-02-16,34.24319076538086
2016-02-17,34.71310043334961
2016-02-18,34.48145294189453
2016-02-19,34.42850875854492
2016-02-22,35.540401458740234
2016-02-23,35.35507583618164
2016-02-24,36.6985969543457
2016-02-25,37.386905670166016
2016-02-26,37.42661666870117
2016-02-29,36.771392822265625
2016-03-01,37.790626525878906
2016-03-02,37.87665557861328
2016-03-03,38.101688385009766
2016-03-04,38.00902557373047
2016-03-07,38.591434478759766
2016-03-08,37.85679626464844
2016-03-09,38.143001556396484
2016-03-10,38.20954513549805
2016-03-11,39.128013610839844
2016-03-14,39.33433532714844
2016-03-15,39.02817153930664
2016-03-16,39.41419982910156
2016-03-17,40.59888458251953
2016-03-18,41.05813217163086
2016-03-21,41.231178283691406
2016-03-22,40.97825241088867
2016-03-23,40.871768951416016
2016-03-24,40.785240173339844
2016-03-28,40.785240173339844
2016-03-29,41.31103515625
2016-03-30,41.31103515625
2016-03-31,41.27109909057617
2016-04-01,41.317684173583984
2016-04-04,40.88508224487305
2016-04-05,40.033172607421875
2016-04-06,39.85347366333008
2016-04-07,39.6671028137207
2016-04-08,40.166282653808594
2016-04-11,40.36594772338867
2016-04-12,40.89837646484375
2016-04-13,42.14963150024414
2016-04-14,42.38257598876953
2016-04-15,42.442481994628906
2016-04-18,42.52901077270508
2016-04-19,42.51570129394531
2016-04-20,42.342647552490234
2016-04-21,42.28273010253906
2016-04-22,42.88840103149414
2016-04-25,42.61552047729492
2016-04-26,43.52067947387695
2016-04-27,43.96660614013672
2016-04-28,43.480743408203125
2016-04-29,43.62050247192383
2016-05-02,44.019840240478516
2016-05-03,43.92667770385742
2016-05-04,43.16128158569336
2016-05-05,43.16128158569336
2016-05-06,43.61385726928711
2016-05-09,43.427513122558594
2016-05-10,44.1529541015625
2016-05-11,43.8867301940918
2016-05-12,43.87343215942383
2016-05-13,43.65378952026367
2016-05-16,44.146305084228516
2016-05-17,43.680416107177734
2016-05-18,43.39422607421875
2016-05-19,42.60220718383789
2016-05-20,42.728668212890625
2016-05-23,42.98158264160156
2016-05-24,43.627159118652344
2016-05-25,44.119686126708984
2016-05-26,44.1130256652832
2016-05-27,44.246124267578125
2016-05-31,44.46576690673828
2016-06-01,44.25944900512695
2016-06-02,44.3060417175293
2016-06-03,43.79356002807617
2016-06-06,43.860107421875
2016-06-07,43.820186614990234
2016-06-08,44.03419494628906
2016-06-09,43.93387985229492
2016-06-10,43.13132095336914
2016-06-13,42.50263214111328
2016-06-14,42.57620620727539
2016-06-15,43.017608642578125
2016-06-16,43.17143630981445
2016-06-17,43.5660285949707
2016-06-20,44.12114334106445
2016-06-21,43.73992156982422
2016-06-22,43.71316909790039
2016-06-23,44.33516311645508
2016-06-24,42.047847747802734
2016-06-27,39.579952239990234
2016-06-28,40.335697174072266
2016-06-29,41.35897445678711
2016-06-30,42.58958053588867
2016-07-01,42.810279846191406
2016-07-05,42.18830871582031
2016-07-06,42.84373474121094
2016-07-07,43.15138244628906
2016-07-08,43.967315673828125
2016-07-11,44.060951232910156
2016-07-12,44.7698860168457
2016-07-13,45.15778732299805
