Date,SAIL.NS
2015-08-21,47.08251953125
2015-08-24,42.59846878051758
2015-08-25,43.10609817504883
2015-08-26,41.49860763549805
2015-08-27,42.8522834777832
2015-08-28,44.036746978759766
2015-08-31,42.09083938598633
2015-09-01,39.7219123840332
2015-09-02,39.383487701416016
2015-09-03,41.2870979309082
2015-09-04,39.93342208862305
2015-09-07,40.314144134521484
2015-09-08,43.656028747558594
2015-09-09,45.77113723754883
2015-09-10,44.1213493347168
2015-09-11,43.190696716308594
2015-09-14,44.036746978759766
2015-09-15,42.55616760253906
2015-09-16,43.952144622802734
2015-09-18,43.952144622802734
2015-09-21,43.74063491821289
2015-09-22,42.89458465576172
2015-09-23,42.97918701171875
2015-09-24,44.84049987792969
2015-09-28,43.698333740234375
2015-09-29,42.59846878051758
2015-09-30,43.44451904296875
2015-10-01,42.8522834777832
2015-10-05,43.952144622802734
2015-10-06,44.75589370727539
2015-10-07,46.57489013671875
2015-10-08,46.321075439453125
2015-10-09,47.29403305053711
2015-10-12,47.59014892578125
2015-10-13,47.50554275512695
2015-10-14,48.35158920288086
2015-10-15,48.35158920288086
2015-10-16,47.251731872558594
2015-10-19,46.99791717529297
2015-10-20,46.828697204589844
2015-10-21,46.99791717529297
2015-10-23,46.99791717529297
2015-10-26,47.71705627441406
2015-10-27,46.40568161010742
2015-10-28,45.89805221557617
2015-10-29,44.713584899902344
2015-10-30,45.1366081237793
2015-11-02,43.61371994018555
2015-11-03,43.190696716308594
2015-11-04,42.640777587890625
2015-11-05,41.49860763549805
2015-11-06,39.806514739990234
2015-11-09,39.17197799682617
2015-11-10,38.325931549072266
2015-11-13,37.90290832519531
2015-11-16,38.15672302246094
2015-11-17,38.45283508300781
2015-11-18,37.43758010864258
2015-11-19,37.81830596923828
2015-11-20,37.564491271972656
2015-11-23,37.18376922607422
2015-11-24,37.18376922607422
2015-11-26,37.18376922607422
2015-11-27,38.537445068359375
2015-11-30,38.74895477294922
2015-12-01,39.510398864746094
2015-12-02,40.22953414916992
2015-12-03,39.510398864746094
2015-12-04,39.510398864746094
2015-12-07,39.3411865234375
2015-12-08,37.60679626464844
2015-12-09,36.92995071411133
2015-12-10,37.479888916015625
2015-12-11,37.987518310546875
2015-12-14,38.62205123901367
2015-12-15,38.19902801513672
2015-12-16,38.19902801513672
2015-12-17,40.65255355834961
2015-12-18,40.14493179321289
2015-12-21,40.99098205566406
2015-12-22,40.22953414916992
2015-12-23,41.03327941894531
2015-12-24,41.32939910888672
2015-12-28,40.821773529052734
2015-12-29,40.48334884643555
2015-12-30,40.22953414916992
2015-12-31,40.90637969970703
2016-01-01,40.77946853637695
2016-01-04,40.525657653808594
2016-01-05,43.148399353027344
2016-01-06,42.30234909057617
2016-01-07,39.383487701416016
2016-01-08,40.102638244628906
2016-01-11,39.298885345458984
2016-01-12,38.833560943603516
2016-01-13,38.19902801513672
2016-01-14,37.60679626464844
2016-01-15,35.872398376464844
2016-01-18,35.449371337890625
2016-01-19,35.95700454711914
2016-01-20,34.94174575805664
2016-01-21,34.94174575805664
2016-01-22,36.46462631225586
2016-01-25,36.84535217285156
2016-01-27,36.88764953613281
2016-01-28,36.16851806640625
2016-01-29,36.2108154296875
2016-02-01,36.12621307373047
2016-02-02,33.291954040527344
2016-02-03,32.826622009277344
2016-02-04,32.657413482666016
2016-02-05,34.5610237121582
2016-02-08,34.34950637817383
2016-02-09,32.95354080200195
2016-02-10,31.938276290893555
2016-02-11,30.45769500732422
2016-02-12,29.146320343017578
2016-02-15,30.33078956604004
2016-02-16,29.865461349487305
2016-02-17,30.542299270629883
2016-02-18,30.288482666015625
2016-02-19,30.584604263305664
2016-02-22,30.669204711914062
2016-02-23,30.119272232055664
2016-02-24,29.907764434814453
2016-02-25,29.230928421020508
2016-02-26,29.400135040283203
2016-02-29,29.52704429626465
2016-03-01,30.373088836669922
2016-03-02,31.98057746887207
2016-03-03,33.50346374511719
2016-03-04,33.884185791015625
2016-03-08,36.59153366088867
2016-03-09,35.83009338378906
2016-03-10,36.16851806640625
2016-03-11,36.12621307373047
2016-03-14,35.660892486572266
2016-03-15,36.59153366088867
2016-03-16,35.95700454711914
2016-03-17,36.2108154296875
2016-03-18,36.25312042236328
2016-03-21,36.25312042236328
2016-03-22,36.54923629760742
2016-03-23,38.28363800048828
2016-03-28,35.914703369140625
2016-03-29,35.49167251586914
2016-03-30,36.7607421875
2016-03-31,36.46462631225586
2016-04-01,36.88764953613281
2016-04-04,36.972259521484375
2016-04-05,35.914703369140625
2016-04-06,36.59153366088867
2016-04-07,35.914703369140625
2016-04-08,36.08391189575195
2016-04-11,37.056861877441406
2016-04-12,36.63384246826172
2016-04-13,37.395286560058594
2016-04-18,37.6913948059082
2016-04-20,39.21428298950195
2016-04-21,38.96046447753906
2016-04-22,38.8758659362793
2016-04-25,38.28363800048828
2016-04-26,39.087371826171875
2016-04-27,38.8758659362793
2016-04-28,39.7219123840332
2016-04-29,40.102638244628906
2016-05-02,39.97572708129883
2016-05-03,38.96046447753906
2016-05-04,35.5762825012207
2016-05-05,35.61857604980469
2016-05-06,35.70318603515625
2016-05-09,36.25312042236328
2016-05-10,35.83009338378906
2016-05-11,35.364768981933594
2016-05-12,35.95700454711914
2016-05-13,35.195560455322266
2016-05-16,34.51872634887695
