Date,UNA.AS
2020-12-04,40.55196762084961
2020-12-07,40.26472473144531
2020-12-08,40.56462860107422
2020-12-09,40.666019439697266
2020-12-10,40.606876373291016
2020-12-11,40.73782730102539
2020-12-14,40.41679382324219
2020-12-15,40.14221954345703
2020-12-16,40.9743766784668
2020-12-17,40.55196762084961
2020-12-18,40.484375
2020-12-21,39.584632873535156
2020-12-22,40.125328063964844
2020-12-23,40.31542205810547
2020-12-24,40.404117584228516
2020-12-28,41.03774642944336
2020-12-29,41.60800552368164
2020-12-30,42.03887176513672
2020-12-31,41.874122619628906
2021-01-04,41.7431755065918
2021-01-05,41.43059158325195
2021-01-06,41.66714096069336
2021-01-07,41.4770622253418
2021-01-08,41.692501068115234
2021-01-11,41.42213821411133
2021-01-12,40.91101837158203
2021-01-13,41.17292022705078
2021-01-14,41.40946578979492
2021-01-15,41.696712493896484
2021-01-18,41.434814453125
2021-01-19,41.56998825073242
2021-01-20,41.434814453125
2021-01-21,41.55309295654297
2021-01-22,41.51930618286133
2021-01-25,42.41059875488281
2021-01-26,42.18672180175781
2021-01-27,41.84878158569336
2021-01-28,41.34610366821289
2021-01-29,40.46748352050781
2021-02-01,40.86454772949219
2021-02-02,41.177146911621094
2021-02-03,41.58266067504883
2021-02-04,39.20446014404297
2021-02-05,38.48212432861328
2021-02-08,38.12307357788086
2021-02-09,38.10194778442383
2021-02-10,37.93720245361328
2021-02-11,37.590824127197266
2021-02-12,38.22445297241211
2021-02-15,38.587730407714844
2021-02-16,38.874969482421875
2021-02-17,38.69755935668945
2021-02-18,38.701786041259766
2021-02-19,38.20755386352539
2021-02-22,37.426082611083984
2021-02-23,38.33005905151367
2021-02-24,37.65842056274414
2021-02-25,37.63862609863281
2021-02-26,36.72591018676758
2021-03-01,37.23771286010742
2021-03-02,37.56612014770508
2021-03-03,37.62583541870117
2021-03-04,38.13336181640625
2021-03-05,38.466033935546875
2021-03-08,38.55133056640625
2021-03-09,38.99916458129883
2021-03-10,39.2763786315918
2021-03-11,39.011959075927734
2021-03-12,39.19535446166992
2021-03-15,39.36168670654297
2021-03-16,39.97584915161133
2021-03-17,40.02702713012695
2021-03-18,39.88628005981445
2021-03-19,39.2166748046875
2021-03-22,39.78818130493164
2021-03-23,40.368228912353516
2021-03-24,40.16350555419922
2021-03-25,40.34263229370117
2021-03-26,40.368228912353516
2021-03-29,40.99517059326172
2021-03-30,40.5345573425293
2021-03-31,40.58573913574219
2021-04-01,40.35969924926758
2021-04-06,40.72221755981445
2021-04-07,40.81178665161133
2021-04-08,41.04208755493164
2021-04-09,40.6880989074707
2021-04-12,40.61559295654297
2021-04-13,40.611331939697266
2021-04-14,40.49190902709961
2021-04-15,40.948265075683594
2021-04-16,40.948265075683594
2021-04-19,40.91841125488281
2021-04-20,40.75634002685547
2021-04-21,40.85869216918945
2021-04-22,40.581478118896484
2021-04-23,40.24880599975586
2021-04-26,40.0440788269043
2021-04-27,39.81804275512695
2021-04-28,40.022762298583984
2021-04-29,41.344905853271484
2021-04-30,41.43874740600586
2021-05-03,41.899356842041016
2021-05-04,41.400360107421875
2021-05-05,41.77566909790039
2021-05-06,42.27894592285156
2021-05-07,42.010250091552734
2021-05-10,42.406898498535156
2021-05-11,41.87803268432617
2021-05-12,42.24482345581055
2021-05-13,42.411163330078125
2021-05-14,42.543373107910156
2021-05-17,42.70970916748047
2021-05-18,42.41969680786133
2021-05-19,42.30880355834961
2021-05-20,42.82228088378906
2021-05-21,42.7663688659668
2021-05-24,42.59857940673828
2021-05-25,42.7491569519043
2021-05-26,42.82658767700195
2021-05-27,41.987693786621094
2021-05-28,42.31464385986328
2021-05-31,41.961883544921875
2021-06-01,42.20280838012695
2021-06-02,42.42649841308594
2021-06-03,42.68032455444336
2021-06-04,42.77067184448242
2021-06-07,42.65451431274414
2021-06-08,42.72333526611328
2021-06-09,42.61148452758789
2021-06-10,42.7491569519043
2021-06-11,42.85670852661133
2021-06-14,42.98576736450195
2021-06-15,43.338523864746094
2021-06-16,43.4933967590332
2021-06-17,43.76012420654297
2021-06-18,43.1406364440918
2021-06-21,43.24388122558594
2021-06-22,43.34713363647461
2021-06-23,42.85670852661133
2021-06-24,42.564170837402344
2021-06-25,42.632999420166016
2021-06-28,42.88251876831055
2021-06-29,42.75345230102539
2021-06-30,42.47382354736328
2021-07-01,42.58137893676758
2021-07-02,42.77067184448242
2021-07-05,42.800777435302734
2021-07-06,43.02017593383789
2021-07-07,43.854774475097656
2021-07-08,42.99005889892578
2021-07-09,43.08041000366211
2021-07-12,43.329925537109375
2021-07-13,43.717105865478516
2021-07-14,43.415958404541016
2021-07-15,43.30411911010742
2021-07-16,43.69990158081055
2021-07-19,43.398765563964844
2021-07-20,42.97715759277344
2021-07-21,42.904022216796875
2021-07-22,40.6884880065918
2021-07-23,41.70375442504883
2021-07-26,40.619651794433594
2021-07-27,40.89928436279297
2021-07-28,40.97671890258789
2021-07-29,41.52307891845703
2021-07-30,41.8070182800293
2021-08-02,41.57470703125
2021-08-03,41.90165328979492
2021-08-04,41.69086837768555
2021-08-05,41.848663330078125
2021-08-06,41.861690521240234
2021-08-09,42.200233459472656
2021-08-10,42.087379455566406
2021-08-11,42.36082077026367
2021-08-12,42.24363708496094
2021-08-13,42.395530700683594
2021-08-16,42.15248489379883
2021-08-17,42.38686752319336
2021-08-18,41.80961227416992
2021-08-19,41.68373489379883
2021-08-20,41.861690521240234
2021-08-23,41.72713851928711
2021-08-24,41.36256408691406
2021-08-25,40.9155158996582
2021-08-26,41.12818908691406
2021-08-27,40.92854690551758
2021-08-30,40.941558837890625
2021-08-31,40.924198150634766
2021-09-01,40.79398727416992
2021-09-02,40.10823059082031
2021-09-03,40.24711990356445
2021-09-06,40.477149963378906
2021-09-07,40.307884216308594
2021-09-08,40.655094146728516
2021-09-09,40.29051208496094
2021-09-10,40.22976303100586
2021-09-13,40.69850158691406
2021-09-14,40.75926971435547
2021-09-15,40.351287841796875
