Date,CESC.NS
2015-08-21,35.39760971069336
2015-08-24,31.44083023071289
2015-08-25,33.250370025634766
2015-08-26,34.244346618652344
2015-08-27,33.97673797607422
2015-08-28,33.3427619934082
2015-08-31,33.38417434692383
2015-09-01,32.641883850097656
2015-09-02,31.976043701171875
2015-09-03,32.48259353637695
2015-09-04,31.19233512878418
2015-09-07,30.94384002685547
2015-09-08,31.450387954711914
2015-09-09,31.638343811035156
2015-09-10,30.921537399291992
2015-09-11,31.134986877441406
2015-09-14,32.25320816040039
2015-09-15,32.15127182006836
2015-09-16,32.664180755615234
2015-09-18,33.53071975708008
2015-09-21,34.9388542175293
2015-09-22,33.785579681396484
2015-09-23,34.03726577758789
2015-09-24,33.95125198364258
2015-09-28,33.22488784790039
2015-09-29,32.9540901184082
2015-09-30,32.931785583496094
2015-10-01,33.033729553222656
2015-10-05,33.769657135009766
2015-10-06,35.49955749511719
2015-10-07,36.06663131713867
2015-10-08,35.9455680847168
2015-10-09,36.95866012573242
2015-10-12,37.18804168701172
2015-10-13,37.465206146240234
2015-10-14,36.80256271362305
2015-10-15,36.547691345214844
2015-10-16,37.2421989440918
2015-10-19,37.64998245239258
2015-10-20,38.23936080932617
2015-10-21,38.041839599609375
2015-10-23,38.57387161254883
2015-10-26,38.48785400390625
2015-10-27,38.56749725341797
2015-10-28,38.334930419921875
2015-10-29,37.21671676635742
2015-10-30,37.044681549072266
2015-11-02,36.91405487060547
2015-11-03,36.6528205871582
2015-11-04,36.74839782714844
2015-11-05,35.391239166259766
2015-11-06,34.31443405151367
2015-11-09,34.231597900390625
2015-11-10,33.46063232421875
2015-11-13,35.470882415771484
2015-11-16,34.967529296875
2015-11-17,34.524696350097656
2015-11-18,34.45779037475586
2015-11-19,34.41957092285156
2015-11-20,34.52151107788086
2015-11-23,35.59194564819336
2015-11-24,35.365753173828125
2015-11-26,34.9707145690918
2015-11-27,35.12681579589844
2015-11-30,35.13637924194336
2015-12-01,35.432655334472656
2015-12-02,36.42662811279297
2015-12-03,35.36256790161133
2015-12-04,35.24787521362305
2015-12-07,35.4262809753418
2015-12-08,34.795494079589844
2015-12-09,32.915863037109375
2015-12-10,32.75656509399414
2015-12-11,32.950904846191406
2015-12-14,32.9923210144043
2015-12-15,33.046478271484375
2015-12-16,31.99834632873535
2015-12-17,32.412498474121094
2015-12-18,32.374271392822266
2015-12-21,32.437984466552734
2015-12-22,32.495338439941406
2015-12-23,32.52719497680664
2015-12-24,33.31727600097656
2015-12-28,32.899925231933594
2015-12-29,32.5972785949707
2015-12-30,33.01780700683594
2015-12-31,32.724708557128906
2016-01-01,32.97002029418945
2016-01-04,33.29497146606445
2016-01-05,32.89037322998047
2016-01-06,32.64825439453125
2016-01-07,31.233747482299805
2016-01-08,31.479061126708984
2016-01-11,31.236934661865234
2016-01-12,31.412153244018555
2016-01-13,30.644372940063477
2016-01-14,29.4847354888916
2016-01-15,28.879426956176758
2016-01-18,28.337846755981445
2016-01-19,29.118366241455078
2016-01-20,28.299612045288086
2016-01-21,28.063858032226562
2016-01-22,28.592710494995117
2016-01-25,27.496784210205078
2016-01-27,28.490760803222656
2016-01-28,28.573591232299805
2016-01-29,28.81890106201172
2016-02-01,28.69464683532715
2016-02-02,28.159439086914062
2016-02-03,27.990583419799805
2016-02-04,27.738906860351562
2016-02-05,28.659610748291016
2016-02-08,28.50669288635254
2016-02-09,27.538198471069336
2016-02-10,28.01288414001465
2016-02-11,26.614315032958984
2016-02-12,26.54422950744629
2016-02-15,27.515901565551758
2016-02-16,27.05714225769043
2016-02-17,27.53182601928711
2016-02-18,27.375722885131836
2016-02-19,27.614660263061523
2016-02-22,28.509876251220703
2016-02-23,28.43978500366211
2016-02-24,27.94917106628418
2016-02-25,27.458553314208984
2016-02-26,27.700674057006836
2016-02-29,27.85678482055664
2016-03-01,28.75836944580078
2016-03-02,29.335002899169922
2016-03-03,29.306333541870117
2016-03-04,29.21712303161621
2016-03-08,29.822431564331055
