Date,ELI.BR
2015-08-24,28.226482391357422
2015-08-25,28.39221954345703
2015-08-26,28.340917587280273
2015-08-27,28.75920867919922
2015-08-28,29.524751663208008
2015-08-31,31.833219528198242
2015-09-01,30.90589141845703
2015-09-02,30.46392059326172
2015-09-03,30.55467987060547
2015-09-04,30.755943298339844
2015-09-07,31.62407684326172
2015-09-08,31.5333194732666
2015-09-09,32.180477142333984
2015-09-10,31.916088104248047
2015-09-11,32.081825256347656
2015-09-14,31.186058044433594
2015-09-15,32.00290298461914
2015-09-16,33.40376663208008
2015-09-17,33.20646667480469
2015-09-18,33.28144454956055
2015-09-21,33.455074310302734
2015-09-22,33.58924102783203
2015-09-23,33.30511474609375
2015-09-24,33.51031494140625
2015-09-25,33.731300354003906
2015-09-28,33.676055908203125
2015-09-29,33.60896301269531
2015-09-30,34.33110809326172
2015-10-01,33.88519287109375
2015-10-02,34.256126403808594
2015-10-05,34.63100814819336
2015-10-06,34.37845993041992
2015-10-07,34.65468215942383
2015-10-08,34.72571563720703
2015-10-09,34.1693115234375
2015-10-12,34.47316360473633
2015-10-13,34.283748626708984
2015-10-14,34.18115234375
2015-10-15,34.35873031616211
2015-10-16,34.72571563720703
2015-10-19,34.89934158325195
2015-10-20,35.23081970214844
2015-10-21,35.34130859375
2015-10-22,34.970375061035156
2015-10-23,34.85594177246094
2015-10-26,34.84014892578125
2015-10-27,34.62705993652344
2015-10-28,34.784908294677734
2015-10-29,34.516578674316406
2015-10-30,34.733604431152344
2015-11-02,34.76912307739258
2015-11-03,34.44948196411133
2015-11-04,34.63495635986328
2015-11-05,34.59944152832031
2015-11-06,34.34688949584961
2015-11-09,34.2403450012207
2015-11-10,34.556034088134766
2015-11-11,34.55997848510742
2015-11-12,34.36267852783203
2015-11-13,34.3390007019043
2015-11-16,34.370567321777344
2015-11-17,34.5797119140625
2015-11-18,34.22850036621094
2015-11-19,34.26008224487305
2015-11-20,35.06113815307617
2015-11-23,34.32321548461914
2015-11-24,34.12196731567383
2015-11-25,33.96017074584961
2015-11-26,34.102230072021484
2015-11-27,33.75102615356445
2015-11-30,33.48664474487305
2015-12-01,33.86546325683594
2015-12-02,33.80232620239258
2015-12-03,33.58529281616211
2015-12-04,33.67211151123047
2015-12-07,33.624755859375
2015-12-08,33.31695556640625
2015-12-09,33.845741271972656
2015-12-10,33.36035919189453
2015-12-11,33.35641860961914
2015-12-14,33.084136962890625
2015-12-15,33.36035919189453
2015-12-16,33.3840446472168
2015-12-17,33.739192962646484
2015-12-18,33.822059631347656
2015-12-21,33.364315032958984
2015-12-22,33.364315032958984
2015-12-23,33.87335968017578
2015-12-24,33.87335968017578
2015-12-28,34.13774490356445
2015-12-29,34.27980041503906
2015-12-30,34.2521858215332
2016-01-04,33.64053726196289
2016-01-05,33.49847412109375
2016-01-06,33.51820755004883
2016-01-07,33.20252227783203
2016-01-08,33.127540588378906
2016-01-11,33.095977783203125
2016-01-12,33.03678512573242
2016-01-13,32.800018310546875
2016-01-14,32.26335525512695
2016-01-15,32.287017822265625
2016-01-18,33.32484436035156
2016-01-19,33.66815948486328
2016-01-20,33.34458541870117
2016-01-21,33.25776290893555
2016-01-22,34.39029312133789
2016-01-25,34.34294891357422
2016-01-26,34.06672286987305
2016-01-27,34.552093505859375
2016-01-28,34.72966003417969
2016-01-29,35.120323181152344
2016-02-01,35.87009048461914
2016-02-02,35.44390869140625
2016-02-03,34.94669723510742
2016-02-04,34.83620834350586
2016-02-05,34.81647872924805
2016-02-08,33.65633010864258
2016-02-09,32.88288879394531
2016-02-10,32.95785903930664
2016-02-11,33.095977783203125
2016-02-12,34.05488204956055
2016-02-15,34.4337043762207
2016-02-16,34.62705993652344
2016-02-17,34.85199737548828
2016-02-18,35.41628646850586
2016-02-19,34.91118240356445
2016-02-22,35.25449752807617
2016-02-23,35.29000473022461
2016-02-24,35.17557144165039
2016-02-25,35.471527099609375
2016-02-26,35.04929733276367
2016-02-29,34.92302322387695
2016-03-01,35.39655303955078
2016-03-02,34.71388244628906
2016-03-03,34.62705993652344
2016-03-04,34.670467376708984
2016-03-07,34.55997848510742
2016-03-08,34.35873031616211
2016-03-09,34.275856018066406
2016-03-10,34.34688949584961
2016-03-11,34.788848876953125
2016-03-14,34.90724182128906
2016-03-15,34.74149703979492
2016-03-16,34.773067474365234
2016-03-17,34.70992660522461
2016-03-18,34.721771240234375
2016-03-21,34.76517868041992
2016-03-22,34.4100341796875
2016-03-23,34.39424514770508
2016-03-24,34.65468215942383
2016-03-29,34.69809341430664
2016-03-30,34.64284133911133
2016-03-31,34.500789642333984
2016-04-01,34.55997848510742
2016-04-04,34.81647872924805
2016-04-05,35.10060119628906
2016-04-06,35.550453186035156
2016-04-07,35.74776077270508
2016-04-08,35.64515686035156
2016-04-11,35.49126052856445
2016-04-12,35.85429763793945
2016-04-13,36.50146484375
2016-04-14,36.50541305541992
2016-04-15,36.65930938720703
2016-04-18,36.52513885498047
2016-04-19,35.743812561035156
2016-04-20,35.29395294189453
2016-04-21,34.64679718017578
2016-04-22,34.69809341430664
2016-04-25,34.76517868041992
2016-04-26,34.96248245239258
2016-04-27,35.21503829956055
2016-04-28,35.38471984863281
2016-04-29,35.63726806640625
2016-05-02,35.58202362060547
2016-05-03,35.672786712646484
2016-05-04,35.688568115234375
2016-05-05,36.01214599609375
2016-05-06,36.14236831665039
2016-05-09,36.193668365478516
2016-05-10,36.091068267822266
2016-05-11,35.64120864868164
2016-05-12,35.601749420166016
2016-05-13,35.96084213256836
2016-05-16,35.99241256713867
2016-05-17,35.72013473510742
2016-05-18,35.171627044677734
2016-05-19,34.94275665283203
2016-05-20,35.43601608276367
2016-05-23,35.4991569519043
