Date,MC.PA
2016-04-22,128.45164489746094
2016-04-25,127.63676452636719
2016-04-26,126.56454467773438
2016-04-27,126.26431274414062
2016-04-28,128.1514129638672
2016-04-29,124.46300506591797
2016-05-02,126.30718994140625
2016-05-03,124.11988067626953
2016-05-04,123.21918487548828
2016-05-05,123.86254119873047
2016-05-06,123.26210021972656
2016-05-09,124.84899139404297
2016-05-10,127.67962646484375
2016-05-11,125.62097930908203
2016-05-12,124.16277313232422
2016-05-13,124.67744445800781
2016-05-16,124.42010498046875
2016-05-17,123.47657012939453
2016-05-18,124.2056655883789
2016-05-19,121.9754409790039
2016-05-20,123.69100189208984
2016-05-23,122.14701080322266
2016-05-24,124.11988067626953
2016-05-25,123.0905532836914
2016-05-26,123.34788513183594
2016-05-27,124.42010498046875
2016-05-30,124.72032928466797
2016-05-31,123.56232452392578
2016-06-01,123.86254119873047
2016-06-02,124.67744445800781
2016-06-03,124.59165954589844
2016-06-06,124.59165954589844
2016-06-07,128.1514129638672
2016-06-08,126.56454467773438
2016-06-09,125.02059173583984
2016-06-10,122.40432739257812
2016-06-13,120.5172348022461
2016-06-14,117.60081481933594
2016-06-15,119.40213012695312
2016-06-16,118.02970123291016
2016-06-17,117.94391632080078
2016-06-20,123.43366241455078
2016-06-21,122.8332290649414
2016-06-22,122.44721221923828
2016-06-23,124.03410339355469
2016-06-24,115.92813110351562
2016-06-27,112.71148681640625
2016-06-28,115.49925231933594
2016-06-29,116.44280242919922
2016-06-30,116.6572494506836
2016-07-01,116.78589630126953
2016-07-04,117.42924499511719
2016-07-05,115.41345977783203
2016-07-06,113.65503692626953
2016-07-07,114.34126281738281
2016-07-08,115.2848129272461
2016-07-11,117.94391632080078
2016-07-12,119.83099365234375
2016-07-13,119.44498443603516
2016-07-14,120.94610595703125
2016-07-15,120.08834838867188
2016-07-18,120.38858032226562
2016-07-19,119.5307846069336
2016-07-20,121.93254089355469
2016-07-21,122.2327651977539
2016-07-22,122.06121826171875
2016-07-25,123.90543365478516
2016-07-26,123.26210021972656
2016-07-27,132.48316955566406
2016-07-28,131.5396270751953
2016-07-29,131.58251953125
2016-08-01,131.1536102294922
2016-08-02,128.23716735839844
2016-08-03,128.5373992919922
2016-08-04,128.5373992919922
2016-08-05,131.58251953125
2016-08-08,130.38165283203125
2016-08-09,131.7540740966797
2016-08-10,131.28231811523438
2016-08-11,133.98426818847656
2016-08-12,136.04296875
2016-08-15,136.12872314453125
2016-08-16,134.7991485595703
2016-08-17,133.85560607910156
2016-08-18,135.01361083984375
2016-08-19,134.71339416503906
2016-08-22,133.94137573242188
2016-08-23,134.58474731445312
2016-08-24,134.92782592773438
2016-08-25,133.46961975097656
2016-08-26,133.72695922851562
2016-08-29,133.38381958007812
2016-08-30,132.7405242919922
2016-08-31,130.12428283691406
2016-09-01,130.8962860107422
2016-09-02,133.98426818847656
2016-09-05,133.34092712402344
2016-09-06,133.94137573242188
2016-09-07,134.19873046875
2016-09-08,132.1829376220703
2016-09-09,130.55319213867188
2016-09-12,130.38165283203125
2016-09-13,129.35231018066406
2016-09-14,126.43586730957031
2016-09-15,126.65028381347656
2016-09-16,125.79254150390625
2016-09-19,127.85120391845703
2016-09-20,128.70895385742188
2016-09-21,128.837646484375
2016-09-22,132.26870727539062
2016-09-23,131.88270568847656
2016-09-26,130.1671905517578
2016-09-27,130.2530059814453
2016-09-28,130.7247314453125
2016-09-29,129.26654052734375
2016-09-30,130.21006774902344
2016-10-03,130.38165283203125
2016-10-04,134.32736206054688
2016-10-05,134.02716064453125
2016-10-06,132.95494079589844
2016-10-07,133.2980194091797
2016-10-10,134.71339416503906
2016-10-11,140.76068115234375
2016-10-12,140.9751434326172
2016-10-13,139.81715393066406
2016-10-14,143.07667541503906
2016-10-17,141.87579345703125
2016-10-18,142.64779663085938
2016-10-19,143.54844665527344
2016-10-20,144.19178771972656
2016-10-21,143.37693786621094
2016-10-24,144.1060028076172
2016-10-25,143.16246032714844
2016-10-26,144.14891052246094
2016-10-27,144.1060028076172
2016-10-28,144.0631561279297
2016-10-31,142.0044708251953
2016-11-01,141.66131591796875
2016-11-02,139.6027069091797
2016-11-03,139.73135375976562
2016-11-04,138.70204162597656
2016-11-07,140.88934326171875
2016-11-08,142.5191192626953
2016-11-09,142.04736328125
2016-11-10,139.43112182617188
2016-11-11,138.95938110351562
2016-11-14,139.55979919433594
2016-11-15,142.21890258789062
2016-11-16,139.3882293701172
2016-11-17,142.0044708251953
2016-11-18,141.7471160888672
2016-11-21,144.36334228515625
2016-11-22,144.19178771972656
2016-11-23,143.46267700195312
2016-11-24,144.32044982910156
2016-11-25,144.9637908935547
2016-11-28,143.6771697998047
2016-11-29,147.6994171142578
2016-11-30,148.52114868164062
2016-12-01,147.5263671875
2016-12-02,146.31536865234375
2016-12-05,148.0021514892578
2016-12-06,149.73216247558594
2016-12-07,151.98117065429688
2016-12-08,152.71640014648438
2016-12-09,152.3271484375
2016-12-12,152.3704071044922
2016-12-13,153.88417053222656
2016-12-14,152.6731414794922
2016-12-15,153.7544403076172
2016-12-16,155.00863647460938
2016-12-19,155.00863647460938
2016-12-20,154.83567810058594
2016-12-21,155.3546600341797
2016-12-22,155.48443603515625
2016-12-23,155.09515380859375
2016-12-27,155.65740966796875
2016-12-28,156.43592834472656
2016-12-29,155.18167114257812
2016-12-30,156.91168212890625
2017-01-02,157.25770568847656
2017-01-03,155.44114685058594
2017-01-04,154.05715942382812
2017-01-05,153.0624542236328
2017-01-06,155.0519256591797
2017-01-09,156.5224151611328
2017-01-10,156.65216064453125
2017-01-11,158.51193237304688
2017-01-12,161.36643981933594
2017-01-13,163.44248962402344
2017-01-16,162.23147583007812
2017-01-17,161.62594604492188
2017-01-18,162.7071990966797
2017-01-19,164.35069274902344
2017-01-20,165.17242431640625
2017-01-23,164.6534881591797
2017-01-24,163.52896118164062
2017-01-25,165.5617218017578
2017-01-26,164.73997497558594
2017-01-27,161.62594604492188
2017-01-30,159.46343994140625
2017-01-31,161.4097137451172
2017-02-01,162.62069702148438
2017-02-02,162.18820190429688
2017-02-03,163.44248962402344
2017-02-06,160.15545654296875
2017-02-07,159.54994201660156
2017-02-08,157.73345947265625
2017-02-09,160.4582061767578
2017-02-10,160.11219787597656
2017-02-13,164.17771911621094
2017-02-14,164.48043823242188
2017-02-15,163.2261962890625
2017-02-16,164.09121704101562
2017-02-17,161.62594604492188
2017-02-20,162.7071990966797
2017-02-21,164.35069274902344
2017-02-22,166.51321411132812
2017-02-23,166.25369262695312
2017-02-24,164.95620727539062
2017-02-27,164.22097778320312
2017-02-28,163.87493896484375
2017-03-01,168.9352569580078
2017-03-02,167.89723205566406
2017-03-03,168.1134796142578
2017-03-06,167.59449768066406
2017-03-07,167.59449768066406
2017-03-08,168.5027313232422
2017-03-09,169.23797607421875
2017-03-10,169.88670349121094
2017-03-13,171.48699951171875
2017-03-14,171.57347106933594
2017-03-15,171.0977783203125
2017-03-16,171.9194793701172
2017-03-17,174.2982635498047
2017-03-20,173.000732421875
2017-03-21,171.87625122070312
2017-03-22,172.65475463867188
2017-03-23,174.6875
2017-03-24,173.95225524902344
2017-03-27,174.34149169921875
2017-03-28,174.25498962402344
2017-03-29,175.249755859375
2017-03-30,175.5092315673828
2017-03-31,178.06103515625
2017-04-03,176.50399780273438
2017-04-04,178.36376953125
2017-04-05,177.10951232910156
2017-04-06,179.27203369140625
2017-04-07,181.0019989013672
2017-04-10,179.4450225830078
2017-04-11,180.43978881835938
2017-04-12,180.656005859375
2017-04-13,180.43978881835938
2017-04-18,178.7097625732422
2017-04-19,179.41058349609375
2017-04-20,181.68826293945312
2017-04-21,181.25022888183594
2017-04-24,188.08326721191406
2017-04-25,195.48570251464844
2017-04-26,196.97496032714844
2017-04-27,197.89480590820312
2017-04-28,198.42041015625
2017-05-02,199.77822875976562
2017-05-03,202.23110961914062
2017-05-04,205.34100341796875
2017-05-05,208.58233642578125
2017-05-08,204.68402099609375
2017-05-09,204.68402099609375
2017-05-10,203.545166015625
2017-05-11,204.3773651123047
2017-05-12,202.80052185058594
2017-05-15,202.53773498535156
2017-05-16,203.32618713378906
2017-05-17,199.73443603515625
2017-05-18,200.61050415039062
2017-05-19,200.6980743408203
2017-05-22,199.9534454345703
2017-05-23,199.1212158203125
2017-05-24,198.94601440429688
2017-05-25,200.78565979003906
2017-05-26,199.2088165283203
2017-05-29,198.8583984375
2017-05-30,198.5956268310547
2017-05-31,198.9898223876953
2017-06-01,200.61050415039062
2017-06-02,202.75677490234375
2017-06-05,201.70553588867188
2017-06-06,198.201416015625
2017-06-07,199.77822875976562
2017-06-08,198.8583984375
2017-06-09,199.64683532714844
2017-06-12,196.31796264648438
2017-06-13,199.42784118652344
2017-06-14,199.64683532714844
2017-06-15,198.33279418945312
2017-06-16,202.0997314453125
2017-06-19,203.9393768310547
2017-06-20,203.58895874023438
2017-06-21,203.15093994140625
2017-06-22,203.10714721679688
2017-06-23,202.93194580078125
2017-06-26,202.23110961914062
2017-06-27,201.3113250732422
2017-06-28,198.5518035888672
2017-06-29,191.1931915283203
2017-06-30,191.2369842529297
2017-07-03,193.55845642089844
2017-07-04,192.7700653076172
2017-07-05,194.30307006835938
2017-07-06,192.02536010742188
2017-07-07,189.57249450683594
2017-07-10,189.9229278564453
2017-07-11,187.9080352783203
2017-07-12,189.5287322998047
2017-07-13,189.57249450683594
2017-07-14,192.50717163085938
2017-07-17,194.78489685058594
2017-07-18,191.8501739501953
2017-07-19,194.69729614257812
2017-07-20,194.74107360839844
2017-07-21,192.06919860839844
2017-07-24,191.9815673828125
2017-07-25,191.71878051757812
2017-07-26,190.97415161132812
2017-07-27,189.26593017578125
2017-07-28,186.7254180908203
2017-07-31,186.33120727539062
2017-08-01,189.134521484375
2017-08-02,188.389892578125
2017-08-03,191.8501739501953
2017-08-04,194.3906707763672
2017-08-07,194.91629028320312
2017-08-08,195.1353302001953
2017-08-09,190.2295379638672
2017-08-10,188.47747802734375
2017-08-11,187.8642578125
2017-08-14,189.74774169921875
2017-08-15,190.1419219970703
2017-08-16,191.9377899169922
2017-08-17,192.37582397460938
2017-08-18,190.7113800048828
2017-08-21,190.09812927246094
2017-08-22,191.806396484375
2017-08-23,190.05433654785156
2017-08-24,190.97415161132812
2017-08-25,190.09812927246094
2017-08-28,189.09071350097656
2017-08-29,189.39732360839844
2017-08-30,191.71878051757812
2017-08-31,192.9452362060547
2017-09-01,194.25924682617188
2017-09-04,193.55845642089844
2017-09-05,190.7989501953125
2017-09-06,190.8865509033203
2017-09-07,192.72622680664062
2017-09-08,192.6824188232422
2017-09-11,197.3691864013672
2017-09-12,199.86582946777344
2017-09-13,201.70553588867188
2017-09-14,201.09228515625
2017-09-15,201.48651123046875
2017-09-18,200.82949829101562
2017-09-19,200.87326049804688
2017-09-20,201.48651123046875
2017-09-21,201.35511779785156
2017-09-22,201.83692932128906
2017-09-25,202.14349365234375
2017-09-26,202.66915893554688
2017-09-27,202.23110961914062
2017-09-28,202.18731689453125
2017-09-29,204.50880432128906
2017-10-02,204.33360290527344
2017-10-03,205.77902221679688
2017-10-04,205.73524475097656
2017-10-05,205.1658172607422
2017-10-06,201.83692932128906
2017-10-09,203.4137420654297
2017-10-10,207.96910095214844
2017-10-11,209.72117614746094
2017-10-12,211.12283325195312
2017-10-13,211.8236541748047
2017-10-16,210.64100646972656
2017-10-17,209.6335906982422
2017-10-18,211.0352020263672
2017-10-19,210.2030029296875
2017-10-20,208.18812561035156
2017-10-23,211.16661071777344
2017-10-24,210.9476318359375
2017-10-25,213.7070770263672
2017-10-26,218.08724975585938
2017-10-27,222.46739196777344
2017-10-30,223.3433837890625
2017-10-31,224.35084533691406
2017-11-01,223.60623168945312
2017-11-02,223.3433837890625
2017-11-03,226.14671325683594
2017-11-06,227.37313842773438
2017-11-07,224.7888946533203
2017-11-08,223.08059692382812
2017-11-09,218.91946411132812
2017-11-10,217.69302368164062
2017-11-13,215.4591522216797
2017-11-14,215.4591522216797
2017-11-15,214.45172119140625
2017-11-16,216.33517456054688
2017-11-17,216.02859497070312
2017-11-20,218.35003662109375
2017-11-21,220.496337890625
2017-11-22,216.4227752685547
2017-11-23,217.95584106445312
2017-11-24,218.6566619873047
2017-11-27,216.81698608398438
2017-11-28,216.33517456054688
2017-11-29,214.7145233154297
2017-11-30,214.1888885498047
2017-12-01,213.13771057128906
2017-12-04,216.33517456054688
2017-12-05,216.8201141357422
2017-12-06,219.2889862060547
2017-12-07,217.70187377929688
2017-12-08,218.14273071289062
2017-12-11,217.0846710205078
2017-12-12,217.3050537109375
2017-12-13,217.79006958007812
2017-12-14,215.45346069335938
2017-12-15,216.1588134765625
2017-12-18,224.00631713867188
2017-12-19,222.72781372070312
2017-12-20,220.83204650878906
2017-12-21,222.59556579589844
2017-12-22,219.99441528320312
2017-12-27,221.62562561035156
2017-12-28,218.49545288085938
2017-12-29,216.37925720214844
2018-01-02,212.7641143798828
2018-01-03,214.04269409179688
2018-01-04,216.55560302734375
2018-01-05,219.99441528320312
2018-01-08,216.4674530029297
2018-01-09,216.99649047851562
2018-01-10,213.38131713867188
2018-01-11,210.7361297607422
2018-01-12,213.5135955810547
2018-01-15,214.04269409179688
2018-01-16,214.26309204101562
2018-01-17,213.68995666503906
2018-01-18,210.5157012939453
2018-01-19,212.45550537109375
2018-01-22,214.26309204101562
2018-01-23,215.6739044189453
2018-01-24,212.67596435546875
2018-01-25,211.75010681152344
2018-01-26,222.11058044433594
2018-01-29,222.72781372070312
2018-01-30,221.7138214111328
2018-01-31,222.72781372070312
2018-02-01,222.33102416992188
2018-02-02,218.5836181640625
2018-02-05,213.77810668945312
2018-02-06,208.22315979003906
2018-02-07,216.02659606933594
2018-02-08,209.3694610595703
2018-02-09,207.1209716796875
2018-02-12,213.24911499023438
2018-02-13,209.28123474121094
2018-02-14,212.4114532470703
2018-02-15,215.40933227539062
2018-02-16,219.11265563964844
2018-02-19,216.2029266357422
2018-02-20,216.11473083496094
2018-02-21,217.52549743652344
2018-02-22,216.07069396972656
2018-02-23,217.56964111328125
2018-02-26,219.8180694580078
2018-02-27,217.74594116210938
2018-02-28,217.34918212890625
2018-03-01,215.23300170898438
2018-03-02,210.5157012939453
2018-03-05,212.27915954589844
2018-03-06,212.8082275390625
2018-03-07,212.67596435546875
2018-03-08,216.55560302734375
2018-03-09,216.8642120361328
2018-03-12,217.61370849609375
2018-03-13,214.70396423339844
2018-03-14,214.1748809814453
2018-03-15,218.09866333007812
2018-03-16,218.2309112548828
2018-03-19,216.90829467773438
2018-03-20,221.80197143554688
2018-03-21,222.77191162109375
2018-03-22,219.8180694580078
2018-03-23,214.1748809814453
2018-03-26,214.96849060058594
2018-03-27,216.2029266357422
2018-03-28,215.05665588378906
2018-03-29,220.61160278320312
2018-04-03,225.72572326660156
2018-04-04,225.5934600830078
2018-04-05,233.2205047607422
2018-04-06,231.54518127441406
2018-04-09,231.236572265625
2018-04-10,242.61102294921875
2018-04-11,245.344482421875
2018-04-12,247.76919555664062
2018-04-13,248.5186767578125
2018-04-16,249.26824951171875
2018-04-17,249.22352600097656
2018-04-18,252.39186096191406
2018-04-19,247.39407348632812
2018-04-20,249.22352600097656
2018-04-23,250.83004760742188
2018-04-24,251.454833984375
2018-04-25,250.47303771972656
2018-04-26,250.87461853027344
2018-04-27,253.8198699951172
2018-04-30,258.1929931640625
2018-05-02,261.27203369140625
2018-05-03,259.933349609375
2018-05-04,260.424072265625
2018-05-07,259.66552734375
2018-05-08,260.290283203125
2018-05-09,260.64727783203125
2018-05-10,260.91497802734375
2018-05-11,262.0306396484375
2018-05-14,263.05694580078125
2018-05-15,266.3591003417969
2018-05-16,273.98968505859375
2018-05-17,275.4176940917969
2018-05-18,275.77471923828125
2018-05-21,278.18438720703125
2018-05-22,275.77471923828125
2018-05-23,271.2231140136719
2018-05-24,272.24932861328125
2018-05-25,272.9634704589844
2018-05-28,270.86614990234375
2018-05-29,265.7790222167969
2018-05-30,267.34088134765625
2018-05-31,265.109619140625
2018-06-01,269.4382019042969
2018-06-04,271.7585754394531
2018-06-05,276.3101501464844
2018-06-06,273.3204040527344
2018-06-07,264.306396484375
2018-06-08,268.0548095703125
2018-06-11,268.768798828125
2018-06-12,263.5477600097656
2018-06-13,263.7262878417969
2018-06-14,270.01824951171875
2018-06-15,269.0364990234375
2018-06-18,264.7973327636719
2018-06-19,258.4160461425781
2018-06-20,255.73861694335938
2018-06-21,254.5338134765625
2018-06-22,256.4972229003906
2018-06-25,248.91119384765625
2018-06-26,250.87461853027344
2018-06-27,252.97203063964844
2018-06-28,249.89295959472656
2018-06-29,254.5338134765625
2018-07-02,251.18704223632812
2018-07-03,254.6230926513672
2018-07-04,253.73057556152344
2018-07-05,252.7935028076172
2018-07-06,256.6757507324219
2018-07-09,258.9962158203125
2018-07-10,261.6736145019531
2018-07-11,255.247802734375
2018-07-12,258.2375793457031
2018-07-13,264.1279602050781
2018-07-16,261.4505615234375
2018-07-17,264.0386962890625
2018-07-18,266.6715087890625
2018-07-19,263.68170166015625
2018-07-20,264.39569091796875
2018-07-23,261.5397033691406
2018-07-24,268.7241516113281
2018-07-25,273.5881042480469
2018-07-26,273.0973205566406
2018-07-27,268.768798828125
2018-07-30,266.5376892089844
2018-07-31,266.7160339355469
2018-08-01,266.3591003417969
2018-08-02,262.56610107421875
2018-08-03,263.5477600097656
2018-08-06,266.0913391113281
2018-08-07,270.68756103515625
2018-08-08,267.2069396972656
2018-08-09,270.4198913574219
2018-08-10,263.77093505859375
2018-08-13,265.5112609863281
2018-08-14,267.7870788574219
2018-08-15,259.84405517578125
2018-08-16,265.7790222167969
2018-08-17,264.97576904296875
2018-08-20,267.0730895996094
2018-08-21,266.7160339355469
2018-08-22,267.965576171875
2018-08-23,267.29620361328125
2018-08-24,267.16229248046875
2018-08-27,270.0628662109375
2018-08-28,275.1053466796875
2018-08-29,276.2209777832031
2018-08-30,276.7564392089844
2018-08-31,269.6612548828125
2018-09-03,269.7951354980469
2018-09-04,260.33489990234375
2018-09-05,251.0084686279297
2018-09-06,250.47303771972656
2018-09-07,253.59677124023438
2018-09-10,254.17689514160156
2018-09-11,253.41819763183594
2018-09-12,259.4870300292969
2018-09-13,258.9962158203125
2018-09-14,260.91497802734375
2018-09-17,257.16656494140625
2018-09-18,257.1219482421875
2018-09-19,259.0408020019531
2018-09-20,264.1725769042969
2018-09-21,272.9634704589844
2018-09-24,272.82952880859375
2018-09-25,271.2231140136719
2018-09-26,273.05267333984375
2018-09-27,274.56982421875
2018-09-28,271.84783935546875
2018-10-01,273.90045166015625
2018-10-02,268.0548095703125
2018-10-03,270.19677734375
2018-10-04,256.9881591796875
2018-10-05,255.4263153076172
2018-10-08,251.54397583007812
2018-10-09,254.98008728027344
2018-10-10,236.77354431152344
2018-10-11,233.78379821777344
2018-10-12,234.27464294433594
2018-10-15,232.44509887695312
2018-10-16,235.83645629882812
2018-10-17,235.74722290039062
2018-10-18,232.8466796875
2018-10-19,234.94400024414062
2018-10-22,234.94400024414062
2018-10-23,230.30313110351562
2018-10-24,231.73106384277344
2018-10-25,236.907470703125
2018-10-26,234.22999572753906
2018-10-29,233.78379821777344
2018-10-30,231.99884033203125
2018-10-31,239.897216796875
2018-11-01,240.78970336914062
2018-11-02,249.04507446289062
2018-11-05,247.84027099609375
2018-11-06,243.64559936523438
2018-11-07,246.54617309570312
2018-11-08,241.8607177734375
2018-11-09,237.3982696533203
2018-11-12,235.12249755859375
2018-11-13,240.700439453125
2018-11-14,239.2725067138672
2018-11-15,236.86282348632812
2018-11-16,235.83645629882812
2018-11-19,231.37408447265625
2018-11-20,226.55474853515625
2018-11-21,232.62356567382812
2018-11-22,230.70474243164062
2018-11-23,230.66009521484375
2018-11-26,229.00904846191406
2018-11-27,226.86708068847656
2018-11-28,228.96438598632812
2018-11-29,228.91976928710938
2018-11-30,225.39450073242188
2018-12-03,236.72894287109375
2018-12-04,235.47000122070312
2018-12-05,233.3567352294922
2018-12-06,222.9253692626953
2018-12-07,224.36416625976562
2018-12-10,218.7438507080078
2018-12-11,224.1393585205078
2018-12-12,228.7255859375
2018-12-13,230.074462890625
2018-12-14,226.56735229492188
2018-12-17,224.90374755859375
2018-12-18,226.6123046875
2018-12-19,226.97201538085938
2018-12-20,224.90374755859375
2018-12-21,227.91624450683594
2018-12-24,220.45237731933594
2018-12-27,222.25091552734375
2018-12-28,227.2867431640625
2018-12-31,232.1876983642578
2019-01-02,227.78134155273438
2019-01-03,219.1035614013672
2019-01-04,225.84796142578125
2019-01-07,225.4432830810547
2019-01-08,232.50242614746094
2019-01-09,235.2001953125
2019-01-10,233.04197692871094
2019-01-11,232.27760314941406
2019-01-14,226.34255981445312
2019-01-15,225.53323364257812
2019-01-16,223.8695831298828
2019-01-17,221.71139526367188
2019-01-18,227.87124633789062
2019-01-21,231.33338928222656
2019-01-22,231.1985321044922
2019-01-23,231.42337036132812
2019-01-24,231.87295532226562
2019-01-25,234.79551696777344
2019-01-28,232.59237670898438
2019-01-29,233.58155822753906
2019-01-30,249.6332244873047
2019-01-31,251.5666046142578
2019-02-01,255.97299194335938
2019-02-04,254.12948608398438
2019-02-05,261.8181457519531
2019-02-06,259.07537841796875
2019-02-07,254.84893798828125
2019-02-08,254.98379516601562
2019-02-11,259.2552795410156
2019-02-12,265.10040283203125
2019-02-13,264.9655456542969
2019-02-14,261.5483703613281
2019-02-15,264.5609130859375
2019-02-18,265.3702392578125
2019-02-19,267.3035583496094
2019-02-20,266.7191162109375
2019-02-21,267.03387451171875
2019-02-22,269.5517272949219
2019-02-25,272.3843994140625
2019-02-26,273.598388671875
2019-02-27,271.9347229003906
2019-02-28,271.5750732421875
2019-03-01,275.7116394042969
2019-03-04,276.9705810546875
2019-03-05,277.869873046875
2019-03-06,275.9814147949219
2019-03-07,275.2170104980469
2019-03-08,274.99224853515625
2019-03-11,275.5318298339844
2019-03-12,277.5101318359375
2019-03-13,279.2187194824219
2019-03-14,283.8049621582031
2019-03-15,286.502685546875
2019-03-18,285.1988220214844
2019-03-19,288.03143310546875
2019-03-20,286.14300537109375
2019-03-21,285.7833251953125
2019-03-22,281.8715515136719
2019-03-25,285.69329833984375
2019-03-26,290.279541015625
2019-03-27,290.3695068359375
2019-03-28,291.4486083984375
2019-03-29,294.86578369140625
2019-04-01,299.6767578125
2019-04-02,300.80084228515625
2019-04-03,300.35125732421875
2019-04-04,299.946533203125
2019-04-05,302.1946716308594
2019-04-08,298.55267333984375
2019-04-09,294.326171875
2019-04-10,296.5293884277344
2019-04-11,310.1980895996094
2019-04-12,308.3546142578125
2019-04-15,308.3995666503906
2019-04-16,311.4120788574219
2019-04-17,315.5036926269531
2019-04-18,316.8075866699219
