Date,PGHH.NS
2015-08-21,5737.82763671875
2015-08-24,5566.416015625
2015-08-25,5518.10791015625
2015-08-26,5483.0400390625
2015-08-27,5491.39599609375
2015-08-28,5520.66455078125
2015-08-31,5520.8017578125
2015-09-01,5509.568359375
2015-09-02,5540.2080078125
2015-09-03,5625.31787109375
2015-09-04,5638.60595703125
2015-09-07,5478.56396484375
2015-09-08,5405.6904296875
2015-09-09,5464.18212890625
2015-09-10,5439.06982421875
2015-09-11,5468.2451171875
2015-09-14,5435.64306640625
2015-09-15,5389.79931640625
2015-09-16,5411.12353515625
2015-09-18,5484.0439453125
2015-09-21,5565.1376953125
2015-09-22,5480.7568359375
2015-09-23,5511.34912109375
2015-09-24,5466.23681640625
2015-09-28,5478.20068359375
2015-09-29,5492.9482421875
2015-09-30,5705.1337890625
2015-10-01,5700.79638671875
2015-10-05,5717.873046875
2015-10-06,5695.91015625
2015-10-07,5618.60595703125
2015-10-08,5652.16650390625
2015-10-09,5662.806640625
2015-10-12,5566.2333984375
2015-10-13,5559.20166015625
2015-10-14,5550.70947265625
2015-10-15,5586.64404296875
2015-10-16,5643.67431640625
2015-10-19,5638.9931640625
2015-10-20,5671.435546875
2015-10-21,5609.90234375
2015-10-23,5639.6357421875
2015-10-26,5641.74658203125
2015-10-27,5640.69287109375
2015-10-28,5600.63427734375
2015-10-29,5691.02783203125
2015-10-30,5579.6181640625
2015-11-02,5585.85888671875
2015-11-03,5734.802734375
2015-11-04,5735.857421875
2015-11-05,5637.84716796875
2015-11-06,5449.8544921875
2015-11-09,5399.74755859375
2015-11-10,5192.4375
2015-11-13,5246.35205078125
2015-11-16,5328.30419921875
2015-11-17,5363.63623046875
2015-11-18,5330.27734375
2015-11-19,5339.1796875
2015-11-20,5363.7734375
2015-11-23,5345.14404296875
2015-11-24,5349.36376953125
2015-11-26,5348.30908203125
2015-11-27,5372.8583984375
2015-11-30,5368.59228515625
2015-12-01,5256.58544921875
2015-12-02,5188.3994140625
2015-12-03,5164.03369140625
2015-12-04,5189.82177734375
2015-12-07,5194.82421875
2015-12-08,5195.83251953125
2015-12-09,5146.78076171875
2015-12-10,5137.32861328125
2015-12-11,5134.30126953125
2015-12-14,5174.6337890625
2015-12-15,5231.34765625
2015-12-16,5274.8935546875
2015-12-17,5196.19921875
2015-12-18,5201.66015625
2015-12-21,5186.83935546875
2015-12-22,5166.74169921875
2015-12-23,5193.5849609375
2015-12-24,5140.173828125
2015-12-28,5172.29296875
2015-12-29,5191.244140625
2015-12-30,5161.509765625
2015-12-31,5166.650390625
2016-01-01,5142.14697265625
2016-01-04,5139.16455078125
2016-01-05,5069.0966796875
2016-01-06,5176.00927734375
2016-01-07,5151.2783203125
2016-01-08,5229.7431640625
2016-01-11,5227.12646484375
2016-01-12,5177.6162109375
2016-01-13,5101.85986328125
2016-01-14,5126.13232421875
2016-01-15,5108.10009765625
2016-01-18,4823.47314453125
2016-01-19,4874.634765625
2016-01-20,4850.0869140625
2016-01-21,4835.26513671875
2016-01-22,4972.73681640625
2016-01-25,5001.50830078125
2016-01-27,5041.9794921875
2016-01-28,5056.06640625
2016-01-29,5098.05126953125
2016-02-01,5071.62109375
2016-02-02,4999.85546875
2016-02-03,5007.794921875
2016-02-04,4955.7607421875
2016-02-05,5041.5205078125
2016-02-08,5376.98828125
2016-02-09,5414.75244140625
2016-02-10,5420.396484375
2016-02-11,5414.56787109375
2016-02-12,5377.216796875
2016-02-15,5356.5693359375
2016-02-16,5369.462890625
2016-02-17,5405.06982421875
2016-02-18,5423.97509765625
2016-02-19,5426.03955078125
2016-02-22,5415.853515625
2016-02-23,5414.79736328125
2016-02-24,5433.3359375
2016-02-25,5416.03759765625
2016-02-26,5388.04736328125
2016-02-29,5296.458984375
2016-03-01,5351.19970703125
2016-03-02,5413.51318359375
2016-03-03,5442.7880859375
2016-03-04,5522.85791015625
2016-03-08,5762.56298828125
2016-03-09,5853.46142578125
2016-03-10,5755.4052734375
2016-03-11,5762.103515625
2016-03-14,5623.89697265625
2016-03-15,5576.0390625
2016-03-16,5531.8056640625
2016-03-17,5666.2958984375
2016-03-18,5743.7958984375
2016-03-21,5695.24951171875
2016-03-22,5585.033203125
2016-03-23,5861.07958984375
2016-03-28,5716.86181640625
2016-03-29,5648.2626953125
2016-03-30,5685.29248046875
2016-03-31,5767.10546875
2016-04-01,5695.38720703125
2016-04-04,5768.94140625
2016-04-05,5783.21142578125
2016-04-06,5827.49072265625
2016-04-07,5860.849609375
2016-04-08,5878.837890625
2016-04-11,5958.81494140625
2016-04-12,5983.1796875
2016-04-13,5989.4208984375
2016-04-18,5969.73583984375
2016-04-20,5954.7314453125
2016-04-21,5950.23486328125
2016-04-22,5952.162109375
2016-04-25,5875.166015625
2016-04-26,5899.39404296875
2016-04-27,5895.0341796875
2016-04-28,5813.5419921875
2016-04-29,5794.7744140625
2016-05-02,5911.5537109375
2016-05-03,5908.2490234375
2016-05-04,5871.17431640625
2016-05-05,5865.80517578125
2016-05-06,5729.80126953125
2016-05-09,5813.5419921875
2016-05-10,5846.3955078125
2016-05-11,5903.75244140625
2016-05-12,5961.7060546875
2016-05-13,5984.5107421875
2016-05-16,5893.611328125
2016-05-17,5910.6357421875
2016-05-18,5911.32421875
2016-05-19,5872.962890625
2016-05-20,5884.29736328125
2016-05-23,5855.068359375
2016-05-24,5824.2333984375
2016-05-25,5812.9912109375
2016-05-26,5782.66162109375
2016-05-27,5771.96923828125
2016-05-30,5695.2958984375
2016-05-31,5684.97265625
2016-06-01,5704.42626953125
2016-06-02,5687.724609375
2016-06-03,5726.6806640625
2016-06-06,5685.29248046875
2016-06-07,5667.8564453125
2016-06-08,5711.76806640625
2016-06-09,5729.43359375
2016-06-10,5778.98974609375
2016-06-13,5692.31298828125
2016-06-14,5664.873046875
2016-06-15,5668.49853515625
2016-06-16,5726.77197265625
2016-06-17,5742.97021484375
2016-06-20,5741.08837890625
2016-06-21,5755.03759765625
2016-06-22,5700.47998046875
2016-06-23,5723.23974609375
2016-06-24,5717.916015625
2016-06-27,5706.8125
2016-06-28,5628.119140625
2016-06-29,5674.279296875
2016-06-30,5747.74267578125
2016-07-01,5731.31591796875
2016-07-04,5783.6240234375
2016-07-05,5789.45166015625
2016-07-07,5777.33837890625
2016-07-08,5816.2490234375
2016-07-11,5807.30029296875
2016-07-12,5767.06005859375
2016-07-13,5696.396484375
2016-07-14,5765.40869140625
2016-07-15,5774.99853515625
2016-07-18,5824.46240234375
2016-07-19,5878.3779296875
2016-07-20,5822.626953125
2016-07-21,5822.12353515625
2016-07-22,5821.8935546875
2016-07-25,5868.05419921875
2016-07-26,5866.908203125
2016-07-27,5779.21923828125
2016-07-28,5894.759765625
2016-07-29,6048.1083984375
2016-08-01,5982.21630859375
2016-08-02,5967.30419921875
2016-08-03,5874.0185546875
2016-08-04,5828.22509765625
2016-08-05,5843.36767578125
2016-08-08,6129.830078125
2016-08-09,6301.2119140625
2016-08-10,6239.49609375
2016-08-11,6297.81689453125
2016-08-12,6272.6259765625
2016-08-16,6210.5888671875
2016-08-17,6217.2412109375
2016-08-18,6449.51318359375
2016-08-19,6402.251953125
2016-08-22,6290.93359375
2016-08-23,6174.7978515625
2016-08-24,6265.697265625
2016-08-25,6176.3583984375
2016-08-26,6203.384765625
2016-08-29,6157.0400390625
2016-08-30,6062.8369140625
2016-08-31,6122.07470703125
2016-09-01,5971.6171875
2016-09-02,6051.36669921875
2016-09-06,6057.28564453125
2016-09-07,6057.6982421875
2016-09-08,6054.53271484375
2016-09-09,6039.39013671875
2016-09-12,6115.2841796875
2016-09-14,6183.37841796875
2016-09-15,6149.423828125
2016-09-16,6130.33447265625
2016-09-19,6163.142578125
2016-09-20,6148.96533203125
2016-09-21,6241.42333984375
2016-09-22,6316.90576171875
2016-09-23,6331.5419921875
2016-09-26,6319.93359375
2016-09-27,6335.16796875
2016-09-28,6287.07861328125
2016-09-29,6159.65625
2016-09-30,6245.18505859375
2016-10-03,6300.47802734375
2016-10-04,6336.45166015625
2016-10-05,6490.90185546875
2016-10-06,6359.02783203125
2016-10-07,6415.97119140625
2016-10-10,6448.5048828125
2016-10-13,6386.0078125
2016-10-14,6380.59375
2016-10-17,6416.1552734375
2016-10-18,6410.69384765625
2016-10-19,6417.48486328125
2016-10-20,6452.22021484375
2016-10-21,6441.8505859375
2016-10-24,6475.3017578125
2016-10-25,6462.7294921875
2016-10-26,6422.533203125
2016-10-27,6390.1845703125
2016-10-28,6454.83740234375
2016-11-01,6469.4736328125
2016-11-02,6571.3388671875
2016-11-03,6492.59912109375
2016-11-04,6425.654296875
2016-11-07,6343.28955078125
2016-11-08,6329.201171875
2016-11-09,6507.466796875
2016-11-10,6404.822265625
2016-11-11,6330.48583984375
2016-11-15,6174.66064453125
2016-11-16,6073.345703125
2016-11-17,5965.19189453125
2016-11-18,5991.07177734375
2016-11-21,6005.9853515625
2016-11-22,6049.94384765625
2016-11-23,6016.99853515625
2016-11-24,6030.8857421875
2016-11-25,6020.7353515625
2016-11-28,6087.03662109375
2016-11-29,6091.5576171875
2016-11-30,6098.29443359375
2016-12-01,6086.712890625
2016-12-02,6091.095703125
2016-12-05,6217.1474609375
2016-12-06,6175.02294921875
2016-12-07,6334.7099609375
2016-12-08,6262.41015625
2016-12-09,6198.646484375
2016-12-12,6222.50048828125
2016-12-13,6275.4677734375
2016-12-14,6269.74658203125
2016-12-15,6446.5498046875
2016-12-16,6308.779296875
2016-12-19,6357.7783203125
2016-12-20,6274.86767578125
2016-12-21,6243.677734375
2016-12-22,6142.7724609375
2016-12-23,6110.42919921875
2016-12-26,6255.62744140625
2016-12-27,6392.29052734375
2016-12-28,6402.5791015625
2016-12-29,6604.57470703125
2016-12-30,6536.98095703125
2017-01-02,6454.53125
2017-01-03,6400.08740234375
2017-01-04,6374.52783203125
2017-01-05,6406.03955078125
2017-01-06,6331.572265625
2017-01-09,6283.7255859375
2017-01-10,6273.06787109375
2017-01-11,6257.5185546875
2017-01-12,6264.34765625
2017-01-13,6214.61083984375
2017-01-16,6262.50244140625
2017-01-17,6227.9443359375
2017-01-18,6246.35400390625
2017-01-19,6435.70556640625
2017-01-20,6458.91552734375
2017-01-23,6287.46337890625
2017-01-24,6403.41015625
2017-01-25,6458.50048828125
2017-01-27,6439.62890625
2017-01-30,6416.42138671875
2017-01-31,6417.06640625
2017-02-01,6455.54638671875
2017-02-02,6442.3505859375
2017-02-03,6459.79150390625
2017-02-06,6464.35888671875
2017-02-07,6408.80859375
2017-02-08,6463.712890625
2017-02-09,6472.94091796875
2017-02-10,6424.26513671875
2017-02-13,6464.220703125
2017-02-14,6476.72412109375
2017-02-15,6474.97119140625
2017-02-16,6472.20263671875
2017-02-17,6445.765625
2017-02-20,6447.74951171875
2017-02-21,6460.34521484375
2017-02-22,6493.7490234375
2017-02-23,6506.48388671875
2017-02-27,6527.384765625
2017-02-28,6544.5029296875
2017-03-01,6511.1435546875
2017-03-02,6527.291015625
2017-03-03,6481.6611328125
2017-03-06,6427.31005859375
2017-03-07,6412.1298828125
2017-03-08,6375.63427734375
2017-03-09,6307.9033203125
2017-03-10,6221.99169921875
2017-03-14,6274.9130859375
2017-03-15,6313.2548828125
2017-03-16,6373.8798828125
2017-03-17,6276.8515625
2017-03-20,6259.77978515625
2017-03-21,6307.25634765625
2017-03-22,6302.64306640625
2017-03-23,6425.18701171875
2017-03-24,6389.2919921875
2017-03-27,6359.34814453125
2017-03-28,6506.6220703125
2017-03-29,6699.57373046875
2017-03-30,6886.11376953125
2017-03-31,7005.84326171875
2017-04-03,6816.3515625
2017-04-05,6841.95849609375
2017-04-06,6807.67724609375
2017-04-07,6786.73046875
2017-04-10,6814.9208984375
2017-04-11,6776.21142578125
2017-04-12,6772.05810546875
2017-04-13,6818.56640625
2017-04-17,6830.97802734375
2017-04-18,6763.01513671875
2017-04-19,6735.65478515625
2017-04-20,6809.01513671875
2017-04-21,6753.048828125
2017-04-24,6766.6142578125
2017-04-25,6769.84326171875
2017-04-26,6862.72021484375
2017-04-27,6774.2734375
2017-04-28,6799.7412109375
2017-05-02,6809.38525390625
2017-05-03,6791.75927734375
2017-05-04,6827.97802734375
2017-05-05,6831.4384765625
2017-05-08,7218.72705078125
2017-05-09,7355.52880859375
2017-05-10,7302.28515625
2017-05-11,7152.14892578125
2017-05-12,7327.015625
2017-05-15,7466.3544921875
2017-05-16,7426.12109375
2017-05-17,7077.1279296875
2017-05-18,7053.32080078125
2017-05-19,7015.67041015625
2017-05-22,6920.62451171875
2017-05-23,6892.111328125
2017-05-24,6808.599609375
2017-05-25,6895.10986328125
2017-05-26,6967.1328125
2017-05-29,6915.45849609375
2017-05-30,6899.9541015625
2017-05-31,6875.82470703125
2017-06-01,6975.71435546875
2017-06-02,7120.4052734375
2017-06-05,7138.953125
2017-06-06,7199.44189453125
2017-06-07,7290.88818359375
2017-06-08,7303.29931640625
2017-06-09,7419.66162109375
2017-06-12,7436.13330078125
2017-06-13,7401.89892578125
2017-06-14,7395.94677734375
2017-06-15,7311.8359375
2017-06-16,7281.93798828125
2017-06-19,7321.84716796875
2017-06-20,7335.9658203125
2017-06-21,7383.72021484375
2017-06-22,7382.65771484375
2017-06-23,7429.58154296875
2017-06-27,7397.6533203125
2017-06-28,7384.59619140625
2017-06-29,7391.79345703125
2017-06-30,7403.55810546875
2017-07-03,7408.77197265625
2017-07-04,7392.90087890625
2017-07-05,7427.13671875
2017-07-06,7418.00048828125
2017-07-07,7399.45166015625
2017-07-10,7410.24951171875
2017-07-11,7402.2216796875
2017-07-12,7398.9462890625
2017-07-13,7392.71728515625
2017-07-14,7391.93212890625
2017-07-17,7423.16796875
2017-07-18,7387.501953125
2017-07-19,7518.5830078125
2017-07-20,7398.16015625
2017-07-21,7453.2958984375
2017-07-24,7593.55859375
2017-07-25,7490.9912109375
2017-07-26,7418.55419921875
2017-07-27,7402.0361328125
2017-07-28,7352.853515625
2017-07-31,7420.9072265625
2017-08-01,7492.46875
2017-08-02,7396.13134765625
2017-08-03,7396.17724609375
2017-08-04,7562.36865234375
2017-08-07,7473.783203125
2017-08-08,7462.5244140625
2017-08-09,7478.4423828125
2017-08-10,7398.43798828125
2017-08-11,7340.9951171875
2017-08-14,7503.5869140625
2017-08-16,7559.23095703125
2017-08-17,7565.22900390625
2017-08-18,7593.1904296875
2017-08-21,7547.51220703125
2017-08-22,7488.2236328125
2017-08-23,7491.408203125
2017-08-24,7526.5654296875
2017-08-28,7627.19384765625
2017-08-29,7609.6142578125
2017-08-30,7654.36962890625
2017-08-31,7649.06298828125
2017-09-01,7672.59423828125
2017-09-04,7750.38330078125
2017-09-05,7723.80859375
2017-09-06,7747.01513671875
2017-09-07,7723.669921875
2017-09-08,7671.1162109375
2017-09-11,7683.6689453125
2017-09-12,7684.95947265625
2017-09-13,7704.56884765625
2017-09-14,7745.35546875
2017-09-15,7784.98828125
2017-09-18,7745.72412109375
2017-09-19,7751.2607421875
2017-09-20,7766.57861328125
2017-09-21,7749.27783203125
2017-09-22,7693.263671875
2017-09-25,7686.021484375
2017-09-26,7687.634765625
2017-09-27,7744.29345703125
2017-09-28,7720.30224609375
2017-09-29,7814.37890625
2017-10-03,7775.34423828125
2017-10-04,7838.00146484375
2017-10-05,7895.30517578125
2017-10-06,7968.94189453125
2017-10-09,7920.544921875
2017-10-10,7971.66357421875
2017-10-11,7978.35693359375
2017-10-12,7931.98583984375
2017-10-13,8000.87158203125
2017-10-16,8013.37646484375
2017-10-17,7995.2890625
2017-10-18,7941.2587890625
2017-10-19,8014.98974609375
2017-10-23,7948.642578125
2017-10-24,7963.63671875
2017-10-25,7978.8173828125
2017-10-26,7937.29296875
2017-10-27,7956.900390625
2017-10-30,7974.158203125
2017-10-31,8005.29833984375
2017-11-01,8045.533203125
2017-11-02,8109.52783203125
2017-11-03,8145.00634765625
2017-11-06,8164.29296875
2017-11-07,8173.7802734375
2017-11-08,8187.38720703125
2017-11-09,8167.9521484375
2017-11-10,8146.19873046875
2017-11-13,8078.72314453125
2017-11-14,8174.337890625
2017-11-15,8255.3740234375
2017-11-16,8202.6611328125
2017-11-17,8425.638671875
2017-11-20,8391.806640625
2017-11-21,8492.6513671875
2017-11-22,8546.8916015625
2017-11-23,8506.443359375
2017-11-24,8490.060546875
2017-11-27,8462.80078125
2017-11-28,8573.59375
2017-11-29,8645.74609375
2017-11-30,8700.8642578125
2017-12-01,8803.2353515625
2017-12-04,9129.603515625
2017-12-05,9072.3525390625
2017-12-06,8946.5185546875
2017-12-07,8900.7509765625
2017-12-08,8997.796875
2017-12-11,8879.0419921875
2017-12-12,8851.9677734375
2017-12-13,8770.330078125
2017-12-14,8636.9072265625
