Date,CMI
2015-08-03,97.35021209716797
2015-08-04,95.37459564208984
2015-08-05,96.7673568725586
2015-08-06,96.2677993774414
2015-08-07,96.04067993164062
2015-08-10,99.1063232421875
2015-08-11,96.87332916259766
2015-08-12,97.69084167480469
2015-08-13,97.18370819091797
2015-08-14,96.92631530761719
2015-08-17,97.35021209716797
2015-08-18,96.91874694824219
2015-08-19,97.20480346679688
2015-08-20,94.64195251464844
2015-08-21,91.3392333984375
2015-08-24,89.1196517944336
2015-08-25,87.61703491210938
2015-08-26,90.56124877929688
2015-08-27,93.51309204101562
2015-08-28,93.2613525390625
2015-08-31,92.86476135253906
2015-09-01,91.76637268066406
2015-09-02,92.2164077758789
2015-09-03,91.55278778076172
2015-09-04,90.00442504882812
2015-09-08,91.39260864257812
2015-09-09,90.75955963134766
2015-09-10,90.78243255615234
2015-09-11,91.90367889404297
2015-09-14,90.78243255615234
2015-09-15,92.84947967529297
2015-09-16,93.69612121582031
2015-09-17,91.65959930419922
2015-09-18,87.89922332763672
2015-09-21,87.57888793945312
2015-09-22,86.39663696289062
2015-09-23,85.59577178955078
2015-09-24,84.79485321044922
2015-09-25,84.29906463623047
2015-09-28,81.49214935302734
2015-09-29,82.45320892333984
2015-09-30,82.81932830810547
2015-10-01,80.39378356933594
2015-10-02,82.34642028808594
2015-10-05,85.24486541748047
2015-10-06,85.55760955810547
2015-10-07,85.83219146728516
2015-10-08,87.15935516357422
2015-10-09,86.25932312011719
2015-10-12,85.41268157958984
2015-10-13,83.88717651367188
2015-10-14,83.4218978881836
2015-10-15,83.26171875
2015-10-16,82.91849517822266
2015-10-19,82.81172180175781
2015-10-20,83.51342010498047
2015-10-21,82.82695007324219
2015-10-22,85.29064178466797
2015-10-23,86.0686264038086
2015-10-26,85.50418853759766
2015-10-27,78.0673828125
2015-10-28,78.7386245727539
2015-10-29,78.86830139160156
2015-10-30,78.95219421386719
2015-11-02,81.50740051269531
2015-11-03,81.91928100585938
2015-11-04,81.43112182617188
2015-11-05,81.23280334472656
2015-11-06,81.21755981445312
2015-11-09,80.24121856689453
2015-11-10,79.12001037597656
2015-11-11,76.33596801757812
2015-11-12,74.6197738647461
2015-11-13,75.2604751586914
2015-11-16,75.6113510131836
2015-11-17,74.67317199707031
2015-11-18,75.77100372314453
2015-11-19,75.94051361083984
2015-11-20,76.04065704345703
2015-11-23,75.6092300415039
2015-11-24,76.02526092529297
2015-11-25,76.7109375
2015-11-27,76.8418960571289
2015-11-30,77.32727813720703
2015-12-01,71.19471740722656
2015-12-02,73.07454681396484
2015-12-03,71.24867248535156
2015-12-04,71.26403045654297
2015-12-07,70.42430877685547
2015-12-08,69.4766845703125
2015-12-09,69.2763442993164
2015-12-10,69.46126556396484
2015-12-11,67.4966812133789
2015-12-14,66.89574432373047
2015-12-15,67.10377502441406
2015-12-16,67.3041000366211
2015-12-17,66.22549438476562
2015-12-18,65.64767456054688
2015-12-21,65.78636169433594
2015-12-22,67.34259796142578
2015-12-23,68.99898529052734
2015-12-24,68.79869842529297
2015-12-28,68.77559661865234
2015-12-29,69.22242736816406
2015-12-30,68.70623779296875
2015-12-31,67.80484771728516
2016-01-04,69.31487274169922
2016-01-05,68.63692474365234
2016-01-06,68.32102966308594
2016-01-07,67.1731185913086
2016-01-08,66.271728515625
2016-01-11,65.8094482421875
2016-01-12,66.7416763305664
2016-01-13,65.40884399414062
2016-01-14,66.78019714355469
2016-01-15,64.98511505126953
2016-01-19,64.34565734863281
2016-01-20,64.90037536621094
2016-01-21,66.271728515625
2016-01-22,66.57220458984375
2016-01-25,64.75398254394531
2016-01-26,65.77864074707031
2016-01-27,65.64767456054688
2016-01-28,66.98818969726562
2016-01-29,69.25323486328125
2016-02-01,70.23938751220703
2016-02-02,68.54444122314453
2016-02-03,69.84646606445312
2016-02-04,75.17012023925781
2016-02-05,76.27180480957031
2016-02-08,75.83262634277344
2016-02-09,76.81109619140625
2016-02-10,74.21478271484375
2016-02-11,73.3827133178711
2016-02-12,74.7386474609375
2016-02-16,76.37964630126953
2016-02-17,75.88555145263672
2016-02-18,75.62881469726562
2016-02-19,75.15418243408203
2016-02-22,76.66365051269531
2016-02-23,75.88555145263672
2016-02-24,74.79627227783203
2016-02-25,76.01783752441406
2016-02-26,75.9867172241211
2016-02-29,75.91669464111328
2016-03-01,78.00971984863281
2016-03-02,77.38726043701172
2016-03-03,78.78002166748047
2016-03-04,79.55029296875
2016-03-07,81.75224304199219
2016-03-08,79.1923828125
2016-03-09,79.41805267333984
2016-03-10,79.97823333740234
2016-03-11,80.9197006225586
2016-03-14,81.7911605834961
2016-03-15,81.3709945678711
2016-03-16,82.77151489257812
2016-03-17,85.26139831542969
2016-03-18,85.65817260742188
2016-03-21,86.06279754638672
2016-03-22,85.16021728515625
2016-03-23,83.8297119140625
2016-03-24,83.5651626586914
2016-03-28,84.3743667602539
2016-03-29,85.5337142944336
2016-03-30,85.0512924194336
2016-03-31,85.5414810180664
2016-04-01,85.68154907226562
2016-04-04,84.880126953125
2016-04-05,84.0475845336914
2016-04-06,82.8104476928711
2016-04-07,81.76781463623047
2016-04-08,82.6937255859375
2016-04-11,82.67816925048828
2016-04-12,83.87640380859375
2016-04-13,88.4670181274414
2016-04-14,89.14397430419922
2016-04-15,89.7275161743164
2016-04-18,90.77012634277344
2016-04-19,91.61824035644531
2016-04-20,90.73121643066406
2016-04-21,89.58747100830078
2016-04-22,90.34220886230469
2016-04-25,89.40850830078125
2016-04-26,90.39666748046875
2016-04-27,90.81681823730469
2016-04-28,90.73121643066406
2016-04-29,91.05802154541016
2016-05-02,90.66899108886719
2016-05-03,92.27960205078125
2016-05-04,89.04280090332031
2016-05-05,88.61488342285156
2016-05-06,89.47074127197266
2016-05-09,87.47113037109375
