Date,PARA
2015-08-03,43.11469650268555
2015-08-04,42.976470947265625
2015-08-05,40.992713928222656
2015-08-06,42.472412109375
2015-08-07,40.927650451660156
2015-08-10,41.6106071472168
2015-08-11,40.88702392578125
2015-08-12,40.78945541381836
2015-08-13,40.691890716552734
2015-08-14,40.01708221435547
2015-08-17,40.67561721801758
2015-08-18,40.12275314331055
2015-08-19,39.447959899902344
2015-08-20,37.42352294921875
2015-08-21,36.65927505493164
2015-08-24,35.73243713378906
2015-08-25,35.1795654296875
2015-08-26,36.057640075683594
2015-08-27,36.79750442504883
2015-08-28,37.2284049987793
2015-08-31,36.781246185302734
2015-09-01,35.602352142333984
2015-09-02,36.00886154174805
2015-09-03,35.61860656738281
2015-09-04,34.895023345947266
2015-09-08,35.62931823730469
2015-09-09,35.49877166748047
2015-09-10,35.84959030151367
2015-09-11,35.8414306640625
2015-09-14,35.31111145019531
2015-09-15,35.70273971557617
2015-09-16,35.55589294433594
2015-09-17,35.425331115722656
2015-09-18,34.8460578918457
2015-09-21,34.98476028442383
2015-09-22,34.74000930786133
2015-09-23,33.99755859375
2015-09-24,33.361175537109375
2015-09-25,33.263267517089844
2015-09-28,31.549928665161133
2015-09-29,31.794692993164062
2015-09-30,32.55344772338867
2015-10-01,32.2026252746582
2015-10-02,32.87980651855469
2015-10-05,33.973079681396484
2015-10-06,33.72832107543945
2015-10-07,34.601314544677734
2015-10-08,35.78431701660156
2015-10-09,35.1887321472168
2015-10-12,34.77263259887695
2015-10-13,34.544185638427734
2015-10-14,34.617618560791016
2015-10-15,35.21321105957031
2015-10-16,35.229522705078125
2015-10-19,35.01740264892578
2015-10-20,35.85775375366211
2015-10-21,35.229522705078125
2015-10-22,35.253997802734375
2015-10-23,36.29832458496094
2015-10-26,36.192264556884766
2015-10-27,36.306488037109375
2015-10-28,37.114200592041016
2015-10-29,38.0361442565918
2015-10-30,37.954559326171875
2015-11-02,39.05598831176758
2015-11-03,39.35787582397461
2015-11-04,39.12125778198242
2015-11-05,38.974395751953125
2015-11-06,39.6842041015625
2015-11-09,39.60263442993164
2015-11-10,40.589839935302734
2015-11-11,41.04671859741211
2015-11-12,41.087520599365234
2015-11-13,40.69590377807617
2015-11-16,41.560726165771484
2015-11-17,41.430171966552734
2015-11-18,41.862606048583984
2015-11-19,42.221580505371094
2015-11-20,42.172630310058594
2015-11-23,41.59336471557617
2015-11-24,41.234375
2015-11-25,41.59336471557617
2015-11-27,41.405704498291016
2015-11-30,41.1854248046875
2015-12-01,41.69126892089844
2015-12-02,40.834598541259766
2015-12-03,40.24716567993164
2015-12-04,40.80195617675781
2015-12-07,41.160953521728516
2015-12-08,40.66325759887695
2015-12-09,39.574867248535156
2015-12-10,39.71398162841797
2015-12-11,38.33100128173828
2015-12-14,37.92182540893555
2015-12-15,38.32280349731445
2015-12-16,38.87109375
2015-12-17,38.06913375854492
2015-12-18,37.3653678894043
2015-12-21,37.471744537353516
2015-12-22,38.142784118652344
2015-12-23,38.650146484375
2015-12-24,38.82200622558594
2015-12-28,38.32280349731445
2015-12-29,38.699256896972656
2015-12-30,38.265525817871094
2015-12-31,38.56830596923828
2016-01-04,38.175514221191406
2016-01-05,37.74177932739258
2016-01-06,37.74996566772461
2016-01-07,37.103492736816406
2016-01-08,38.02003860473633
2016-01-11,38.28189468383789
2016-01-12,38.478302001953125
2016-01-13,36.77614212036133
2016-01-14,38.2409782409668
2016-01-15,37.54539489746094
2016-01-19,37.144405364990234
2016-01-20,36.023284912109375
2016-01-21,37.45537567138672
2016-01-22,38.4128303527832
2016-01-25,37.88092041015625
2016-01-26,38.87928009033203
2016-01-27,38.74016189575195
2016-01-28,37.88092041015625
2016-01-29,38.87109375
2016-02-01,39.20661544799805
