Date,CEPU.BA
2015-08-24,0.49204376339912415
2015-08-25,0.49204376339912415
2015-08-26,0.5029780864715576
2015-08-27,0.5154744386672974
2015-08-28,0.5193793177604675
2015-08-31,0.5193793177604675
2015-09-01,0.5193793177604675
2015-09-02,0.507273256778717
2015-09-03,0.5068829655647278
2015-09-04,0.49204376339912415
2015-09-07,0.5154744386672974
2015-09-08,0.5193793177604675
2015-09-09,0.518988847732544
2015-09-10,0.5076642036437988
2015-09-11,0.5037589073181152
2015-09-14,0.5037589073181152
2015-09-15,0.5037589073181152
2015-09-16,0.4998539984226227
2015-09-17,0.5076642036437988
2015-09-18,0.4998539984226227
2015-09-21,0.5076642036437988
2015-09-22,0.47642332315444946
2015-09-23,0.4803282916545868
2015-09-24,0.47642332315444946
2015-09-25,0.49204376339912415
2015-09-28,0.5037589073181152
2015-09-29,0.5037589073181152
2015-09-30,0.5076642036437988
2015-10-01,0.5076642036437988
2015-10-02,0.5076642036437988
2015-10-05,0.49204376339912415
2015-10-06,0.4998539984226227
2015-10-07,0.4998539984226227
2015-10-08,0.5037589073181152
2015-10-09,0.4998539984226227
2015-10-13,0.4959486722946167
2015-10-14,0.49204376339912415
2015-10-15,0.5033684372901917
2015-10-16,0.4705655574798584
2015-10-19,0.4568976163864136
2015-10-20,0.46470776200294495
2015-10-21,0.46080291271209717
2015-10-22,0.47251802682876587
2015-10-23,0.4959486722946167
2015-10-26,0.5271895527839661
2015-10-27,0.5537442564964294
2015-10-28,0.5701460242271423
2015-10-29,0.5740509033203125
2015-10-30,0.5857663750648499
2015-11-02,0.5857663750648499
2015-11-03,0.5857663750648499
2015-11-04,0.5857663750648499
2015-11-05,0.58967125415802
2015-11-09,0.5857663750648499
2015-11-10,0.6091970801353455
2015-11-11,0.6287223696708679
2015-11-12,0.6404379606246948
2015-11-13,0.6404379606246948
2015-11-16,0.667773425579071
2015-11-17,0.6662113070487976
2015-11-18,0.6638686060905457
2015-11-19,0.6638686060905457
2015-11-20,0.706824541091919
2015-11-24,0.7029196619987488
2015-11-25,0.706824541091919
