Date,NDAQ
2015-08-03,14.422422409057617
2015-08-04,14.532733917236328
2015-08-05,14.841032028198242
2015-08-06,14.928717613220215
2015-08-07,14.971150398254395
2015-08-10,15.146510124206543
2015-08-11,15.078631401062012
2015-08-12,15.00225830078125
2015-08-13,15.16913890838623
2015-08-14,15.347332000732422
2015-08-17,15.321878433227539
2015-08-18,15.361475944519043
2015-08-19,15.282280921936035
2015-08-20,15.007915496826172
2015-08-21,14.580814361572266
2015-08-24,14.04057788848877
2015-08-25,13.814295768737793
2015-08-26,14.054715156555176
2015-08-27,14.510101318359375
2015-08-28,14.563846588134766
2015-08-31,14.478988647460938
2015-09-01,14.148054122924805
2015-09-02,14.363022804260254
2015-09-03,14.467672348022461
2015-09-04,14.227252960205078
2015-09-08,14.696784973144531
2015-09-09,14.480778694152832
2015-09-10,14.588781356811523
2015-09-11,14.708151817321777
2015-09-14,14.600149154663086
2015-09-15,14.702466011047363
2015-09-16,14.733732223510742
2015-09-17,14.480778694152832
2015-09-18,14.344354629516602
2015-09-21,14.543307304382324
2015-09-22,14.506357192993164
2015-09-23,14.773519515991211
2015-09-24,14.762151718139648
2015-09-25,15.199848175048828
2015-09-28,14.784892082214355
2015-09-29,14.725200653076172
2015-09-30,15.15721321105957
2015-10-01,14.955419540405273
2015-10-02,14.958263397216797
2015-10-05,15.24815845489502
2015-10-06,15.17142391204834
2015-10-07,15.137311935424805
2015-10-08,15.285104751586914
2015-10-09,15.088998794555664
2015-10-12,15.384581565856934
2015-10-13,15.236787796020508
2015-10-14,15.253840446472168
2015-10-15,15.606271743774414
2015-10-16,15.623332023620605
2015-10-19,15.75690746307373
2015-10-20,15.867753028869629
2015-10-21,15.705745697021484
2015-10-22,16.79713249206543
2015-10-23,16.689125061035156
2015-10-26,16.59817886352539
2015-10-27,16.754507064819336
2015-10-28,16.848291397094727
2015-10-29,16.831233978271484
2015-10-30,16.453231811523438
2015-11-02,16.959135055541992
2015-11-03,16.853973388671875
2015-11-04,16.52998161315918
2015-11-05,16.66071128845215
2015-11-06,16.552703857421875
2015-11-09,16.3935489654541
2015-11-10,16.646499633789062
2015-11-11,16.623762130737305
2015-11-12,16.402069091796875
2015-11-13,16.083755493164062
2015-11-16,16.268497467041016
2015-11-17,16.35944175720215
2015-11-18,16.680601119995117
2015-11-19,16.87103271484375
2015-11-20,17.04439926147461
2015-11-23,16.83407974243164
2015-11-24,16.623762130737305
2015-11-25,16.612388610839844
2015-11-27,16.731767654418945
2015-11-30,16.66071128845215
2015-12-01,16.689125061035156
2015-12-02,16.629438400268555
2015-12-03,16.194599151611328
2015-12-04,16.751659393310547
2015-12-07,16.564083099365234
2015-12-08,16.461763381958008
2015-12-09,16.046804428100586
2015-12-10,15.975436210632324
2015-12-11,15.661407470703125
2015-12-14,16.00969123840332
2015-12-15,16.206668853759766
2015-12-16,16.24093246459961
2015-12-17,16.00969123840332
2015-12-18,15.966873168945312
2015-12-21,16.121036529541016
2015-12-22,16.5606689453125
2015-12-23,16.55210304260254
2015-12-24,16.55495262145996
2015-12-28,16.874691009521484
2015-12-29,16.951778411865234
2015-12-30,16.849000930786133
2015-12-31,16.606346130371094
2016-01-04,16.141023635864258
2016-01-05,16.38652801513672
2016-01-06,16.33799171447754
2016-01-07,16.300880432128906
2016-01-08,15.932619094848633
2016-01-11,16.35226821899414
2016-01-12,16.437908172607422
2016-01-13,15.909774780273438
2016-01-14,16.412220001220703
2016-01-15,16.126739501953125
2016-01-19,16.40650749206543
2016-01-20,16.072500228881836
2016-01-21,15.924052238464355
2016-01-22,16.480737686157227
2016-01-25,16.158145904541016
2016-01-26,16.709123611450195
2016-01-27,16.64345932006836
2016-01-28,16.811893463134766
2016-01-29,17.699729919433594
2016-02-01,17.625507354736328
2016-02-02,17.791080474853516
2016-02-03,17.58554458618164
2016-02-04,17.085954666137695
2016-02-05,16.957483291625977
2016-02-08,17.188718795776367
2016-02-09,17.554140090942383
2016-02-10,17.379993438720703
2016-02-11,17.120203018188477
2016-02-12,17.502756118774414
2016-02-16,17.60266876220703
2016-02-17,17.973793029785156
2016-02-18,17.95095443725586
2016-02-19,17.965225219726562
2016-02-22,18.14221954345703
2016-02-23,18.025177001953125
2016-02-24,18.173625946044922
2016-02-25,18.416282653808594
2016-02-26,18.227872848510742
2016-02-29,18.068004608154297
2016-03-01,18.34776496887207
2016-03-02,18.410573959350586
2016-03-03,18.613264083862305
2016-03-04,18.539043426513672
2016-03-07,18.339210510253906
2016-03-08,18.519058227539062
2016-03-09,18.661792755126953
2016-03-10,18.618816375732422
2016-03-11,18.90825080871582
2016-03-14,19.15184211730957
2016-03-15,19.212020874023438
2016-03-16,19.088796615600586
2016-03-17,18.87099838256836
2016-03-18,18.486984252929688
2016-03-21,18.418201446533203
2016-03-22,18.747772216796875
2016-03-23,18.810813903808594
2016-03-24,18.3465633392334
2016-03-28,18.53570556640625
2016-03-29,18.790761947631836
2016-03-30,18.676128387451172
2016-03-31,19.022878646850586
2016-04-01,18.939777374267578
2016-04-04,18.7850284576416
2016-04-05,18.621673583984375
2016-04-06,18.613080978393555
2016-04-07,18.41533851623535
2016-04-08,18.240530014038086
2016-04-11,18.421070098876953
2016-04-12,18.09724235534668
2016-04-13,18.326501846313477
2016-04-14,18.246257781982422
2016-04-15,18.4669246673584
2016-04-18,18.380952835083008
2016-04-19,18.389551162719727
2016-04-20,18.378084182739258
2016-04-21,18.28639030456543
