Date,TJX
2015-08-03,30.146875381469727
2015-08-04,30.23380470275879
2015-08-05,30.503286361694336
2015-08-06,30.203371047973633
2015-08-07,30.26422119140625
2015-08-10,30.498937606811523
2015-08-11,30.5032958984375
2015-08-12,30.546894073486328
2015-08-13,30.764862060546875
2015-08-14,30.77794075012207
2015-08-17,31.218246459960938
2015-08-18,33.47210693359375
2015-08-19,32.63943862915039
2015-08-20,32.40403747558594
2015-08-21,31.19209861755371
2015-08-24,30.267881393432617
2015-08-25,30.015039443969727
2015-08-26,30.869483947753906
2015-08-27,31.144142150878906
2015-08-28,30.83027458190918
2015-08-31,30.655874252319336
2015-09-01,30.250446319580078
2015-09-02,30.88256072998047
2015-09-03,31.144142150878906
2015-09-04,30.847702026367188
2015-09-08,31.53649139404297
2015-09-09,30.978479385375977
2015-09-10,31.16592788696289
2015-09-11,31.30108642578125
2015-09-14,31.04387855529785
2015-09-15,30.939239501953125
2015-09-16,31.2008113861084
2015-09-17,31.623687744140625
2015-09-18,31.10926055908203
2015-09-21,31.375192642211914
2015-09-22,31.048227310180664
2015-09-23,31.022083282470703
2015-09-24,31.052597045898438
2015-09-25,30.93488883972168
2015-09-28,30.119659423828125
2015-09-29,30.289674758911133
2015-09-30,31.135419845581055
2015-10-01,30.865135192871094
2015-10-02,31.11798095703125
2015-10-05,31.183374404907227
2015-10-06,30.8520565032959
2015-10-07,31.34467887878418
2015-10-08,31.488540649414062
2015-10-09,31.72830581665039
2015-10-12,32.07707214355469
2015-10-13,31.71087646484375
2015-10-14,31.28800392150879
2015-10-15,31.27056312561035
2015-10-16,31.575725555419922
2015-10-19,31.789339065551758
2015-10-20,31.828577041625977
2015-10-21,31.56700897216797
2015-10-22,32.216575622558594
2015-10-23,31.28364372253418
2015-10-26,31.580081939697266
2015-10-27,31.318510055541992
2015-10-28,31.924484252929688
2015-10-29,31.859092712402344
2015-10-30,31.90704917907715
2015-11-02,31.920124053955078
2015-11-03,32.36043167114258
2015-11-04,32.12065887451172
2015-11-05,32.3996696472168
2015-11-06,31.7937068939209
2015-11-09,31.072315216064453
2015-11-10,31.40022087097168
2015-11-11,30.202268600463867
2015-11-12,29.839384078979492
2015-11-13,28.07307243347168
2015-11-16,28.702646255493164
2015-11-17,29.808786392211914
2015-11-18,29.878726959228516
2015-11-19,29.598920822143555
2015-11-20,30.670072555541992
2015-11-23,30.862455368041992
2015-11-24,30.836219787597656
2015-11-25,31.325899124145508
2015-11-27,31.190357208251953
2015-11-30,30.8668212890625
2015-12-01,30.945526123046875
2015-12-02,30.923656463623047
2015-12-03,30.5345401763916
2015-12-04,31.03732681274414
2015-12-07,31.03296661376953
2015-12-08,31.185991287231445
2015-12-09,30.958629608154297
2015-12-10,31.251569747924805
2015-12-11,30.849334716796875
2015-12-14,31.011110305786133
2015-12-15,30.80124282836914
2015-12-16,31.413331985473633
2015-12-17,30.888696670532227
2015-12-18,30.307191848754883
2015-12-21,30.433984756469727
2015-12-22,30.77937889099121
2015-12-23,31.172876358032227
2015-12-24,30.993610382080078
2015-12-28,30.897428512573242
2015-12-29,31.373981475830078
2015-12-30,31.1990966796875
2015-12-31,31.002351760864258
2016-01-04,30.96738624572754
2016-01-05,31.45267677307129
2016-01-06,30.643848419189453
2016-01-07,30.600126266479492
2016-01-08,29.262271881103516
2016-01-11,29.64264488220215
2016-01-12,30.13231658935547
2016-01-13,29.594552993774414
2016-01-14,29.935575485229492
2016-01-15,29.51586151123047
2016-01-19,29.791296005249023
2016-01-20,29.48961639404297
2016-01-21,29.66449737548828
2016-01-22,30.145429611206055
2016-01-25,30.062366485595703
2016-01-26,30.46896743774414
2016-01-27,30.2503662109375
2016-01-28,30.337797164916992
2016-01-29,31.14662742614746
2016-02-01,31.570735931396484
2016-02-02,31.850542068481445
2016-02-03,31.470170974731445
2016-02-04,30.936784744262695
2016-02-05,29.71259880065918
2016-02-08,29.738828659057617
2016-02-09,30.54579734802246
2016-02-10,30.42738151550293
2016-02-11,29.782690048217773
2016-02-12,30.64227294921875
2016-02-16,31.30010986328125
2016-02-17,31.48430633544922
2016-02-18,31.405366897583008
2016-02-19,31.39659309387207
2016-02-22,32.028114318847656
2016-02-23,31.879005432128906
2016-02-24,32.55877685546875
2016-02-25,32.927162170410156
2016-02-26,33.172760009765625
2016-02-29,32.497379302978516
2016-03-01,33.09821319580078
2016-03-02,33.08504104614258
2016-03-03,32.988563537597656
2016-03-04,33.0675163269043
2016-03-07,33.05435562133789
2016-03-08,33.06312561035156
2016-03-09,32.87013626098633
2016-03-10,33.111366271972656
2016-03-11,33.106971740722656
2016-03-14,33.27802658081055
2016-03-15,33.35257339477539
2016-03-16,33.47099304199219
2016-03-17,33.865692138671875
2016-03-18,34.17268371582031
2016-03-21,34.14197540283203
2016-03-22,34.12443542480469
2016-03-23,34.084983825683594
2016-03-24,33.821834564208984
2016-03-28,34.10251998901367
2016-03-29,34.47968673706055
2016-03-30,34.5059928894043
2016-03-31,34.36126708984375
2016-04-01,34.54983139038086
2016-04-04,34.4533576965332
2016-04-05,34.08057403564453
2016-04-06,34.027950286865234
2016-04-07,33.413970947265625
2016-04-08,33.40958023071289
2016-04-11,33.08943176269531
2016-04-12,33.348201751708984
2016-04-13,33.60694885253906
2016-04-14,33.47537612915039
2016-04-15,33.900779724121094
2016-04-18,34.04549789428711
2016-04-19,34.084983825683594
2016-04-20,34.04111862182617
2016-04-21,33.773590087890625
2016-04-22,33.56309509277344
2016-04-25,33.5499267578125
2016-04-26,33.839378356933594
2016-04-27,34.0937385559082
2016-04-28,33.72096252441406
2016-04-29,33.251708984375
2016-05-02,34.12004852294922
2016-05-03,33.78236770629883
