Date,LEVE3.SA
2015-08-24,9.242733001708984
2015-08-25,9.394099235534668
2015-08-26,9.696830749511719
2015-08-27,10.359049797058105
2015-08-28,10.23133659362793
2015-08-31,10.169846534729004
2015-09-01,10.084700584411621
2015-09-02,10.264447212219238
2015-09-03,10.169846534729004
2015-09-04,10.377971649169922
2015-09-08,10.264447212219238
2015-09-09,10.38270378112793
2015-09-10,10.311750411987305
2015-09-11,10.430006980895996
2015-09-14,10.685431480407715
2015-09-15,10.718542098999023
2015-09-16,10.548259735107422
2015-09-17,10.638132095336914
2015-09-18,10.836795806884766
2015-09-21,10.992892265319824
2015-09-22,10.86991024017334
2015-09-23,10.888832092285156
2015-09-24,10.91720962524414
2015-09-25,11.234130859375
2015-09-28,11.021272659301758
2015-09-29,11.021272659301758
2015-09-30,10.893558502197266
2015-10-01,11.068572998046875
2015-10-02,10.91720962524414
2015-10-05,10.874637603759766
2015-10-06,10.903020858764648
2015-10-07,10.808414459228516
2015-10-08,11.059115409851074
2015-10-09,11.115874290466309
2015-10-13,11.333462715148926
2015-10-14,11.253050804138184
2015-10-15,11.153717041015625
2015-10-16,10.647589683532715
2015-10-19,10.780034065246582
2015-10-20,10.500954627990723
2015-10-21,10.571908950805664
2015-10-22,10.590831756591797
2015-10-23,10.619210243225098
2015-10-26,10.713813781738281
2015-10-27,11.068572998046875
2015-10-28,11.021272659301758
2015-10-29,11.106416702270508
2015-10-30,11.073307037353516
2015-11-03,11.115874290466309
2015-11-04,10.879366874694824
2015-11-05,10.92667293548584
2015-11-06,10.973971366882324
2015-11-09,10.619210243225098
2015-11-10,10.992892265319824
2015-11-11,11.541590690612793
2015-11-12,11.44698429107666
2015-11-13,11.78756046295166
2015-11-16,11.711875915527344
2015-11-17,11.910543441772461
2015-11-18,11.948384284973145
2015-11-19,12.061906814575195
2015-11-23,12.13286304473877
2015-11-24,12.274767875671387
2015-11-25,12.345718383789062
2015-11-26,12.369367599487305
2015-11-27,12.478164672851562
2015-11-30,12.534924507141113
2015-12-01,12.274767875671387
2015-12-02,12.180163383483887
2015-12-03,12.643719673156738
2015-12-04,12.653179168701172
2015-12-07,12.719399452209473
2015-12-08,12.48762321472168
2015-12-09,13.053396224975586
2015-12-10,12.709884643554688
2015-12-11,12.709884643554688
2015-12-14,12.444893836975098
2015-12-15,12.606834411621094
2015-12-16,12.243694305419922
2015-12-17,12.56266975402832
2015-12-18,12.587203979492188
2015-12-21,12.489058494567871
2015-12-22,12.204432487487793
2015-12-23,12.189714431762695
2015-12-28,12.16026782989502
2015-12-29,12.170083045959473
2015-12-30,12.174150466918945
2016-01-04,11.608485221862793
2016-01-05,12.100371360778809
2016-01-06,11.95280647277832
2016-01-07,11.805241584777832
2016-01-08,12.095449447631836
2016-01-11,12.198744773864746
2016-01-12,11.997072219848633
2016-01-13,12.016749382019043
2016-01-14,11.608485221862793
2016-01-15,11.603564262390137
2016-01-18,11.500271797180176
2016-01-19,11.165788650512695
2016-01-20,11.475675582885742
2016-01-21,11.51502799987793
2016-01-22,11.657674789428711
2016-01-26,11.569132804870605
2016-01-27,11.657674789428711
2016-01-28,11.682268142700195
2016-01-29,11.938048362731934
2016-02-01,12.351228713989258
2016-02-02,12.439770698547363
2016-02-03,12.238099098205566
2016-02-04,11.923293113708496
2016-02-05,11.997072219848633
2016-02-10,11.933131217956543
2016-02-11,11.460920333862305
2016-02-12,11.559293746948242
2016-02-15,11.642915725708008
2016-02-16,11.490429878234863
2016-02-17,11.451080322265625
2016-02-18,11.628161430358887
2016-02-19,11.559293746948242
2016-02-22,11.682268142700195
2016-02-23,11.819994926452637
2016-02-24,11.790481567382812
2016-02-25,12.262691497802734
2016-02-26,12.149556159973145
2016-02-29,12.247934341430664
