Date,CYIENT.NS
2015-08-21,445.83453369140625
2015-08-24,442.9053649902344
2015-08-25,440.2531433105469
2015-08-26,447.45745849609375
2015-08-27,443.89495849609375
2015-08-28,437.8781433105469
2015-08-31,460.7182922363281
2015-09-01,460.52020263671875
2015-09-02,470.93072509765625
2015-09-03,474.1766357421875
2015-09-04,465.94329833984375
2015-09-07,470.2973937988281
2015-09-08,469.46624755859375
2015-09-09,467.9224548339844
2015-09-10,470.73291015625
2015-09-11,465.6266174316406
2015-09-14,470.2183532714844
2015-09-15,461.8265075683594
2015-09-16,462.4598388671875
2015-09-18,466.2598876953125
2015-09-21,452.80126953125
2015-09-22,441.8365478515625
2015-09-23,447.576171875
2015-09-24,459.84722900390625
2015-09-28,451.89093017578125
2015-09-29,448.0116882324219
2015-09-30,442.2720031738281
2015-10-01,434.0385437011719
2015-10-05,434.394775390625
2015-10-06,438.7886047363281
2015-10-07,443.06365966796875
2015-10-08,451.13873291015625
2015-10-09,469.1099853515625
2015-10-12,468.3974304199219
2015-10-13,466.2203369140625
2015-10-14,463.09320068359375
2015-10-15,495.3146667480469
2015-10-16,437.60113525390625
2015-10-19,434.2364807128906
2015-10-20,435.4239501953125
2015-10-21,431.9010009765625
2015-10-23,429.8822021484375
2015-10-26,425.21124267578125
2015-10-27,432.336669921875
2015-10-28,427.20166015625
2015-10-29,421.15106201171875
2015-10-30,427.4803161621094
2015-11-02,420.43463134765625
2015-11-03,417.5286865234375
2015-11-04,412.7121276855469
2015-11-05,411.7966003417969
2015-11-06,417.8869934082031
2015-11-09,411.47808837890625
2015-11-10,404.9498291015625
2015-11-13,402.24310302734375
2015-11-16,404.5119934082031
2015-11-17,401.048828125
2015-11-18,389.94287109375
2015-11-19,392.8487548828125
2015-11-20,392.92828369140625
2015-11-23,391.25653076171875
2015-11-24,397.0682373046875
2015-11-26,392.1322326660156
2015-11-27,391.25653076171875
2015-11-30,385.3253173828125
2015-12-01,392.1322326660156
2015-12-02,397.0682373046875
2015-12-03,388.7088623046875
2015-12-04,383.65350341796875
2015-12-07,374.617431640625
2015-12-08,372.03009033203125
2015-12-09,381.7030029296875
2015-12-10,393.2069396972656
2015-12-11,386.0020446777344
2015-12-14,389.6642150878906
2015-12-15,386.7982177734375
2015-12-16,380.1903991699219
2015-12-17,380.0709228515625
2015-12-18,377.9214172363281
2015-12-21,378.7573547363281
2015-12-22,373.3834533691406
2015-12-23,373.861083984375
2015-12-24,373.6222839355469
2015-12-28,372.4281005859375
2015-12-29,372.06988525390625
2015-12-30,375.9707946777344
2015-12-31,381.9418640136719
2016-01-01,392.92828369140625
2016-01-04,393.4856262207031
2016-01-05,388.3505859375
2016-01-06,395.1972961425781
2016-01-07,383.215576171875
2016-01-08,410.7615661621094
2016-01-11,406.1440734863281
2016-01-12,395.9137878417969
2016-01-13,386.95733642578125
2016-01-14,372.8659362792969
2016-01-15,351.1714782714844
2016-01-18,345.3995666503906
2016-01-19,342.9316711425781
2016-01-20,331.9848327636719
2016-01-21,344.7626647949219
2016-01-22,338.67230224609375
2016-01-25,340.14520263671875
2016-01-27,342.3742980957031
2016-01-28,343.7277526855469
2016-01-29,348.8627014160156
2016-02-01,350.6142578125
2016-02-02,344.2451477050781
2016-02-03,328.1634216308594
2016-02-04,314.39044189453125
2016-02-05,319.4060974121094
2016-02-08,313.9923400878906
2016-02-09,315.10693359375
2016-02-10,312.8379821777344
2016-02-11,308.976806640625
2016-02-12,299.1047668457031
2016-02-15,318.2914123535156
2016-02-16,320.0827331542969
2016-02-17,337.4382629394531
2016-02-18,334.8509216308594
2016-02-19,335.8460998535156
2016-02-22,325.4566650390625
2016-02-23,329.596435546875
2016-02-24,331.4673767089844
2016-02-25,327.8450012207031
2016-02-26,327.3274841308594
2016-02-29,336.0848388671875
2016-03-01,341.379150390625
2016-03-02,334.1344299316406
2016-03-03,340.30438232421875
2016-03-04,332.6615905761719
2016-03-08,328.3624572753906
2016-03-09,325.3371887207031
2016-03-10,332.7013854980469
2016-03-11,322.11285400390625
2016-03-14,330.7110900878906
2016-03-15,323.7449645996094
2016-03-16,330.3129577636719
2016-03-17,335.2091369628906
2016-03-18,338.8315734863281
2016-03-21,347.4297180175781
2016-03-22,345.1607666015625
2016-03-23,341.6180114746094
2016-03-28,335.10870361328125
2016-03-29,347.6853332519531
2016-03-30,350.8997802734375
2016-03-31,342.90374755859375
2016-04-01,365.8068542480469
2016-04-04,372.5171203613281
2016-04-05,365.68634033203125
2016-04-06,372.19561767578125
2016-04-07,364.3603210449219
2016-04-08,367.2533264160156
2016-04-11,366.0077819824219
2016-04-12,371.6732177734375
2016-04-13,366.0479431152344
2016-04-18,388.6296081542969
2016-04-20,404.6618347167969
2016-04-21,388.3082275390625
2016-04-22,365.244384765625
2016-04-25,369.5034484863281
2016-04-26,367.13287353515625
2016-04-27,369.3025817871094
2016-04-28,371.2313232421875
2016-04-29,369.2624816894531
2016-05-02,367.8561096191406
2016-05-03,372.7178955078125
2016-05-04,374.2850036621094
2016-05-05,376.3743896484375
2016-05-06,379.3478698730469
2016-05-09,383.4061279296875
2016-05-10,381.7989196777344
2016-05-11,386.4598693847656
2016-05-12,384.490966796875
2016-05-13,383.6471862792969
2016-05-16,388.99127197265625
2016-05-17,386.2187805175781
2016-05-18,382.80340576171875
2016-05-19,377.49951171875
2016-05-20,366.2488708496094
2016-05-23,366.73101806640625
2016-05-24,374.9279479980469
2016-05-25,377.13787841796875
2016-05-26,373.7626953125
2016-05-27,373.40106201171875
2016-05-30,373.8430480957031
2016-05-31,388.1072998046875
2016-06-01,384.2499084472656
2016-06-02,388.1474304199219
2016-06-03,384.892822265625
2016-06-06,380.2317810058594
2016-06-07,391.24139404296875
2016-06-08,398.19268798828125
2016-06-09,401.8089599609375
2016-06-10,400.1213073730469
2016-06-13,389.7547302246094
2016-06-14,385.8170166015625
2016-06-15,397.1077880859375
2016-06-16,392.4066162109375
2016-06-17,397.1881103515625
2016-06-20,394.8979187011719
2016-06-21,403.858154296875
2016-06-22,400.9651794433594
2016-06-23,396.0228576660156
2016-06-24,389.7547302246094
2016-06-27,388.5894470214844
2016-06-28,386.419677734375
2016-06-29,394.69696044921875
2016-06-30,393.8531188964844
2016-07-01,390.5181579589844
2016-07-04,391.9244689941406
2016-07-05,401.9697265625
2016-07-07,404.6216125488281
2016-07-08,406.1886901855469
2016-07-11,403.41619873046875
2016-07-12,401.12591552734375
2016-07-13,403.858154296875
2016-07-14,395.9827880859375
2016-07-15,380.3523254394531
2016-07-18,393.29058837890625
2016-07-19,388.4689025878906
2016-07-20,391.3619384765625
2016-07-21,392.68792724609375
2016-07-22,390.59844970703125
2016-07-25,393.7326965332031
2016-07-26,390.839599609375
2016-07-27,391.0806579589844
2016-07-28,389.0314025878906
2016-07-29,396.74615478515625
2016-08-01,405.9073486328125
2016-08-02,412.2560119628906
2016-08-03,415.55078125
