Date,RTX
2015-08-03,49.13079071044922
2015-08-04,48.93806076049805
2015-08-05,48.85899353027344
2015-08-06,48.913352966308594
2015-08-07,48.57236862182617
2015-08-10,49.19504165649414
2015-08-11,48.73050308227539
2015-08-12,49.08863830566406
2015-08-13,48.93444061279297
2015-08-14,49.09360885620117
2015-08-17,49.42190170288086
2015-08-18,49.4467658996582
2015-08-19,48.849884033203125
2015-08-20,47.66108703613281
2015-08-21,46.26338577270508
2015-08-24,45.19895553588867
2015-08-25,44.16933059692383
2015-08-26,45.54215621948242
2015-08-27,46.39271545410156
2015-08-28,46.3778076171875
2015-08-31,45.5670166015625
2015-09-01,44.62693786621094
2015-09-02,45.382991790771484
2015-09-03,45.71626281738281
2015-09-04,45.10444259643555
2015-09-08,46.16888427734375
2015-09-09,45.6864013671875
2015-09-10,45.46257781982422
2015-09-11,45.925167083740234
2015-09-14,45.676456451416016
2015-09-15,46.09925079345703
2015-09-16,46.72599411010742
2015-09-17,46.41260528564453
2015-09-18,45.29843521118164
2015-09-21,45.53718948364258
2015-09-22,43.87088394165039
2015-09-23,43.25410842895508
2015-09-24,43.18449020385742
2015-09-25,43.423221588134766
2015-09-28,43.18944549560547
2015-09-29,43.76146697998047
2015-09-30,44.26383590698242
2015-10-01,43.950477600097656
2015-10-02,44.65180969238281
2015-10-05,45.890342712402344
2015-10-06,46.03459167480469
2015-10-07,46.5120964050293
2015-10-08,46.91996383666992
2015-10-09,47.43726348876953
2015-10-12,47.46709442138672
2015-10-13,46.89509201049805
2015-10-14,45.84557342529297
2015-10-15,46.347957611083984
2015-10-16,46.2584114074707
2015-10-19,45.785884857177734
2015-10-20,47.56161117553711
2015-10-21,48.73050308227539
2015-10-22,49.63577651977539
2015-10-23,50.04862594604492
2015-10-26,49.85465621948242
2015-10-27,49.18315124511719
2015-10-28,49.40200424194336
2015-10-29,49.26770782470703
2015-10-30,48.94935989379883
2015-11-02,49.43681716918945
2015-11-03,49.740238189697266
2015-11-04,49.90436935424805
2015-11-05,50.13816452026367
2015-11-06,50.13816452026367
2015-11-09,49.57112503051758
2015-11-10,49.40091323852539
2015-11-11,49.19065856933594
2015-11-12,49.67124557495117
2015-11-13,48.29954528808594
2015-11-16,48.975379943847656
2015-11-17,48.83521270751953
2015-11-18,48.91530227661133
2015-11-19,49.210670471191406
2015-11-20,49.170623779296875
2015-11-23,49.10554885864258
2015-11-24,48.74009704589844
2015-11-25,48.695030212402344
2015-11-27,48.45974349975586
2015-11-30,48.08428955078125
2015-12-01,48.409671783447266
2015-12-02,47.68378829956055
2015-12-03,47.40845489501953
2015-12-04,47.924095153808594
2015-12-07,48.014190673828125
2015-12-08,47.173152923583984
2015-12-09,47.138126373291016
2015-12-10,46.99294662475586
2015-12-11,46.70759201049805
2015-12-14,46.57242202758789
2015-12-15,46.68757247924805
2015-12-16,47.62371826171875
2015-12-17,46.99294662475586
2015-12-18,46.226993560791016
2015-12-21,46.86278533935547
2015-12-22,47.493560791015625
2015-12-23,48.209434509277344
2015-12-24,48.209434509277344
2015-12-28,48.10430145263672
2015-12-29,48.695030212402344
2015-12-30,48.50981140136719
2015-12-31,48.09430694580078
2016-01-04,47.843990325927734
2016-01-05,47.91908264160156
2016-01-06,46.617469787597656
2016-01-07,46.006717681884766
2016-01-08,45.255802154541016
2016-01-11,45.305850982666016
2016-01-12,45.305850982666016
2016-01-13,44.46984100341797
2016-01-14,44.559932708740234
2016-01-15,42.867862701416016
2016-01-19,42.6726188659668
2016-01-20,42.46736145019531
2016-01-21,42.83781433105469
2016-01-22,43.22829818725586
2016-01-25,42.502403259277344
2016-01-26,42.87785720825195
2016-01-27,42.95795822143555
2016-01-28,43.27835464477539
2016-01-29,43.89912033081055
2016-02-01,43.83404541015625
2016-02-02,42.76271057128906
2016-02-03,43.03306579589844
2016-02-04,44.1143798828125
2016-02-05,43.974212646484375
2016-02-08,43.44355773925781
2016-02-09,43.67384338378906
2016-02-10,43.5336799621582
2016-02-11,42.38225555419922
2016-02-12,43.02805709838867
2016-02-16,43.29338073730469
2016-02-17,44.443294525146484
2016-02-18,44.564334869384766
2016-02-19,44.49877166748047
2016-02-22,46.586788177490234
2016-02-23,46.19842529296875
2016-02-24,47.2121696472168
2016-02-25,49.46158218383789
2016-02-26,49.26991271972656
2016-02-29,48.73025894165039
2016-03-01,47.938446044921875
2016-03-02,48.1805305480957
2016-03-03,48.47304916381836
2016-03-04,48.92192459106445
2016-03-07,48.88156509399414
2016-03-08,48.87148666381836
2016-03-09,48.72018051147461
2016-03-10,48.50835418701172
2016-03-11,48.795841217041016
2016-03-14,48.8361701965332
2016-03-15,48.563838958740234
2016-03-16,49.1690559387207
2016-03-17,49.849918365478516
2016-03-18,49.95583724975586
2016-03-21,50.016357421875
2016-03-22,49.75914001464844
2016-03-23,49.98609924316406
2016-03-24,49.960880279541016
2016-03-28,49.88522720336914
2016-03-29,50.4954948425293
2016-03-30,50.56106185913086
2016-03-31,50.48540115356445
2016-04-01,50.419837951660156
2016-04-04,50.57114791870117
2016-04-05,50.36436080932617
2016-04-06,50.62158966064453
2016-04-07,50.88383865356445
2016-04-08,51.100711822509766
2016-04-11,51.514286041259766
2016-04-12,51.988365173339844
2016-04-13,52.7600212097168
2016-04-14,52.795318603515625
2016-04-15,52.73984909057617
2016-04-18,53.02228927612305
2016-04-19,52.95671844482422
2016-04-20,53.22402572631836
2016-04-21,53.17359161376953
2016-04-22,53.30976867675781
2016-04-25,53.057586669921875
2016-04-26,52.85585021972656
2016-04-27,53.40557861328125
2016-04-28,52.568355560302734
2016-04-29,52.63896560668945
2016-05-02,52.63896560668945
2016-05-03,51.509220123291016
2016-05-04,50.77288818359375
2016-05-05,50.58121871948242
2016-05-06,50.99985122680664
2016-05-09,50.48035430908203
2016-05-10,51.52436828613281
2016-05-11,51.2419319152832
2016-05-12,51.17131423950195
2016-05-13,50.57114791870117
2016-05-16,51.35289001464844
2016-05-17,50.46522521972656
2016-05-18,50.40938186645508
2016-05-19,50.01338577270508
2016-05-20,50.31292724609375
2016-05-23,50.21138381958008
2016-05-24,50.72415542602539
2016-05-25,50.932315826416016
2016-05-26,50.97800827026367
2016-05-27,51.155704498291016
2016-05-31,51.06431579589844
2016-06-01,50.947540283203125
2016-06-02,51.17093276977539
2016-06-03,50.98815155029297
2016-06-06,51.46031951904297
2016-06-07,51.50600814819336
2016-06-08,51.820777893066406
2016-06-09,51.94770050048828
2016-06-10,51.78524398803711
2016-06-13,51.3841552734375
2016-06-14,51.37400436401367
2016-06-15,51.04399871826172
2016-06-16,51.338478088378906
2016-06-17,51.37908172607422
2016-06-20,51.63294982910156
2016-06-21,51.566932678222656
2016-06-22,51.45524597167969
2016-06-23,51.95278549194336
2016-06-24,50.20630645751953
2016-06-27,49.35336685180664
2016-06-28,50.277381896972656
2016-06-29,51.00847244262695
2016-06-30,52.064476013183594
2016-07-01,52.1558723449707
2016-07-05,51.08462142944336
2016-07-06,51.47047424316406
2016-07-07,51.77001190185547
2016-07-08,52.62803268432617
2016-07-11,52.78034591674805
2016-07-12,53.05449676513672
2016-07-13,53.35403823852539
2016-07-14,53.379417419433594
2016-07-15,53.56218719482422
2016-07-18,53.55712127685547
2016-07-19,53.62310791015625
2016-07-20,53.83633041381836
2016-07-21,53.739891052246094
2016-07-22,53.374351501464844
2016-07-25,53.13064956665039
2016-07-26,54.775596618652344
2016-07-27,54.67404556274414
2016-07-28,54.61819839477539
2016-07-29,54.653743743896484
2016-08-01,54.29328536987305
2016-08-02,53.953121185302734
2016-08-03,53.963279724121094
2016-08-04,53.998817443847656
2016-08-05,54.69945526123047
2016-08-08,54.72482681274414
2016-08-09,55.004051208496094
2016-08-10,54.89235305786133
2016-08-11,55.43052291870117
2016-08-12,55.273155212402344
2016-08-15,55.6894416809082
2016-08-16,55.42038345336914
2016-08-17,55.64511489868164
2016-08-18,55.84431838989258
2016-08-19,55.74726486206055
2016-08-22,55.42035675048828
2016-08-23,55.164974212646484
2016-08-24,55.14454650878906
2016-08-25,55.021949768066406
2016-08-26,54.81252670288086
2016-08-29,55.14965057373047
2016-08-30,54.83296585083008
2016-08-31,54.3630256652832
2016-09-01,54.511165618896484
2016-09-02,54.618431091308594
2016-09-06,54.14850997924805
2016-09-07,54.06678771972656
2016-09-08,54.01571273803711
2016-09-09,52.44758605957031
2016-09-12,53.13714599609375
2016-09-13,52.263702392578125
2016-09-14,51.92658233642578
2016-09-15,52.462913513183594
2016-09-16,51.129756927490234
2016-09-19,51.30342483520508
2016-09-20,51.20126724243164
2016-09-21,52.0798225402832
2016-09-22,52.61104202270508
2016-09-23,52.38629913330078
2016-09-26,52.21773147583008
2016-09-27,52.2790412902832
2016-09-28,52.2790412902832
2016-09-29,51.62010955810547
2016-09-30,51.895938873291016
2016-10-03,52.31989669799805
2016-10-04,51.809104919433594
2016-10-05,52.22795104980469
2016-10-06,52.14111328125
2016-10-07,51.374935150146484
2016-10-10,51.06846237182617
2016-10-11,50.45041275024414
2016-10-12,50.53215026855469
2016-10-13,51.0020751953125
2016-10-14,51.16041564941406
2016-10-17,50.93056106567383
2016-10-18,51.073577880859375
2016-10-19,50.95608901977539
2016-10-20,50.71601867675781
2016-10-21,50.39933776855469
2016-10-24,50.83350372314453
2016-10-25,51.77334976196289
2016-10-26,51.594573974609375
2016-10-27,51.114437103271484
2016-10-28,52.01852798461914
2016-10-31,52.20240020751953
2016-11-01,52.10535430908203
2016-11-02,51.86529541015625
2016-11-03,51.6150016784668
2016-11-04,51.758018493652344
2016-11-07,52.636566162109375
2016-11-08,52.800025939941406
2016-11-09,53.53557205200195
2016-11-10,55.3743896484375
2016-11-11,55.60425567626953
2016-11-14,55.09346008300781
2016-11-15,55.00154113769531
2016-11-16,54.97069549560547
2016-11-17,54.837059020996094
2016-11-18,54.734283447265625
2016-11-21,54.91415023803711
2016-11-22,54.96040725708008
2016-11-23,55.56170654296875
2016-11-25,55.90605163574219
2016-11-28,55.73645782470703
2016-11-29,55.936885833740234
2016-11-30,55.36127471923828
2016-12-01,55.23792266845703
2016-12-02,55.61825180053711
2016-12-05,55.20710754394531
2016-12-06,55.21223449707031
2016-12-07,56.368587493896484
2016-12-08,55.72616958618164
2016-12-09,56.425132751464844
2016-12-12,56.73348617553711
2016-12-13,56.69239044189453
2016-12-14,56.157875061035156
2016-12-15,55.571990966796875
2016-12-16,55.77244186401367
2016-12-19,56.95447540283203
2016-12-20,56.86711120605469
2016-12-21,56.7849006652832
2016-12-22,56.76945495605469
2016-12-23,56.86711120605469
2016-12-27,57.036712646484375
2016-12-28,56.630706787109375
2016-12-29,56.815731048583984
