Date,FRES.L
2015-12-03,708.116943359375
2015-12-04,700.6317138671875
2015-12-07,689.154052734375
2015-12-08,667.1968994140625
2015-12-09,661.2085571289062
2015-12-10,671.6881713867188
2015-12-11,673.6842651367188
2015-12-14,663.7037353515625
2015-12-15,658.2144165039062
2015-12-16,672.1871948242188
2015-12-17,653.2240600585938
2015-12-18,657.715576171875
2015-12-21,670.1909790039062
2015-12-22,688.156005859375
2015-12-23,711.1110229492188
2015-12-24,714.105224609375
2015-12-29,708.6160278320312
2015-12-30,708.116943359375
2015-12-31,706.619873046875
2016-01-04,708.116943359375
2016-01-05,718.0975341796875
2016-01-06,720.0936889648438
2016-01-07,704.124755859375
2016-01-08,691.6491088867188
2016-01-11,680.1716918945312
2016-01-12,680.1716918945312
2016-01-13,690.6510620117188
2016-01-14,701.1304321289062
2016-01-15,688.6549682617188
2016-01-18,673.1852416992188
2016-01-19,663.2046508789062
2016-01-20,639.2514038085938
2016-01-21,660.7096557617188
2016-01-22,660.2105712890625
2016-01-25,656.71728515625
2016-01-26,693.1461181640625
2016-01-27,705.122802734375
2016-01-28,707.6178588867188
2016-01-29,720.5924682617188
2016-02-01,737.5595092773438
2016-02-02,720.5924682617188
2016-02-03,720.5924682617188
2016-02-04,782.4718017578125
2016-02-05,786.4639282226562
2016-02-08,847.843994140625
2016-02-09,851.3373413085938
2016-02-10,828.3820190429688
2016-02-11,873.2943115234375
2016-02-12,895.25146484375
2016-02-15,871.7973022460938
2016-02-16,876.2884521484375
2016-02-17,904.2337646484375
2016-02-18,918.7056274414062
2016-02-19,951.6412963867188
2016-02-22,958.1287841796875
2016-02-23,974.097412109375
2016-02-24,990.5654296875
2016-02-25,988.0702514648438
2016-02-26,991.5634155273438
2016-02-29,998.050537109375
2016-03-01,936.1715698242188
2016-03-02,941.1616821289062
2016-03-03,952.1403198242188
2016-03-04,957.130615234375
2016-03-07,949.645263671875
2016-03-08,915.2124633789062
2016-03-09,913.21630859375
2016-03-10,917.2085571289062
2016-03-11,927.6881713867188
2016-03-14,923.1968383789062
2016-03-15,913.21630859375
2016-03-16,913.7155151367188
2016-03-17,1005.0369873046875
2016-03-18,986.0741577148438
2016-03-21,978.5886840820312
2016-03-22,992.062255859375
2016-03-23,948.1481323242188
2016-03-24,918.2064819335938
2016-03-29,912.7174072265625
2016-03-30,936.6705322265625
2016-03-31,950.6432495117188
2016-04-01,922.69775390625
2016-04-04,905.2318725585938
2016-04-05,912.2183227539062
2016-04-06,924.1948852539062
2016-04-07,925.6920166015625
2016-04-08,931.1813354492188
2016-04-11,959.1268310546875
2016-04-12,990.0663452148438
2016-04-13,1024.998046875
2016-04-14,1008.0310668945312
2016-04-15,1017.013671875
2016-04-18,1010.0274658203125
2016-04-19,1060.9278564453125
2016-04-20,1093.8634033203125
2016-04-21,1072.92724609375
2016-04-22,1069.932861328125
2016-04-25,1058.9542236328125
2016-04-26,1062.9464111328125
2016-04-27,1070.9310302734375
2016-04-28,1092.8885498046875
2016-04-29,1110.85400390625
2016-05-03,1068.934814453125
2016-05-04,1034.0023193359375
2016-05-05,1036.99658203125
2016-05-06,1100.873291015625
2016-05-09,1036.99658203125
2016-05-10,1051.9674072265625
2016-05-11,1072.92724609375
2016-05-12,1072.92724609375
2016-05-13,1112.8499755859375
2016-05-16,1146.7845458984375
2016-05-17,1157.763427734375
2016-05-18,1141.7940673828125
2016-05-19,1061.9483642578125
2016-05-20,1077.917724609375
2016-05-23,1074.92333984375
2016-05-24,1038.992919921875
2016-05-25,1024.0216064453125
2016-05-26,1030.0098876953125
2016-05-27,1015.0390014648438
2016-05-31,1007.0542602539062
2016-06-01,1030.0098876953125
2016-06-02,1041.98681640625
2016-06-03,1120.8343505859375
2016-06-06,1149.7786865234375
2016-06-07,1146.7845458984375
2016-06-08,1194.691650390625
2016-06-09,1208.6646728515625
2016-06-10,1211.6591796875
2016-06-13,1230.6226806640625
2016-06-14,1191.697998046875
2016-06-15,1209.6627197265625
2016-06-16,1230.6226806640625
2016-06-17,1224.634033203125
2016-06-20,1221.6397705078125
2016-06-21,1215.6513671875
2016-06-22,1213.655029296875
2016-06-23,1236.6107177734375
2016-06-24,1383.327392578125
2016-06-27,1480.1402587890625
2016-06-28,1446.205810546875
2016-06-29,1583.9398193359375
2016-06-30,1640.830078125
2016-07-01,1756.6060791015625
2016-07-04,1891.3458251953125
2016-07-05,1889.349609375
2016-07-06,2004.128173828125
2016-07-07,1912.3055419921875
2016-07-08,1866.3944091796875
2016-07-11,1980.1744384765625
2016-07-12,1925.2803955078125
2016-07-13,1932.2667236328125
2016-07-14,1903.32275390625
2016-07-15,1854.4171142578125
2016-07-18,1870.38671875
2016-07-19,1873.380615234375
2016-07-20,1815.4923095703125
2016-07-21,1813.49609375
2016-07-22,1827.4696044921875
2016-07-25,1797.5269775390625
2016-07-26,1863.3997802734375
2016-07-27,1843.4384765625
2016-07-28,1898.3323974609375
2016-07-29,1927.2767333984375
2016-08-01,1919.2916259765625
2016-08-02,1951.2301025390625
2016-08-03,1937.2574462890625
2016-08-04,1950.23193359375
2016-08-05,1880.3671875
2016-08-08,1911.3072509765625
2016-08-09,1953.2264404296875
2016-08-10,1956.220458984375
2016-08-11,1968.2647705078125
2016-08-12,1959.2818603515625
2016-08-15,1979.24365234375
2016-08-16,1978.245361328125
2016-08-17,1923.349853515625
2016-08-18,1933.330810546875
2016-08-19,1935.3270263671875
2016-08-22,1821.543212890625
2016-08-23,1832.5220947265625
2016-08-24,1758.6624755859375
2016-08-25,1752.6737060546875
2016-08-26,1786.609619140625
2016-08-30,1686.798828125
2016-08-31,1602.9576416015625
2016-09-01,1615.9332275390625
2016-09-02,1664.84033203125
2016-09-05,1669.8310546875
2016-09-06,1690.7911376953125
2016-09-07,1715.7437744140625
2016-09-08,1693.785400390625
2016-09-09,1636.8935546875
2016-09-12,1631.9029541015625
2016-09-13,1608.9464111328125
2016-09-14,1631.9029541015625
2016-09-15,1642.882080078125
2016-09-16,1612.9390869140625
2016-09-19,1666.8367919921875
2016-09-20,1666.8367919921875
2016-09-21,1709.75537109375
2016-09-22,1798.5865478515625
2016-09-23,1782.6170654296875
2016-09-26,1786.609619140625
2016-09-27,1772.635498046875
2016-09-28,1773.6339111328125
2016-09-29,1806.571533203125
2016-09-30,1810.563720703125
2016-10-03,1823.53955078125
2016-10-04,1720.7342529296875
2016-10-05,1671.8270263671875
2016-10-06,1610.942626953125
2016-10-07,1661.845947265625
2016-10-10,1681.8082275390625
2016-10-11,1643.8804931640625
2016-10-12,1632.9007568359375
2016-10-13,1662.843994140625
2016-10-14,1616.93115234375
2016-10-17,1604.9541015625
2016-10-18,1631.9029541015625
2016-10-19,1647.8726806640625
2016-10-20,1646.874755859375
2016-10-21,1642.882080078125
2016-10-24,1609.9447021484375
2016-10-25,1639.8875732421875
2016-10-26,1604.9541015625
2016-10-27,1610.942626953125
2016-10-28,1608.9464111328125
2016-10-31,1636.8935546875
2016-11-01,1714.7454833984375
2016-11-02,1776.6280517578125
2016-11-03,1699.77392578125
2016-11-04,1621.921630859375
2016-11-07,1573.0145263671875
2016-11-08,1596.96923828125
2016-11-09,1767.645263671875
2016-11-10,1573.0145263671875
2016-11-11,1432.28173828125
2016-11-14,1402.3382568359375
2016-11-15,1402.3382568359375
2016-11-16,1375.389892578125
2016-11-17,1381.3782958984375
2016-11-18,1286.55859375
2016-11-21,1327.4808349609375
2016-11-22,1279.571533203125
2016-11-23,1241.6435546875
2016-11-24,1241.6435546875
2016-11-25,1229.6661376953125
2016-11-28,1275.5789794921875
2016-11-29,1231.66259765625
2016-11-30,1197.7265625
2016-12-01,1179.760986328125
2016-12-02,1195.7308349609375
2016-12-05,1147.821533203125
2016-12-06,1141.8330078125
2016-12-07,1170.778076171875
2016-12-08,1165.7877197265625
2016-12-09,1181.75732421875
2016-12-12,1142.8311767578125
2016-12-13,1137.8406982421875
2016-12-14,1177.7647705078125
2016-12-15,1111.8900146484375
2016-12-16,1098.9144287109375
2016-12-19,1111.8900146484375
2016-12-20,1088.9334716796875
2016-12-21,1090.9296875
2016-12-22,1121.87060546875
2016-12-23,1109.8935546875
2016-12-28,1167.7838134765625
2016-12-29,1221.681396484375
2016-12-30,1218.6871337890625
2017-01-03,1263.6019287109375
2017-01-04,1311.5108642578125
2017-01-05,1395.3519287109375
2017-01-06,1346.44482421875
2017-01-09,1367.404541015625
2017-01-10,1429.28759765625
2017-01-11,1378.3841552734375
2017-01-12,1419.3062744140625
2017-01-13,1410.323486328125
2017-01-16,1433.2799072265625
2017-01-17,1422.300537109375
2017-01-18,1444.259033203125
2017-01-19,1395.3519287109375
2017-01-20,1399.3441162109375
2017-01-23,1447.2530517578125
2017-01-24,1479.192626953125
2017-01-25,1417.3101806640625
2017-01-26,1369.4013671875
2017-01-27,1425.294921875
2017-01-30,1411.3216552734375
2017-01-31,1450.2476806640625
2017-02-01,1463.2232666015625
2017-02-02,1481.1890869140625
2017-02-03,1466.217529296875
2017-02-06,1485.181396484375
2017-02-07,1563.03369140625
2017-02-08,1566.027587890625
2017-02-09,1526.103759765625
2017-02-10,1552.0545654296875
2017-02-13,1521.1131591796875
2017-02-14,1521.1131591796875
2017-02-15,1509.13623046875
2017-02-16,1501.1512451171875
2017-02-17,1520.1151123046875
2017-02-20,1527.101806640625
2017-02-21,1509.13623046875
2017-02-22,1508.1376953125
2017-02-23,1533.090576171875
2017-02-24,1522.111328125
2017-02-27,1483.1849365234375
2017-02-28,1483.1849365234375
2017-03-01,1470.2098388671875
2017-03-02,1452.243896484375
2017-03-03,1410.323486328125
2017-03-06,1389.363037109375
2017-03-07,1367.404541015625
2017-03-08,1374.3914794921875
2017-03-09,1352.4332275390625
2017-03-10,1357.4237060546875
2017-03-13,1433.2799072265625
2017-03-14,1440.266845703125
2017-03-15,1450.2476806640625
2017-03-16,1507.1397705078125
2017-03-17,1508.1376953125
2017-03-20,1525.105712890625
2017-03-21,1550.0582275390625
2017-03-22,1566.027587890625
2017-03-23,1533.090576171875
2017-03-24,1542.0733642578125
2017-03-27,1547.06396484375
2017-03-28,1559.04150390625
2017-03-29,1532.09228515625
2017-03-30,1552.0545654296875
2017-03-31,1553.0526123046875
2017-04-03,1549.06005859375
2017-04-04,1591.978515625
2017-04-05,1571.0185546875
2017-04-06,1590.980712890625
2017-04-07,1620.923828125
2017-04-10,1580.0010986328125
2017-04-11,1648.870849609375
2017-04-12,1612.9390869140625
2017-04-13,1637.8914794921875
2017-04-18,1588.984619140625
2017-04-19,1542.0733642578125
2017-04-20,1514.12646484375
2017-04-21,1495.162109375
2017-04-24,1513.12841796875
2017-04-25,1500.1529541015625
2017-04-26,1490.171875
2017-04-27,1433.439697265625
2017-04-28,1449.4110107421875
2017-05-02,1408.4842529296875
2017-05-03,1393.5107421875
2017-05-04,1362.56640625
2017-05-05,1416.469970703125
2017-05-08,1398.501953125
2017-05-09,1423.4576416015625
2017-05-10,1428.448486328125
2017-05-11,1500.3201904296875
2017-05-12,1518.2880859375
2017-05-15,1516.291748046875
2017-05-16,1560.213134765625
2017-05-17,1603.1363525390625
2017-05-18,1578.1810302734375
2017-05-19,1595.150634765625
2017-05-22,1600.14208984375
2017-05-23,1579.1793212890625
2017-05-24,1572.191650390625
2017-05-25,1573.18994140625
2017-05-26,1578.1810302734375
2017-05-30,1582.174072265625
2017-05-31,1573.18994140625
2017-06-01,1588.1629638671875
2017-06-02,1648.056396484375
2017-06-05,1619.10791015625
2017-06-06,1671.015380859375
2017-06-07,1677.0042724609375
2017-06-08,1662.03125
2017-06-09,1721.924560546875
2017-06-12,1638.0740966796875
2017-06-13,1638.0740966796875
2017-06-14,1677.0042724609375
2017-06-15,1555.222412109375
2017-06-16,1544.24169921875
2017-06-19,1533.261474609375
2017-06-20,1521.28271484375
2017-06-21,1545.2401123046875
2017-06-22,1557.218505859375
2017-06-23,1602.138671875
2017-06-26,1567.64990234375
2017-06-27,1566.3900146484375
2017-06-28,1552.2275390625
2017-06-29,1500.3201904296875
2017-06-30,1483.3502197265625
2017-07-03,1463.3863525390625
2017-07-04,1480.355712890625
2017-07-05,1469.37548828125
2017-07-06,1433.439697265625
2017-07-07,1417.4681396484375
2017-07-10,1427.450439453125
2017-07-11,1427.450439453125
2017-07-12,1474.366455078125
2017-07-13,1455.4005126953125
2017-07-14,1478.3592529296875
2017-07-17,1509.304443359375
2017-07-18,1523.2791748046875
2017-07-19,1511.3004150390625
2017-07-20,1528.2703857421875
2017-07-21,1516.291748046875
2017-07-24,1486.34521484375
2017-07-25,1525.2757568359375
2017-07-26,1534.25927734375
2017-07-27,1535.2578125
2017-07-28,1513.297119140625
2017-07-31,1533.261474609375
2017-08-01,1493.33251953125
2017-08-02,1511.3004150390625
2017-08-03,1506.3094482421875
2017-08-04,1454.402099609375
2017-08-07,1474.366455078125
2017-08-08,1469.37548828125
2017-08-09,1541.2469482421875
2017-08-10,1550.3131103515625
2017-08-11,1548.3165283203125
2017-08-14,1544.3233642578125
2017-08-15,1498.403076171875
2017-08-16,1505.390625
2017-08-17,1563.29052734375
2017-08-18,1530.347412109375
2017-08-21,1512.378662109375
2017-08-22,1537.3353271484375
2017-08-23,1561.2940673828125
2017-08-24,1586.2508544921875
2017-08-25,1577.266357421875
2017-08-29,1618.195556640625
2017-08-30,1617.197021484375
2017-08-31,1613.2041015625
2017-09-01,1614.2021484375
2017-09-04,1661.1207275390625
2017-09-05,1625.1832275390625
2017-09-06,1605.2178955078125
2017-09-07,1669.1068115234375
2017-09-08,1618.195556640625
2017-09-11,1604.2193603515625
2017-09-12,1567.2835693359375
2017-09-13,1510.3822021484375
2017-09-14,1475.4427490234375
2017-09-15,1438.5069580078125
2017-09-18,1423.5328369140625
2017-09-19,1434.5137939453125
2017-09-20,1439.5050048828125
2017-09-21,1407.560791015625
2017-09-22,1434.5137939453125
2017-09-25,1434.5137939453125
2017-09-26,1419.53955078125
2017-09-27,1396.5794677734375
2017-09-28,1399.5740966796875
2017-09-29,1402.56884765625
2017-10-02,1411.5537109375
2017-10-03,1424.53125
2017-10-04,1425.529296875
2017-10-05,1432.5172119140625
2017-10-06,1421.5361328125
2017-10-09,1425.529296875
2017-10-10,1436.5103759765625
2017-10-11,1441.5013427734375
2017-10-12,1462.4654541015625
2017-10-13,1464.4615478515625
2017-10-16,1432.5172119140625
2017-10-17,1410.5552978515625
2017-10-18,1398.575927734375
2017-10-19,1415.54638671875
2017-10-20,1364.6348876953125
2017-10-23,1382.603759765625
2017-10-24,1375.615966796875
2017-10-25,1343.6712646484375
2017-10-26,1325.7021484375
2017-10-27,1299.7470703125
2017-10-30,1334.6868896484375
2017-10-31,1299.7470703125
2017-11-01,1319.7127685546875
2017-11-02,1304.73876953125
2017-11-03,1287.7677001953125
2017-11-06,1303.7401123046875
2017-11-07,1289.7646484375
2017-11-08,1309.729736328125
2017-11-09,1320.7109375
2017-11-10,1295.7542724609375
2017-11-13,1291.7611083984375
2017-11-14,1280.7803955078125
2017-11-15,1322.70751953125
2017-11-16,1292.7596435546875
2017-11-17,1293.7576904296875
2017-11-20,1281.7783203125
2017-11-21,1290.7628173828125
2017-11-22,1346.6661376953125
2017-11-23,1347.6641845703125
2017-11-24,1362.638427734375
2017-11-27,1334.6868896484375
2017-11-28,1349.660888671875
2017-11-29,1300.7454833984375
2017-11-30,1288.766357421875
2017-12-01,1305.7369384765625
2017-12-04,1270.79736328125
2017-12-05,1257.8199462890625
2017-12-06,1260.8148193359375
2017-12-07,1276.7874755859375
2017-12-08,1303.7401123046875
2017-12-11,1303.7401123046875
2017-12-12,1284.7734375
2017-12-13,1298.7486572265625
2017-12-14,1302.7421875
2017-12-15,1333.6884765625
2017-12-18,1360.641845703125
2017-12-19,1323.7059326171875
2017-12-20,1342.6727294921875
2017-12-21,1354.65185546875
2017-12-22,1347.6641845703125
2017-12-27,1394.5828857421875
2017-12-28,1387.5948486328125
2017-12-29,1426.527587890625
2018-01-02,1432.5172119140625
2018-01-03,1397.5780029296875
2018-01-04,1398.076904296875
2018-01-05,1392.087158203125
2018-01-08,1405.06494140625
2018-01-09,1403.567138671875
2018-01-10,1415.0474853515625
2018-01-11,1417.5430908203125
2018-01-12,1434.014404296875
2018-01-15,1425.529296875
2018-01-16,1376.1148681640625
2018-01-17,1387.5948486328125
2018-01-18,1372.6209716796875
2018-01-19,1401.071533203125
2018-01-22,1391.0888671875
2018-01-23,1332.690185546875
2018-01-24,1382.1046142578125
2018-01-25,1368.12890625
2018-01-26,1366.13232421875
2018-01-29,1360.641845703125
2018-01-30,1342.6727294921875
2018-01-31,1341.674560546875
2018-02-01,1346.6661376953125
2018-02-02,1332.690185546875
2018-02-05,1310.728271484375
2018-02-06,1282.7767333984375
2018-02-07,1247.33837890625
2018-02-08,1229.8682861328125
2018-02-09,1235.8580322265625
2018-02-12,1263.3106689453125
2018-02-13,1268.8009033203125
2018-02-14,1327.19970703125
2018-02-15,1388.593505859375
2018-02-16,1397.5780029296875
2018-02-19,1358.6453857421875
2018-02-20,1338.1806640625
2018-02-21,1329.6951904296875
2018-02-22,1323.7059326171875
2018-02-23,1308.7318115234375
2018-02-26,1329.6951904296875
2018-02-27,1270.79736328125
2018-02-28,1217.389892578125
2018-03-01,1187.44189453125
2018-03-02,1195.4281005859375
2018-03-05,1205.4110107421875
2018-03-06,1227.37255859375
2018-03-07,1206.4091796875
2018-03-08,1206.907958984375
2018-03-09,1236.3572998046875
2018-03-12,1226.8736572265625
2018-03-13,1225.3760986328125
2018-03-14,1213.8958740234375
2018-03-15,1190.436767578125
2018-03-16,1201.4178466796875
2018-03-19,1185.4454345703125
2018-03-20,1163.982666015625
2018-03-21,1181.9515380859375
2018-03-22,1157.493896484375
2018-03-23,1205.90966796875
2018-03-26,1260.8148193359375
2018-03-27,1248.83544921875
2018-03-28,1230.3675537109375
2018-03-29,1266.3050537109375
2018-04-03,1238.353759765625
2018-04-04,1251.8302001953125
2018-04-05,1256.3223876953125
2018-04-06,1239.8511962890625
2018-04-09,1219.38671875
2018-04-10,1238.353759765625
2018-04-11,1283.27587890625
2018-04-12,1264.3084716796875
2018-04-13,1281.7783203125
2018-04-16,1251.8302001953125
2018-04-17,1251.8302001953125
2018-04-18,1315.220458984375
2018-04-19,1299.248291015625
2018-04-20,1295.7542724609375
2018-04-23,1270.2984619140625
2018-04-24,1275.289794921875
2018-04-25,1274.79052734375
2018-04-26,1249.0469970703125
2018-04-27,1279.49951171875
2018-04-30,1273.0096435546875
2018-05-01,1243.056396484375
2018-05-02,1278.001953125
2018-05-03,1294.47607421875
2018-05-04,1306.95654296875
2018-05-08,1275.0064697265625
2018-05-09,1297.471435546875
2018-05-10,1292.4791259765625
2018-05-11,1294.97509765625
2018-05-14,1284.4918212890625
2018-05-15,1241.059326171875
2018-05-16,1258.0330810546875
2018-05-17,1269.514892578125
2018-05-18,1272.5106201171875
2018-05-21,1268.0174560546875
2018-05-22,1313.4466552734375
2018-05-23,1302.9627685546875
2018-05-24,1296.4727783203125
2018-05-25,1295.4744873046875
2018-05-29,1335.9111328125
2018-05-30,1337.908203125
2018-05-31,1326.4261474609375
2018-06-01,1306.45703125
2018-06-04,1312.9473876953125
2018-06-05,1313.4466552734375
2018-06-06,1305.9580078125
2018-06-07,1296.97216796875
2018-06-08,1214.1015625
2018-06-11,1205.11572265625
2018-06-12,1195.630615234375
2018-06-13,1186.1456298828125
2018-06-14,1204.1171875
2018-06-15,1165.67724609375
2018-06-18,1160.6851806640625
2018-06-19,1138.7196044921875
2018-06-20,1148.2044677734375
2018-06-21,1139.218994140625
2018-06-22,1171.1689453125
2018-06-25,1143.7117919921875
2018-06-26,1144.2110595703125
2018-06-27,1141.215576171875
2018-06-28,1139.218994140625
2018-06-29,1141.715087890625
2018-07-02,1113.25927734375
2018-07-03,1136.2235107421875
2018-07-04,1133.228271484375
2018-07-05,1147.7056884765625
2018-07-06,1121.7462158203125
2018-07-09,1141.715087890625
2018-07-10,1132.7288818359375
2018-07-11,1099.28125
2018-07-12,1105.77099609375
2018-07-13,1095.287353515625
2018-07-16,1089.7962646484375
2018-07-17,1115.755615234375
2018-07-18,1120.2484130859375
2018-07-19,1106.76953125
2018-07-20,1121.246826171875
2018-07-23,1087.7991943359375
2018-07-24,1104.273681640625
2018-07-25,1023.39990234375
2018-07-26,1001.4342651367188
2018-07-27,1008.9225463867188
2018-07-30,995.2437744140625
2018-07-31,1037.3779296875
2018-08-01,1022.9006958007812
2018-08-02,991.4498291015625
2018-08-03,1012.9163208007812
2018-08-06,979.0691528320312
2018-08-07,992.64794921875
2018-08-08,996.0426635742188
2018-08-09,1020.4901123046875
2018-08-10,987.7387084960938
2018-08-13,985.9413452148438
2018-08-14,971.3629150390625
2018-08-15,895.6749877929688
2018-08-16,918.241455078125
2018-08-17,923.4337768554688
2018-08-20,929.4249267578125
2018-08-21,928.8258056640625
2018-08-22,945.4013671875
2018-08-23,922.834716796875
2018-08-24,945.8009033203125
2018-08-28,956.385009765625
2018-08-29,933.2192993164062
2018-08-30,904.861328125
2018-08-31,895.8746337890625
2018-09-03,888.485595703125
2018-09-04,869.1141357421875
2018-09-05,871.5105590820312
2018-09-06,861.7250366210938
2018-09-07,832.7679443359375
2018-09-10,811.199951171875
2018-09-11,792.8270263671875
2018-09-12,799.0179443359375
2018-09-13,792.2279052734375
2018-09-14,784.0400390625
2018-09-17,787.0357666015625
2018-09-18,795.2236328125
2018-09-19,824.3804321289062
2018-09-20,846.347900390625
2018-09-21,852.3389282226562
2018-09-24,854.9351806640625
2018-09-25,859.7279052734375
2018-09-26,828.3745727539062
2018-09-27,804.210205078125
2018-09-28,820.1867065429688
2018-10-01,806.8064575195312
2018-10-02,818.7886962890625
2018-10-03,823.78125
2018-10-04,813.1968994140625
2018-10-05,793.2265014648438
2018-10-08,776.8506469726562
2018-10-09,777.8492431640625
2018-10-10,771.0591430664062
2018-10-11,837.7606811523438
2018-10-12,875.1052856445312
2018-10-15,910.8524780273438
2018-10-16,907.0580444335938
2018-10-17,903.06396484375
2018-10-18,899.6689453125
2018-10-19,886.2887573242188
2018-10-22,894.2769165039062
2018-10-23,975.75634765625
2018-10-24,936.6143798828125
2018-10-25,911.8509521484375
2018-10-26,908.4559326171875
2018-10-29,893.8776245117188
2018-10-30,866.3182373046875
2018-10-31,847.346435546875
2018-11-01,887.2872314453125
2018-11-02,880.497314453125
2018-11-05,871.3108520507812
2018-11-06,869.7131958007812
2018-11-07,900.6675415039062
2018-11-08,901.6659545898438
2018-11-09,859.7279052734375
2018-11-12,822.5830078125
2018-11-13,824.3804321289062
2018-11-14,816.5917358398438
2018-11-15,848.7442626953125
2018-11-16,863.7220458984375
2018-11-19,892.8789672851562
2018-11-20,912.8495483398438
2018-11-21,911.2518310546875
2018-11-22,801.2146606445312
2018-11-23,745.2974853515625
2018-11-26,776.6509399414062
2018-11-27,756.480712890625
2018-11-28,757.8787841796875
2018-11-29,776.0518798828125
2018-11-30,752.2870483398438
2018-12-03,770.4601440429688
2018-12-04,799.217529296875
2018-12-05,773.4556274414062
2018-12-06,781.8433837890625
2018-12-07,799.4172973632812
2018-12-10,801.614013671875
2018-12-11,812.1984252929688
2018-12-12,820.1867065429688
2018-12-13,839.7576904296875
2018-12-14,832.36865234375
2018-12-17,817.7901611328125
2018-12-18,827.3757934570312
2018-12-19,828.7738037109375
2018-12-20,843.7516479492188
2018-12-21,835.7634887695312
2018-12-24,833.7666015625
2018-12-27,865.9190063476562
2018-12-28,868.7147216796875
2018-12-31,858.7295532226562
2019-01-02,886.6881103515625
2019-01-03,887.087646484375
2019-01-04,873.9071044921875
2019-01-07,914.646728515625
2019-01-08,895.2754516601562
2019-01-09,920.0388793945312
2019-01-10,948.1970825195312
2019-01-11,935.21630859375
2019-01-14,922.4352416992188
2019-01-15,918.041748046875
2019-01-16,890.8820190429688
2019-01-17,899.4692993164062
2019-01-18,886.2887573242188
2019-01-21,894.4766845703125
2019-01-22,910.8524780273438
2019-01-23,885.8892822265625
2019-01-24,890.6821899414062
2019-01-25,945.4013671875
2019-01-28,940.0093994140625
2019-01-29,963.973876953125
2019-01-30,971.3629150390625
2019-01-31,1003.515380859375
2019-02-01,968.9664916992188
2019-02-04,969.7652587890625
2019-02-05,965.1720581054688
2019-02-06,967.3688354492188
2019-02-07,949.9945068359375
2019-02-08,940.8080444335938
2019-02-11,945.2015991210938
2019-02-12,947.3983154296875
2019-02-13,964.9723510742188
2019-02-14,973.3600463867188
2019-02-15,968.1676025390625
2019-02-18,978.55224609375
2019-02-19,981.74755859375
2019-02-20,1025.9822998046875
2019-02-21,988.9368896484375
2019-02-22,991.9324340820312
2019-02-25,974.5582275390625
2019-02-26,893.2784423828125
2019-02-27,875.9041137695312
2019-02-28,858.7295532226562
2019-03-01,822.78271484375
2019-03-04,797.8196411132812
2019-03-05,815.3936767578125
2019-03-06,801.614013671875
2019-03-07,780.2456665039062
2019-03-08,797.2205200195312
2019-03-11,800.8153076171875
2019-03-12,813.5963745117188
2019-03-13,812.3980712890625
2019-03-14,801.2146606445312
2019-03-15,801.2146606445312
2019-03-18,806.4068603515625
2019-03-19,802.2130737304688
2019-03-20,799.4172973632812
2019-03-21,830.970703125
2019-03-22,832.36865234375
2019-03-25,848.7442626953125
2019-03-26,870.7119140625
2019-03-27,853.1378173828125
2019-03-28,858.7295532226562
2019-03-29,869.5136108398438
2019-04-01,859.927734375
2019-04-02,856.5327758789062
2019-04-03,880.697021484375
2019-04-04,871.3108520507812
2019-04-05,883.0934448242188
2019-04-08,875.3049926757812
2019-04-09,856.5327758789062
2019-04-10,859.3286743164062
2019-04-11,797.2205200195312
