Date,DIS
2015-08-03,111.68021392822266
2015-08-04,112.20580291748047
2015-08-05,101.91558074951172
2015-08-06,100.08988189697266
2015-08-07,100.8275375366211
2015-08-10,102.34894561767578
2015-08-11,99.58274841308594
2015-08-12,98.65145874023438
2015-08-13,99.14017486572266
2015-08-14,98.80821228027344
2015-08-17,100.5509262084961
2015-08-18,98.6053695678711
2015-08-19,98.153564453125
2015-08-20,92.2247085571289
2015-08-21,91.13665008544922
2015-08-24,87.9278793334961
2015-08-25,88.41658782958984
2015-08-26,91.49627685546875
2015-08-27,94.20713806152344
2015-08-28,94.49298858642578
2015-08-31,93.93973541259766
2015-09-01,91.75444030761719
2015-09-02,93.94895935058594
2015-09-03,94.0411605834961
2015-09-04,93.10065460205078
2015-09-08,95.90372467041016
2015-09-09,93.96739196777344
2015-09-10,94.60362243652344
2015-09-11,96.33710479736328
2015-09-14,95.7285385131836
2015-09-15,95.3689193725586
2015-09-16,95.85762786865234
2015-09-17,96.07891845703125
2015-09-18,94.82491302490234
2015-09-21,95.3504867553711
2015-09-22,94.502197265625
2015-09-23,93.65390014648438
2015-09-24,92.77794647216797
2015-09-25,92.48286437988281
2015-09-28,90.81393432617188
2015-09-29,91.67145538330078
2015-09-30,94.23479461669922
2015-10-01,94.66817474365234
2015-10-02,94.9724349975586
2015-10-05,95.75619506835938
2015-10-06,95.68242645263672
2015-10-07,95.33203887939453
2015-10-08,96.45695495605469
2015-10-09,97.33292388916016
2015-10-12,98.06134796142578
2015-10-13,98.28264617919922
2015-10-14,97.48966979980469
2015-10-15,99.48133087158203
2015-10-16,99.80404663085938
2015-10-19,100.93818664550781
2015-10-20,101.27935028076172
2015-10-21,101.5098648071289
2015-10-22,104.423583984375
2015-10-23,104.27605438232422
2015-10-26,104.67253875732422
2015-10-27,104.9030532836914
2015-10-28,105.42862701416016
2015-10-29,106.0740737915039
2015-10-30,104.87537384033203
2015-11-02,106.0740737915039
2015-11-03,106.5351333618164
2015-11-04,104.423583984375
2015-11-05,104.19307708740234
2015-11-06,106.65498352050781
2015-11-09,107.34652709960938
2015-11-10,108.2685775756836
2015-11-11,107.43873596191406
2015-11-12,107.15289306640625
2015-11-13,105.8896713256836
2015-11-16,106.88548278808594
2015-11-17,107.0791244506836
2015-11-18,108.93245697021484
2015-11-19,109.4580307006836
2015-11-20,110.7120361328125
2015-11-23,110.11271667480469
2015-11-24,108.75727081298828
2015-11-25,109.42115020751953
2015-11-27,106.15705871582031
2015-11-30,104.62644958496094
2015-12-01,106.39679718017578
2015-12-02,105.11512756347656
2015-12-03,103.16957092285156
2015-12-04,105.33643341064453
2015-12-07,104.95836639404297
2015-12-08,103.7136001586914
2015-12-09,102.78231811523438
2015-12-10,102.78231811523438
2015-12-11,100.25822448730469
2015-12-14,101.47386169433594
2015-12-15,104.08147430419922
2015-12-16,105.59406280517578
2015-12-17,103.94227600097656
2015-12-18,99.9612808227539
2015-12-21,98.91266632080078
2015-12-22,99.05186462402344
2015-12-23,97.95685577392578
2015-12-24,98.23523712158203
2015-12-28,99.52513122558594
2015-12-29,99.36737823486328
2015-12-30,98.6806640625
2015-12-31,97.51142120361328
2016-01-04,95.56268310546875
2016-01-05,93.63250732421875
2016-01-06,93.13138580322266
2016-01-07,92.33333587646484
2016-01-08,92.10133361816406
2016-01-11,92.72307586669922
2016-01-12,94.15214538574219
2016-01-13,91.3868179321289
2016-01-14,91.9714126586914
2016-01-15,87.13668823242188
2016-01-19,87.20164489746094
2016-01-20,85.87464904785156
2016-01-21,87.2480239868164
2016-01-22,89.92059326171875
2016-01-25,88.42655944824219
2016-01-26,89.33599090576172
2016-01-27,87.52644348144531
2016-01-28,86.79331970214844
2016-01-29,88.91840362548828
2016-02-01,88.296630859375
2016-02-02,86.41284942626953
2016-02-03,88.2873764038086
2016-02-04,88.5564956665039
2016-02-05,87.13668823242188
2016-02-08,85.48490142822266
2016-02-09,85.67050170898438
2016-02-10,82.4504165649414
2016-02-11,83.80525207519531
2016-02-12,84.58476257324219
2016-02-16,86.21798706054688
2016-02-17,88.62144470214844
2016-02-18,88.31521606445312
2016-02-19,88.16673278808594
2016-02-22,89.42877197265625
