Date,LEDE.BA
2015-08-24,5.736677169799805
2015-08-25,5.789307594299316
2015-08-26,5.877023696899414
2015-08-27,5.877023696899414
2015-08-28,5.877023696899414
2015-08-31,5.877023696899414
2015-09-01,5.701590538024902
2015-09-02,5.596330642700195
2015-09-03,5.613873481750488
2015-09-04,5.789307594299316
2015-09-07,5.789307594299316
2015-09-08,5.789307594299316
2015-09-09,5.701590538024902
2015-09-10,5.701590538024902
2015-09-11,5.701590538024902
2015-09-14,5.701590538024902
2015-09-15,5.701590538024902
2015-09-16,5.719133377075195
2015-09-17,5.613873481750488
2015-09-18,5.6928181648254395
2015-09-21,5.587558746337891
2015-09-22,5.306865692138672
2015-09-23,5.263006687164307
2015-09-24,5.263006687164307
2015-09-25,5.438440322875977
2015-09-28,5.947197914123535
2015-09-29,6.052457809448242
2015-09-30,5.877023696899414
2015-10-01,5.964741230010986
2015-10-02,5.9998273849487305
2015-10-05,6.034914493560791
2015-10-06,6.094303131103516
2015-10-07,6.183794021606445
2015-10-08,6.085354804992676
2015-10-09,6.309081554412842
2015-10-13,6.174845218658447
2015-10-14,6.085354804992676
2015-10-15,6.085354804992676
2015-10-16,6.130099773406982
2015-10-19,6.085354804992676
2015-10-20,6.130099773406982
2015-10-21,6.309081554412842
2015-10-22,6.398571968078613
2015-10-23,6.532807350158691
2015-10-26,6.980259895324707
2015-10-27,7.2487311363220215
2015-10-28,7.9109625816345215
2015-10-29,7.96465539932251
2015-10-30,8.564241409301758
2015-11-02,8.770071983337402
2015-11-03,8.770071983337402
2015-11-04,8.57319164276123
2015-11-05,8.501599311828613
2015-11-09,8.859560012817383
2015-11-10,8.949049949645996
2015-11-11,9.620229721069336
2015-11-12,10.201916694641113
2015-11-13,10.112427711486816
2015-11-16,10.515135765075684
2015-11-17,10.022936820983887
2015-11-18,9.530738830566406
2015-11-19,9.485995292663574
2015-11-20,9.6649751663208
2015-11-24,10.112427711486816
2015-11-25,9.799211502075195
2015-11-26,10.157174110412598
2015-11-27,10.157174110412598
2015-11-30,10.917840957641602
2015-12-01,11.365294456481934
2015-12-02,10.917840957641602
2015-12-03,11.320550918579102
2015-12-04,11.365294456481934
2015-12-09,11.991727828979492
2015-12-10,12.483925819396973
2015-12-11,12.483925819396973
2015-12-14,12.39443588256836
2015-12-15,12.349690437316895
2015-12-16,11.991727828979492
2015-12-17,12.081218719482422
2015-12-18,11.365294456481934
2015-12-21,10.828352928161621
2015-12-22,11.141569137573242
2015-12-23,11.633766174316406
2015-12-28,10.917840957641602
2015-12-29,11.365294456481934
2015-12-30,11.320550918579102
2016-01-04,10.738862037658691
2016-01-05,10.694114685058594
2016-01-06,10.425642967224121
2016-01-07,10.470390319824219
2016-01-08,10.649371147155762
2016-01-11,10.201916694641113
2016-01-12,9.620229721069336
2016-01-13,8.949049949645996
2016-01-14,9.217522621154785
2016-01-15,8.814815521240234
2016-01-18,8.277872085571289
2016-01-19,8.76112174987793
