Date,INDV.L
2016-07-21,1370.5
2016-07-22,1363.5
2016-07-25,1357.5
2016-07-26,1361.0
2016-07-27,1372.5
2016-07-28,1362.5
2016-07-29,1480.5
2016-08-01,1464.0
2016-08-02,1459.0
2016-08-03,1476.5
2016-08-04,1450.0
2016-08-05,1473.0
2016-08-08,1471.5
2016-08-09,1491.5
2016-08-10,1477.0
2016-08-11,1506.0
2016-08-12,1483.5
2016-08-15,1495.5
2016-08-16,1505.0
2016-08-17,1637.0
2016-08-18,1605.0
2016-08-19,1603.5
2016-08-22,1601.5
2016-08-23,1608.5
2016-08-24,1598.0
2016-08-25,1563.0
2016-08-26,1572.5
2016-08-30,1571.5
2016-08-31,1573.0
2016-09-01,1585.5
2016-09-02,1633.5
2016-09-05,1656.5
2016-09-06,1637.5
2016-09-07,1626.0
2016-09-08,1616.5
2016-09-09,1610.0
2016-09-12,1580.0
2016-09-13,1581.5
2016-09-14,1600.5
2016-09-15,1653.5
2016-09-16,1661.0
2016-09-19,1661.5
2016-09-20,1666.0
2016-09-21,1618.0
2016-09-22,1631.0
2016-09-23,1567.5
2016-09-26,1541.5
2016-09-27,1545.5
2016-09-28,1527.0
2016-09-29,1525.0
2016-09-30,1532.5
2016-10-03,1568.0
2016-10-04,1569.0
2016-10-05,1566.0
2016-10-06,1574.0
2016-10-07,1573.5
2016-10-10,1579.5
2016-10-11,1573.5
2016-10-12,1567.5
2016-10-13,1576.0
2016-10-14,1570.0
2016-10-17,1534.0
2016-10-18,1571.5
2016-10-19,1573.0
2016-10-20,1575.0
2016-10-21,1570.0
2016-10-24,1566.5
2016-10-25,1567.0
2016-10-26,1572.5
2016-10-27,1578.5
2016-10-28,1583.5
2016-10-31,1572.0
2016-11-01,1583.5
2016-11-02,1752.0
2016-11-03,1845.0
2016-11-04,1752.5
2016-11-07,1762.0
2016-11-08,1752.0
2016-11-09,1787.0
2016-11-10,1754.5
2016-11-11,1725.0
2016-11-14,1737.0
2016-11-15,1734.5
2016-11-16,1755.0
2016-11-17,1724.5
2016-11-18,1725.0
2016-11-21,1705.5
2016-11-22,1703.0
2016-11-23,1694.5
2016-11-24,1667.5
2016-11-25,1686.0
2016-11-28,1664.0
2016-11-29,1645.0
2016-11-30,1613.0
2016-12-01,1590.5
2016-12-02,1594.0
2016-12-05,1602.5
2016-12-06,1555.5
2016-12-07,1479.5
2016-12-08,1472.5
2016-12-09,1492.0
2016-12-12,1448.0
2016-12-13,1436.5
2016-12-14,1396.5
2016-12-15,1406.5
2016-12-16,1421.5
2016-12-19,1427.0
2016-12-20,1421.5
2016-12-21,1416.5
2016-12-22,1450.0
2016-12-23,1445.5
2016-12-28,1465.0
2016-12-29,1476.5
2016-12-30,1481.0
2017-01-03,1475.0
2017-01-04,1515.0
2017-01-05,1527.5
2017-01-06,1489.0
2017-01-09,1523.0
2017-01-10,1534.0
2017-01-11,1523.5
2017-01-12,1511.0
2017-01-13,1546.0
2017-01-16,1542.5
2017-01-17,1521.0
2017-01-18,1550.5
2017-01-19,1514.5
2017-01-20,1490.5
2017-01-23,1499.0
2017-01-24,1476.5
2017-01-25,1467.5
2017-01-26,1473.5
2017-01-27,1482.0
2017-01-30,1475.5
2017-01-31,1477.5
2017-02-01,1517.0
2017-02-02,1518.0
2017-02-03,1574.5
2017-02-06,1628.5
2017-02-07,1763.5
2017-02-08,1765.0
2017-02-09,1789.0
2017-02-10,1797.0
2017-02-13,1806.0
2017-02-14,1816.5
2017-02-15,1823.0
2017-02-16,1832.0
2017-02-17,1840.0
2017-02-20,1844.0
2017-02-21,1848.0
2017-02-22,1726.0
2017-02-23,1712.5
2017-02-24,1716.5
2017-02-27,1736.0
2017-02-28,1748.5
2017-03-01,1780.0
2017-03-02,1750.0
2017-03-03,1747.0
2017-03-06,1737.0
2017-03-07,1735.0
2017-03-08,1730.0
2017-03-09,1709.0
2017-03-10,1723.0
2017-03-13,1668.0
2017-03-14,1675.5
2017-03-15,1660.5
2017-03-16,1659.5
2017-03-17,1666.5
2017-03-20,1672.5
2017-03-21,1618.0
2017-03-22,1611.0
2017-03-23,1606.5
2017-03-24,1579.5
2017-03-27,1573.0
2017-03-28,1590.0
2017-03-29,1610.0
2017-03-30,1613.0
2017-03-31,1610.5
2017-04-03,1610.5
2017-04-04,1611.5
2017-04-05,1599.5
2017-04-06,1581.0
2017-04-07,1599.5
2017-04-10,1603.5
2017-04-11,1600.0
2017-04-12,1626.0
2017-04-13,1626.0
2017-04-18,1598.0
2017-04-19,1601.0
2017-04-20,1602.5
2017-04-21,1600.0
2017-04-24,1606.0
2017-04-25,1604.5
2017-04-26,1635.0
2017-04-27,1660.0
2017-04-28,1675.0
2017-05-02,1687.0
2017-05-03,1629.5
2017-05-04,1648.0
2017-05-05,1642.5
2017-05-08,1640.0
2017-05-09,1650.0
2017-05-10,1696.0
2017-05-11,1697.0
2017-05-12,1674.5
2017-05-15,1616.0
2017-05-16,1627.0
2017-05-17,1619.5
2017-05-18,1611.5
2017-05-19,1615.0
2017-05-22,1594.0
2017-05-23,1592.5
2017-05-24,1608.0
2017-05-25,1602.0
2017-05-26,1605.0
2017-05-30,1607.5
2017-05-31,1628.5
2017-06-01,1640.0
2017-06-02,1648.5
2017-06-05,1652.0
2017-06-06,1669.5
2017-06-07,1613.5
2017-06-08,1604.5
2017-06-09,1610.0
2017-06-12,1619.5
2017-06-13,1622.5
2017-06-14,1620.5
2017-06-15,1565.0
2017-06-16,1599.0
2017-06-19,1584.0
2017-06-20,1606.5
2017-06-21,1632.0
2017-06-22,1670.0
2017-06-23,1666.0
2017-06-26,1634.39501953125
2017-06-27,1621.3050537109375
2017-06-28,1608.5
2017-06-29,1570.0
2017-06-30,1563.5
2017-07-03,1560.5
2017-07-04,1560.0
2017-07-05,1569.5
2017-07-06,1558.0
2017-07-07,1550.0
2017-07-10,1543.0
2017-07-11,1543.0
2017-07-12,1539.5
2017-07-13,1543.0
2017-07-14,1554.0
2017-07-17,1524.0
2017-07-18,1577.5
2017-07-19,1571.5
2017-07-20,1600.0
2017-07-21,1582.0
2017-07-24,1579.0
2017-07-25,1586.0
2017-07-26,1585.5
2017-07-27,1864.0
2017-07-28,1841.0
2017-07-31,1920.0
2017-08-01,1975.0
2017-08-02,1916.5
2017-08-03,1945.0
2017-08-04,2004.0
2017-08-07,2009.5
2017-08-08,2001.5
2017-08-09,1998.5
2017-08-10,2013.0
2017-08-11,1994.5
2017-08-14,2015.0
2017-08-15,2050.0
2017-08-16,2087.0
2017-08-17,2091.0
2017-08-18,2055.5
2017-08-21,2035.5
2017-08-22,2097.5
2017-08-23,2070.5
2017-08-24,2058.5
2017-08-25,2065.5
2017-08-29,2060.0
2017-08-30,2083.5
2017-08-31,2083.0
2017-09-01,1338.0
2017-09-04,1367.5
2017-09-05,1405.5
2017-09-06,1464.0
2017-09-07,1515.0
2017-09-08,1533.5
2017-09-11,1535.0
2017-09-12,1524.5
2017-09-13,1515.0
2017-09-14,1477.5
2017-09-15,1500.5
2017-09-18,1499.5
2017-09-19,1550.0
2017-09-20,1575.0
2017-09-21,1580.5
2017-09-22,1625.5
2017-09-25,1645.0
2017-09-26,1630.0
2017-09-27,1640.0
2017-09-28,1674.5
2017-09-29,1698.5
2017-10-02,1724.5
2017-10-03,1741.5
2017-10-04,1731.0
2017-10-05,1724.5
2017-10-06,1724.5
2017-10-09,1720.5
2017-10-10,1717.5
2017-10-11,1706.0
2017-10-12,1705.5
2017-10-13,1679.5
2017-10-16,1682.5
2017-10-17,1668.0
2017-10-18,1666.5
2017-10-19,1639.0
2017-10-20,1635.0
2017-10-23,1651.5
2017-10-24,1633.0
2017-10-25,1650.0
2017-10-26,1648.0
2017-10-27,1660.0
2017-10-30,1726.5
2017-10-31,1858.0
2017-11-01,2003.0
2017-11-02,1995.0
2017-11-03,1982.5
2017-11-06,1942.5
2017-11-07,1904.0
2017-11-08,1924.5
2017-11-09,1915.5
2017-11-10,1893.0
2017-11-13,1876.0
2017-11-14,1907.0
2017-11-15,1861.5
2017-11-16,1885.0
2017-11-17,1884.0
2017-11-20,1880.5
2017-11-21,1870.0
2017-11-22,1868.0
2017-11-23,1856.0
2017-11-24,1850.0
2017-11-27,1819.5
2017-11-28,1840.0
2017-11-29,1847.0
2017-11-30,1854.0
2017-12-01,1910.0
2017-12-04,1848.5
2017-12-05,1839.5
2017-12-06,1838.0
2017-12-07,1827.0
2017-12-08,1830.0
2017-12-11,1874.5
2017-12-12,1902.5
2017-12-13,1914.5
2017-12-14,1949.0
2017-12-15,1965.0
2017-12-18,1987.0
2017-12-19,2026.0
2017-12-20,2033.0
2017-12-21,2008.5
2017-12-22,2009.0
2017-12-27,2022.5
2017-12-28,2027.5
2017-12-29,2041.0
2018-01-02,2012.5
2018-01-03,2038.0
2018-01-04,2017.0
2018-01-05,2023.0
2018-01-08,2010.5
2018-01-09,2013.0
2018-01-10,2024.0
2018-01-11,2058.0
2018-01-12,2080.0
2018-01-15,2019.5
2018-01-16,2038.0
2018-01-17,2016.0
2018-01-18,1985.0
2018-01-19,2005.0
2018-01-22,2067.5
2018-01-23,2051.0
2018-01-24,1988.5
2018-01-25,2090.0
2018-01-26,2052.0
2018-01-29,2045.0
2018-01-30,2026.5
2018-01-31,2013.5
2018-02-01,2043.0
2018-02-02,1978.0
2018-02-05,1977.0
2018-02-06,1933.5
2018-02-07,1993.5
2018-02-08,1956.5
2018-02-09,1913.5
2018-02-12,1951.0
2018-02-13,1969.0
2018-02-14,2024.5
2018-02-15,1875.0
2018-02-16,1915.0
2018-02-19,1877.5
2018-02-20,1902.5
2018-02-21,1945.0
2018-02-22,1970.0
2018-02-23,1920.5
2018-02-26,1885.0
2018-02-27,1886.5
2018-02-28,1905.5
2018-03-01,1882.5
2018-03-02,1915.5
2018-03-05,1946.0
2018-03-06,1970.0
2018-03-07,1992.5
2018-03-08,2018.5
2018-03-09,2010.0
2018-03-12,2024.0
2018-03-13,2007.5
2018-03-14,2002.0
2018-03-15,2037.5
2018-03-16,2015.0
2018-03-19,2012.5
2018-03-20,2026.5
2018-03-21,2044.5
2018-03-22,2041.5
2018-03-23,1914.0
2018-03-26,1987.0
2018-03-27,2014.0
2018-03-28,2015.0
2018-03-29,2038.0
2018-04-03,1996.5
2018-04-04,1952.0
2018-04-05,1974.0
2018-04-06,1965.0
2018-04-09,1957.0
2018-04-10,2000.0
2018-04-11,2012.0
2018-04-12,2018.0
2018-04-13,2075.0
2018-04-16,2090.0
2018-04-17,2107.0
2018-04-18,2127.5
2018-04-19,2152.0
2018-04-20,2182.0
2018-04-23,2232.5
2018-04-24,2223.0
2018-04-25,2218.0
2018-04-26,2267.5
2018-04-27,2303.5
2018-04-30,2265.5
2018-05-01,2305.0
2018-05-02,2275.0
2018-05-03,2283.0
2018-05-04,2293.5
2018-05-08,2358.5
2018-05-09,2347.0
2018-05-10,2307.0
2018-05-11,2305.5
2018-05-14,2288.5
2018-05-15,2292.5
2018-05-16,2306.5
2018-05-17,2319.0
2018-05-18,2291.5
2018-05-21,2348.0
2018-05-22,2358.0
2018-05-23,2351.5
2018-05-24,2362.0
2018-05-25,2363.0
2018-05-29,2336.0
2018-05-30,2393.0
2018-05-31,2404.5
2018-06-01,2405.0
2018-06-04,2452.5
2018-06-05,2481.0
2018-06-06,2451.5
2018-06-07,2463.5
2018-06-08,2450.0
2018-06-11,2460.0
2018-06-12,2442.0
2018-06-13,2444.5
2018-06-14,2472.5
2018-06-15,1802.5
2018-06-18,1831.5
2018-06-19,1790.0
2018-06-20,1821.0
2018-06-21,1805.0
2018-06-22,1831.0
2018-06-25,1911.5
2018-06-26,1925.5
2018-06-27,1923.0
2018-06-28,1895.0
2018-06-29,1916.0
2018-07-02,1875.0
2018-07-03,1885.0
2018-07-04,1875.0
2018-07-05,1857.0
2018-07-06,1864.5
2018-07-09,1885.5
2018-07-10,1890.5
2018-07-11,1332.5
2018-07-12,1434.0
2018-07-13,1456.0
2018-07-16,1702.5
2018-07-17,1754.0
2018-07-18,1763.5
2018-07-19,1734.0
2018-07-20,1677.0
2018-07-23,1629.0
2018-07-24,1667.5
2018-07-25,1538.5
2018-07-26,1533.5
2018-07-27,1575.0
2018-07-30,1554.5
2018-07-31,1529.0
2018-08-01,1500.0
2018-08-02,1500.0
2018-08-03,1505.0
2018-08-06,1501.0
2018-08-07,1493.0
2018-08-08,1502.0
2018-08-09,1503.5
2018-08-10,1488.0
2018-08-13,1483.5
2018-08-14,1462.5
2018-08-15,1428.5
2018-08-16,1410.0
2018-08-17,1368.5
2018-08-20,1356.5
2018-08-21,1314.5
2018-08-22,1335.0
2018-08-23,1363.5
2018-08-24,1364.0
2018-08-28,1376.0
2018-08-29,1351.5
2018-08-30,1350.0
2018-08-31,1352.5
2018-09-03,1344.5
2018-09-04,1315.5
2018-09-05,1311.0
2018-09-06,1293.5
2018-09-07,1298.5
2018-09-10,1341.5
2018-09-11,1356.5
2018-09-12,1357.0
2018-09-13,1340.0
2018-09-14,1349.0
2018-09-17,1302.0
2018-09-18,1355.0
2018-09-19,1352.0
2018-09-20,1328.0
2018-09-21,1300.5
2018-09-24,1285.5
2018-09-25,1287.0
2018-09-26,1075.0
2018-09-27,935.0
2018-09-28,920.75
2018-10-01,966.25
2018-10-02,935.0
2018-10-03,993.25
2018-10-04,1032.0
2018-10-05,1042.5
2018-10-08,1038.5
2018-10-09,1031.0
2018-10-10,1025.0
2018-10-11,976.25
2018-10-12,998.0
2018-10-15,1002.0
2018-10-16,996.25
2018-10-17,961.75
2018-10-18,997.5
2018-10-19,975.25
2018-10-22,973.25
2018-10-23,903.75
2018-10-24,913.25
2018-10-25,907.5
2018-10-26,909.0
2018-10-29,946.25
2018-10-30,940.75
2018-10-31,941.75
2018-11-01,960.5
2018-11-02,1011.5
2018-11-05,1010.0
2018-11-06,1041.5
2018-11-07,1072.5
2018-11-08,1054.5
2018-11-09,1067.5
2018-11-12,1060.0
2018-11-13,1100.0
2018-11-14,1060.5
2018-11-15,1030.0
2018-11-16,1011.5
2018-11-19,1032.0
2018-11-20,549.75
2018-11-21,488.8999938964844
2018-11-22,501.5
2018-11-23,504.75
2018-11-26,504.5
2018-11-27,478.79998779296875
2018-11-28,496.29998779296875
2018-11-29,507.0
2018-11-30,509.75
2018-12-03,494.1000061035156
2018-12-04,510.5
2018-12-05,468.29998779296875
2018-12-06,414.79998779296875
2018-12-07,417.20001220703125
2018-12-10,382.70001220703125
2018-12-11,424.0
2018-12-12,456.70001220703125
2018-12-13,444.8999938964844
2018-12-14,481.70001220703125
2018-12-17,474.6000061035156
2018-12-18,558.5
2018-12-19,554.75
2018-12-20,574.5
2018-12-21,620.5
2018-12-24,555.0
2018-12-27,514.25
2018-12-28,545.75
2018-12-31,561.75
2019-01-02,569.5
2019-01-03,562.0
2019-01-04,633.5
2019-01-07,599.0
2019-01-08,600.25
2019-01-09,615.5
2019-01-10,624.75
2019-01-11,617.5
2019-01-14,602.75
2019-01-15,613.5
2019-01-16,626.25
2019-01-17,622.75
2019-01-18,627.75
2019-01-21,600.0
2019-01-22,603.75
2019-01-23,590.5
2019-01-24,569.75
2019-01-25,556.25
2019-01-28,555.25
2019-01-29,576.25
2019-01-30,574.0
2019-01-31,567.25
2019-02-01,574.5
2019-02-04,565.75
2019-02-05,514.5
2019-02-06,515.0
2019-02-07,515.0
2019-02-08,505.25
2019-02-11,535.25
2019-02-12,523.5
2019-02-13,542.75
2019-02-14,537.5
2019-02-15,566.75
2019-02-18,591.5
2019-02-19,524.0
2019-02-20,526.75
2019-02-21,496.70001220703125
2019-02-22,532.25
2019-02-25,524.0
2019-02-26,523.75
2019-02-27,529.5
2019-02-28,537.0
2019-03-01,515.25
2019-03-04,554.0
2019-03-05,542.0
2019-03-06,559.75
2019-03-07,580.0
2019-03-08,577.0
2019-03-11,555.0
2019-03-12,560.25
2019-03-13,567.5
2019-03-14,562.0
2019-03-15,556.5
2019-03-18,553.75
2019-03-19,555.0
2019-03-20,567.25
2019-03-21,535.5
2019-03-22,539.75
2019-03-25,506.75
2019-03-26,514.0
2019-03-27,470.0
2019-03-28,482.70001220703125
2019-03-29,480.29998779296875
2019-04-01,497.3999938964844
2019-04-02,494.5
2019-04-03,489.8999938964844
2019-04-04,489.5
2019-04-05,495.79998779296875
2019-04-08,523.75
2019-04-09,529.75
2019-04-10,150.25
2019-04-11,156.25
2019-04-12,176.14999389648438
2019-04-15,209.85000610351562
2019-04-16,212.1999969482422
2019-04-17,200.35000610351562
2019-04-18,205.0
2019-04-23,215.0
2019-04-24,215.0
2019-04-25,202.4499969482422
2019-04-26,202.85000610351562
2019-04-29,195.0
2019-04-30,191.14999389648438
2019-05-01,193.25
2019-05-02,203.25
2019-05-03,205.0
2019-05-07,194.39999389648438
2019-05-08,205.75
2019-05-09,211.60000610351562
2019-05-10,215.1999969482422
2019-05-13,215.8000030517578
2019-05-14,226.25
2019-05-15,263.79998779296875
2019-05-16,265.29998779296875
2019-05-17,242.8000030517578
2019-05-20,233.14999389648438
2019-05-21,234.10000610351562
2019-05-22,234.3000030517578
2019-05-23,244.3000030517578
2019-05-24,245.10000610351562
2019-05-28,238.75
2019-05-29,224.8000030517578
2019-05-30,228.14999389648438
2019-05-31,228.8000030517578
2019-06-03,223.25
2019-06-04,223.3000030517578
2019-06-05,230.4499969482422
2019-06-06,222.85000610351562
2019-06-07,229.25
2019-06-10,221.0
2019-06-11,225.5
2019-06-12,224.25
2019-06-13,225.0500030517578
2019-06-14,224.6999969482422
2019-06-17,218.75
2019-06-18,222.4499969482422
2019-06-19,225.0
2019-06-20,224.89999389648438
2019-06-21,210.0
2019-06-24,205.39999389648438
2019-06-25,205.4499969482422
2019-06-26,210.3000030517578
2019-06-27,202.5500030517578
2019-06-28,213.35000610351562
2019-07-01,232.25
2019-07-02,229.3000030517578
2019-07-03,240.39999389648438
2019-07-04,244.0
2019-07-05,241.25
2019-07-08,224.5
2019-07-09,221.4499969482422
2019-07-10,221.5
2019-07-11,236.39999389648438
2019-07-12,229.39999389648438
2019-07-15,213.0500030517578
2019-07-16,217.25
2019-07-17,215.5500030517578
2019-07-18,217.10000610351562
2019-07-19,212.0
2019-07-22,220.0
2019-07-23,242.14999389648438
2019-07-24,261.70001220703125
2019-07-25,255.0
2019-07-26,266.1000061035156
2019-07-29,274.1000061035156
2019-07-30,271.79998779296875
2019-07-31,274.0
2019-08-01,290.20001220703125
2019-08-02,287.0
2019-08-05,298.3999938964844
2019-08-06,304.0
2019-08-07,296.0
2019-08-08,292.0
2019-08-09,290.1000061035156
2019-08-12,298.8999938964844
2019-08-13,302.5
2019-08-14,282.70001220703125
2019-08-15,272.5
2019-08-16,283.5
2019-08-19,301.70001220703125
2019-08-20,316.79998779296875
2019-08-21,303.5
2019-08-22,303.3999938964844
2019-08-23,295.5
2019-08-27,300.3999938964844
2019-08-28,291.1000061035156
2019-08-29,291.70001220703125
2019-08-30,301.6000061035156
2019-09-02,327.1000061035156
2019-09-03,317.5
2019-09-04,308.6000061035156
2019-09-05,306.0
2019-09-06,299.29998779296875
2019-09-09,292.29998779296875
2019-09-10,294.6000061035156
2019-09-11,295.5
2019-09-12,276.70001220703125
2019-09-13,268.5
2019-09-16,264.0
2019-09-17,256.1000061035156
2019-09-18,254.0
2019-09-19,260.29998779296875
2019-09-20,258.29998779296875
2019-09-23,263.5
2019-09-24,247.75
2019-09-25,234.3000030517578
2019-09-26,225.9499969482422
2019-09-27,246.3000030517578
2019-09-30,242.60000610351562
2019-10-01,266.70001220703125
2019-10-02,245.5500030517578
2019-10-03,244.0
2019-10-04,248.85000610351562
2019-10-07,256.20001220703125
2019-10-08,243.5500030517578
2019-10-09,241.89999389648438
2019-10-10,243.10000610351562
2019-10-11,238.4499969482422
2019-10-14,246.9499969482422
2019-10-15,257.1000061035156
2019-10-16,271.5
2019-10-17,259.70001220703125
2019-10-18,259.20001220703125
2019-10-21,238.75
2019-10-22,226.9499969482422
2019-10-23,207.89999389648438
2019-10-24,210.10000610351562
2019-10-25,204.25
2019-10-28,207.5
2019-10-29,214.85000610351562
2019-10-30,228.64999389648438
2019-10-31,195.5
2019-11-01,201.5
2019-11-04,207.0
2019-11-05,200.0
2019-11-06,207.5
2019-11-07,209.5
2019-11-08,214.0
2019-11-11,218.89999389648438
2019-11-12,203.9499969482422
2019-11-13,203.75
2019-11-14,196.60000610351562
2019-11-15,206.6999969482422
2019-11-18,188.0500030517578
2019-11-19,181.4499969482422
2019-11-20,180.5500030517578
2019-11-21,187.5
2019-11-22,195.0
2019-11-25,192.5
2019-11-26,190.35000610351562
2019-11-27,207.25
2019-11-28,195.0
2019-11-29,202.75
2019-12-02,194.5500030517578
2019-12-03,193.0500030517578
2019-12-04,205.0
2019-12-05,207.5
2019-12-06,207.5
2019-12-09,208.6999969482422
2019-12-10,200.25
2019-12-11,201.6999969482422
2019-12-12,211.3000030517578
2019-12-13,200.5
2019-12-16,191.0500030517578
2019-12-17,195.0
2019-12-18,195.0
2019-12-19,195.0
2019-12-20,193.39999389648438
2019-12-23,194.89999389648438
2019-12-24,196.9499969482422
