Date,TEF.MC
2015-08-24,6.010051250457764
2015-08-25,6.200648784637451
2015-08-26,6.096686363220215
2015-08-27,6.274909496307373
2015-08-28,6.299662113189697
2015-08-31,6.232828617095947
2015-09-01,6.054605960845947
2015-09-02,5.911037921905518
2015-09-03,5.99024772644043
2015-09-04,5.86895751953125
2015-09-07,5.8788580894470215
2015-09-08,5.975395202636719
2015-09-09,6.066981792449951
2015-09-10,5.846680641174316
2015-09-11,5.717963695526123
2015-09-14,5.658556938171387
2015-09-15,5.730340480804443
2015-09-16,5.7947001457214355
2015-09-17,5.816976070404053
2015-09-18,5.596673965454102
2015-09-21,5.594199180603027
2015-09-22,5.420926570892334
2015-09-23,5.378847122192383
2015-09-24,5.267457485198975
2015-09-25,5.445679664611816
2015-09-28,5.3219146728515625
2015-09-29,5.294685363769531
2015-09-30,5.3615193367004395
2015-10-01,5.27488374710083
2015-10-02,5.247655868530273
2015-10-05,5.574396133422852
2015-10-06,5.6362786293029785
2015-10-07,5.688260555267334
2015-10-08,5.614001750946045
2015-10-09,5.720439434051514
2015-10-12,5.732816219329834
2015-10-13,5.638753414154053
2015-10-14,5.47538423538208
2015-10-15,5.529839515686035
2015-10-16,5.641229152679443
2015-10-19,5.611526012420654
2015-10-20,5.500136852264404
2015-10-21,5.512513637542725
2015-10-22,5.802124977111816
2015-10-23,5.9531168937683105
2015-10-26,5.950643062591553
2015-10-27,5.8565802574157715
2015-10-28,5.923414707183838
2015-10-29,5.935791015625
2015-10-30,5.955592155456543
2015-11-02,5.99767541885376
2015-11-03,6.029853343963623
2015-11-04,6.116487503051758
2015-11-05,6.116487503051758
2015-11-06,6.032329082489014
2015-11-09,5.911037921905518
2015-11-10,5.99024772644043
2015-11-11,6.032329082489014
2015-11-12,5.913512706756592
2015-11-13,5.920938014984131
2015-11-16,5.940740585327148
2015-11-17,6.136291980743408
2015-11-18,5.998797416687012
2015-11-19,6.008983135223389
2015-11-20,5.998797416687012
2015-11-23,5.866396903991699
2015-11-24,5.848572731018066
2015-11-25,5.891856670379639
2015-11-26,5.942781925201416
2015-11-27,5.924957752227783
2015-11-30,5.945327281951904
2015-12-01,5.8994975090026855
2015-12-02,5.8816728591918945
2015-12-03,5.73399543762207
2015-12-04,5.639786720275879
2015-12-07,5.657609462738037
2015-12-08,5.5455780029296875
2015-12-09,5.53794002532959
2015-12-10,5.461554527282715
2015-12-11,5.380075931549072
2015-12-14,5.214574337005615
2015-12-15,5.446276664733887
2015-12-16,5.4284539222717285
2015-12-17,5.471738815307617
2015-12-18,5.283321380615234
2015-12-21,5.102542400360107
2015-12-22,5.150920867919922
2015-12-23,5.331699371337891
2015-12-24,5.3647990226745605
2015-12-28,5.250221252441406
2015-12-29,5.336791038513184
2015-12-30,5.3164215087890625
2015-12-31,5.2120280265808105
2016-01-04,5.054164886474609
2016-01-05,5.080136299133301
2016-01-06,5.043470859527588
2016-01-07,5.004769325256348
2016-01-08,4.884589195251465
2016-01-11,4.821445465087891
2016-01-12,4.831120014190674
2016-01-13,4.862691879272461
2016-01-14,4.744040489196777
2016-01-15,4.632008075714111
2016-01-18,4.600945472717285
2016-01-19,4.664599895477295
2016-01-20,4.503171920776367
2016-01-21,4.6238603591918945
2016-01-22,4.845886707305908
2016-01-25,4.794964790344238
2016-01-26,4.834174633026123
2016-01-27,4.8825531005859375
2016-01-28,4.758808612823486
2016-01-29,4.928383827209473
2016-02-01,4.87287712097168
2016-02-02,4.742511749267578
2016-02-03,4.589233875274658
2016-02-04,4.716541767120361
2016-02-05,4.800565242767334
2016-02-08,4.658488750457764
2016-02-09,4.4115095138549805
2016-02-10,4.557150840759277
2016-02-11,4.320356369018555
2016-02-12,4.438498020172119
2016-02-15,4.659506320953369
2016-02-16,4.654415130615234
2016-02-17,4.829591751098633
2016-02-18,4.795472621917725
2016-02-19,4.7277445793151855
2016-02-22,4.850980281829834
2016-02-23,4.747096061706543
2016-02-24,4.566317081451416
2016-02-25,4.799037456512451
2016-02-26,4.64677619934082
2016-02-29,4.707375526428223
2016-03-01,4.8402862548828125
2016-03-02,4.995094299316406
2016-03-03,5.006806373596191
2016-03-04,5.0057878494262695
2016-03-07,5.011898994445801
2016-03-08,4.992547988891602
2016-03-09,4.965050220489502
2016-03-10,4.947225570678711
2016-03-11,5.181474685668945
2016-03-14,5.1738362312316895
2016-03-15,5.092358112335205
2016-03-16,5.081663608551025
2016-03-17,5.066895484924316
2016-03-18,5.097450256347656
2016-03-21,5.092358112335205
2016-03-22,5.087774276733398
2016-03-23,5.032268524169922
2016-03-24,4.947734355926514
2016-03-29,5.021064758300781
2016-03-30,5.130551338195801
2016-03-31,5.016991138458252
2016-04-01,4.822971343994141
2016-04-04,4.788853168487549
2016-04-05,4.624879360198975
2016-04-06,4.641175270080566
2016-04-07,4.637609958648682
2016-04-08,4.7409844398498535
2016-04-11,4.739456653594971
2016-04-12,4.776630878448486
2016-04-13,4.850471019744873
2016-04-14,4.87287712097168
2016-04-15,4.906486511230469
2016-04-18,4.81991720199585
2016-04-19,4.969122409820557
2016-04-20,5.063840389251709
2016-04-21,5.094903469085693
2016-04-22,5.026158332824707
