Date,PATA.BA
2015-08-24,12.822968482971191
2015-08-25,12.822968482971191
2015-08-26,12.869598388671875
2015-08-27,13.5224027633667
2015-08-28,13.5224027633667
2015-08-31,12.869598388671875
2015-09-01,12.776339530944824
2015-09-02,12.589822769165039
2015-09-03,13.429144859313965
2015-09-04,13.242630004882812
2015-09-07,12.68308162689209
2015-09-08,12.496565818786621
2015-09-09,12.636452674865723
2015-09-10,12.636452674865723
2015-09-11,12.636452674865723
2015-09-14,12.403307914733887
2015-09-15,12.496565818786621
2015-09-16,12.543193817138672
2015-09-17,12.589822769165039
2015-09-18,12.589822769165039
2015-09-21,12.589822769165039
2015-09-22,11.983647346496582
2015-09-23,11.657243728637695
2015-09-24,11.937017440795898
2015-09-25,12.030275344848633
2015-09-28,11.890388488769531
2015-09-29,11.890388488769531
2015-09-30,11.890388488769531
2015-10-01,12.123533248901367
2015-10-02,11.843759536743164
2015-10-05,11.657243728637695
2015-10-06,11.470728874206543
2015-10-07,11.563985824584961
2015-10-08,12.123533248901367
2015-10-09,11.934849739074707
2015-10-13,11.934849739074707
2015-10-14,12.12429141998291
2015-10-15,12.12429141998291
2015-10-16,11.88748836517334
2015-10-19,12.313733100891113
2015-10-20,12.12429141998291
2015-10-21,12.313733100891113
2015-10-22,12.313733100891113
2015-10-23,12.219011306762695
2015-10-26,12.976780891418457
2015-10-27,12.976780891418457
2015-10-28,13.639827728271484
2015-10-29,13.73454761505127
2015-10-30,13.639827728271484
2015-11-02,14.397595405578613
2015-11-03,14.397595405578613
2015-11-04,14.776479721069336
2015-11-05,14.681758880615234
2015-11-09,14.681758880615234
2015-11-10,15.155364036560059
2015-11-11,15.581609725952148
2015-11-12,16.292016983032227
2015-11-13,16.102575302124023
2015-11-16,16.197298049926758
2015-11-17,17.04978370666504
2015-11-18,16.00785255432129
2015-11-19,16.102575302124023
2015-11-20,16.24465560913086
2015-11-24,16.57617950439453
2015-11-25,16.765621185302734
2015-11-26,17.002422332763672
2015-11-27,17.002422332763672
2015-11-30,17.333948135375977
2015-12-01,17.52338981628418
2015-12-02,17.52338981628418
2015-12-03,17.52338981628418
2015-12-04,17.52338981628418
2015-12-09,17.712833404541016
2015-12-10,18.186437606811523
2015-12-11,17.61810874938965
2015-12-14,17.52338981628418
2015-12-15,17.712833404541016
2015-12-16,17.61810874938965
2015-12-17,17.144506454467773
2015-12-18,16.57617950439453
2015-12-21,16.102575302124023
2015-12-22,16.57617950439453
2015-12-23,16.57617950439453
2015-12-28,16.102575302124023
2015-12-29,16.102575302124023
2015-12-30,16.102575302124023
2016-01-04,16.102575302124023
2016-01-05,15.534249305725098
2016-01-06,15.250083923339844
2016-01-07,16.102575302124023
2016-01-08,16.292016983032227
2016-01-11,16.292016983032227
2016-01-12,15.818411827087402
2016-01-13,15.628968238830566
2016-01-14,15.628968238830566
2016-01-15,14.871200561523438
2016-01-18,15.344806671142578
2016-01-19,14.965922355651855
2016-01-20,14.965922355651855
