Date,YDUQ3.SA
2015-08-24,8.956022262573242
2015-08-25,8.884659767150879
2015-08-26,8.777615547180176
2015-08-27,9.077339172363281
2015-08-28,9.212925910949707
2015-08-31,8.898933410644531
2015-09-01,8.913203239440918
2015-09-02,8.913203239440918
2015-09-03,8.863250732421875
2015-09-04,8.884659767150879
2015-09-08,8.941749572753906
2015-09-09,9.277153968811035
2015-09-10,9.291424751281738
2015-09-11,8.970295906066895
2015-09-14,9.277153968811035
2015-09-15,9.305699348449707
2015-09-16,9.669649124145508
2015-09-17,9.919418334960938
2015-09-18,9.633968353271484
2015-09-21,9.277153968811035
2015-09-22,8.763341903686523
2015-09-23,8.920341491699219
2015-09-24,8.913203239440918
2015-09-25,8.991703987121582
2015-09-28,9.013113021850586
2015-09-29,9.205793380737305
2015-09-30,10.06214427947998
2015-10-01,10.319051742553711
2015-10-02,11.182538986206055
2015-10-05,11.382352828979492
2015-10-06,10.583094596862793
2015-10-07,10.932769775390625
2015-10-08,11.560763359069824
2015-10-09,11.931849479675293
2015-10-13,11.46085262298584
2015-10-14,11.418036460876465
2015-10-15,11.853350639343262
2015-10-16,11.760576248168945
2015-10-19,11.817667961120605
2015-10-20,12.295798301696777
2015-10-21,12.131662368774414
2015-10-22,12.088846206665039
2015-10-23,12.124526977539062
2015-10-26,11.988938331604004
2015-10-27,12.060301780700684
2015-10-28,11.774849891662598
2015-10-29,11.246766090393066
2015-10-30,11.03267765045166
2015-11-03,11.739168167114258
2015-11-04,11.810529708862305
2015-11-05,11.881893157958984
2015-11-06,11.096904754638672
2015-11-09,11.168267250061035
2015-11-10,11.111175537109375
2015-11-11,11.168267250061035
2015-11-12,11.182538986206055
2015-11-13,10.761499404907227
2015-11-16,10.740089416503906
2015-11-17,11.82480239868164
2015-11-18,11.703487396240234
2015-11-19,11.796258926391602
2015-11-23,11.953255653381348
2015-11-24,11.981802940368652
2015-11-25,11.75344181060791
2015-11-26,10.768633842468262
2015-11-27,9.997918128967285
2015-11-30,9.569741249084473
2015-12-01,9.783830642700195
2015-12-02,10.661591529846191
2015-12-03,10.918496131896973
2015-12-04,10.911360740661621
2015-12-07,11.004132270812988
2015-12-08,11.04694938659668
2015-12-09,10.740089416503906
2015-12-10,10.590229034423828
2015-12-11,10.490320205688477
2015-12-14,10.055006980895996
2015-12-15,10.276232719421387
2015-12-16,10.276232719421387
2015-12-17,10.34759521484375
2015-12-18,9.641103744506836
2015-12-21,9.919418334960938
2015-12-22,9.705330848693848
2015-12-23,9.7124662399292
2015-12-28,9.947962760925293
2015-12-29,9.762422561645508
2015-12-30,9.955100059509277
2016-01-04,9.919418334960938
2016-01-05,8.89179515838623
2016-01-06,9.648240089416504
2016-01-07,9.598286628723145
2016-01-08,9.027385711669922
2016-01-11,9.277153968811035
2016-01-12,8.956022262573242
2016-01-13,8.920341491699219
2016-01-14,8.90606689453125
2016-01-15,8.777615547180176
2016-01-18,8.356575965881348
2016-01-19,8.320894241333008
2016-01-20,8.13534927368164
2016-01-21,7.956943511962891
2016-01-22,7.849899768829346
2016-01-26,7.62867546081543
2016-01-27,7.685766696929932
2016-01-28,7.59299373626709
2016-01-29,8.356575965881348
2016-02-01,8.31375789642334
2016-02-02,8.07826042175293
2016-02-03,8.527847290039062
2016-02-04,8.877522468566895
2016-02-05,8.884659767150879
2016-02-10,8.634889602661133
2016-02-11,8.278076171875
2016-02-12,8.40652847290039
2016-02-15,8.32802963256836
2016-02-16,8.720525741577148
2016-02-17,9.234336853027344
2016-02-18,8.898933410644531
2016-02-19,8.727659225463867
2016-02-22,9.020247459411621
2016-02-23,8.920341491699219
2016-02-24,8.749070167541504
2016-02-25,8.527847290039062
2016-02-26,8.834704399108887
2016-02-29,9.105883598327637
2016-03-01,9.562604904174805
2016-03-02,9.562604904174805
2016-03-03,9.990781784057617
2016-03-04,10.34759521484375
2016-03-07,10.597366333007812
2016-03-08,10.71154499053955
2016-03-09,10.697272300720215
2016-03-10,10.882814407348633
2016-03-11,9.84091854095459
2016-03-14,9.633968353271484
2016-03-15,8.670571327209473
2016-03-16,8.713388442993164
2016-03-17,8.941749572753906
2016-03-18,9.027385711669922
2016-03-21,8.841841697692871
2016-03-22,8.991703987121582
2016-03-23,8.592074394226074
2016-03-24,8.634889602661133
2016-03-28,8.02116870880127
2016-03-29,8.256668090820312
2016-03-30,8.549253463745117
2016-03-31,8.456483840942383
2016-04-01,8.613481521606445
2016-04-04,8.31375789642334
2016-04-05,8.370845794677734
2016-04-06,8.320894241333008
2016-04-07,8.40652847290039
2016-04-08,8.763341903686523
2016-04-11,8.599207878112793
2016-04-12,8.94888687133789
2016-04-13,8.720525741577148
2016-04-14,8.206713676452637
2016-04-15,8.620616912841797
2016-04-18,8.51357364654541
2016-04-19,8.727659225463867
2016-04-20,8.706253051757812
2016-04-22,8.278076171875
2016-04-25,8.470754623413086
2016-04-26,8.663434982299805
2016-04-27,8.413665771484375
2016-04-28,8.365409851074219
2016-04-29,8.748669624328613
2016-05-02,9.006633758544922
2016-05-03,9.0877103805542
2016-05-04,8.778152465820312
2016-05-05,8.203259468078613
2016-05-06,8.107443809509277
2016-05-09,8.328556060791016
2016-05-10,8.888708114624023
2016-05-11,8.71918773651123
2016-05-12,8.748669624328613
2016-05-13,8.328556060791016
2016-05-16,8.461223602294922
2016-05-17,8.365409851074219
2016-05-18,8.380148887634277
2016-05-19,8.43911361694336
2016-05-20,8.269594192504883
2016-05-23,8.07059383392334
2016-05-24,8.195890426635742
2016-05-25,8.431742668151855
2016-05-27,8.47596549987793
2016-05-30,8.402259826660156
2016-05-31,8.00425910949707
2016-06-01,8.166407585144043
2016-06-02,10.10482406616211
2016-06-03,10.237491607666016
2016-06-06,10.716568946838379
2016-06-07,10.90082836151123
