Date,TBCG.L
2017-08-10,1623.7432861328125
2017-08-11,1554.01220703125
2017-08-14,1612.7857666015625
2017-08-15,1577.919921875
2017-08-16,1613.7816162109375
2017-08-17,1578.9163818359375
2017-08-18,1554.01220703125
2017-08-21,1593.858642578125
2017-08-22,1552.0198974609375
2017-08-23,1593.858642578125
2017-08-24,1572.939208984375
2017-08-25,1598.8394775390625
2017-08-29,1572.939208984375
2017-08-30,1551.0235595703125
2017-08-31,1679.528564453125
2017-09-01,1611.7894287109375
2017-09-04,1642.67041015625
2017-09-05,1649.6435546875
2017-09-06,1643.666748046875
2017-09-07,1605.8126220703125
2017-09-08,1613.7816162109375
2017-09-11,1601.827880859375
2017-09-12,1580.9085693359375
2017-09-13,1633.704833984375
2017-09-14,1614.778076171875
2017-09-15,1625.73583984375
2017-09-18,1643.666748046875
2017-09-19,1613.7816162109375
2017-09-20,1608.8009033203125
2017-09-21,1673.5516357421875
2017-09-22,1632.709228515625
2017-09-25,1612.7857666015625
2017-09-26,1620.7547607421875
2017-09-27,1620.7547607421875
2017-09-28,1613.7816162109375
2017-09-29,1653.628173828125
2017-10-02,1638.6859130859375
2017-10-03,1644.662841796875
2017-10-04,1621.751220703125
2017-10-05,1673.5516357421875
2017-10-06,1672.555419921875
2017-10-09,1624.7396240234375
2017-10-10,1594.8548583984375
2017-10-11,1589.8740234375
2017-10-12,1641.67431640625
2017-10-13,1628.724365234375
2017-10-16,1673.5516357421875
2017-10-17,1660.601318359375
2017-10-18,1684.50927734375
2017-10-19,1661.597412109375
2017-10-20,1695.46728515625
2017-10-23,1713.3980712890625
2017-10-24,1723.359619140625
2017-10-25,1703.4365234375
2017-10-26,1709.413330078125
2017-10-27,1715.390380859375
2017-10-30,1713.3980712890625
2017-10-31,1705.4290771484375
2017-11-01,1718.379150390625
2017-11-02,1750.2562255859375
2017-11-03,1734.3175048828125
2017-11-06,1723.359619140625
2017-11-07,1742.2867431640625
2017-11-08,1728.34033203125
2017-11-09,1743.2830810546875
2017-11-10,1693.4747314453125
2017-11-13,1693.4747314453125
2017-11-14,1679.528564453125
2017-11-15,1683.51318359375
2017-11-16,1693.4747314453125
2017-11-17,1663.5899658203125
2017-11-20,1643.666748046875
2017-11-21,1643.666748046875
2017-11-22,1634.7012939453125
2017-11-23,1630.7166748046875
2017-11-24,1621.751220703125
2017-11-27,1580.9085693359375
2017-11-28,1524.1275634765625
2017-11-29,1536.0814208984375
2017-11-30,1574.931396484375
2017-12-01,1554.01220703125
2017-12-04,1593.858642578125
2017-12-05,1655.6204833984375
2017-12-06,1640.6781005859375
2017-12-07,1616.7705078125
2017-12-08,1622.7471923828125
2017-12-11,1618.7625732421875
2017-12-12,1645.6590576171875
2017-12-13,1653.628173828125
2017-12-14,1640.6781005859375
2017-12-15,1635.6973876953125
2017-12-18,1607.8048095703125
2017-12-19,1638.6859130859375
2017-12-20,1644.662841796875
2017-12-21,1656.6165771484375
2017-12-22,1683.51318359375
2017-12-27,1693.4747314453125
2017-12-28,1717.3826904296875
2017-12-29,1743.2830810546875
2018-01-02,1741.2906494140625
2018-01-03,1741.2906494140625
2018-01-04,1703.4365234375
2018-01-05,1649.6435546875
2018-01-08,1657.613037109375
2018-01-09,1605.8126220703125
2018-01-10,1665.582275390625
2018-01-11,1693.4747314453125
2018-01-12,1707.421142578125
2018-01-15,1735.3135986328125
2018-01-16,1737.3056640625
2018-01-17,1723.359619140625
2018-01-18,1711.4058837890625
2018-01-19,1717.3826904296875
2018-01-22,1741.2906494140625
2018-01-23,1739.2984619140625
2018-01-24,1737.3056640625
2018-01-25,1709.413330078125
2018-01-26,1699.4515380859375
2018-01-29,1679.528564453125
2018-01-30,1595.8509521484375
2018-01-31,1633.704833984375
2018-02-01,1615.7740478515625
2018-02-02,1637.6898193359375
2018-02-05,1603.8201904296875
2018-02-06,1573.935546875
2018-02-07,1571.9432373046875
2018-02-08,1563.9737548828125
2018-02-09,1571.9432373046875
2018-02-12,1577.919921875
2018-02-13,1579.9122314453125
2018-02-14,1643.666748046875
2018-02-15,1653.628173828125
2018-02-16,1653.628173828125
2018-02-19,1653.628173828125
2018-02-20,1673.5516357421875
2018-02-21,1649.6435546875
2018-02-22,1653.628173828125
2018-02-23,1659.6053466796875
2018-02-26,1623.7432861328125
2018-02-27,1577.919921875
2018-02-28,1557.9969482421875
2018-03-01,1613.7816162109375
2018-03-02,1613.7816162109375
2018-03-05,1673.5516357421875
2018-03-06,1745.275390625
2018-03-07,1743.2830810546875
2018-03-08,1783.1295166015625
2018-03-09,1832.937255859375
2018-03-12,1832.937255859375
2018-03-13,1832.937255859375
2018-03-14,1822.9757080078125
2018-03-15,1793.091064453125
2018-03-16,1848.8759765625
2018-03-19,1809.0294189453125
2018-03-20,1866.806884765625
2018-03-21,1862.822265625
2018-03-22,1852.8607177734375
2018-03-23,1842.89892578125
2018-03-26,1876.7686767578125
2018-03-27,1872.7838134765625
2018-03-28,1834.9298095703125
2018-03-29,1832.937255859375
2018-04-03,1793.091064453125
2018-04-04,1793.091064453125
2018-04-05,1822.9757080078125
2018-04-06,1888.722412109375
2018-04-09,1872.7838134765625
2018-04-10,1852.8607177734375
2018-04-11,1791.098876953125
2018-04-12,1781.1370849609375
2018-04-13,1781.1370849609375
2018-04-16,1795.0831298828125
2018-04-17,1767.190673828125
2018-04-18,1844.8914794921875
2018-04-19,1866.806884765625
2018-04-20,1860.829833984375
2018-04-23,1878.7608642578125
2018-04-24,1844.8914794921875
2018-04-25,1789.1060791015625
2018-04-26,1816.998779296875
2018-04-27,1809.0294189453125
2018-04-30,1830.9453125
2018-05-01,1773.167724609375
2018-05-02,1771.17529296875
2018-05-03,1703.4365234375
2018-05-04,1739.2984619140625
2018-05-08,1675.5439453125
2018-05-09,1739.2984619140625
2018-05-10,1745.275390625
2018-05-11,1775.159912109375
2018-05-14,1743.2830810546875
2018-05-15,1741.2906494140625
2018-05-16,1767.190673828125
2018-05-17,1753.740234375
2018-05-18,1777.6549072265625
2018-05-21,1781.640380859375
2018-05-22,1749.7545166015625
2018-05-23,1709.8966064453125
2018-05-24,1703.91796875
2018-05-25,1660.074462890625
2018-05-29,1600.2879638671875
2018-05-30,1636.1597900390625
2018-05-31,1648.1171875
2018-06-01,1674.0247802734375
2018-06-04,1674.0247802734375
2018-06-05,1701.92529296875
2018-06-06,1711.8896484375
2018-06-07,1703.91796875
2018-06-08,1697.939453125
2018-06-11,1703.91796875
2018-06-12,1749.7545166015625
2018-06-13,1723.846923828125
2018-06-14,1707.903564453125
2018-06-15,1699.932373046875
2018-06-18,1693.9534912109375
2018-06-19,1683.989501953125
2018-06-20,1680.00341796875
2018-06-21,1626.1954345703125
2018-06-22,1683.989501953125
2018-06-25,1683.989501953125
2018-06-26,1693.9534912109375
2018-06-27,1695.9466552734375
2018-06-28,1693.9534912109375
2018-06-29,1739.7900390625
2018-07-02,1751.747314453125
2018-07-03,1741.7828369140625
2018-07-04,1749.7545166015625
2018-07-05,1741.7828369140625
2018-07-06,1725.8399658203125
2018-07-09,1749.7545166015625
2018-07-10,1743.7757568359375
2018-07-11,1735.8043212890625
2018-07-12,1723.846923828125
2018-07-13,1723.846923828125
2018-07-16,1697.939453125
2018-07-17,1717.8682861328125
2018-07-18,1719.861328125
2018-07-19,1721.85400390625
2018-07-20,1717.8682861328125
2018-07-23,1723.846923828125
2018-07-24,1713.8824462890625
2018-07-25,1693.9534912109375
2018-07-26,1697.939453125
2018-07-27,1693.9534912109375
2018-07-30,1723.846923828125
2018-07-31,1751.747314453125
2018-08-01,1767.6904296875
2018-08-02,1745.7685546875
2018-08-03,1739.7900390625
2018-08-06,1707.903564453125
2018-08-07,1713.8824462890625
2018-08-08,1713.8824462890625
2018-08-09,1707.903564453125
2018-08-10,1644.1314697265625
2018-08-13,1598.2950439453125
2018-08-14,1542.494140625
2018-08-15,1574.3804931640625
2018-08-16,1586.337646484375
2018-08-17,1596.30224609375
2018-08-20,1638.152587890625
2018-08-21,1644.1314697265625
2018-08-22,1642.1383056640625
2018-08-23,1648.1171875
2018-08-24,1640.1456298828125
2018-08-28,1614.238037109375
2018-08-29,1608.2593994140625
2018-08-30,1594.3092041015625
2018-08-31,1594.3092041015625
2018-09-03,1630.18115234375
2018-09-04,1604.2734375
2018-09-05,1610.25244140625
2018-09-06,1610.25244140625
2018-09-07,1578.3660888671875
2018-09-10,1560.4300537109375
2018-09-11,1594.3092041015625
2018-09-12,1610.25244140625
2018-09-13,1578.3660888671875
2018-09-14,1588.33056640625
2018-09-17,1610.25244140625
2018-09-18,1634.1668701171875
2018-09-19,1638.152587890625
2018-09-20,1648.1171875
2018-09-21,1636.1597900390625
2018-09-24,1606.2666015625
2018-09-25,1608.2593994140625
2018-09-26,1626.1954345703125
2018-09-27,1614.238037109375
2018-09-28,1678.0103759765625
2018-10-01,1721.85400390625
2018-10-02,1715.875244140625
2018-10-03,1683.989501953125
2018-10-04,1687.9749755859375
2018-10-05,1674.0247802734375
2018-10-08,1664.0601806640625
2018-10-09,1672.03173828125
2018-10-10,1683.989501953125
2018-10-11,1658.0816650390625
2018-10-12,1650.110107421875
2018-10-15,1574.3804931640625
2018-10-16,1594.3092041015625
2018-10-17,1554.4515380859375
2018-10-18,1552.4586181640625
2018-10-19,1512.6009521484375
2018-10-22,1524.55810546875
2018-10-23,1504.6292724609375
2018-10-24,1542.494140625
2018-10-25,1572.3875732421875
2018-10-26,1568.401611328125
2018-10-29,1596.30224609375
2018-10-30,1584.3447265625
2018-10-31,1683.989501953125
2018-11-01,1680.00341796875
2018-11-02,1703.91796875
2018-11-05,1674.0247802734375
2018-11-06,1632.1741943359375
2018-11-07,1660.074462890625
2018-11-08,1658.0816650390625
2018-11-09,1640.1456298828125
2018-11-12,1602.2806396484375
2018-11-13,1628.1881103515625
2018-11-14,1644.1314697265625
2018-11-15,1640.1456298828125
2018-11-16,1582.3519287109375
2018-11-19,1568.401611328125
2018-11-20,1544.4873046875
2018-11-21,1560.4300537109375
2018-11-22,1554.4515380859375
2018-11-23,1518.5794677734375
2018-11-26,1524.55810546875
2018-11-27,1514.5941162109375
2018-11-28,1494.6650390625
2018-11-29,1488.686279296875
2018-11-30,1490.6790771484375
2018-12-03,1504.6292724609375
2018-12-04,1494.6650390625
2018-12-05,1454.8072509765625
2018-12-06,1422.9208984375
2018-12-07,1462.7789306640625
2018-12-10,1377.084716796875
2018-12-11,1385.0560302734375
2018-12-12,1414.9495849609375
2018-12-13,1414.9495849609375
2018-12-14,1400.9993896484375
2018-12-17,1391.0350341796875
2018-12-18,1400.9993896484375
2018-12-19,1373.09912109375
2018-12-20,1420.92822265625
2018-12-21,1357.1556396484375
2018-12-24,1345.198486328125
2018-12-27,1397.0135498046875
2018-12-28,1482.7073974609375
2018-12-31,1516.5865478515625
2019-01-02,1522.5653076171875
2019-01-03,1450.8212890625
2019-01-04,1482.7073974609375
2019-01-07,1468.7574462890625
2019-01-08,1482.7073974609375
2019-01-09,1402.9920654296875
2019-01-10,1442.8497314453125
2019-01-11,1450.8212890625
2019-01-14,1456.800048828125
2019-01-15,1448.828857421875
2019-01-16,1438.8641357421875
2019-01-17,1478.721923828125
2019-01-18,1456.800048828125
2019-01-21,1446.835693359375
2019-01-22,1442.8497314453125
2019-01-23,1490.6790771484375
2019-01-24,1484.700439453125
2019-01-25,1468.7574462890625
2019-01-28,1474.736083984375
2019-01-29,1444.8427734375
2019-01-30,1452.8143310546875
2019-01-31,1434.87841796875
2019-02-01,1446.835693359375
2019-02-04,1456.800048828125
2019-02-05,1428.89990234375
2019-02-06,1418.935302734375
2019-02-07,1414.9495849609375
2019-02-08,1402.9920654296875
2019-02-11,1434.87841796875
2019-02-12,1438.8641357421875
2019-02-13,1436.87109375
2019-02-14,1341.212646484375
2019-02-15,1311.3192138671875
2019-02-18,1325.26953125
2019-02-19,1293.38330078125
2019-02-20,1285.4117431640625
2019-02-21,1406.9779052734375
2019-02-22,1464.771484375
2019-02-25,1462.7789306640625
2019-02-26,1434.87841796875
2019-02-27,1478.721923828125
2019-02-28,1498.650634765625
2019-03-01,1532.5299072265625
2019-03-04,1510.6080322265625
2019-03-05,1526.551025390625
2019-03-06,1502.6363525390625
2019-03-07,1472.7430419921875
2019-03-08,1516.5865478515625
2019-03-11,1540.5013427734375
2019-03-12,1550.4656982421875
2019-03-13,1570.3946533203125
2019-03-14,1584.3447265625
2019-03-15,1636.1597900390625
2019-03-18,1638.152587890625
2019-03-19,1616.2310791015625
2019-03-20,1592.31640625
2019-03-21,1594.3092041015625
2019-03-22,1556.4442138671875
2019-03-25,1516.5865478515625
2019-03-26,1546.47998046875
2019-03-27,1512.6009521484375
2019-03-28,1520.5723876953125
2019-03-29,1538.50830078125
2019-04-01,1544.4873046875
2019-04-02,1534.522705078125
2019-04-03,1598.2950439453125
2019-04-04,1616.2310791015625
2019-04-05,1592.31640625
2019-04-08,1594.3092041015625
2019-04-09,1576.373046875
2019-04-10,1576.373046875
2019-04-11,1574.3804931640625
2019-04-12,1554.4515380859375
2019-04-15,1566.4090576171875
2019-04-16,1544.4873046875
2019-04-17,1530.5369873046875
2019-04-18,1518.5794677734375
2019-04-23,1514.5941162109375
2019-04-24,1518.5794677734375
2019-04-25,1584.3447265625
2019-04-26,1610.25244140625
2019-04-29,1620.216796875
2019-04-30,1622.2095947265625
2019-05-01,1624.202392578125
2019-05-02,1614.238037109375
2019-05-03,1612.2451171875
2019-05-07,1616.2310791015625
2019-05-08,1699.932373046875
2019-05-09,1683.989501953125
2019-05-10,1693.9534912109375
2019-05-13,1654.0958251953125
2019-05-14,1660.074462890625
2019-05-15,1656.0885009765625
2019-05-16,1683.989501953125
2019-05-17,1689.9677734375
2019-05-20,1664.0601806640625
2019-05-21,1664.0601806640625
2019-05-22,1648.1171875
2019-05-23,1656.0885009765625
2019-05-24,1648.1171875
2019-05-28,1670.0386962890625
2019-05-29,1624.202392578125
2019-05-30,1620.216796875
2019-05-31,1622.2095947265625
2019-06-03,1590.3232421875
2019-06-04,1554.4515380859375
2019-06-05,1554.4515380859375
2019-06-06,1525.1134033203125
2019-06-07,1576.9471435546875
2019-06-10,1636.7557373046875
2019-06-11,1674.634521484375
2019-06-12,1636.7557373046875
2019-06-13,1602.8642578125
2019-06-14,1604.857666015625
2019-06-17,1616.8197021484375
2019-06-18,1662.672607421875
2019-06-19,1644.730224609375
2019-06-20,1662.672607421875
2019-06-21,1690.583251953125
2019-06-24,1658.685546875
2019-06-25,1614.825927734375
2019-06-26,1598.877197265625
2019-06-27,1582.92822265625
2019-06-28,1582.92822265625
2019-07-01,1576.9471435546875
2019-07-02,1582.92822265625
2019-07-03,1564.9857177734375
2019-07-04,1555.0177001953125
2019-07-05,1519.132568359375
2019-07-08,1511.158203125
2019-07-09,1511.158203125
2019-07-10,1529.1007080078125
2019-07-11,1564.9857177734375
2019-07-12,1549.036865234375
2019-07-15,1541.0623779296875
2019-07-16,1576.9471435546875
2019-07-17,1535.08154296875
2019-07-18,1549.036865234375
2019-07-19,1523.119873046875
2019-07-22,1487.23486328125
2019-07-23,1485.2412109375
2019-07-24,1309.80322265625
2019-07-25,1255.975830078125
2019-07-26,1238.0333251953125
2019-07-29,1377.586181640625
2019-07-30,1389.5479736328125
2019-07-31,1407.4903564453125
2019-08-01,1361.63720703125
2019-08-02,1339.70751953125
2019-08-05,1333.7264404296875
2019-08-06,1333.7264404296875
2019-08-07,1347.6817626953125
2019-08-08,1377.586181640625
2019-08-09,1357.64990234375
2019-08-12,1341.7010498046875
2019-08-13,1319.771240234375
2019-08-14,1317.7777099609375
2019-08-15,1295.84814453125
2019-08-16,1295.84814453125
2019-08-19,1325.752197265625
2019-08-20,1313.7904052734375
2019-08-21,1275.911865234375
2019-08-22,1295.84814453125
2019-08-23,1271.9246826171875
2019-08-27,1271.9246826171875
2019-08-28,1257.969482421875
2019-08-29,1251.9886474609375
2019-08-30,1228.065185546875
2019-09-02,1246.0076904296875
2019-09-03,1236.0396728515625
2019-09-04,1234.0458984375
2019-09-05,1232.05224609375
2019-09-06,1216.1033935546875
2019-09-09,1216.1033935546875
2019-09-10,1216.1033935546875
2019-09-11,1244.01416015625
2019-09-12,1246.0076904296875
2019-09-13,1246.0076904296875
2019-09-16,1236.0396728515625
2019-09-17,1232.05224609375
2019-09-18,1228.065185546875
2019-09-19,1240.02685546875
2019-09-20,1307.809814453125
2019-09-23,1295.84814453125
2019-09-24,1281.8927001953125
2019-09-25,1281.8927001953125
2019-09-26,1230.058837890625
2019-09-27,1232.05224609375
2019-09-30,1232.05224609375
2019-10-01,1156.2952880859375
2019-10-02,1150.3143310546875
2019-10-03,1176.2314453125
2019-10-04,1196.1673583984375
2019-10-07,1186.199462890625
2019-10-08,1192.18017578125
2019-10-09,1150.3143310546875
2019-10-10,1146.3271484375
2019-10-11,1216.1033935546875
2019-10-14,1244.01416015625
2019-10-15,1236.0396728515625
2019-10-16,1236.0396728515625
2019-10-17,1242.0206298828125
2019-10-18,1249.9949951171875
2019-10-21,1271.9246826171875
2019-10-22,1285.8798828125
2019-10-23,1315.7841796875
2019-10-24,1321.7650146484375
2019-10-25,1315.7841796875
2019-10-28,1301.8287353515625
2019-10-29,1287.8736572265625
2019-10-30,1289.8673095703125
2019-10-31,1275.911865234375
2019-11-01,1297.8416748046875
2019-11-04,1303.822509765625
2019-11-05,1305.8160400390625
2019-11-06,1313.7904052734375
2019-11-07,1345.6884765625
2019-11-08,1345.6884765625
2019-11-11,1325.752197265625
2019-11-12,1355.656494140625
2019-11-13,1387.55419921875
2019-11-14,1347.6817626953125
2019-11-15,1325.752197265625
2019-11-18,1289.8673095703125
2019-11-19,1226.071533203125
2019-11-20,1218.09716796875
2019-11-21,1200.1546630859375
2019-11-22,1196.1673583984375
2019-11-25,1200.1546630859375
2019-11-26,1218.09716796875
2019-11-27,1240.02685546875
2019-11-28,1242.0206298828125
2019-11-29,1236.0396728515625
2019-12-02,1246.0076904296875
2019-12-03,1236.0396728515625
2019-12-04,1263.9503173828125
2019-12-05,1255.975830078125
2019-12-06,1255.975830078125
2019-12-09,1279.899169921875
2019-12-10,1303.822509765625
2019-12-11,1295.84814453125
2019-12-12,1299.8350830078125
2019-12-13,1335.72021484375
2019-12-16,1341.7010498046875
2019-12-17,1299.8350830078125
2019-12-18,1299.8350830078125
2019-12-19,1315.7841796875
2019-12-20,1297.8416748046875
2019-12-23,1315.7841796875
2019-12-24,1285.8798828125
2019-12-27,1301.8287353515625
2019-12-30,1295.84814453125
2019-12-31,1295.84814453125
2020-01-02,1293.8544921875
2020-01-03,1291.8607177734375
2020-01-06,1248.0013427734375
2020-01-07,1251.9886474609375
2020-01-08,1216.1033935546875
2020-01-09,1216.1033935546875
2020-01-10,1234.0458984375
2020-01-13,1271.9246826171875
2020-01-14,1255.975830078125
2020-01-15,1257.969482421875
2020-01-16,1261.95654296875
2020-01-17,1265.9437255859375
2020-01-20,1261.95654296875
2020-01-21,1251.9886474609375
2020-01-22,1244.01416015625
2020-01-23,1220.0908203125
2020-01-24,1248.0013427734375
2020-01-27,1208.1290283203125
2020-01-28,1206.1353759765625
2020-01-29,1222.08447265625
2020-01-30,1238.0333251953125
2020-01-31,1236.0396728515625
2020-02-03,1202.148193359375
2020-02-04,1246.0076904296875
2020-02-05,1246.0076904296875
2020-02-06,1230.058837890625
2020-02-07,1246.0076904296875
2020-02-10,1230.058837890625
2020-02-11,1230.058837890625
2020-02-12,1234.0458984375
2020-02-13,1331.7330322265625
2020-02-14,1327.7457275390625
2020-02-17,1315.7841796875
2020-02-18,1315.7841796875
2020-02-19,1305.8160400390625
2020-02-20,1373.59912109375
2020-02-21,1331.7330322265625
2020-02-24,1341.7010498046875
2020-02-25,1335.72021484375
2020-02-26,1321.7650146484375
2020-02-27,1289.8673095703125
2020-02-28,1289.8673095703125
2020-03-02,1295.84814453125
2020-03-03,1271.9246826171875
2020-03-04,1267.9373779296875
2020-03-05,1275.911865234375
2020-03-06,1234.0458984375
2020-03-09,1134.3656005859375
