Date,PAYC
2015-08-03,30.93678092956543
2015-08-04,31.53701400756836
2015-08-05,37.244178771972656
2015-08-06,36.3684196472168
2015-08-07,36.81122589111328
2015-08-10,37.14578628540039
2015-08-11,37.40161895751953
2015-08-12,36.939144134521484
2015-08-13,37.27370071411133
2015-08-14,37.736175537109375
2015-08-17,40.25520706176758
2015-08-18,39.35976791381836
2015-08-19,39.428646087646484
2015-08-20,37.79521942138672
2015-08-21,37.32290267944336
2015-08-24,36.86042022705078
2015-08-25,36.329063415527344
2015-08-26,37.58857727050781
2015-08-27,37.81489562988281
2015-08-28,37.69682312011719
2015-08-31,37.92314529418945
2015-09-01,36.65378952026367
2015-09-02,37.421295166015625
2015-09-03,36.98834991455078
2015-09-04,36.16178894042969
2015-09-08,37.3819465637207
2015-09-09,37.25402069091797
2015-09-10,37.14578628540039
2015-09-11,37.79521942138672
2015-09-14,38.13961410522461
2015-09-15,39.950164794921875
2015-09-16,37.39177703857422
2015-09-17,37.33273696899414
2015-09-18,37.22450637817383
2015-09-21,37.421295166015625
2015-09-22,37.14578628540039
2015-09-23,37.440982818603516
2015-09-24,35.45330810546875
2015-09-25,33.760841369628906
2015-09-28,33.47549057006836
2015-09-29,33.99699783325195
2015-09-30,35.335235595703125
2015-10-01,35.404109954833984
2015-10-02,36.45698928833008
2015-10-05,37.72633743286133
2015-10-06,37.55906295776367
2015-10-07,38.769371032714844
2015-10-08,38.73001480102539
2015-10-09,39.68449020385742
2015-10-12,39.85176467895508
2015-10-13,38.749691009521484
2015-10-14,39.11376953125
2015-10-15,39.7435188293457
2015-10-16,41.189998626708984
2015-10-19,40.18632125854492
2015-10-20,37.95265197753906
2015-10-21,37.67714309692383
2015-10-22,38.01169967651367
2015-10-23,37.07689666748047
2015-10-26,36.82106018066406
2015-10-27,35.58123016357422
2015-10-28,38.33641052246094
2015-10-29,38.26753616333008
2015-10-30,37.40161895751953
2015-11-02,38.3560905456543
2015-11-03,38.523372650146484
2015-11-04,44.99805450439453
2015-11-05,43.590938568115234
2015-11-06,44.16165542602539
2015-11-09,42.7643928527832
2015-11-10,42.429832458496094
2015-11-11,42.83325958251953
2015-11-12,43.64014434814453
2015-11-13,40.38312530517578
2015-11-16,40.56024169921875
2015-11-17,40.91448211669922
2015-11-18,41.3277587890625
2015-11-19,41.947669982910156
2015-11-20,41.51470947265625
2015-11-23,41.06208038330078
2015-11-24,42.07558822631836
2015-11-25,42.52823257446289
2015-11-27,42.98086929321289
2015-11-30,42.90214538574219
2015-12-01,43.433502197265625
2015-12-02,40.75703811645508
2015-12-03,39.4680061340332
2015-12-04,39.5172004699707
2015-12-07,38.84809494018555
2015-12-08,38.37577438354492
2015-12-09,37.26386642456055
2015-12-10,38.06089401245117
2015-12-11,37.11626434326172
2015-12-14,36.86042022705078
2015-12-15,38.04121398925781
2015-12-16,38.031375885009766
2015-12-17,37.303226470947266
2015-12-18,37.16546630859375
2015-12-21,37.91329574584961
2015-12-22,37.88377380371094
2015-12-23,38.62177276611328
2015-12-24,37.88377380371094
2015-12-28,37.88377380371094
2015-12-29,38.10025405883789
2015-12-30,37.70665740966797
2015-12-31,37.027706146240234
2016-01-04,35.39427185058594
2016-01-05,34.31188201904297
2016-01-06,34.42995834350586
2016-01-07,34.971160888671875
2016-01-08,32.72764587402344
2016-01-11,32.43244934082031
2016-01-12,32.6981315612793
2016-01-13,30.405420303344727
2016-01-14,31.300853729248047
2016-01-15,31.507495880126953
2016-01-19,30.543182373046875
2016-01-20,30.326698303222656
2016-01-21,30.917098999023438
2016-01-22,31.78301429748535
2016-01-25,30.739978790283203
2016-01-26,30.011823654174805
2016-01-27,28.319353103637695
2016-01-28,28.7523136138916
2016-01-29,29.667421340942383
2016-02-01,30.83837890625
2016-02-02,30.405420303344727
2016-02-03,29.785503387451172
2016-02-04,30.47429847717285
2016-02-05,26.085681915283203
2016-02-08,23.85201644897461
2016-02-09,22.13987159729004
2016-02-10,23.20258331298828
2016-02-11,23.9700984954834
2016-02-12,23.94057846069336
2016-02-16,25.62320899963379
2016-02-17,26.823684692382812
2016-02-18,27.36487579345703
2016-02-19,27.50263786315918
2016-02-22,28.801511764526367
2016-02-23,28.840871810913086
