Date,EVEN3.SA
2015-08-24,2.2619121074676514
2015-08-25,2.2914793491363525
2015-08-26,2.3284389972686768
2015-08-27,2.350614309310913
2015-08-28,2.4614923000335693
2015-08-31,2.5797624588012695
2015-09-01,2.52062726020813
2015-09-02,2.4984517097473145
2015-09-03,2.564978837966919
2015-09-04,2.5058434009552
2015-09-08,2.5501949787139893
2015-09-09,2.601938009262085
2015-09-10,2.5428030490875244
2015-09-11,2.5797624588012695
2015-09-14,2.6093297004699707
2015-09-15,2.646289110183716
2015-09-16,2.727599859237671
2015-09-17,2.7349915504455566
2015-09-18,2.6980321407318115
2015-09-21,2.5797624588012695
2015-09-22,2.52062726020813
2015-09-23,2.4614923000335693
2015-09-24,2.47627592086792
2015-09-25,2.5058434009552
2015-09-28,2.4910597801208496
2015-09-29,2.52062726020813
2015-09-30,2.5428030490875244
2015-10-01,2.5428030490875244
2015-10-02,2.6536810398101807
2015-10-05,2.712815999984741
2015-10-06,2.6980321407318115
2015-10-07,2.757167100906372
2015-10-08,2.808910369873047
2015-10-09,2.7867348194122314
2015-10-13,2.7497751712799072
2015-10-14,2.7054243087768555
2015-10-15,2.764559030532837
2015-10-16,2.801518678665161
2015-10-19,2.7719507217407227
2015-10-20,2.7941267490386963
2015-10-21,2.882828950881958
2015-10-22,2.9123966693878174
2015-10-23,2.8754372596740723
2015-10-26,2.890221118927002
2015-10-27,2.927180051803589
2015-10-28,3.008491039276123
2015-10-29,3.171111822128296
2015-10-30,2.956747531890869
2015-11-03,3.052841901779175
2015-11-04,2.9863152503967285
2015-11-05,2.9937071800231934
2015-11-06,2.9863152503967285
2015-11-09,2.9197885990142822
2015-11-10,2.9197885990142822
2015-11-11,3.0306663513183594
2015-11-12,2.9937071800231934
2015-11-13,2.956747531890869
2015-11-16,2.9863152503967285
2015-11-17,2.9863152503967285
2015-11-18,3.052841901779175
2015-11-19,3.1193687915802
2015-11-23,3.1045849323272705
2015-11-24,3.156327962875366
2015-11-25,3.0676257610321045
2015-11-26,3.2080719470977783
2015-11-27,3.1858956813812256
2015-11-30,3.015882730484009
2015-12-01,2.9493558406829834
2015-12-02,2.9345719814300537
2015-12-03,3.0676257610321045
2015-12-04,2.890221118927002
2015-12-07,2.956747531890869
2015-12-08,2.956747531890869
2015-12-09,3.0971930027008057
2015-12-10,3.156327962875366
2015-12-11,3.0676257610321045
2015-12-14,2.9493558406829834
2015-12-15,3.015882730484009
2015-12-16,3.0232746601104736
2015-12-17,3.001098871231079
2015-12-18,2.956747531890869
2015-12-21,2.9937071800231934
2015-12-22,2.9937071800231934
2015-12-23,3.04544997215271
2015-12-28,2.9863152503967285
2015-12-29,3.082409620285034
2015-12-30,3.04544997215271
2016-01-04,2.9789233207702637
2016-01-05,3.0306663513183594
2016-01-06,2.956747531890869
2016-01-07,2.956747531890869
2016-01-08,2.964139699935913
2016-01-11,2.956747531890869
2016-01-12,2.964139699935913
2016-01-13,2.9789233207702637
2016-01-14,2.9789233207702637
2016-01-15,2.9863152503967285
2016-01-18,3.008491039276123
2016-01-19,3.052841901779175
2016-01-20,2.9863152503967285
2016-01-21,2.9937071800231934
2016-01-22,2.956747531890869
2016-01-26,2.882828950881958
2016-01-27,2.956747531890869
2016-01-28,2.9197885990142822
2016-01-29,3.052841901779175
2016-02-01,3.134152412414551
2016-02-02,3.1045849323272705
2016-02-03,3.171111822128296
2016-02-04,3.1637203693389893
2016-02-05,3.17850399017334
2016-02-10,3.1637203693389893
2016-02-11,3.1267611980438232
2016-02-12,3.038058280944824
2016-02-15,3.1045849323272705
2016-02-16,3.296773910522461
2016-02-17,3.2745981216430664
2016-02-18,3.341125011444092
2016-02-19,3.4372193813323975
2016-02-22,3.407651901245117
2016-02-23,3.370692014694214
2016-02-24,3.370692014694214
2016-02-25,3.422436237335205
2016-02-26,3.341125011444092
2016-02-29,3.3559086322784424
2016-03-01,3.341125011444092
2016-03-02,3.3115577697753906
2016-03-03,3.5111379623413086
2016-03-04,3.622015953063965
2016-03-07,3.5037460327148438
2016-03-08,3.496354341506958
2016-03-09,3.5480971336364746
2016-03-10,3.5554890632629395
2016-03-11,3.5554890632629395
2016-03-14,3.3115577697753906
2016-03-15,3.215463399887085
2016-03-16,3.326341152191162
2016-03-17,3.4741783142089844
2016-03-18,3.48157000541687
2016-03-21,3.4002597332000732
2016-03-22,3.378084421157837
2016-03-23,3.3041656017303467
2016-03-24,3.2376391887664795
2016-03-28,3.2302465438842773
2016-03-29,3.3041656017303467
2016-03-30,3.1415441036224365
2016-03-31,3.075017213821411
2016-04-01,3.1267611980438232
2016-04-04,3.038058280944824
2016-04-05,3.0602335929870605
2016-04-06,3.04544997215271
2016-04-07,2.8976128101348877
2016-04-08,2.956747531890869
2016-04-11,3.0232746601104736
2016-04-12,3.0232746601104736
2016-04-13,3.1267611980438232
2016-04-14,2.964139699935913
2016-04-15,2.9789233207702637
2016-04-18,2.964139699935913
2016-04-19,3.015882730484009
2016-04-20,2.9345719814300537
2016-04-22,2.853261947631836
2016-04-25,2.764559030532837
2016-04-26,2.757167100906372
2016-04-27,2.7719507217407227
2016-04-28,2.7719507217407227
2016-04-29,2.7054243087768555
2016-05-02,2.7349915504455566
2016-05-03,2.6906402111053467
2016-05-04,2.6980321407318115
