Date,LHA.DE
2015-08-24,6.122895240783691
2015-08-25,6.4589972496032715
2015-08-26,6.438539505004883
2015-08-27,6.523294925689697
2015-08-28,6.4473066329956055
2015-08-31,6.345014572143555
2015-09-01,6.228109836578369
2015-09-02,6.266103267669678
2015-09-03,6.3800859451293945
2015-09-04,6.698652744293213
2015-09-07,6.704497337341309
2015-09-08,6.856472969055176
2015-09-09,6.836015701293945
2015-09-10,6.876932144165039
2015-09-11,6.879854679107666
2015-09-14,6.93830680847168
2015-09-15,6.97922420501709
2015-09-16,7.017217636108398
2015-09-17,6.93830680847168
2015-09-18,6.865240573883057
2015-09-21,6.8740105628967285
2015-09-22,6.681116104125977
2015-09-23,6.94415283203125
2015-09-24,6.833093643188477
2015-09-25,6.914926052093506
2015-09-28,6.844783782958984
2015-09-29,6.836015701293945
2015-09-30,7.262718200683594
2015-10-01,7.119510173797607
2015-10-02,7.408849239349365
2015-10-05,7.794636249542236
2015-10-06,7.847243785858154
2015-10-07,7.7069573402404785
2015-10-08,8.031368255615234
2015-10-09,7.85893440246582
2015-10-12,7.914463043212891
2015-10-13,7.934921741485596
2015-10-14,7.961225986480713
2015-10-15,7.9086174964904785
2015-10-16,7.955380916595459
2015-10-19,8.089820861816406
2015-10-20,7.99921989440918
2015-10-21,8.086898803710938
2015-10-22,7.964148044586182
2015-10-23,8.133659362792969
2015-10-26,8.241796493530273
2015-10-27,8.247642517089844
2015-10-28,8.347012519836426
2015-10-29,7.648504734039307
2015-10-30,7.850165843963623
2015-11-02,7.902773380279541
2015-11-03,8.06936264038086
2015-11-04,8.21257209777832
2015-11-05,7.8969268798828125
2015-11-06,8.154118537902832
2015-11-09,7.899850368499756
2015-11-10,7.823862552642822
2015-11-11,7.873547077178955
2015-11-12,7.844319820404053
2015-11-13,7.806325912475586
2015-11-16,7.628046035766602
2015-11-17,7.815094470977783
2015-11-18,7.712803363800049
2015-11-19,8.002141952514648
2015-11-20,8.02844524383545
2015-11-23,7.85893440246582
2015-11-24,7.546213626861572
2015-11-25,7.750797271728516
2015-11-26,7.826785087585449
2015-11-27,7.818017482757568
2015-11-30,7.929076671600342
2015-12-01,8.02552318572998
2015-12-02,8.022600173950195
2015-12-03,7.902773380279541
2015-12-04,8.098588943481445
2015-12-07,8.154118537902832
2015-12-08,8.007987976074219
2015-12-09,7.899850368499756
2015-12-10,7.978760719299316
2015-12-11,7.788790225982666
2015-12-14,7.666040420532227
2015-12-15,8.054749488830566
2015-12-16,8.098588943481445
2015-12-17,8.265179634094238
2015-12-18,8.244718551635742
2015-12-21,8.463916778564453
2015-12-22,8.399620056152344
