Date,PWR
2015-08-03,26.90957260131836
2015-08-04,26.821247100830078
2015-08-05,22.6798038482666
2015-08-06,22.905519485473633
2015-08-07,23.199935913085938
2015-08-10,24.024295806884766
2015-08-11,23.99485969543457
2015-08-12,24.475746154785156
2015-08-13,23.739702224731445
2015-08-14,24.07337188720703
2015-08-17,24.004671096801758
2015-08-18,24.03411293029785
2015-08-19,23.72989273071289
2015-08-20,23.21956443786621
2015-08-21,22.6307430267334
2015-08-24,21.561025619506836
2015-08-25,21.42363739013672
2015-08-26,21.99283218383789
2015-08-27,23.20975112915039
2015-08-28,23.3275146484375
2015-08-31,23.78876495361328
2015-09-01,22.827009201049805
2015-09-02,23.258825302124023
2015-09-03,23.43547248840332
2015-09-04,23.249008178710938
2015-09-08,23.965417861938477
2015-09-09,23.906530380249023
2015-09-10,24.083187103271484
2015-09-11,23.945791244506836
2015-09-14,23.76914405822754
2015-09-15,24.15188980102539
2015-09-16,24.465925216674805
2015-09-17,24.279457092285156
2015-09-18,24.122438430786133
2015-09-21,24.44629669189453
2015-09-22,24.004671096801758
2015-09-23,23.288265228271484
2015-09-24,23.651378631591797
2015-09-25,23.92616081237793
2015-09-28,23.160686492919922
2015-09-29,23.406030654907227
2015-09-30,23.759328842163086
2015-10-01,24.230390548706055
2015-10-02,24.289276123046875
2015-10-05,25.084199905395508
2015-10-06,25.152894973754883
2015-10-07,25.7122859954834
2015-10-08,26.2814884185791
2015-10-09,26.01651382446289
2015-10-12,25.79079818725586
2015-10-13,25.39824104309082
2015-10-14,25.123449325561523
2015-10-15,25.722095489501953
2015-10-16,18.391151428222656
2015-10-19,18.950542449951172
2015-10-20,19.470672607421875
2015-10-21,19.186073303222656
2015-10-22,18.96035385131836
2015-10-23,19.11737632751465
2015-10-26,19.146814346313477
2015-10-27,18.96035385131836
2015-10-28,19.470672607421875
2015-10-29,19.480493545532227
2015-10-30,19.735654830932617
2015-11-02,19.657136917114258
2015-11-03,19.78472328186035
2015-11-04,19.578630447387695
2015-11-05,20.34410858154297
2015-11-06,20.461875915527344
2015-11-09,20.844615936279297
2015-11-10,21.0899658203125
2015-11-11,21.246976852416992
2015-11-12,20.285221099853516
2015-11-13,20.314664840698242
2015-11-16,20.77591896057129
2015-11-17,20.560012817382812
2015-11-18,20.913314819335938
2015-11-19,21.14884376525879
2015-11-20,21.099775314331055
2015-11-23,21.011445999145508
2015-11-24,21.354930877685547
2015-11-25,21.27642822265625
2015-11-27,21.3156795501709
2015-11-30,21.6395320892334
2015-12-01,22.140043258666992
2015-12-02,22.179302215576172
2015-12-03,22.512968063354492
2015-12-04,21.13903045654297
2015-12-07,20.461875915527344
2015-12-08,19.89266586303711
2015-12-09,19.951557159423828
2015-12-10,20.039878845214844
2015-12-11,19.460865020751953
2015-12-14,19.470672607421875
2015-12-15,19.941736221313477
2015-12-16,20.324478149414062
2015-12-17,19.49030303955078
2015-12-18,19.49030303955078
2015-12-21,19.598255157470703
2015-12-22,19.843605041503906
2015-12-23,20.52075958251953
2015-12-24,20.295040130615234
2015-12-28,20.23615837097168
2015-12-29,20.38336944580078
2015-12-30,20.13802146911621
2015-12-31,19.873043060302734
2016-01-04,19.931926727294922
2016-01-05,19.09775161743164
2016-01-06,19.078123092651367
2016-01-07,18.567798614501953
2016-01-08,18.351903915405273
2016-01-11,18.126178741455078
2016-01-12,18.155622482299805
2016-01-13,17.74343490600586
2016-01-14,17.694368362426758
2016-01-15,17.792510986328125
2016-01-19,17.223304748535156
2016-01-20,17.311626434326172
2016-01-21,17.33125877380371
2016-01-22,17.556974411010742
2016-01-25,17.49809455871582
2016-01-26,17.57660675048828
2016-01-27,17.439210891723633
2016-01-28,17.664928436279297
2016-01-29,18.351903915405273
2016-02-01,18.400964736938477
2016-02-02,18.00841522216797
2016-02-03,18.234132766723633
2016-02-04,18.548175811767578
2016-02-05,18.46966552734375
2016-02-08,17.321441650390625
2016-02-09,17.213489532470703
2016-02-10,17.16442108154297
2016-02-11,16.9681396484375
2016-02-12,17.33125877380371
2016-02-16,17.704185485839844
2016-02-17,18.21449851989746
2016-02-18,18.22431755065918
2016-02-19,18.332265853881836
2016-02-22,18.665939331054688
2016-02-23,18.351903915405273
2016-02-24,18.175247192382812
2016-02-25,19.5491886138916
2016-02-26,19.833786010742188
2016-02-29,19.91229248046875
2016-03-01,20.50112533569336
2016-03-02,20.805360794067383
2016-03-03,21.109586715698242
2016-03-04,21.354930877685547
2016-03-07,21.600284576416016
2016-03-08,21.590469360351562
2016-03-09,21.551204681396484
2016-03-10,21.698421478271484
2016-03-11,22.140043258666992
2016-03-14,22.04190444946289
2016-03-15,21.50214385986328
2016-03-16,21.77692985534668
2016-03-17,22.100791931152344
2016-03-18,22.247989654541016
2016-03-21,22.218547821044922
2016-03-22,22.277437210083008
2016-03-23,21.904504776000977
2016-03-24,21.884883880615234
2016-03-28,21.875070571899414
2016-03-29,22.15966796875
2016-03-30,22.198925018310547
2016-03-31,22.140043258666992
2016-04-01,22.04190444946289
2016-04-04,21.747488021850586
2016-04-05,21.6395320892334
2016-04-06,22.04190444946289
2016-04-07,21.43344497680664
2016-04-08,21.71804428100586
2016-04-11,21.521774291992188
2016-04-12,21.97320556640625
2016-04-13,22.33631706237793
2016-04-14,22.189117431640625
2016-04-15,22.179302215576172
2016-04-18,22.208744049072266
2016-04-19,22.463899612426758
2016-04-20,22.473712921142578
2016-04-21,22.522783279418945
2016-04-22,22.974220275878906
2016-04-25,22.522783279418945
2016-04-26,23.190120697021484
2016-04-27,23.83783721923828
2016-04-28,23.14105987548828
2016-04-29,23.278446197509766
2016-05-02,23.47472381591797
2016-05-03,22.885896682739258
2016-05-04,22.787752151489258
2016-05-05,22.728872299194336
2016-05-06,23.190120697021484
2016-05-09,22.777942657470703
2016-05-10,23.21956443786621
2016-05-11,23.190120697021484
2016-05-12,22.974220275878906
2016-05-13,22.42464828491211
2016-05-16,22.76812171936035
2016-05-17,22.31669044494629
2016-05-18,22.00265121459961
2016-05-19,22.149852752685547
2016-05-20,22.395204544067383
2016-05-23,22.444278717041016
2016-05-24,22.228363037109375
2016-05-25,22.974220275878906
2016-05-26,23.131242752075195
2016-05-27,23.21956443786621
2016-05-31,23.582677841186523
2016-06-01,23.49435806274414
2016-06-02,23.190120697021484
2016-06-03,23.170495986938477
2016-06-06,23.47472381591797
2016-06-07,23.651378631591797
2016-06-08,23.92616081237793
2016-06-09,23.651378631591797
2016-06-10,23.033100128173828
2016-06-13,22.591476440429688
2016-06-14,22.522783279418945
2016-06-15,22.62092399597168
2016-06-16,22.660175323486328
2016-06-17,22.777942657470703
2016-06-20,23.003658294677734
2016-06-21,23.06254768371582
2016-06-22,23.121427536010742
2016-06-23,23.66118621826172
2016-06-24,22.5816650390625
2016-06-27,21.3156795501709
2016-06-28,21.5119571685791
2016-06-29,22.01246452331543
2016-06-30,22.68962287902832
2016-07-01,22.738683700561523
2016-07-05,22.61111068725586
2016-07-06,23.023283004760742
2016-07-07,23.21956443786621
2016-07-08,23.906530380249023
2016-07-11,24.21076202392578
