Date,TV.LM
2015-08-24,4.099999904632568
2015-08-25,3.799999952316284
2015-08-26,3.450000047683716
2015-08-27,3.7200000286102295
2015-08-28,3.7200000286102295
2015-08-31,4.150000095367432
2015-09-01,4.150000095367432
2015-09-02,4.150000095367432
2015-09-03,4.150000095367432
2015-09-04,4.0
2015-09-08,4.150000095367432
2015-09-09,4.199999809265137
2015-09-10,4.199999809265137
2015-09-11,4.199999809265137
2015-09-14,4.199999809265137
2015-09-15,4.070000171661377
2015-09-16,4.070000171661377
2015-09-17,4.070000171661377
2015-09-18,4.070000171661377
2015-09-21,4.070000171661377
2015-09-22,4.0
2015-09-23,3.5
2015-09-24,3.0999999046325684
2015-09-25,3.200000047683716
2015-09-28,2.450000047683716
2015-09-29,2.4000000953674316
2015-09-30,2.5199999809265137
2015-10-01,2.5199999809265137
2015-10-02,2.5999999046325684
2015-10-05,2.9000000953674316
2015-10-06,2.9000000953674316
2015-10-07,3.180000066757202
2015-10-08,3.180000066757202
2015-10-09,3.180000066757202
2015-10-12,3.180000066757202
2015-10-13,4.769999980926514
2015-10-14,5.099999904632568
2015-10-15,5.0
2015-10-16,4.860000133514404
2015-10-19,4.860000133514404
2015-10-20,4.449999809265137
2015-10-21,4.449999809265137
2015-10-22,4.599999904632568
2015-10-23,4.5
2015-10-26,4.5
2015-10-27,4.5
2015-10-28,4.5
2015-10-29,4.300000190734863
2015-10-30,4.300000190734863
2015-11-02,4.300000190734863
2015-11-03,4.300000190734863
2015-11-04,4.300000190734863
2015-11-05,4.300000190734863
2015-11-06,4.300000190734863
2015-11-09,4.300000190734863
2015-11-10,4.300000190734863
2015-11-11,3.690000057220459
2015-11-12,3.690000057220459
2015-11-13,3.5
2015-11-16,3.299999952316284
2015-11-17,2.9000000953674316
2015-11-18,2.9000000953674316
2015-11-19,2.5799999237060547
2015-11-20,2.299999952316284
2015-11-23,2.200000047683716
2015-11-24,2.200000047683716
2015-11-25,2.5
2015-11-27,2.5
2015-11-30,2.509999990463257
2015-12-01,2.509999990463257
2015-12-02,2.859999895095825
2015-12-03,2.859999895095825
2015-12-04,2.859999895095825
2015-12-07,2.859999895095825
2015-12-08,2.859999895095825
2015-12-09,2.859999895095825
2015-12-10,2.859999895095825
2015-12-11,2.859999895095825
2015-12-14,2.859999895095825
2015-12-15,2.859999895095825
2015-12-16,2.859999895095825
2015-12-17,2.5
2015-12-18,2.5
2015-12-21,2.5
2015-12-22,3.0999999046325684
2015-12-23,3.0999999046325684
2015-12-24,3.200000047683716
2015-12-28,3.3499999046325684
2015-12-29,3.4000000953674316
2015-12-30,3.549999952316284
2015-12-31,3.549999952316284
2016-01-04,3.549999952316284
2016-01-05,3.549999952316284
2016-01-06,3.549999952316284
2016-01-07,3.549999952316284
2016-01-08,3.549999952316284
2016-01-11,2.799999952316284
2016-01-12,2.799999952316284
2016-01-13,2.4200000762939453
2016-01-14,2.4200000762939453
2016-01-15,2.5999999046325684
2016-01-19,2.5999999046325684
2016-01-20,2.5999999046325684
2016-01-21,2.5999999046325684
2016-01-22,2.5999999046325684
2016-01-25,2.5999999046325684
2016-01-26,2.5999999046325684
2016-01-27,2.5999999046325684
2016-01-28,2.5999999046325684
2016-01-29,2.549999952316284
2016-02-01,2.549999952316284
2016-02-02,2.5
2016-02-03,2.5
2016-02-04,2.5999999046325684
2016-02-05,2.809999942779541
2016-02-08,2.619999885559082
2016-02-09,2.619999885559082
2016-02-10,2.619999885559082
2016-02-11,2.5
2016-02-12,2.5399999618530273
2016-02-16,2.5
2016-02-17,2.5
2016-02-18,2.5999999046325684
2016-02-19,2.5999999046325684
2016-02-22,3.0999999046325684
2016-02-23,3.0999999046325684
2016-02-24,2.799999952316284
2016-02-25,2.950000047683716
2016-02-26,3.0999999046325684
2016-02-29,3.0999999046325684
2016-03-01,3.0999999046325684
2016-03-02,2.549999952316284
2016-03-03,2.680000066757202
2016-03-04,2.7300000190734863
2016-03-07,3.0
2016-03-08,3.0
2016-03-09,2.9100000858306885
2016-03-10,2.799999952316284
2016-03-11,2.75
2016-03-14,2.700000047683716
2016-03-15,2.700000047683716
2016-03-16,2.75
2016-03-17,2.700000047683716
2016-03-18,2.950000047683716
2016-03-21,2.950000047683716
2016-03-22,2.950000047683716
2016-03-23,3.1500000953674316
2016-03-24,2.9000000953674316
2016-03-28,2.890000104904175
2016-03-29,2.890000104904175
2016-03-30,2.7100000381469727
2016-03-31,2.9000000953674316
2016-04-01,2.9000000953674316
2016-04-04,2.75
2016-04-05,2.75
2016-04-06,2.700000047683716
2016-04-07,2.700000047683716
2016-04-08,2.75
2016-04-11,2.799999952316284
2016-04-12,2.799999952316284
2016-04-13,2.990000009536743
2016-04-14,3.200000047683716
2016-04-15,3.299999952316284
2016-04-18,4.0
2016-04-19,4.0
2016-04-20,4.730000019073486
2016-04-21,4.300000190734863
2016-04-22,4.199999809265137
2016-04-25,4.230000019073486
2016-04-26,4.230000019073486
2016-04-27,4.21999979019165
2016-04-28,4.400000095367432
2016-04-29,4.800000190734863
2016-05-02,4.699999809265137
2016-05-03,4.699999809265137
2016-05-04,4.5
2016-05-05,4.099999904632568
2016-05-06,4.099999904632568
2016-05-09,3.9000000953674316
2016-05-10,3.9000000953674316
2016-05-11,3.799999952316284
2016-05-12,3.9000000953674316
2016-05-13,3.7899999618530273
2016-05-16,3.6500000953674316
2016-05-17,3.6500000953674316
2016-05-18,3.700000047683716
2016-05-19,3.200000047683716
2016-05-20,3.4000000953674316
2016-05-23,3.4000000953674316
2016-05-24,3.6500000953674316
2016-05-25,3.640000104904175
2016-05-26,3.640000104904175
2016-05-27,3.5
2016-05-31,3.4000000953674316
2016-06-01,3.4000000953674316
2016-06-02,3.630000114440918
2016-06-03,4.0
2016-06-06,4.800000190734863
2016-06-07,4.800000190734863
2016-06-08,4.460000038146973
2016-06-09,4.699999809265137
2016-06-10,4.78000020980835
2016-06-13,4.5
2016-06-14,4.300000190734863
2016-06-15,4.539999961853027
2016-06-16,4.5
2016-06-17,4.449999809265137
2016-06-20,4.5
2016-06-21,4.5
2016-06-22,4.5
2016-06-23,4.340000152587891
2016-06-24,4.099999904632568
2016-06-27,3.890000104904175
2016-06-28,3.9100000858306885
2016-06-29,3.9100000858306885
2016-06-30,4.300000190734863
2016-07-01,4.369999885559082
2016-07-05,4.5
2016-07-06,4.590000152587891
2016-07-07,4.800000190734863
2016-07-08,4.699999809265137
2016-07-11,4.900000095367432
2016-07-12,5.300000190734863
2016-07-13,5.400000095367432
2016-07-14,6.0
2016-07-15,6.0
2016-07-18,6.199999809265137
2016-07-19,6.199999809265137
2016-07-20,6.400000095367432
2016-07-21,7.0
2016-07-22,6.800000190734863
2016-07-25,6.699999809265137
2016-07-26,6.5
2016-07-27,6.5
2016-07-28,6.5
2016-07-29,6.5
2016-08-01,7.0
2016-08-02,7.099999904632568
2016-08-03,7.099999904632568
2016-08-04,7.400000095367432
2016-08-05,7.099999904632568
2016-08-08,7.099999904632568
2016-08-09,7.0
2016-08-10,7.300000190734863
2016-08-11,7.5
2016-08-12,7.099999904632568
2016-08-15,7.099999904632568
2016-08-16,7.099999904632568
2016-08-17,7.099999904632568
2016-08-18,7.300000190734863
2016-08-19,7.400000095367432
2016-08-22,7.300000190734863
2016-08-23,7.300000190734863
2016-08-24,7.0
2016-08-25,7.0
2016-08-26,6.900000095367432
2016-08-29,6.900000095367432
2016-08-30,6.900000095367432
2016-08-31,6.800000190734863
2016-09-01,6.800000190734863
2016-09-02,6.900000095367432
2016-09-06,6.900000095367432
2016-09-07,7.099999904632568
2016-09-08,6.900000095367432
2016-09-09,6.800000190734863
2016-09-12,6.800000190734863
2016-09-13,6.599999904632568
2016-09-14,6.599999904632568
2016-09-15,6.599999904632568
2016-09-16,6.599999904632568
2016-09-19,7.0
2016-09-20,7.199999809265137
2016-09-21,7.5
2016-09-22,7.900000095367432
2016-09-23,7.699999809265137
2016-09-26,7.5
2016-09-27,8.100000381469727
2016-09-28,8.300000190734863
2016-09-29,8.300000190734863
2016-09-30,8.5
2016-10-03,8.399999618530273
2016-10-04,8.300000190734863
2016-10-05,8.0
2016-10-06,8.0
2016-10-07,7.699999809265137
2016-10-10,7.699999809265137
2016-10-11,7.5
2016-10-12,7.5
2016-10-13,7.300000190734863
2016-10-14,7.0
2016-10-17,7.0
2016-10-18,7.5
2016-10-19,7.5
2016-10-20,7.5
2016-10-21,7.5
2016-10-24,7.5
2016-10-25,7.900000095367432
2016-10-26,7.699999809265137
2016-10-27,7.400000095367432
2016-10-28,7.400000095367432
2016-10-31,7.400000095367432
2016-11-01,7.400000095367432
2016-11-02,7.599999904632568
2016-11-03,7.599999904632568
2016-11-04,7.599999904632568
2016-11-07,8.0
2016-11-08,7.900000095367432
2016-11-09,7.699999809265137
2016-11-10,8.100000381469727
2016-11-11,8.300000190734863
2016-11-14,8.5
2016-11-15,8.300000190734863
2016-11-16,8.199999809265137
2016-11-17,8.199999809265137
2016-11-18,8.199999809265137
2016-11-21,9.0
2016-11-22,9.199999809265137
2016-11-23,9.100000381469727
2016-11-25,10.100000381469727
2016-11-28,10.199999809265137
2016-11-29,9.5
2016-11-30,9.5
2016-12-01,9.899999618530273
2016-12-02,10.0
2016-12-05,10.300000190734863
2016-12-06,10.100000381469727
2016-12-07,10.199999809265137
2016-12-08,10.199999809265137
2016-12-09,9.5
2016-12-12,9.600000381469727
2016-12-13,9.699999809265137
2016-12-14,9.699999809265137
2016-12-15,9.699999809265137
2016-12-16,9.699999809265137
2016-12-19,8.899999618530273
2016-12-20,8.899999618530273
2016-12-21,8.5
2016-12-22,8.600000381469727
2016-12-23,8.300000190734863
2016-12-27,8.300000190734863
2016-12-28,8.699999809265137
2016-12-29,8.5
2016-12-30,8.5
2017-01-03,8.300000190734863
2017-01-04,8.699999809265137
2017-01-05,8.800000190734863
2017-01-06,8.600000381469727
2017-01-09,8.600000381469727
2017-01-10,9.600000381469727
2017-01-11,9.600000381469727
2017-01-12,9.5
