Date,AGUAS-A.SN
2016-06-24,239.9784393310547
2016-06-28,241.22666931152344
2016-06-29,242.40484619140625
2016-06-30,241.787109375
2016-07-01,242.6595916748047
2016-07-04,242.46853637695312
2016-07-05,242.5322265625
2016-07-06,243.0989990234375
2016-07-07,242.14369201660156
2016-07-08,245.289794921875
2016-07-11,248.5122528076172
2016-07-12,251.5754852294922
2016-07-13,253.39691162109375
2016-07-14,254.84890747070312
2016-07-15,253.1358184814453
2016-07-18,257.1861572265625
2016-07-19,257.2816467285156
2016-07-20,255.16091918945312
2016-07-21,256.5811462402344
2016-07-22,257.4472961425781
2016-07-25,254.5177459716797
2016-07-26,252.98292541503906
2016-07-27,252.14227294921875
2016-07-28,252.6899871826172
2016-07-29,252.0340118408203
2016-08-01,252.21238708496094
2016-08-02,252.28880310058594
2016-08-03,253.5879669189453
2016-08-04,253.92547607421875
2016-08-05,254.0400848388672
2016-08-08,254.73426818847656
2016-08-09,255.9761199951172
2016-08-10,256.4919738769531
2016-08-11,257.6064758300781
2016-08-12,258.5298767089844
2016-08-16,266.2422180175781
2016-08-17,261.3575439453125
2016-08-18,264.1151123046875
2016-08-19,264.675537109375
2016-08-22,264.2552490234375
2016-08-23,264.24249267578125
2016-08-24,264.0387268066406
2016-08-25,262.5293273925781
2016-08-26,262.5229797363281
2016-08-29,261.4912414550781
2016-08-30,259.4533386230469
2016-08-31,259.7908630371094
2016-09-01,261.0200500488281
2016-09-02,261.1282958984375
2016-09-05,260.6888122558594
2016-09-06,265.8727722167969
2016-09-07,268.4202575683594
2016-09-08,266.41412353515625
2016-09-09,265.1085510253906
2016-09-12,265.8345642089844
2016-09-13,265.4970703125
2016-09-14,268.43939208984375
2016-09-15,267.8215637207031
2016-09-16,268.64312744140625
2016-09-20,268.24188232421875
2016-09-21,266.0574645996094
2016-09-22,266.7007141113281
2016-09-23,266.611572265625
2016-09-26,266.17852783203125
2016-09-27,262.3700866699219
2016-09-28,268.254638671875
2016-09-29,269.8913269042969
2016-09-30,269.0315856933594
2016-10-03,268.69403076171875
2016-10-04,268.7131042480469
2016-10-05,267.11468505859375
2016-10-06,265.6435241699219
2016-10-07,264.376220703125
2016-10-11,265.6244201660156
2016-10-12,263.5292053222656
2016-10-13,266.7070617675781
2016-10-14,265.93646240234375
2016-10-17,268.01263427734375
2016-10-18,267.1592712402344
2016-10-19,270.1842956542969
2016-10-20,270.5345458984375
2016-10-21,273.9480895996094
2016-10-24,275.0625915527344
2016-10-25,275.8522644042969
2016-10-26,277.04949951171875
2016-10-27,276.36175537109375
2016-10-28,274.28564453125
2016-11-02,269.458251953125
2016-11-03,270.3498840332031
2016-11-04,271.9164733886719
2016-11-07,273.68701171875
2016-11-08,273.3430480957031
2016-11-09,272.5151672363281
2016-11-10,269.2990417480469
2016-11-11,266.44598388671875
2016-11-14,260.6952209472656
2016-11-15,261.2047119140625
2016-11-16,262.4720764160156
2016-11-17,267.6942443847656
2016-11-18,267.12109375
2016-11-21,274.2537536621094
2016-11-22,273.45135498046875
2016-11-23,273.84619140625
2016-11-24,273.09466552734375
2016-11-25,271.7445373535156
2016-11-28,272.8526916503906
2016-11-29,270.91668701171875
2016-11-30,268.64947509765625
2016-12-01,268.9424133300781
2016-12-02,271.50897216796875
2016-12-05,270.19696044921875
2016-12-06,271.2414855957031
2016-12-07,270.3371276855469
2016-12-09,279.1002502441406
2016-12-12,277.78826904296875
2016-12-13,275.4892578125
2016-12-14,275.4001159667969
2016-12-15,272.20947265625
2016-12-16,267.6814270019531
2016-12-19,264.28070068359375
2016-12-20,266.9236145019531
2016-12-21,264.968505859375
2016-12-22,256.6639404296875
2016-12-23,220.00042724609375
2016-12-26,229.2729034423828
2016-12-27,217.25558471679688
2016-12-28,222.2165985107422
2016-12-29,219.90484619140625
2016-12-30,222.08926391601562
2017-01-03,222.8280029296875
2017-01-04,226.375244140625
2017-01-05,238.59005737304688
2017-01-06,237.21450805664062
2017-01-09,235.09373474121094
2017-01-10,233.00489807128906
2017-01-11,234.119384765625
2017-01-12,239.2078094482422
2017-01-13,236.59445190429688
2017-01-16,234.84300231933594
2017-01-17,234.25265502929688
2017-01-18,234.7586212158203
2017-01-19,234.0515899658203
2017-01-20,231.5281219482422
2017-01-23,228.25213623046875
2017-01-24,229.05657958984375
2017-01-25,232.11839294433594
2017-01-26,233.9217987060547
2017-01-27,231.00267028808594
2017-01-30,231.07400512695312
2017-01-31,228.29759216308594
2017-02-01,228.1029510498047
2017-02-02,227.14285278320312
2017-02-03,229.88043212890625
2017-02-06,226.0011444091797
2017-02-07,223.957763671875
2017-02-08,222.1089630126953
2017-02-09,223.0365753173828
2017-02-10,226.98719787597656
2017-02-13,226.57850646972656
2017-02-14,225.6897735595703
2017-02-15,225.4627227783203
2017-02-16,226.37744140625
2017-02-17,225.54055786132812
2017-02-20,226.40333557128906
2017-02-21,225.54055786132812
2017-02-22,224.42477416992188
2017-02-23,224.457275390625
2017-02-24,222.04408264160156
2017-02-27,223.57504272460938
2017-02-28,227.14938354492188
2017-03-01,230.91183471679688
2017-03-02,232.16383361816406
2017-03-03,234.0191192626953
2017-03-06,233.50657653808594
2017-03-07,234.8299560546875
2017-03-08,232.10543823242188
2017-03-09,233.29908752441406
2017-03-10,231.7810821533203
2017-03-13,233.04612731933594
2017-03-14,236.07550048828125
2017-03-15,236.45176696777344
2017-03-16,240.00668334960938
2017-03-17,245.4168243408203
2017-03-20,245.76710510253906
2017-03-21,246.0525665283203
2017-03-22,249.10791015625
2017-03-23,252.7666015625
2017-03-24,249.41934204101562
2017-03-27,249.43226623535156
2017-03-28,253.0325927734375
2017-03-29,250.7751007080078
2017-03-30,252.6758270263672
2017-03-31,249.56199645996094
2017-04-03,251.13836669921875
2017-04-04,251.9232635498047
2017-04-05,249.55551147460938
2017-04-06,249.09494018554688
2017-04-07,247.38888549804688
2017-04-10,246.48068237304688
2017-04-11,244.21673583984375
2017-04-12,242.96469116210938
2017-04-13,245.44920349121094
2017-04-17,246.29254150390625
2017-04-18,245.68275451660156
2017-04-19,245.68275451660156
2017-04-20,241.49221801757812
2017-04-21,243.97666931152344
2017-04-24,243.97666931152344
2017-04-25,244.16481018066406
2017-04-26,244.46322631835938
2017-04-27,243.84690856933594
2017-04-28,244.78103637695312
2017-05-02,246.00714111328125
2017-05-03,248.5500946044922
2017-05-04,248.3099822998047
2017-05-05,249.24412536621094
2017-05-08,249.97067260742188
2017-05-09,248.485107421875
2017-05-10,251.51458740234375
2017-05-11,250.5286102294922
2017-05-12,254.60247802734375
2017-05-15,254.10940551757812
2017-05-16,254.187255859375
2017-05-17,241.64137268066406
2017-05-18,239.02708435058594
2017-05-19,242.0695037841797
2017-05-22,243.74964904785156
2017-05-23,246.4287567138672
2017-05-24,245.84500122070312
2017-05-25,243.28260803222656
2017-05-29,242.04359436035156
2017-05-30,242.69224548339844
2017-05-31,242.33554077148438
2017-06-01,244.19725036621094
2017-06-02,242.8155059814453
2017-06-05,242.7831268310547
2017-06-06,243.2176971435547
2017-06-07,243.58099365234375
2017-06-08,245.41030883789062
2017-06-09,244.4113006591797
2017-06-12,244.1194305419922
2017-06-13,244.5540008544922
2017-06-14,246.37037658691406
2017-06-15,245.52061462402344
2017-06-16,252.94174194335938
2017-06-19,248.21273803710938
2017-06-20,249.24412536621094
2017-06-21,245.94227600097656
2017-06-22,248.1932830810547
2017-06-23,247.47317504882812
2017-06-27,250.10691833496094
2017-06-28,249.4452667236328
2017-06-29,250.50914001464844
2017-06-30,252.3059539794922
2017-07-03,251.41732788085938
2017-07-04,252.20225524902344
2017-07-05,252.1828155517578
2017-07-06,252.2865753173828
2017-07-07,251.22921752929688
2017-07-10,255.277099609375
2017-07-11,256.14630126953125
2017-07-12,261.9327392578125
2017-07-13,263.87237548828125
2017-07-14,262.9642028808594
2017-07-17,262.91876220703125
2017-07-18,263.0680236816406
2017-07-19,263.1652526855469
2017-07-20,264.17724609375
2017-07-21,263.54156494140625
2017-07-24,264.81298828125
2017-07-25,262.99017333984375
2017-07-26,263.2820129394531
2017-07-27,265.1697692871094
2017-07-28,264.32647705078125
2017-07-31,265.5006103515625
2017-08-01,264.7869873046875
2017-08-02,267.64129638671875
2017-08-03,269.8210144042969
2017-08-04,268.2121887207031
2017-08-07,264.3394470214844
2017-08-08,264.56646728515625
2017-08-09,265.43572998046875
2017-08-10,264.7286376953125
2017-08-11,258.4816589355469
2017-08-14,256.7171630859375
2017-08-16,258.74114990234375
2017-08-17,259.9217529296875
2017-08-18,261.8484191894531
2017-08-21,261.82244873046875
2017-08-22,264.2032165527344
2017-08-23,268.82196044921875
2017-08-24,268.393798828125
2017-08-25,266.3179626464844
2017-08-28,264.5210266113281
2017-08-29,264.8454284667969
2017-08-30,262.4451904296875
2017-08-31,260.3758544921875
2017-09-01,263.8528747558594
2017-09-04,264.6703186035156
2017-09-05,265.9676818847656
2017-09-06,261.277587890625
2017-09-07,262.0754699707031
2017-09-08,262.7241516113281
2017-09-11,262.7241516113281
2017-09-12,262.80206298828125
2017-09-13,262.0689392089844
2017-09-14,258.83197021484375
2017-09-15,258.1702575683594
2017-09-20,261.3619079589844
2017-09-21,257.87188720703125
2017-09-22,257.5345764160156
2017-09-25,259.4806823730469
2017-09-26,257.5345764160156
2017-09-27,259.4806823730469
2017-09-28,259.80499267578125
2017-09-29,262.7241516113281
2017-10-02,263.3663635253906
2017-10-03,263.3729248046875
2017-10-04,264.55352783203125
2017-10-05,265.3189697265625
2017-10-06,265.6432800292969
2017-10-10,263.7685852050781
2017-10-11,264.618408203125
2017-10-12,263.05499267578125
2017-10-13,265.9676818847656
2017-10-16,265.8184814453125
2017-10-17,263.9306945800781
2017-10-18,265.32550048828125
2017-10-19,265.22808837890625
2017-10-20,266.12335205078125
2017-10-23,264.9492492675781
2017-10-24,264.3977966308594
2017-10-25,265.2995300292969
2017-10-26,264.8648986816406
2017-10-30,268.1213684082031
2017-10-31,268.9841613769531
2017-11-02,266.8304443359375
2017-11-03,265.81195068359375
2017-11-06,265.8444519042969
2017-11-07,263.08746337890625
2017-11-08,265.8573913574219
2017-11-09,264.68328857421875
2017-11-10,264.2485656738281
2017-11-13,262.4193115234375
2017-11-14,259.6623229980469
2017-11-15,256.0620422363281
2017-11-16,259.79205322265625
2017-11-17,263.3209533691406
2017-11-20,245.37139892578125
2017-11-21,252.3579559326172
2017-11-22,251.47564697265625
2017-11-23,243.45120239257812
2017-11-24,241.73867797851562
2017-11-27,240.80455017089844
2017-11-28,243.2566375732422
2017-11-29,242.41334533691406
2017-11-30,241.5440673828125
2017-12-01,241.31704711914062
2017-12-04,242.00462341308594
2017-12-05,240.7461395263672
2017-12-06,238.9298095703125
2017-12-07,237.85293579101562
2017-12-11,240.44775390625
2017-12-12,240.20126342773438
2017-12-13,243.9961395263672
2017-12-14,240.35693359375
2017-12-15,241.777587890625
2017-12-18,265.4032897949219
2017-12-19,257.22314453125
2017-12-20,259.6492919921875
2017-12-21,259.5974426269531
2017-12-22,261.10894775390625
2017-12-26,260.19427490234375
2017-12-27,261.7964782714844
2017-12-28,263.2820129394531
2017-12-29,264.28106689453125
2018-01-02,265.5006103515625
2018-01-03,264.6248474121094
2018-01-04,265.2995300292969
2018-01-05,267.0185852050781
2018-01-08,269.0035705566406
2018-01-09,269.0489807128906
2018-01-10,266.6488342285156
2018-01-11,267.33636474609375
2018-01-12,268.6792907714844
2018-01-15,268.4781494140625
2018-01-17,268.01104736328125
2018-01-18,269.1009216308594
2018-01-19,271.1993408203125
2018-01-22,272.9803771972656
2018-01-23,271.2389831542969
2018-01-24,264.7945556640625
2018-01-25,264.623046875
2018-01-26,266.3974609375
2018-01-29,267.9210510253906
2018-01-30,266.8262023925781
2018-01-31,267.7694091796875
2018-02-01,269.2666931152344
2018-02-02,267.8551330566406
2018-02-05,265.4805908203125
2018-02-06,263.09942626953125
2018-02-07,263.811767578125
2018-02-08,263.0861511230469
2018-02-09,255.92938232421875
2018-02-12,256.0613098144531
2018-02-13,253.55477905273438
2018-02-14,258.0335388183594
2018-02-15,263.54132080078125
2018-02-16,266.0741882324219
2018-02-19,263.95025634765625
2018-02-20,260.6455993652344
2018-02-21,261.72735595703125
2018-02-22,262.8421325683594
2018-02-23,264.14154052734375
2018-02-26,261.87908935546875
2018-02-27,261.7207946777344
2018-02-28,262.2154846191406
2018-03-01,260.9094543457031
2018-03-02,262.9344482421875
2018-03-05,263.7325744628906
2018-03-06,264.1877136230469
2018-03-07,262.373779296875
2018-03-08,263.61383056640625
2018-03-09,266.4303894042969
2018-03-12,266.08740234375
2018-03-13,266.03460693359375
2018-03-14,262.3473815917969
2018-03-15,260.533447265625
2018-03-16,259.48468017578125
2018-03-19,258.9834289550781
2018-03-20,257.9016418457031
2018-03-21,258.8052673339844
2018-03-22,258.5348205566406
2018-03-23,259.43194580078125
2018-03-26,257.9280090332031
2018-03-27,258.3567810058594
2018-03-28,258.5942077636719
2018-03-29,259.1153564453125
2018-04-02,259.86065673828125
2018-04-03,258.989990234375
2018-04-04,258.77886962890625
2018-04-05,260.1376953125
2018-04-06,261.245849609375
2018-04-09,261.0281677246094
2018-04-10,265.4805908203125
2018-04-11,266.03460693359375
2018-04-12,263.7919616699219
2018-04-13,261.1007385253906
2018-04-16,260.54669189453125
2018-04-17,261.0941467285156
2018-04-18,260.8368835449219
2018-04-19,263.8315124511719
2018-04-20,265.26947021484375
2018-04-23,266.55572509765625
2018-04-24,265.6520690917969
2018-04-25,265.1573486328125
2018-04-26,266.4700012207031
2018-04-27,267.1559753417969
2018-04-30,268.8775634765625
2018-05-02,270.1968078613281
2018-05-03,269.451416015625
2018-05-04,268.752197265625
2018-05-07,269.5240173339844
2018-05-08,267.99371337890625
2018-05-09,267.09661865234375
2018-05-10,269.2666931152344
2018-05-11,268.9171142578125
2018-05-14,269.2073974609375
2018-05-15,268.00030517578125
2018-05-16,278.7218933105469
2018-05-17,277.5007019042969
2018-05-18,264.775146484375
2018-05-22,267.2859191894531
2018-05-23,265.1112060546875
2018-05-24,266.9566345214844
2018-05-25,265.0632019042969
2018-05-28,260.652099609375
2018-05-29,258.0040588378906
2018-05-30,256.5909118652344
2018-05-31,251.38401794433594
2018-06-01,252.84532165527344
2018-06-04,257.6336669921875
2018-06-05,254.60142517089844
2018-06-06,255.6373748779297
2018-06-07,260.3571472167969
2018-06-08,263.01885986328125
2018-06-11,262.5043640136719
2018-06-12,263.0394287109375
2018-06-13,259.4104309082031
2018-06-14,259.6368103027344
2018-06-15,258.5049133300781
2018-06-18,253.9223175048828
2018-06-19,249.06524658203125
2018-06-20,252.9892578125
2018-06-21,251.04791259765625
2018-06-22,249.86109924316406
2018-06-25,247.3982391357422
2018-06-26,245.96453857421875
2018-06-27,243.8995819091797
2018-06-28,241.97186279296875
2018-06-29,244.7228240966797
2018-07-03,244.52389526367188
2018-07-04,245.53225708007812
2018-07-05,248.83200073242188
2018-07-06,248.1323699951172
2018-07-09,250.45103454589844
2018-07-10,251.13026428222656
2018-07-11,248.50958251953125
2018-07-12,247.47373962402344
2018-07-13,247.98825073242188
2018-07-17,248.1597442626953
2018-07-18,249.4906463623047
2018-07-19,248.9761199951172
2018-07-20,249.2230987548828
2018-07-23,249.75814819335938
2018-07-24,256.0077819824219
2018-07-25,253.1402587890625
2018-07-26,251.06846618652344
2018-07-27,253.59983825683594
2018-07-30,255.60989379882812
2018-07-31,254.6219940185547
2018-08-01,254.9925079345703
2018-08-02,256.1106262207031
2018-08-03,254.4162139892578
2018-08-06,251.91912841796875
2018-08-07,249.57980346679688
2018-08-08,250.06690979003906
2018-08-09,249.1407470703125
2018-08-10,248.22840881347656
2018-08-13,243.7280731201172
2018-08-14,247.62466430664062
2018-08-16,246.45155334472656
2018-08-17,247.0072784423828
2018-08-20,247.11700439453125
2018-08-21,245.79981994628906
2018-08-22,244.4827117919922
2018-08-23,245.47055053710938
2018-08-24,244.97666931152344
2018-08-27,245.34027099609375
2018-08-28,248.3038330078125
2018-08-29,247.4119873046875
2018-08-30,248.063720703125
2018-08-31,250.478515625
2018-09-03,248.3587188720703
2018-09-04,246.8768768310547
2018-09-05,247.5354766845703
2018-09-06,247.08958435058594
2018-09-07,250.37559509277344
2018-09-10,250.07376098632812
2018-09-11,250.23150634765625
2018-09-12,251.9122314453125
2018-09-13,252.13174438476562
2018-09-14,251.8230743408203
2018-09-20,253.9908905029297
2018-09-21,254.0320587158203
2018-09-24,250.9586639404297
2018-09-25,251.2742462158203
2018-09-26,250.47164916992188
2018-09-27,250.08746337890625
2018-09-28,249.75814819335938
2018-10-01,250.00515747070312
2018-10-02,249.1544647216797
2018-10-03,248.01565551757812
2018-10-04,248.1323699951172
2018-10-05,247.7069854736328
2018-10-08,249.51119995117188
2018-10-09,248.6605682373047
2018-10-10,245.3196258544922
2018-10-11,240.4832000732422
2018-10-12,240.5655975341797
2018-10-16,246.78765869140625
2018-10-17,246.60934448242188
2018-10-18,245.87535095214844
2018-10-19,245.79981994628906
2018-10-22,246.7327880859375
2018-10-23,248.1734619140625
2018-10-24,247.56976318359375
2018-10-25,247.66580200195312
2018-10-26,246.54074096679688
2018-10-29,247.04840087890625
2018-10-30,247.0277557373047
2018-10-31,248.34495544433594
2018-11-05,252.9892578125
2018-11-06,250.3687286376953
2018-11-07,252.66688537597656
2018-11-08,254.80043029785156
2018-11-09,253.8536834716797
2018-11-12,252.83152770996094
2018-11-13,254.64260864257812
2018-11-14,255.15023803710938
2018-11-15,255.35609436035156
2018-11-16,259.3349609375
2018-11-19,264.9671325683594
2018-11-20,262.2574157714844
2018-11-21,262.05157470703125
2018-11-22,260.9471130371094
2018-11-23,261.4410400390625
2018-11-26,261.5439147949219
2018-11-27,268.3424072265625
2018-11-28,267.3476257324219
2018-11-29,266.4078369140625
2018-11-30,265.8315124511719
2018-12-03,270.55816650390625
2018-12-04,270.62677001953125
2018-12-05,269.68695068359375
2018-12-06,266.0235900878906
2018-12-07,259.7808532714844
2018-12-10,258.0521240234375
2018-12-11,257.80511474609375
2018-12-12,258.93023681640625
2018-12-13,259.1497497558594
2018-12-14,261.0980224609375
2018-12-17,260.0141296386719
2018-12-18,265.39935302734375
2018-12-19,263.3618469238281
2018-12-20,262.5867004394531
2018-12-21,260.7275695800781
2018-12-24,261.5439147949219
2018-12-26,261.9075012207031
2018-12-27,261.6536865234375
2018-12-28,261.8663635253906
2019-01-02,262.76507568359375
2019-01-03,264.53497314453125
2019-01-04,270.61309814453125
2019-01-07,268.939208984375
2019-01-08,269.14501953125
2019-01-09,268.59619140625
2019-01-10,269.9407653808594
2019-01-11,269.19305419921875
2019-01-14,267.5466003417969
2019-01-15,268.4932556152344
2019-01-16,270.29071044921875
2019-01-17,276.6152038574219
2019-01-18,275.64422607421875
2019-01-21,274.5265197753906
2019-01-22,274.5265197753906
2019-01-23,275.853759765625
2019-01-24,275.22509765625
2019-01-25,274.4217529296875
2019-01-28,273.8280029296875
2019-01-29,274.2471618652344
2019-01-30,272.1515197753906
2019-01-31,270.7544250488281
2019-02-01,273.8280029296875
2019-02-04,275.923583984375
2019-02-05,275.22509765625
2019-02-06,274.6103515625
2019-02-07,274.51953125
2019-02-08,275.923583984375
2019-02-11,277.9423828125
2019-02-12,276.7269287109375
2019-02-13,276.6221618652344
2019-02-14,276.6221618652344
2019-02-15,278.01922607421875
2019-02-18,275.3787841796875
2019-02-19,281.1556701660156
2019-02-20,284.8649597167969
2019-02-21,285.004638671875
2019-02-22,282.21044921875
2019-02-25,280.7994384765625
2019-02-26,276.3427429199219
2019-02-27,274.5265197753906
2019-02-28,268.2396545410156
2019-03-01,271.0338134765625
2019-03-04,272.4308776855469
2019-03-05,269.98602294921875
2019-03-06,269.5877990722656
2019-03-07,270.26544189453125
2019-03-08,270.26544189453125
2019-03-11,267.47125244140625
2019-03-12,267.8904113769531
2019-03-13,270.3352966308594
2019-03-14,270.9989318847656
2019-03-15,267.6109924316406
2019-03-18,270.125732421875
2019-03-19,271.0338134765625
2019-03-20,269.3224182128906
2019-03-21,271.0338134765625
2019-03-22,271.0338134765625
2019-03-25,268.9382019042969
2019-03-26,269.224609375
2019-03-27,269.0779113769531
2019-03-28,269.63671875
2019-03-29,270.26544189453125
2019-04-01,269.1687316894531
2019-04-02,268.2396545410156
2019-04-03,267.4573059082031
2019-04-04,267.1918029785156
2019-04-05,266.14404296875
2019-04-08,267.5411071777344
2019-04-09,266.54217529296875
2019-04-10,267.5062255859375
2019-04-11,266.84259033203125
2019-04-12,266.84259033203125
2019-04-15,266.84259033203125
2019-04-16,267.40142822265625
2019-04-17,267.47125244140625
2019-04-18,270.9639892578125
2019-04-22,268.7635498046875
2019-04-23,269.60186767578125
2019-04-24,266.84954833984375
2019-04-25,267.47125244140625
2019-04-26,271.0338134765625
2019-04-29,271.0338134765625
2019-04-30,272.4239501953125
2019-05-02,274.00262451171875
2019-05-03,277.3136901855469
2019-05-06,278.57806396484375
2019-05-07,279.13690185546875
2019-05-08,276.0982360839844
2019-05-09,275.22509765625
2019-05-10,276.0982360839844
2019-05-13,277.6699523925781
2019-05-14,276.9714050292969
2019-05-15,276.2729187011719
2019-05-16,275.9165954589844
2019-05-17,273.1290588378906
2019-05-20,275.6681213378906
2019-05-22,275.6681213378906
2019-05-23,277.47442626953125
2019-05-24,278.2071533203125
2019-05-27,277.1189880371094
2019-05-28,275.6681213378906
