Date,HFCL.NS
2015-08-21,13.77389907836914
2015-08-24,11.855391502380371
2015-08-25,12.05216121673584
2015-08-26,12.199739456176758
2015-08-27,13.036012649536133
2015-08-28,12.937626838684082
2015-08-31,13.036012649536133
2015-09-01,12.740857124328613
2015-09-02,12.691664695739746
2015-09-03,12.888434410095215
2015-09-04,12.298123359680176
2015-09-07,12.101354598999023
2015-09-08,12.740857124328613
2015-09-09,13.72470760345459
2015-09-10,13.72470760345459
2015-09-11,13.823090553283691
2015-09-14,14.954519271850586
2015-09-15,14.413400650024414
2015-09-16,14.364209175109863
2015-09-18,14.905326843261719
2015-09-21,16.1351375579834
2015-09-22,15.446442604064941
2015-09-23,15.200482368469238
2015-09-24,15.446442604064941
2015-09-28,15.741599082946777
2015-09-29,16.1843318939209
2015-09-30,16.1843318939209
2015-10-01,15.98756217956543
2015-10-05,15.938369750976562
2015-10-06,15.741599082946777
2015-10-07,16.4302978515625
2015-10-08,16.036752700805664
2015-10-09,15.889176368713379
2015-10-12,16.67625617980957
2015-10-13,17.75849151611328
2015-10-14,17.709299087524414
2015-10-15,17.561721801757812
2015-10-16,17.61091423034668
2015-10-19,17.906068801879883
2015-10-20,17.95526123046875
2015-10-21,17.561721801757812
2015-10-23,17.709299087524414
2015-10-26,17.315759658813477
2015-10-27,16.4794864654541
2015-10-28,15.938369750976562
2015-10-29,15.98756217956543
2015-10-30,15.643213272094727
2015-11-02,15.200482368469238
2015-11-03,15.151288986206055
2015-11-04,15.741599082946777
2015-11-05,15.298866271972656
2015-11-06,14.806941986083984
2015-11-09,15.397252082824707
2015-11-10,15.151288986206055
2015-11-13,15.59402084350586
2015-11-16,15.98756217956543
2015-11-17,15.59402084350586
2015-11-18,15.495635986328125
2015-11-19,15.59402084350586
2015-11-20,15.69240665435791
2015-11-23,15.59402084350586
2015-11-24,16.381099700927734
2015-11-26,17.66010856628418
2015-11-27,17.463335037231445
2015-11-30,18.84072494506836
2015-12-01,19.135881423950195
2015-12-02,18.693145751953125
2015-12-03,18.742341995239258
2015-12-04,18.102840423583984
2015-12-07,18.742341995239258
2015-12-08,18.004451751708984
2015-12-09,16.823833465576172
2015-12-10,17.41414451599121
2015-12-11,16.774639129638672
2015-12-14,16.971410751342773
2015-12-15,17.217374801635742
2015-12-16,17.168182373046875
2015-12-17,17.61091423034668
2015-12-18,17.561721801757812
2015-12-21,17.66010856628418
2015-12-22,17.266563415527344
2015-12-23,17.36495018005371
2015-12-24,17.61091423034668
2015-12-28,17.512527465820312
2015-12-29,20.660846710205078
2015-12-30,20.710041046142578
2015-12-31,20.218114852905273
2016-01-01,21.743085861206055
2016-01-04,21.546310424804688
2016-01-05,23.268049240112305
2016-01-06,22.087430953979492
2016-01-07,20.759235382080078
2016-01-08,22.235008239746094
2016-01-11,23.563207626342773
2016-01-12,22.923704147338867
2016-01-13,21.69388771057129
2016-01-14,21.349546432495117
2016-01-15,18.791534423828125
2016-01-18,16.725446701049805
2016-01-19,19.676998138427734
2016-01-20,19.5294246673584
2016-01-21,19.6278076171875
2016-01-22,19.57861328125
2016-01-25,19.972152709960938
2016-01-27,20.611658096313477
2016-01-28,20.46407699584961
2016-01-29,20.51327133178711
2016-02-01,21.201967239379883
2016-02-02,20.562463760375977
2016-02-03,17.856876373291016
2016-02-04,17.80768585205078
2016-02-05,18.643957138061523
2016-02-08,18.25041389465332
2016-02-09,17.856876373291016
2016-02-10,17.41414451599121
2016-02-11,15.98756217956543
2016-02-12,15.839984893798828
2016-02-15,16.823833465576172
2016-02-16,16.381099700927734
2016-02-17,17.118988037109375
2016-02-18,17.75849151611328
2016-02-19,17.561721801757812
2016-02-22,17.709299087524414
2016-02-23,16.725446701049805
2016-02-24,16.331911087036133
2016-02-25,16.823833465576172
2016-02-26,16.725446701049805
2016-02-29,16.5286808013916
2016-03-01,17.80768585205078
2016-03-02,17.561721801757812
2016-03-03,17.66010856628418
2016-03-04,17.36495018005371
2016-03-08,16.92222023010254
2016-03-09,16.67625617980957
2016-03-10,16.1843318939209
2016-03-11,15.839984893798828
2016-03-14,15.69240665435791
2016-03-15,15.200482368469238
2016-03-16,15.151288986206055
2016-03-17,14.806941986083984
2016-03-18,14.216630935668945
2016-03-21,14.019861221313477
2016-03-22,15.643213272094727
2016-03-23,15.34805965423584
2016-03-28,14.905326843261719
2016-03-29,15.69240665435791
2016-03-30,16.4302978515625
2016-03-31,15.938369750976562
2016-04-01,16.62706184387207
2016-04-04,17.906068801879883
2016-04-05,18.88991928100586
2016-04-06,18.88991928100586
2016-04-07,18.59476089477539
2016-04-08,18.348800659179688
2016-04-11,18.791534423828125
2016-04-12,18.643957138061523
2016-04-13,18.348800659179688
2016-04-18,18.54557228088379
2016-04-20,18.643957138061523
2016-04-21,18.447181701660156
2016-04-22,18.348800659179688
2016-04-25,17.95526123046875
2016-04-26,18.15203285217285
2016-04-27,18.791534423828125
2016-04-28,17.80768585205078
2016-04-29,18.053647994995117
2016-05-02,17.75849151611328
2016-05-03,17.856876373291016
2016-05-04,17.709299087524414
2016-05-05,18.447181701660156
2016-05-06,18.299610137939453
2016-05-09,18.59476089477539
2016-05-10,18.348800659179688
2016-05-11,16.725446701049805
2016-05-12,16.62706184387207
2016-05-13,16.331911087036133
2016-05-16,16.282716751098633
2016-05-17,16.381099700927734
2016-05-18,16.57787322998047
2016-05-19,16.331911087036133
2016-05-20,15.938369750976562
2016-05-23,15.839984893798828
2016-05-24,15.643213272094727
2016-05-25,15.790790557861328
2016-05-26,15.938369750976562
2016-05-27,16.331911087036133
2016-05-30,16.085947036743164
2016-05-31,16.5286808013916
2016-06-01,18.15203285217285
2016-06-02,17.80768585205078
2016-06-03,17.168182373046875
2016-06-06,17.512527465820312
2016-06-07,17.512527465820312
2016-06-08,17.36495018005371
2016-06-09,17.561721801757812
2016-06-10,17.41414451599121
2016-06-13,17.315759658813477
2016-06-14,18.102840423583984
2016-06-15,18.49637794494629
2016-06-16,17.80768585205078
2016-06-17,17.75849151611328
2016-06-20,17.95526123046875
2016-06-21,17.66010856628418
2016-06-22,17.95526123046875
2016-06-23,17.80768585205078
2016-06-24,17.61091423034668
2016-06-27,17.66010856628418
2016-06-28,17.66010856628418
2016-06-29,17.512527465820312
2016-06-30,18.004451751708984
2016-07-01,18.84072494506836
2016-07-04,19.086687088012695
2016-07-05,19.28346061706543
2016-07-07,18.54557228088379
2016-07-08,18.299610137939453
2016-07-11,18.25041389465332
2016-07-12,18.102840423583984
2016-07-13,17.80768585205078
2016-07-14,17.856876373291016
2016-07-15,18.643957138061523
2016-07-18,17.906068801879883
2016-07-19,17.80768585205078
2016-07-20,18.004451751708984
2016-07-21,17.856876373291016
2016-07-22,17.95526123046875
2016-07-25,17.95526123046875
2016-07-26,17.463335037231445
2016-07-27,17.561721801757812
2016-07-28,17.36495018005371
2016-07-29,17.266563415527344
2016-08-01,16.873023986816406
2016-08-02,16.57787322998047
2016-08-03,16.725446701049805
2016-08-04,16.4794864654541
2016-08-05,16.67625617980957
2016-08-08,16.725446701049805
2016-08-09,16.873023986816406
2016-08-10,16.381099700927734
2016-08-11,16.282716751098633
2016-08-12,16.331911087036133
2016-08-16,16.1351375579834
2016-08-17,16.036752700805664
2016-08-18,16.036752700805664
2016-08-19,15.98756217956543
2016-08-22,16.62706184387207
2016-08-23,16.085947036743164
2016-08-24,15.98756217956543
2016-08-25,16.036752700805664
2016-08-26,15.790790557861328
2016-08-29,15.69240665435791
2016-08-30,16.036752700805664
2016-08-31,16.823833465576172
2016-09-01,16.331911087036133
2016-09-02,16.233522415161133
2016-09-06,15.98756217956543
2016-09-07,16.085947036743164
2016-09-08,16.282716751098633
2016-09-09,16.57787322998047
2016-09-12,16.233522415161133
2016-09-14,16.381099700927734
2016-09-15,16.1843318939209
2016-09-16,16.1843318939209
2016-09-19,16.036752700805664
2016-09-20,15.98756217956543
2016-09-21,16.381099700927734
2016-09-22,16.233522415161133
2016-09-23,16.1843318939209
2016-09-26,15.938369750976562
2016-09-27,15.741599082946777
2016-09-28,15.643213272094727
2016-09-29,14.7577486038208
2016-09-30,14.6101713180542
2016-10-03,14.905326843261719
