Date,LGEN.L
2016-10-06,220.18931579589844
2016-10-07,219.99061584472656
2016-10-10,216.71160888671875
2016-10-11,213.33326721191406
2016-10-12,215.6186065673828
2016-10-13,209.85552978515625
2016-10-14,209.4580841064453
2016-10-17,204.39051818847656
2016-10-18,208.66314697265625
2016-10-19,206.77525329589844
2016-10-20,209.55743408203125
2016-10-21,207.9676055908203
2016-10-24,208.66314697265625
2016-10-25,207.27210998535156
2016-10-26,208.2657012939453
2016-10-27,208.7625732421875
2016-10-28,210.4517364501953
2016-10-31,208.0669708251953
2016-11-01,208.1663360595703
2016-11-02,206.2784423828125
2016-11-03,212.24021911621094
2016-11-04,206.37782287597656
2016-11-07,211.44534301757812
2016-11-08,211.54469299316406
2016-11-09,220.28868103027344
2016-11-10,231.3180389404297
2016-11-11,228.43649291992188
2016-11-14,233.2059326171875
2016-11-15,233.70274353027344
2016-11-16,230.62249755859375
2016-11-17,232.01358032226562
2016-11-18,231.21865844726562
2016-11-21,228.43649291992188
2016-11-22,233.50401306152344
2016-11-23,233.2059326171875
2016-11-24,235.29258728027344
2016-11-25,236.3855438232422
2016-11-28,235.39195251464844
2016-11-29,237.37918090820312
2016-11-30,234.29891967773438
2016-12-01,240.75755310058594
2016-12-02,240.95628356933594
2016-12-05,240.16134643554688
2016-12-06,235.4912872314453
2016-12-07,242.8441925048828
2016-12-08,243.83779907226562
2016-12-09,242.24803161621094
2016-12-12,237.8759765625
2016-12-13,238.3728485107422
2016-12-14,236.5843048095703
2016-12-15,241.35369873046875
2016-12-16,241.1549835205078
2016-12-19,239.06838989257812
2016-12-20,242.24803161621094
2016-12-21,243.93719482421875
2016-12-22,244.63272094726562
2016-12-23,245.42762756347656
2016-12-28,244.53335571289062
2016-12-29,247.1168212890625
2016-12-30,246.02378845214844
2017-01-03,247.4149169921875
2017-01-04,250.5945281982422
2017-01-05,245.82510375976562
2017-01-06,248.0111083984375
2017-01-09,247.2161865234375
2017-01-10,246.81874084472656
2017-01-11,245.03016662597656
2017-01-12,244.4340057373047
2017-01-13,247.1168212890625
2017-01-16,244.4340057373047
2017-01-17,243.3409881591797
2017-01-18,240.85693359375
2017-01-19,239.4658203125
2017-01-20,236.98175048828125
2017-01-23,236.68365478515625
2017-01-24,238.174072265625
2017-01-25,239.86326599121094
2017-01-26,241.75120544433594
2017-01-27,242.24803161621094
2017-01-30,238.27346801757812
2017-01-31,233.40463256835938
2017-02-01,234.1002197265625
2017-02-02,231.3180389404297
2017-02-03,236.5843048095703
2017-02-06,234.19955444335938
2017-02-07,237.47853088378906
2017-02-08,236.68365478515625
2017-02-09,240.26077270507812
2017-02-10,241.45310974121094
2017-02-13,241.94993591308594
2017-02-14,242.3473358154297
2017-02-15,245.32827758789062
2017-02-16,244.03652954101562
2017-02-17,242.44674682617188
2017-02-20,244.13592529296875
2017-02-21,242.64544677734375
2017-02-22,243.6390838623047
2017-02-23,244.73211669921875
2017-02-24,245.62635803222656
2017-02-27,245.52700805664062
2017-02-28,246.71939086914062
2017-03-01,250.0977020263672
2017-03-02,250.3958282470703
2017-03-03,252.48240661621094
2017-03-06,253.575439453125
2017-03-07,252.58180236816406
2017-03-08,247.2161865234375
2017-03-09,248.70664978027344
2017-03-10,247.2161865234375
2017-03-13,247.81234741210938
2017-03-14,244.8314666748047
2017-03-15,247.71299743652344
2017-03-16,247.2161865234375
2017-03-17,248.30914306640625
2017-03-20,249.1040496826172
2017-03-21,249.89895629882812
2017-03-22,249.30276489257812
2017-03-23,247.61358642578125
2017-03-24,246.91807556152344
2017-03-27,245.82510375976562
2017-03-28,245.92445373535156
2017-03-29,244.4340057373047
2017-03-30,245.42762756347656
2017-03-31,245.72572326660156
2017-04-03,243.44041442871094
2017-04-04,244.23529052734375
2017-04-05,243.6390838623047
2017-04-06,244.03652954101562
2017-04-07,244.73211669921875
2017-04-10,244.8314666748047
2017-04-11,245.72572326660156
2017-04-12,248.0111083984375
2017-04-13,249.9983367919922
2017-04-18,247.71299743652344
2017-04-19,250.0977020263672
2017-04-20,251.48878479003906
2017-04-21,252.8798828125
2017-04-24,258.8417053222656
2017-04-25,259.5373229980469
2017-04-26,259.4378967285156
2017-04-27,245.425537109375
2017-04-28,244.63031005859375
2017-05-02,249.30224609375
2017-05-03,248.5070343017578
2017-05-04,249.20285034179688
2017-05-05,249.30224609375
2017-05-08,249.898681640625
2017-05-09,251.5885009765625
2017-05-10,254.07359313964844
2017-05-11,253.178955078125
2017-05-12,253.77540588378906
2017-05-15,255.16702270507812
2017-05-16,255.6640625
2017-05-17,250.6938934326172
2017-05-18,249.40162658691406
2017-05-19,247.6124267578125
2017-05-22,248.80523681640625
2017-05-23,251.29029846191406
2017-05-24,250.6938934326172
2017-05-25,250.59449768066406
2017-05-26,248.80523681640625
2017-05-30,249.99806213378906
2017-05-31,250.29627990722656
2017-06-01,253.4771728515625
2017-06-02,253.178955078125
2017-06-05,252.3837432861328
2017-06-06,249.5010528564453
2017-06-07,252.48312377929688
2017-06-08,253.67599487304688
2017-06-09,256.6581115722656
2017-06-12,255.8628387451172
2017-06-13,256.85687255859375
2017-06-14,256.7574768066406
2017-06-15,255.9622344970703
2017-06-16,257.8509216308594
2017-06-19,259.0437316894531
2017-06-20,259.83892822265625
2017-06-21,258.5467529296875
2017-06-22,255.56463623046875
2017-06-23,255.8628387451172
2017-06-26,259.29327392578125
2017-06-27,256.9881286621094
2017-06-28,257.6520690917969
2017-06-29,257.0556640625
2017-06-30,256.7574768066406
2017-07-03,261.52880859375
2017-07-04,260.3359680175781
2017-07-05,262.3240051269531
2017-07-06,264.908447265625
2017-07-07,265.5048828125
2017-07-10,262.5228576660156
2017-07-11,262.5228576660156
2017-07-12,256.26043701171875
2017-07-13,257.9502868652344
2017-07-14,257.8509216308594
2017-07-17,256.85687255859375
2017-07-18,256.0616760253906
2017-07-19,257.9502868652344
2017-07-20,261.3300476074219
2017-07-21,262.12518310546875
2017-07-24,259.73956298828125
2017-07-25,261.4293212890625
2017-07-26,263.6162414550781
2017-07-27,265.2066650390625
2017-07-28,263.5168762207031
2017-07-31,266.7971496582031
2017-08-01,267.3935241699219
2017-08-02,268.884521484375
2017-08-03,271.4690856933594
2017-08-04,270.8727111816406
2017-08-07,273.4571228027344
2017-08-08,274.3518371582031
2017-08-09,270.3756408691406
2017-08-10,270.5744934082031
2017-08-11,267.3935241699219
2017-08-14,269.5804748535156
2017-08-15,269.08343505859375
2017-08-16,271.4690856933594
2017-08-17,266.1432800292969
2017-08-18,265.2483825683594
2017-08-21,262.762939453125
2017-08-22,262.66363525390625
2017-08-23,261.6694641113281
2017-08-24,263.1606750488281
2017-08-25,261.6694641113281
2017-08-29,257.5932312011719
2017-08-30,257.79205322265625
2017-08-31,258.6868591308594
2017-09-01,258.38861083984375
2017-09-04,256.4996337890625
2017-09-05,254.21302795410156
2017-09-06,252.82118225097656
2017-09-07,251.9263916015625
2017-09-08,252.52288818359375
2017-09-11,255.60488891601562
2017-09-12,256.698486328125
2017-09-13,254.411865234375
2017-09-14,252.52288818359375
2017-09-15,250.03744506835938
2017-09-18,253.01998901367188
2017-09-19,254.7101287841797
2017-09-20,255.1077880859375
2017-09-21,257.3944091796875
2017-09-22,257.9909362792969
2017-09-25,255.0083770751953
2017-09-26,254.11358642578125
2017-09-27,257.79205322265625
2017-09-28,257.09619140625
2017-09-29,258.38861083984375
2017-10-02,261.1723327636719
2017-10-03,260.1781311035156
2017-10-04,259.97930908203125
2017-10-05,260.2774963378906
2017-10-06,261.271728515625
2017-10-09,260.7746276855469
2017-10-10,261.1723327636719
2017-10-11,261.8682556152344
2017-10-12,263.0613708496094
2017-10-13,264.75140380859375
2017-10-16,263.9559631347656
2017-10-17,262.8623962402344
2017-10-18,265.0496520996094
2017-10-19,264.75140380859375
2017-10-20,267.03802490234375
2017-10-23,266.5409240722656
2017-10-24,266.8391418457031
2017-10-25,265.34783935546875
2017-10-26,268.8275146484375
2017-10-27,266.9385681152344
2017-10-30,266.2425842285156
2017-10-31,265.4473571777344
2017-11-01,267.4356689453125
2017-11-02,270.3187561035156
2017-11-03,271.2135314941406
2017-11-06,269.424072265625
2017-11-07,268.0322265625
2017-11-08,266.4414978027344
2017-11-09,264.15484619140625
2017-11-10,263.55841064453125
2017-11-13,262.66363525390625
2017-11-14,264.5525817871094
2017-11-15,264.25433349609375
2017-11-16,266.2425842285156
2017-11-17,267.3362731933594
2017-11-20,265.4473571777344
2017-11-21,265.4473571777344
2017-11-22,263.8565979003906
2017-11-23,264.3537292480469
2017-11-24,264.453125
2017-11-27,264.05548095703125
2017-11-28,264.6519775390625
2017-11-29,266.8391418457031
2017-11-30,265.6461486816406
2017-12-01,261.4704895019531
2017-12-04,261.8682556152344
2017-12-05,262.4647216796875
2017-12-06,260.1781311035156
2017-12-07,258.38861083984375
2017-12-08,262.2658386230469
2017-12-11,263.1606750488281
2017-12-12,264.3537292480469
2017-12-13,264.47100830078125
2017-12-14,264.453125
2017-12-15,266.64031982421875
2017-12-18,268.4298400878906
2017-12-19,268.9269104003906
2017-12-20,267.4356689453125
2017-12-21,268.4298400878906
2017-12-22,269.1258239746094
2017-12-27,268.6286926269531
2017-12-28,269.424072265625
2017-12-29,271.7106018066406
2018-01-02,268.6286926269531
2018-01-03,267.8333435058594
2018-01-04,268.4298400878906
2018-01-05,270.1199645996094
2018-01-08,269.424072265625
2018-01-09,269.5234680175781
2018-01-10,271.3130187988281
2018-01-11,270.7165222167969
2018-01-12,273.10260009765625
2018-01-15,272.7048645019531
2018-01-16,273.50018310546875
2018-01-17,274.89208984375
2018-01-18,275.7868347167969
2018-01-19,274.5938415527344
2018-01-22,273.20196533203125
2018-01-23,273.20196533203125
2018-01-24,272.50604248046875
2018-01-25,270.4182434082031
2018-01-26,273.5996398925781
2018-01-29,274.6932373046875
2018-01-30,270.9153137207031
2018-01-31,269.02642822265625
2018-02-01,268.8275146484375
2018-02-02,267.2368469238281
2018-02-05,263.1606750488281
2018-02-06,252.52288818359375
2018-02-07,256.8973083496094
2018-02-08,253.21884155273438
2018-02-09,248.0491180419922
2018-02-12,251.32989501953125
2018-02-13,252.32408142089844
2018-02-14,251.1310577392578
2018-02-15,251.4293212890625
2018-02-16,255.30662536621094
2018-02-19,253.51707458496094
2018-02-20,255.5054168701172
2018-02-21,259.0845031738281
2018-02-22,258.6868591308594
2018-02-23,257.79205322265625
2018-02-26,260.7746276855469
2018-02-27,261.8682556152344
2018-02-28,261.0729675292969
2018-03-01,258.9851379394531
2018-03-02,251.9263916015625
2018-03-05,255.0083770751953
2018-03-06,256.30084228515625
2018-03-07,258.7862548828125
2018-03-08,262.66363525390625
2018-03-09,260.9734802246094
2018-03-12,261.8682556152344
2018-03-13,255.2072296142578
2018-03-14,256.698486328125
2018-03-15,260.5758361816406
2018-03-16,260.87408447265625
2018-03-19,259.482177734375
2018-03-20,262.8623962402344
2018-03-21,260.7746276855469
2018-03-22,256.8973083496094
2018-03-23,252.7217559814453
2018-03-26,254.31243896484375
2018-03-27,256.8973083496094
2018-03-28,255.90313720703125
2018-03-29,256.30084228515625
2018-04-03,256.0025634765625
2018-04-04,255.0083770751953
2018-04-05,259.38275146484375
2018-04-06,260.1781311035156
2018-04-09,262.16650390625
2018-04-10,263.7571716308594
2018-04-11,264.25433349609375
2018-04-12,267.9327087402344
2018-04-13,269.5234680175781
2018-04-16,266.4414978027344
2018-04-17,268.1316833496094
2018-04-18,272.7048645019531
2018-04-19,271.9095153808594
2018-04-20,273.5996398925781
2018-04-23,275.98565673828125
2018-04-24,276.68157958984375
2018-04-25,276.78094482421875
2018-04-26,265.65216064453125
2018-04-27,266.9450988769531
2018-04-30,268.5364685058594
2018-05-01,269.531005859375
2018-05-02,271.8184814453125
2018-05-03,271.8184814453125
2018-05-04,271.1224060058594
2018-05-08,273.1115417480469
2018-05-09,277.6866149902344
2018-05-10,278.4823303222656
2018-05-11,277.9849548339844
2018-05-14,276.2941589355469
2018-05-15,281.16766357421875
2018-05-16,279.7751770019531
2018-05-17,281.5654296875
2018-05-18,282.06268310546875
2018-05-21,283.8529968261719
2018-05-22,284.648681640625
2018-05-23,281.8638000488281
2018-05-24,276.6920166015625
2018-05-25,276.09527587890625
2018-05-29,268.63592529296875
2018-05-30,269.9288330078125
2018-05-31,268.3374938964844
2018-06-01,270.1277770996094
2018-06-04,272.2164306640625
2018-06-05,269.431640625
2018-06-06,268.93426513671875
2018-06-07,271.22186279296875
2018-06-08,268.7353515625
2018-06-11,272.5147399902344
2018-06-12,273.50933837890625
2018-06-13,270.92340087890625
2018-06-14,271.7190856933594
2018-06-15,263.56353759765625
2018-06-18,263.762451171875
2018-06-19,265.9505310058594
2018-06-20,265.5527648925781
2018-06-21,263.762451171875
2018-06-22,268.0390930175781
2018-06-25,262.76788330078125
2018-06-26,263.56353759765625
2018-06-27,264.060791015625
2018-06-28,261.17657470703125
2018-06-29,264.5581970214844
2018-07-02,259.4857177734375
2018-07-03,261.673828125
2018-07-04,261.0771484375
2018-07-05,261.77337646484375
2018-07-06,261.17657470703125
2018-07-09,264.8565673828125
2018-07-10,265.055419921875
2018-07-11,262.1711730957031
2018-07-12,264.1603088378906
2018-07-13,264.5581970214844
2018-07-16,264.11053466796875
2018-07-17,265.5527648925781
2018-07-18,268.0390930175781
2018-07-19,266.7462158203125
2018-07-20,265.65216064453125
2018-07-23,263.3646240234375
2018-07-24,266.9450988769531
2018-07-25,262.5689697265625
2018-07-26,260.8782043457031
2018-07-27,261.3754577636719
2018-07-30,263.762451171875
2018-07-31,261.2760314941406
2018-08-01,259.08795166015625
2018-08-02,254.41342163085938
2018-08-03,257.6955261230469
2018-08-06,259.2868957519531
2018-08-07,261.4749450683594
2018-08-08,263.0662536621094
2018-08-09,263.0662536621094
2018-08-10,263.165771484375
2018-08-13,263.762451171875
2018-08-14,260.0825500488281
2018-08-15,256.4025573730469
2018-08-16,253.56356811523438
2018-08-17,252.56881713867188
2018-08-20,252.66830444335938
2018-08-21,254.85678100585938
2018-08-22,254.55831909179688
2018-08-23,254.359375
2018-08-24,255.652587890625
2018-08-28,257.94049072265625
2018-08-29,256.6473693847656
2018-08-30,255.254638671875
2018-08-31,252.9667205810547
2018-09-03,255.55300903320312
2018-09-04,253.6630401611328
2018-09-05,252.36984252929688
2018-09-06,252.9667205810547
2018-09-07,250.97720336914062
2018-09-10,251.8724822998047
2018-09-11,250.5792999267578
2018-09-12,249.58453369140625
2018-09-13,251.97195434570312
2018-09-14,252.07142639160156
2018-09-17,251.27561950683594
2018-09-18,250.87770080566406
2018-09-19,254.359375
2018-09-20,258.7362365722656
2018-09-21,261.8200378417969
2018-09-24,261.7205810546875
2018-09-25,261.8200378417969
2018-09-26,263.610595703125
2018-09-27,264.9037170410156
2018-09-28,260.8252258300781
2018-10-01,257.84100341796875
2018-10-02,255.652587890625
2018-10-03,255.15516662597656
2018-10-04,258.2389831542969
2018-10-05,257.1446838378906
2018-10-08,256.2493896484375
2018-10-09,254.85678100585938
2018-10-10,253.1656494140625
2018-10-11,244.6107177734375
2018-10-12,245.50599670410156
2018-10-15,243.7154541015625
2018-10-16,242.5217742919922
2018-10-17,242.5217742919922
2018-10-18,241.02963256835938
2018-10-19,238.64219665527344
2018-10-22,238.542724609375
2018-10-23,239.33851623535156
2018-10-24,239.33851623535156
2018-10-25,243.5165252685547
2018-10-26,242.1238555908203
2018-10-29,246.50079345703125
2018-10-30,244.1133575439453
2018-10-31,250.18141174316406
2018-11-01,253.96145629882812
2018-11-02,256.2493896484375
2018-11-05,255.7520294189453
2018-11-06,253.6630401611328
2018-11-07,255.652587890625
2018-11-08,259.23370361328125
2018-11-09,260.22845458984375
2018-11-12,256.1499328613281
2018-11-13,261.3226623535156
2018-11-14,261.3226623535156
2018-11-15,246.89869689941406
2018-11-16,242.5217742919922
2018-11-19,244.90916442871094
2018-11-20,239.23904418945312
2018-11-21,239.23904418945312
2018-11-22,237.3489990234375
2018-11-23,240.5322265625
2018-11-26,244.01388549804688
2018-11-27,244.90916442871094
2018-11-28,244.31231689453125
2018-11-29,246.10287475585938
2018-11-30,243.615966796875
2018-12-03,243.31756591796875
2018-12-04,241.3280487060547
2018-12-05,240.3332977294922
2018-12-06,228.3961944580078
2018-12-07,229.09255981445312
2018-12-10,226.3072052001953
2018-12-11,227.10301208496094
2018-12-12,229.58990478515625
2018-12-13,228.9930419921875
2018-12-14,227.99826049804688
2018-12-17,222.92503356933594
2018-12-18,225.3124542236328
2018-12-19,227.5009002685547
2018-12-20,224.8150634765625
2018-12-21,225.6108856201172
2018-12-24,225.4119110107422
2018-12-27,222.52711486816406
2018-12-28,231.7783660888672
2018-12-31,229.7888641357422
2019-01-02,229.09255981445312
2019-01-03,226.50613403320312
2019-01-04,233.96688842773438
2019-01-07,233.96688842773438
2019-01-08,237.74691772460938
2019-01-09,239.33851623535156
2019-01-10,240.63169860839844
2019-01-11,242.1238555908203
2019-01-14,244.01388549804688
2019-01-15,243.41705322265625
2019-01-16,251.97195434570312
2019-01-17,249.6840057373047
2019-01-18,255.652587890625
2019-01-21,256.5477600097656
2019-01-22,255.15516662597656
2019-01-23,254.06092834472656
2019-01-24,255.652587890625
2019-01-25,255.7520294189453
2019-01-28,253.96145629882812
2019-01-29,259.6315612792969
2019-01-30,260.4273681640625
2019-01-31,258.0399475097656
2019-02-01,259.92999267578125
2019-02-04,260.7258605957031
2019-02-05,263.3122253417969
2019-02-06,265.5006103515625
2019-02-07,261.4220886230469
2019-02-08,259.8305358886719
2019-02-11,262.2179260253906
2019-02-12,262.8148498535156
2019-02-13,265.4010925292969
2019-02-14,262.91424560546875
2019-02-15,265.0032653808594
2019-02-18,265.6001281738281
2019-02-19,267.88800048828125
2019-02-20,270.17596435546875
2019-02-21,269.18121337890625
2019-02-22,270.4743957519531
2019-02-25,273.9560852050781
2019-02-26,275.34869384765625
2019-02-27,275.05029296875
2019-02-28,279.1288146972656
2019-03-01,282.7099609375
2019-03-04,284.3015441894531
2019-03-05,284.6994323730469
2019-03-06,274.75189208984375
2019-03-07,269.18121337890625
2019-03-08,266.8932800292969
2019-03-11,269.08172607421875
2019-03-12,272.46392822265625
2019-03-13,273.2597351074219
2019-03-14,276.9402770996094
2019-03-15,280.42193603515625
2019-03-18,284.20208740234375
2019-03-19,283.2073059082031
2019-03-20,275.4481506347656
2019-03-21,274.55291748046875
2019-03-22,267.4901428222656
2019-03-25,267.09228515625
2019-03-26,267.5896301269531
2019-03-27,272.0660705566406
2019-03-28,271.270263671875
2019-03-29,273.8565368652344
2019-04-01,273.75714111328125
2019-04-02,276.2440490722656
2019-04-03,281.5162353515625
2019-04-04,284.20208740234375
2019-04-05,284.7989196777344
2019-04-08,283.0083923339844
2019-04-09,282.9088439941406
2019-04-10,281.2178039550781
2019-04-11,284.20208740234375
2019-04-12,285.39581298828125
2019-04-15,285.9927062988281
2019-04-16,287.8826599121094
2019-04-17,288.67852783203125
2019-04-18,289.6732177734375
2019-04-23,289.4742431640625
2019-04-24,287.982177734375
2019-04-25,273.86895751953125
2019-04-26,275.8592834472656
2019-04-29,278.1481628417969
2019-04-30,276.85443115234375
2019-05-01,277.65057373046875
2019-05-02,276.1578369140625
2019-05-03,275.2621765136719
2019-05-07,270.68438720703125
2019-05-08,270.28631591796875
2019-05-09,269.29119873046875
