Date,DEMANT.CO
2015-08-24,107.19999694824219
2015-08-25,108.0
2015-08-26,108.0999984741211
2015-08-27,108.80000305175781
2015-08-28,107.80000305175781
2015-08-31,108.0999984741211
2015-09-01,106.5
2015-09-02,108.69999694824219
2015-09-03,110.5
2015-09-04,110.0
2015-09-07,109.5
2015-09-08,110.5
2015-09-09,111.0999984741211
2015-09-10,110.30000305175781
2015-09-11,110.30000305175781
2015-09-14,109.19999694824219
2015-09-15,110.30000305175781
2015-09-16,110.69999694824219
2015-09-17,111.5999984741211
2015-09-18,112.4000015258789
2015-09-21,112.30000305175781
2015-09-22,111.69999694824219
2015-09-23,112.4000015258789
2015-09-24,111.80000305175781
2015-09-25,112.5
2015-09-28,111.19999694824219
2015-09-29,108.9000015258789
2015-09-30,111.0
2015-10-01,111.5
2015-10-02,110.5999984741211
2015-10-05,112.19999694824219
2015-10-06,112.30000305175781
2015-10-07,112.0
2015-10-08,113.5999984741211
2015-10-09,114.19999694824219
2015-10-12,115.80000305175781
2015-10-13,114.69999694824219
2015-10-14,112.0999984741211
2015-10-15,115.0999984741211
2015-10-16,119.5999984741211
2015-10-19,122.0
2015-10-20,119.0
2015-10-21,117.4000015258789
2015-10-22,118.4000015258789
2015-10-23,118.0999984741211
2015-10-26,119.5
2015-10-27,117.0
2015-10-28,119.5
2015-10-29,120.0
2015-10-30,117.80000305175781
2015-11-02,118.80000305175781
2015-11-03,124.0
2015-11-04,126.5
2015-11-05,127.0
2015-11-06,127.0
2015-11-09,125.69999694824219
2015-11-10,125.9000015258789
2015-11-11,126.9000015258789
2015-11-12,126.5999984741211
2015-11-13,123.69999694824219
2015-11-16,125.4000015258789
2015-11-17,127.0999984741211
2015-11-18,127.9000015258789
2015-11-19,128.3000030517578
2015-11-20,130.5
2015-11-23,132.10000610351562
2015-11-24,131.89999389648438
2015-11-25,134.5
2015-11-26,135.3000030517578
2015-11-27,134.10000610351562
2015-11-30,135.60000610351562
2015-12-01,136.10000610351562
2015-12-02,134.6999969482422
2015-12-03,130.5
2015-12-04,131.5
2015-12-07,132.1999969482422
2015-12-08,133.1999969482422
2015-12-09,133.60000610351562
2015-12-10,133.8000030517578
2015-12-11,132.60000610351562
2015-12-14,133.0
2015-12-15,134.39999389648438
2015-12-16,134.5
2015-12-17,134.10000610351562
2015-12-18,131.5
2015-12-21,129.39999389648438
2015-12-22,127.4000015258789
2015-12-23,131.1999969482422
2015-12-28,128.6999969482422
2015-12-29,130.8000030517578
2015-12-30,131.39999389648438
2016-01-04,128.1999969482422
2016-01-05,130.6999969482422
2016-01-06,130.5
2016-01-07,130.0
2016-01-08,124.0999984741211
2016-01-11,123.5999984741211
2016-01-12,125.69999694824219
2016-01-13,124.80000305175781
2016-01-14,121.9000015258789
2016-01-15,120.19999694824219
2016-01-18,119.19999694824219
2016-01-19,120.5
2016-01-20,119.19999694824219
2016-01-21,119.9000015258789
2016-01-22,121.0
2016-01-25,124.0999984741211
2016-01-26,120.9000015258789
2016-01-27,121.5999984741211
2016-01-28,119.19999694824219
2016-01-29,121.0
2016-02-01,123.19999694824219
2016-02-02,120.9000015258789
2016-02-03,118.69999694824219
2016-02-04,117.9000015258789
2016-02-05,115.19999694824219
2016-02-08,111.5
2016-02-09,107.5
2016-02-10,111.5999984741211
2016-02-11,107.80000305175781
2016-02-12,108.80000305175781
2016-02-15,112.0999984741211
2016-02-16,113.19999694824219
2016-02-17,113.80000305175781
2016-02-18,114.80000305175781
2016-02-19,114.0999984741211
2016-02-22,115.0999984741211
2016-02-23,114.0999984741211
2016-02-24,113.5999984741211
2016-02-25,116.0999984741211
2016-02-26,119.30000305175781
2016-02-29,119.4000015258789
2016-03-01,121.0
2016-03-02,120.5999984741211
2016-03-03,121.0999984741211
2016-03-04,121.0
2016-03-07,123.69999694824219
2016-03-08,123.80000305175781
2016-03-09,125.4000015258789
2016-03-10,125.30000305175781
2016-03-11,127.0
2016-03-14,128.6999969482422
2016-03-15,127.69999694824219
2016-03-16,127.0999984741211
2016-03-17,129.3000030517578
2016-03-18,127.0999984741211
2016-03-21,126.69999694824219
2016-03-22,126.0999984741211
2016-03-23,127.5999984741211
2016-03-29,127.30000305175781
2016-03-30,130.89999389648438
2016-03-31,131.6999969482422
2016-04-01,132.5
2016-04-04,133.6999969482422
2016-04-05,133.39999389648438
2016-04-06,133.10000610351562
2016-04-07,133.8000030517578
2016-04-08,133.5
2016-04-11,132.1999969482422
2016-04-12,131.5
2016-04-13,131.5
2016-04-14,137.8000030517578
2016-04-15,136.0
2016-04-18,137.0
2016-04-19,139.6999969482422
2016-04-20,135.8000030517578
2016-04-21,136.1999969482422
2016-04-25,135.1999969482422
2016-04-26,133.6999969482422
2016-04-27,136.3000030517578
2016-04-28,135.5
2016-04-29,133.60000610351562
2016-05-02,135.8000030517578
2016-05-03,136.10000610351562
2016-05-04,134.5
2016-05-09,138.0
2016-05-10,132.8000030517578
2016-05-11,132.60000610351562
2016-05-12,132.60000610351562
2016-05-13,131.8000030517578
2016-05-17,133.39999389648438
2016-05-18,133.39999389648438
2016-05-19,133.1999969482422
2016-05-20,137.0
2016-05-23,137.6999969482422
2016-05-24,139.60000610351562
2016-05-25,142.3000030517578
2016-05-26,143.3000030517578
2016-05-27,143.1999969482422
2016-05-30,142.3000030517578
2016-05-31,141.0
2016-06-01,140.10000610351562
2016-06-02,139.60000610351562
2016-06-03,139.1999969482422
2016-06-06,139.6999969482422
2016-06-07,139.39999389648438
2016-06-08,139.6999969482422
2016-06-09,137.1999969482422
2016-06-10,134.6999969482422
2016-06-13,134.3000030517578
2016-06-14,131.3000030517578
2016-06-15,131.39999389648438
2016-06-16,129.5
2016-06-17,127.9000015258789
2016-06-20,129.3000030517578
2016-06-21,130.8000030517578
2016-06-22,130.0
2016-06-23,129.5
2016-06-24,125.5
2016-06-27,121.69999694824219
2016-06-28,127.0
2016-06-29,131.10000610351562
2016-06-30,130.0
2016-07-01,131.0
2016-07-04,130.39999389648438
2016-07-05,129.1999969482422
2016-07-06,128.10000610351562
2016-07-07,129.0
2016-07-08,130.39999389648438
2016-07-11,133.1999969482422
2016-07-12,133.8000030517578
2016-07-13,133.60000610351562
2016-07-14,133.10000610351562
2016-07-15,132.3000030517578
2016-07-18,133.3000030517578
2016-07-19,132.60000610351562
2016-07-20,135.1999969482422
2016-07-21,135.10000610351562
2016-07-22,134.60000610351562
2016-07-25,135.60000610351562
2016-07-26,136.8000030517578
2016-07-27,135.5
2016-07-28,136.10000610351562
2016-07-29,135.8000030517578
2016-08-01,135.89999389648438
2016-08-02,136.8000030517578
2016-08-03,135.5
2016-08-04,136.8000030517578
2016-08-05,140.1999969482422
2016-08-08,140.39999389648438
2016-08-09,140.0
2016-08-10,138.89999389648438
2016-08-11,139.6999969482422
2016-08-12,140.0
2016-08-15,140.60000610351562
2016-08-16,138.8000030517578
2016-08-17,138.3000030517578
2016-08-18,138.6999969482422
2016-08-19,136.10000610351562
2016-08-22,137.0
2016-08-23,137.5
2016-08-24,137.39999389648438
2016-08-25,136.89999389648438
2016-08-26,137.0
2016-08-29,137.3000030517578
2016-08-30,137.1999969482422
2016-08-31,139.39999389648438
2016-09-01,137.1999969482422
2016-09-02,139.1999969482422
2016-09-05,139.10000610351562
2016-09-06,138.60000610351562
2016-09-07,138.10000610351562
2016-09-08,138.6999969482422
2016-09-09,135.10000610351562
2016-09-12,134.10000610351562
2016-09-13,135.10000610351562
2016-09-14,136.5
2016-09-15,136.60000610351562
2016-09-16,138.5
2016-09-19,138.6999969482422
2016-09-20,139.8000030517578
2016-09-21,138.8000030517578
2016-09-22,138.1999969482422
2016-09-23,138.5
2016-09-26,137.89999389648438
2016-09-27,136.3000030517578
2016-09-28,136.8000030517578
2016-09-29,135.6999969482422
2016-09-30,135.3000030517578
2016-10-03,136.89999389648438
2016-10-04,136.0
2016-10-05,134.60000610351562
2016-10-06,134.5
2016-10-07,134.10000610351562
2016-10-10,135.6999969482422
2016-10-11,135.8000030517578
2016-10-12,134.3000030517578
