Date,VIPIND.NS
2015-08-21,82.59408569335938
2015-08-24,78.99897766113281
2015-08-25,74.9836654663086
2015-08-26,75.54393005371094
2015-08-27,76.43104553222656
2015-08-28,76.29096221923828
2015-08-31,74.9836654663086
2015-09-01,71.85543823242188
2015-09-02,71.76206970214844
2015-09-03,71.66869354248047
2015-09-04,70.64152526855469
2015-09-07,67.79344940185547
2015-09-08,67.51331329345703
2015-09-09,67.98020935058594
2015-09-10,67.98020935058594
2015-09-11,68.82061004638672
2015-09-14,73.72303009033203
2015-09-15,73.3962173461914
2015-09-16,73.81642150878906
2015-09-18,74.18993377685547
2015-09-21,73.90979766845703
2015-09-22,72.04219818115234
2015-09-23,73.67636108398438
2015-09-24,72.649169921875
2015-09-28,74.79689025878906
2015-09-29,72.88262176513672
2015-09-30,75.357177734375
2015-10-01,75.87075805664062
2015-10-05,77.59828186035156
2015-10-06,79.8860855102539
2015-10-07,79.23241424560547
2015-10-08,79.41917419433594
2015-10-09,79.83940887451172
2015-10-12,79.04566955566406
2015-10-13,79.27912139892578
2015-10-14,79.09236145019531
2015-10-15,78.53207397460938
2015-10-16,78.34532928466797
2015-10-19,81.33345031738281
2015-10-20,80.63309478759766
2015-10-21,80.16621398925781
2015-10-23,95.5738296508789
2015-10-26,91.6985855102539
2015-10-27,93.09925842285156
2015-10-28,92.4923095703125
2015-10-29,94.68669891357422
2015-10-30,91.60519409179688
2015-11-02,88.99056243896484
2015-11-03,88.29022979736328
2015-11-04,90.67140197753906
2015-11-05,86.2358627319336
2015-11-06,84.7417984008789
2015-11-09,86.42264556884766
2015-11-10,84.46165466308594
2015-11-13,85.2553939819336
2015-11-16,87.26305389404297
2015-11-17,87.12297821044922
2015-11-18,85.95573425292969
2015-11-19,86.37596130371094
2015-11-20,88.47698974609375
2015-11-23,88.71043395996094
2015-11-24,90.53132629394531
2015-11-26,88.8038101196289
2015-11-27,87.91670989990234
2015-11-30,89.36408996582031
2015-12-01,88.523681640625
2015-12-02,89.69092559814453
2015-12-03,88.15013885498047
2015-12-04,88.0567855834961
2015-12-07,87.68326568603516
2015-12-08,85.815673828125
2015-12-09,85.0686264038086
2015-12-10,85.34877014160156
2015-12-11,84.08815002441406
2015-12-14,84.41499328613281
2015-12-15,84.22821807861328
2015-12-16,85.0686264038086
2015-12-17,86.93622589111328
2015-12-18,88.29022979736328
2015-12-21,90.67140197753906
2015-12-22,93.09925842285156
2015-12-23,96.13409423828125
2015-12-24,95.80725860595703
2015-12-28,97.62816619873047
2015-12-29,94.78009033203125
2015-12-30,97.16126251220703
2015-12-31,97.86162567138672
2016-01-01,96.50760650634766
2016-01-04,92.86579895019531
2016-01-05,93.23931884765625
2016-01-06,93.56615447998047
2016-01-07,89.59752655029297
2016-01-08,90.20451354980469
2016-01-11,91.46512603759766
2016-01-12,94.87348175048828
2016-01-13,92.63235473632812
2016-01-14,91.55850219726562
2016-01-15,86.5627212524414
2016-01-18,84.46165466308594
2016-01-19,86.37596130371094
2016-01-20,85.48885345458984
2016-01-21,86.37596130371094
2016-01-22,87.49649047851562
2016-01-25,87.4498062133789
2016-01-27,87.49649047851562
2016-01-28,91.6985855102539
2016-01-29,93.93968200683594
2016-02-01,94.7333984375
2016-02-02,89.87767028808594
2016-02-03,88.24353790283203
2016-02-04,86.84284973144531
2016-02-05,89.08395385742188
2016-02-08,88.6141128540039
2016-02-09,87.67440032958984
2016-02-10,87.95631408691406
2016-02-11,83.44573211669922
2016-02-12,82.92888641357422
2016-02-15,89.08395385742188
2016-02-16,89.17793273925781
2016-02-17,89.8357162475586
2016-02-18,89.8357162475586
2016-02-19,89.55378723144531
2016-02-22,88.5671157836914
2016-02-23,87.4864501953125
2016-02-24,87.9093246459961
2016-02-25,86.68770599365234
2016-02-26,88.09725952148438
2016-02-29,89.27189636230469
2016-03-01,89.92967224121094
2016-03-02,91.01033020019531
2016-03-03,92.04400634765625
2016-03-04,93.40658569335938
2016-03-08,91.24526977539062
2016-03-09,90.63444519042969
2016-03-10,91.10430908203125
2016-03-11,90.68144226074219
2016-03-14,92.13799285888672
2016-03-15,90.21159362792969
2016-03-16,90.49349975585938
2016-03-17,90.82240295410156
2016-03-18,90.54048156738281
2016-03-21,92.04400634765625
2016-03-22,99.46768188476562
2016-03-23,98.01114654541016
2016-03-28,91.48018646240234
2016-03-29,95.80282592773438
2016-03-30,97.49430084228516
2016-03-31,98.85687255859375
2016-04-01,99.93753814697266
2016-04-04,105.81068420410156
2016-04-05,106.8443374633789
2016-04-06,111.58985900878906
2016-04-07,108.11296081542969
2016-04-08,107.8780288696289
2016-04-11,109.05266571044922
2016-04-12,106.89134216308594
2016-04-13,105.71672058105469
2016-04-18,109.09964752197266
2016-04-20,110.03935241699219
2016-04-21,110.41523742675781
2016-04-22,109.3815689086914
2016-04-25,108.20693969726562
2016-04-26,110.46222686767578
2016-04-27,111.91875457763672
2016-04-28,108.3009033203125
2016-04-29,108.06597137451172
2016-05-02,107.40818786621094
2016-05-03,106.70342254638672
2016-05-04,103.3674545288086
2016-05-05,102.38077545166016
2016-05-06,101.76995849609375
2016-05-09,103.74332427978516
2016-05-10,110.27426147460938
2016-05-11,111.0730209350586
2016-05-12,110.6031723022461
2016-05-13,112.81147766113281
2016-05-16,110.36824798583984
2016-05-17,110.227294921875
2016-05-18,110.46222686767578
2016-05-19,108.01898193359375
2016-05-20,107.7370834350586
2016-05-23,107.92501831054688
2016-05-24,106.60943603515625
2016-05-25,106.89134216308594
2016-05-26,105.4817886352539
2016-05-27,106.18656921386719
2016-05-30,108.67678833007812
2016-05-31,107.50214385986328
2016-06-01,106.70342254638672
2016-06-02,106.70342254638672
2016-06-03,106.09258270263672
2016-06-06,104.58907318115234
2016-06-07,103.93128204345703
2016-06-08,104.26017761230469
2016-06-09,104.77700805664062
2016-06-10,104.73001098632812
2016-06-13,104.401123046875
2016-06-14,106.2805404663086
2016-06-15,105.99861907958984
2016-06-16,102.61567687988281
2016-06-17,102.94458770751953
2016-06-20,102.14582824707031
2016-06-21,103.9782485961914
2016-06-22,101.72296142578125
2016-06-23,101.20613098144531
2016-06-24,100.21943664550781
2016-06-27,102.28678131103516
2016-06-28,103.3204574584961
