Date,OCDO.L
2016-07-19,264.70001220703125
2016-07-20,265.8999938964844
2016-07-21,270.29998779296875
2016-07-22,273.70001220703125
2016-07-25,273.0
2016-07-26,269.20001220703125
2016-07-27,269.70001220703125
2016-07-28,267.0
2016-07-29,266.6000061035156
2016-08-01,264.29998779296875
2016-08-02,258.0
2016-08-03,255.39999389648438
2016-08-04,256.0
2016-08-05,259.8999938964844
2016-08-08,276.29998779296875
2016-08-09,295.0
2016-08-10,305.1000061035156
2016-08-11,301.70001220703125
2016-08-12,289.6000061035156
2016-08-15,288.5
2016-08-16,280.3999938964844
2016-08-17,279.8999938964844
2016-08-18,284.0
2016-08-19,280.1000061035156
2016-08-22,289.20001220703125
2016-08-23,291.1000061035156
2016-08-24,300.0
2016-08-25,296.0
2016-08-26,299.8999938964844
2016-08-30,307.0
2016-08-31,304.6000061035156
2016-09-01,316.1000061035156
2016-09-02,315.1000061035156
2016-09-05,313.8999938964844
2016-09-06,323.6000061035156
2016-09-07,325.0
2016-09-08,321.1000061035156
2016-09-09,315.0
2016-09-12,322.0
2016-09-13,278.0
2016-09-14,257.0
2016-09-15,272.8999938964844
2016-09-16,274.5
2016-09-19,274.0
2016-09-20,268.79998779296875
2016-09-21,254.5
2016-09-22,257.0
2016-09-23,257.5
2016-09-26,254.0
2016-09-27,253.89999389648438
2016-09-28,254.60000610351562
2016-09-29,263.1000061035156
2016-09-30,264.5
2016-10-03,261.3999938964844
2016-10-04,263.1000061035156
2016-10-05,265.1000061035156
2016-10-06,261.3999938964844
2016-10-07,258.5
2016-10-10,254.6999969482422
2016-10-11,255.0
2016-10-12,255.6999969482422
2016-10-13,253.10000610351562
2016-10-14,254.5
2016-10-17,254.39999389648438
2016-10-18,267.5
2016-10-19,274.5
2016-10-20,276.5
2016-10-21,277.5
2016-10-24,269.6000061035156
2016-10-25,273.0
2016-10-26,274.20001220703125
2016-10-27,280.70001220703125
2016-10-28,281.29998779296875
2016-10-31,275.0
2016-11-01,277.0
2016-11-02,277.6000061035156
2016-11-03,281.8999938964844
2016-11-04,274.5
2016-11-07,271.5
2016-11-08,272.29998779296875
2016-11-09,270.20001220703125
2016-11-10,270.3999938964844
2016-11-11,270.0
2016-11-14,272.79998779296875
2016-11-15,282.20001220703125
2016-11-16,258.20001220703125
2016-11-17,265.79998779296875
2016-11-18,267.29998779296875
2016-11-21,263.79998779296875
2016-11-22,264.0
2016-11-23,265.1000061035156
2016-11-24,267.0
2016-11-25,275.79998779296875
2016-11-28,270.5
2016-11-29,276.70001220703125
2016-11-30,270.0
2016-12-01,264.0
2016-12-02,262.6000061035156
2016-12-05,265.79998779296875
2016-12-06,265.3999938964844
2016-12-07,277.70001220703125
2016-12-08,262.6000061035156
2016-12-09,252.10000610351562
2016-12-12,246.3000030517578
2016-12-13,248.6999969482422
2016-12-14,251.5
2016-12-15,254.3000030517578
2016-12-16,252.3000030517578
2016-12-19,253.0
2016-12-20,256.20001220703125
2016-12-21,256.0
2016-12-22,257.8999938964844
2016-12-23,255.0
2016-12-28,260.3999938964844
2016-12-29,257.0
2016-12-30,264.1000061035156
2017-01-03,262.1000061035156
2017-01-04,260.3999938964844
2017-01-05,258.29998779296875
2017-01-06,258.5
2017-01-09,261.5
2017-01-10,263.8999938964844
2017-01-11,263.8999938964844
2017-01-12,268.70001220703125
2017-01-13,267.1000061035156
2017-01-16,269.29998779296875
2017-01-17,263.5
2017-01-18,264.0
2017-01-19,265.0
2017-01-20,261.8999938964844
2017-01-23,261.3999938964844
2017-01-24,253.3000030517578
2017-01-25,250.3000030517578
2017-01-26,245.0
2017-01-27,244.6999969482422
2017-01-30,244.39999389648438
2017-01-31,249.39999389648438
2017-02-01,242.60000610351562
2017-02-02,238.5
2017-02-03,243.0
2017-02-06,240.10000610351562
2017-02-07,242.0
2017-02-08,249.0
2017-02-09,253.10000610351562
2017-02-10,252.3000030517578
2017-02-13,258.20001220703125
2017-02-14,260.5
2017-02-15,258.6000061035156
2017-02-16,255.3000030517578
2017-02-17,252.10000610351562
2017-02-20,254.39999389648438
2017-02-21,253.39999389648438
2017-02-22,253.5
2017-02-23,253.0
2017-02-24,250.6999969482422
2017-02-27,248.8000030517578
2017-02-28,249.0
2017-03-01,253.0
2017-03-02,254.0
2017-03-03,256.6000061035156
2017-03-06,260.3999938964844
2017-03-07,262.1000061035156
2017-03-08,258.5
2017-03-09,258.8999938964844
2017-03-10,258.0
2017-03-13,258.20001220703125
2017-03-14,256.20001220703125
2017-03-15,250.39999389648438
2017-03-16,252.0
2017-03-17,258.0
2017-03-20,258.29998779296875
2017-03-21,246.0
2017-03-22,243.6999969482422
2017-03-23,243.0
2017-03-24,246.8000030517578
2017-03-27,241.6999969482422
2017-03-28,241.60000610351562
2017-03-29,241.3000030517578
2017-03-30,240.0
2017-03-31,241.0
2017-04-03,240.8000030517578
2017-04-04,244.1999969482422
2017-04-05,246.6999969482422
2017-04-06,252.0
2017-04-07,238.5
2017-04-10,242.6999969482422
2017-04-11,239.39999389648438
2017-04-12,238.60000610351562
2017-04-13,247.0
2017-04-18,245.60000610351562
2017-04-19,249.0
2017-04-20,249.39999389648438
2017-04-21,248.60000610351562
2017-04-24,254.10000610351562
2017-04-25,249.0
2017-04-26,250.0
2017-04-27,250.6999969482422
2017-04-28,251.0
2017-05-02,265.5
2017-05-03,263.1000061035156
2017-05-04,262.0
2017-05-05,259.6000061035156
2017-05-08,260.6000061035156
2017-05-09,264.29998779296875
2017-05-10,267.0
2017-05-11,264.20001220703125
2017-05-12,265.0
2017-05-15,264.6000061035156
2017-05-16,280.8999938964844
2017-05-17,288.0
2017-05-18,290.1000061035156
2017-05-19,290.5
2017-05-22,302.0
2017-05-23,302.5
2017-05-24,303.0
2017-05-25,306.3999938964844
2017-05-26,313.0
2017-05-30,308.6000061035156
2017-05-31,314.70001220703125
2017-06-01,317.8999938964844
2017-06-02,316.0
2017-06-05,312.20001220703125
2017-06-06,308.3999938964844
2017-06-07,284.0
2017-06-08,287.79998779296875
2017-06-09,289.8999938964844
2017-06-12,270.5
2017-06-13,275.0
2017-06-14,278.8999938964844
2017-06-15,274.29998779296875
2017-06-16,275.79998779296875
2017-06-19,306.3999938964844
2017-06-20,301.20001220703125
2017-06-21,300.20001220703125
2017-06-22,302.6000061035156
2017-06-23,301.70001220703125
2017-06-26,306.36700439453125
2017-06-27,296.74798583984375
2017-06-28,295.6000061035156
2017-06-29,290.1000061035156
2017-06-30,289.3999938964844
2017-07-03,289.20001220703125
2017-07-04,289.6000061035156
2017-07-05,291.5
2017-07-06,285.1000061035156
2017-07-07,284.1000061035156
2017-07-10,276.1000061035156
2017-07-11,276.1000061035156
2017-07-12,274.1000061035156
2017-07-13,280.79998779296875
2017-07-14,280.1000061035156
2017-07-17,292.20001220703125
2017-07-18,289.6000061035156
2017-07-19,293.70001220703125
2017-07-20,298.70001220703125
2017-07-21,294.20001220703125
2017-07-24,292.1000061035156
2017-07-25,292.70001220703125
2017-07-26,299.8999938964844
2017-07-27,306.29998779296875
2017-07-28,300.0
2017-07-31,301.1000061035156
2017-08-01,302.0
2017-08-02,302.6000061035156
2017-08-03,305.8999938964844
2017-08-04,312.5
2017-08-07,306.79998779296875
2017-08-08,301.20001220703125
2017-08-09,298.1000061035156
2017-08-10,293.70001220703125
2017-08-11,292.79998779296875
2017-08-14,292.6000061035156
2017-08-15,291.5
2017-08-16,292.6000061035156
2017-08-17,292.1000061035156
2017-08-18,283.5
2017-08-21,285.6000061035156
2017-08-22,290.0
2017-08-23,285.0
2017-08-24,285.8999938964844
2017-08-25,289.3999938964844
2017-08-29,291.6000061035156
2017-08-30,304.1000061035156
2017-08-31,309.79998779296875
2017-09-01,304.79998779296875
2017-09-04,301.3999938964844
2017-09-05,305.6000061035156
2017-09-06,304.1000061035156
2017-09-07,302.29998779296875
2017-09-08,310.70001220703125
2017-09-11,310.70001220703125
2017-09-12,308.1000061035156
2017-09-13,305.3999938964844
2017-09-14,298.29998779296875
2017-09-15,298.70001220703125
2017-09-18,302.0
2017-09-19,296.1000061035156
2017-09-20,290.20001220703125
2017-09-21,285.0
2017-09-22,282.20001220703125
2017-09-25,283.8999938964844
2017-09-26,282.79998779296875
2017-09-27,285.79998779296875
2017-09-28,287.5
2017-09-29,292.70001220703125
2017-10-02,295.1000061035156
2017-10-03,299.70001220703125
2017-10-04,297.3999938964844
2017-10-05,300.1000061035156
2017-10-06,296.0
2017-10-09,293.70001220703125
2017-10-10,297.0
2017-10-11,301.79998779296875
2017-10-12,310.0
2017-10-13,308.8999938964844
2017-10-16,301.0
2017-10-17,297.0
2017-10-18,297.6000061035156
2017-10-19,297.6000061035156
2017-10-20,291.8999938964844
2017-10-23,293.79998779296875
2017-10-24,292.70001220703125
2017-10-25,286.79998779296875
2017-10-26,280.79998779296875
2017-10-27,281.29998779296875
2017-10-30,285.0
2017-10-31,287.70001220703125
2017-11-01,279.8999938964844
2017-11-02,277.6000061035156
2017-11-03,284.0
2017-11-06,280.70001220703125
2017-11-07,271.1000061035156
2017-11-08,264.0
2017-11-09,261.5
2017-11-10,259.1000061035156
2017-11-13,255.60000610351562
2017-11-14,251.10000610351562
2017-11-15,249.60000610351562
2017-11-16,246.3000030517578
2017-11-17,251.89999389648438
2017-11-20,248.3000030517578
2017-11-21,243.3000030517578
2017-11-22,244.39999389648438
2017-11-23,244.0
2017-11-24,238.6999969482422
2017-11-27,256.20001220703125
2017-11-28,309.6000061035156
2017-11-29,359.6000061035156
2017-11-30,352.6000061035156
2017-12-01,363.5
2017-12-04,348.3999938964844
2017-12-05,348.8999938964844
2017-12-06,350.3999938964844
2017-12-07,352.0
2017-12-08,355.8999938964844
2017-12-11,349.3999938964844
2017-12-12,350.8999938964844
2017-12-13,341.6000061035156
2017-12-14,343.6000061035156
2017-12-15,337.0
2017-12-18,344.6000061035156
2017-12-19,345.3999938964844
2017-12-20,356.8999938964844
2017-12-21,357.8999938964844
2017-12-22,361.70001220703125
2017-12-27,375.6000061035156
2017-12-28,384.70001220703125
2017-12-29,397.1000061035156
2018-01-02,392.5
2018-01-03,423.0
2018-01-04,437.79998779296875
2018-01-05,437.20001220703125
2018-01-08,429.0
2018-01-09,424.3999938964844
2018-01-10,409.1000061035156
2018-01-11,410.0
2018-01-12,428.79998779296875
2018-01-15,428.0
2018-01-16,426.5
2018-01-17,419.29998779296875
2018-01-18,415.0
2018-01-19,413.0
2018-01-22,526.5999755859375
2018-01-23,531.2000122070312
2018-01-24,526.5999755859375
2018-01-25,519.0
2018-01-26,494.79998779296875
2018-01-29,493.5
2018-01-30,491.1000061035156
2018-01-31,503.6000061035156
2018-02-01,518.5999755859375
2018-02-02,519.0
2018-02-05,492.5
2018-02-06,476.5
2018-02-07,475.0
2018-02-08,474.8999938964844
2018-02-09,462.5
2018-02-12,471.79998779296875
2018-02-13,474.0
2018-02-14,473.29998779296875
2018-02-15,487.29998779296875
2018-02-16,489.8999938964844
2018-02-19,488.0
2018-02-20,510.20001220703125
2018-02-21,506.20001220703125
2018-02-22,511.20001220703125
2018-02-23,522.0
2018-02-26,526.5999755859375
2018-02-27,543.0
2018-02-28,553.2000122070312
2018-03-01,541.4000244140625
2018-03-02,543.2000122070312
2018-03-05,546.4000244140625
2018-03-06,552.4000244140625
2018-03-07,564.5999755859375
2018-03-08,577.0
2018-03-09,594.0
2018-03-12,597.5999755859375
2018-03-13,597.0
2018-03-14,578.2000122070312
2018-03-15,586.2000122070312
2018-03-16,585.7999877929688
2018-03-19,572.2000122070312
2018-03-20,568.2000122070312
2018-03-21,550.0
2018-03-22,527.0
2018-03-23,533.0
2018-03-26,532.5999755859375
2018-03-27,541.7999877929688
2018-03-28,531.7999877929688
2018-03-29,530.7999877929688
2018-04-03,528.5999755859375
2018-04-04,509.3999938964844
2018-04-05,524.0
2018-04-06,518.7999877929688
2018-04-09,520.4000244140625
2018-04-10,527.0
2018-04-11,524.0
2018-04-12,514.4000244140625
2018-04-13,517.7999877929688
2018-04-16,510.0
2018-04-17,522.7999877929688
2018-04-18,522.4000244140625
2018-04-19,531.0
2018-04-20,537.2000122070312
2018-04-23,531.5999755859375
2018-04-24,518.2000122070312
2018-04-25,504.3999938964844
2018-04-26,521.7999877929688
2018-04-27,528.2000122070312
2018-04-30,538.4000244140625
2018-05-01,555.4000244140625
2018-05-02,575.0
2018-05-03,565.4000244140625
2018-05-04,557.7999877929688
2018-05-08,562.0
2018-05-09,559.4000244140625
2018-05-10,553.4000244140625
2018-05-11,554.4000244140625
2018-05-14,556.5999755859375
2018-05-15,545.2000122070312
2018-05-16,552.0
2018-05-17,797.2000122070312
2018-05-18,800.0
2018-05-21,873.4000244140625
2018-05-22,901.5999755859375
2018-05-23,863.2000122070312
2018-05-24,873.7999877929688
2018-05-25,886.5999755859375
2018-05-29,874.4000244140625
2018-05-30,887.5999755859375
2018-05-31,898.0
2018-06-01,872.2000122070312
2018-06-04,879.4000244140625
2018-06-05,886.2000122070312
2018-06-06,920.7999877929688
2018-06-07,955.5999755859375
2018-06-08,999.4000244140625
2018-06-11,1111.0
2018-06-12,1065.0
2018-06-13,1075.5
2018-06-14,1064.5
2018-06-15,1040.0
2018-06-18,959.0
2018-06-19,948.7999877929688
2018-06-20,1001.5
2018-06-21,1040.0
2018-06-22,1063.5
2018-06-25,1035.0
2018-06-26,1021.0
2018-06-27,1061.0
2018-06-28,1032.0
2018-06-29,1027.5
2018-07-02,1042.0
2018-07-03,1040.0
2018-07-04,1040.0
2018-07-05,1023.0
2018-07-06,1014.0
2018-07-09,1011.5
2018-07-10,1103.0
2018-07-11,1046.5
2018-07-12,1018.0
2018-07-13,1029.5
2018-07-16,1054.5
2018-07-17,1072.0
2018-07-18,1048.5
2018-07-19,1057.5
2018-07-20,1083.0
2018-07-23,1143.0
2018-07-24,1134.5
2018-07-25,1146.0
2018-07-26,1121.5
2018-07-27,1133.0
2018-07-30,1114.0
2018-07-31,1106.0
2018-08-01,1105.0
2018-08-02,1091.0
2018-08-03,1088.5
2018-08-06,1078.0
2018-08-07,1060.0
2018-08-08,1050.0
2018-08-09,1057.0
2018-08-10,1045.0
2018-08-13,1046.0
2018-08-14,1046.5
2018-08-15,1016.5
2018-08-16,1056.5
2018-08-17,1046.0
2018-08-20,1059.0
2018-08-21,1079.5
2018-08-22,1100.0
2018-08-23,1114.5
2018-08-24,1079.5
2018-08-28,1071.0
2018-08-29,1062.5
2018-08-30,1080.5
2018-08-31,1072.5
2018-09-03,1074.0
2018-09-04,1071.0
2018-09-05,1041.5
2018-09-06,998.4000244140625
2018-09-07,977.5999755859375
2018-09-10,972.4000244140625
2018-09-11,955.0
2018-09-12,933.0
2018-09-13,922.4000244140625
2018-09-14,914.7999877929688
2018-09-17,912.5999755859375
2018-09-18,919.7999877929688
2018-09-19,899.4000244140625
2018-09-20,906.4000244140625
2018-09-21,904.0
2018-09-24,912.5999755859375
2018-09-25,906.5999755859375
2018-09-26,895.5999755859375
2018-09-27,919.7999877929688
2018-09-28,899.2000122070312
2018-10-01,898.7999877929688
2018-10-02,895.4000244140625
2018-10-03,915.0
2018-10-04,843.7999877929688
2018-10-05,803.4000244140625
2018-10-08,790.0
2018-10-09,778.2000122070312
2018-10-10,762.4000244140625
2018-10-11,779.4000244140625
2018-10-12,813.2000122070312
2018-10-15,789.7999877929688
2018-10-16,833.4000244140625
2018-10-17,840.7999877929688
2018-10-18,840.7999877929688
2018-10-19,846.5999755859375
2018-10-22,856.0
2018-10-23,772.7999877929688
2018-10-24,801.2000122070312
2018-10-25,823.5999755859375
2018-10-26,782.4000244140625
2018-10-29,800.7999877929688
2018-10-30,840.5999755859375
2018-10-31,855.2000122070312
2018-11-01,846.7999877929688
2018-11-02,852.5999755859375
2018-11-05,836.5999755859375
2018-11-06,840.0
2018-11-07,859.0
2018-11-08,855.0
2018-11-09,852.5999755859375
2018-11-12,798.4000244140625
2018-11-13,803.2000122070312
2018-11-14,794.5999755859375
2018-11-15,764.4000244140625
2018-11-16,768.4000244140625
2018-11-19,750.0
2018-11-20,753.0
2018-11-21,759.0
2018-11-22,750.0
2018-11-23,794.4000244140625
2018-11-26,789.7999877929688
2018-11-27,816.0
2018-11-28,833.4000244140625
2018-11-29,841.7999877929688
2018-11-30,831.2000122070312
2018-12-03,836.5999755859375
2018-12-04,830.0
2018-12-05,821.5999755859375
2018-12-06,790.7999877929688
2018-12-07,802.7999877929688
2018-12-10,789.7999877929688
2018-12-11,796.0
2018-12-12,793.5999755859375
2018-12-13,804.4000244140625
2018-12-14,815.0
2018-12-17,779.2000122070312
2018-12-18,775.0
2018-12-19,778.0
2018-12-20,755.0
2018-12-21,769.5999755859375
2018-12-24,765.0
2018-12-27,749.7999877929688
2018-12-28,768.0
2018-12-31,790.0
2019-01-02,810.5999755859375
2019-01-03,791.0
2019-01-04,816.7999877929688
2019-01-07,837.0
2019-01-08,860.0
2019-01-09,876.2000122070312
2019-01-10,872.5999755859375
2019-01-11,861.2000122070312
2019-01-14,878.0
2019-01-15,896.0
2019-01-16,893.4000244140625
2019-01-17,900.2000122070312
2019-01-18,883.0
2019-01-21,885.5999755859375
2019-01-22,915.0
2019-01-23,924.5999755859375
2019-01-24,927.7999877929688
2019-01-25,946.4000244140625
2019-01-28,966.0
2019-01-29,978.0
2019-01-30,975.0
2019-01-31,991.2000122070312
2019-02-01,991.4000244140625
2019-02-04,992.5999755859375
2019-02-05,1034.0
2019-02-06,968.4000244140625
2019-02-07,873.7999877929688
2019-02-08,904.4000244140625
2019-02-11,939.4000244140625
2019-02-12,948.7999877929688
2019-02-13,924.7999877929688
2019-02-14,915.0
2019-02-15,905.7999877929688
2019-02-18,926.0
2019-02-19,932.5999755859375
2019-02-20,932.5999755859375
2019-02-21,903.5999755859375
2019-02-22,895.5999755859375
2019-02-25,886.2000122070312
2019-02-26,990.0
2019-02-27,1019.0
2019-02-28,1034.5
2019-03-01,1045.0
2019-03-04,1046.5
2019-03-05,1046.0
2019-03-06,1052.0
2019-03-07,1054.5
2019-03-08,1054.0
2019-03-11,1062.5
2019-03-12,1067.0
2019-03-13,1074.0
2019-03-14,1102.5
2019-03-15,1122.0
2019-03-18,1147.5
2019-03-19,1209.0
2019-03-20,1215.0
2019-03-21,1244.0
2019-03-22,1232.0
2019-03-25,1255.5
2019-03-26,1307.0
2019-03-27,1291.0
2019-03-28,1360.0
2019-03-29,1370.5
2019-04-01,1363.5
2019-04-02,1377.5
2019-04-03,1368.0
2019-04-04,1370.0
2019-04-05,1391.0
2019-04-08,1404.5
2019-04-09,1409.0
2019-04-10,1435.0
2019-04-11,1401.5
2019-04-12,1396.0
2019-04-15,1407.0
2019-04-16,1407.0
2019-04-17,1400.0
2019-04-18,1399.0
2019-04-23,1417.5
2019-04-24,1426.0
2019-04-25,1408.5
2019-04-26,1398.0
2019-04-29,1389.5
2019-04-30,1362.5
2019-05-01,1378.0
2019-05-02,1345.5
2019-05-03,1380.5
2019-05-07,1368.0
2019-05-08,1353.0
2019-05-09,1332.0
2019-05-10,1339.0
2019-05-13,1319.5
2019-05-14,1264.5
2019-05-15,1277.0
2019-05-16,1265.0
2019-05-17,1242.5
2019-05-20,1237.5
2019-05-21,1248.5
2019-05-22,1227.0
2019-05-23,1204.0
2019-05-24,1200.0
2019-05-28,1205.0
2019-05-29,1167.5
2019-05-30,1199.0
2019-05-31,1194.5
2019-06-03,1171.5
2019-06-04,1112.5
2019-06-05,1139.5
2019-06-06,1122.0
2019-06-07,1113.0
2019-06-10,1165.0
2019-06-11,1168.0
2019-06-12,1167.0
2019-06-13,1171.0
2019-06-14,1159.5
2019-06-17,1137.5
2019-06-18,1152.0
2019-06-19,1087.0
2019-06-20,1102.5
2019-06-21,1148.5
2019-06-24,1152.5
2019-06-25,1148.5
2019-06-26,1136.0
2019-06-27,1165.5
2019-06-28,1167.0
2019-07-01,1210.5
2019-07-02,1191.5
2019-07-03,1220.0
2019-07-04,1230.0
2019-07-05,1225.0
2019-07-08,1170.5
2019-07-09,1236.5
2019-07-10,1215.0
2019-07-11,1140.0
2019-07-12,1143.5
2019-07-15,1146.0
2019-07-16,1147.5
2019-07-17,1147.0
2019-07-18,1140.5
2019-07-19,1194.5
2019-07-22,1220.0
2019-07-23,1203.5
2019-07-24,1211.0
2019-07-25,1209.5
2019-07-26,1240.0
2019-07-29,1258.5
2019-07-30,1245.5
2019-07-31,1245.5
2019-08-01,1250.0
2019-08-02,1208.5
2019-08-05,1152.5
2019-08-06,1136.5
2019-08-07,1158.0
2019-08-08,1208.0
2019-08-09,1207.5
2019-08-12,1192.5
2019-08-13,1173.5
2019-08-14,1153.5
2019-08-15,1136.5
2019-08-16,1151.0
2019-08-19,1204.0
2019-08-20,1214.5
2019-08-21,1242.5
2019-08-22,1204.5
2019-08-23,1200.0
2019-08-27,1236.0
2019-08-28,1228.0
2019-08-29,1281.5
2019-08-30,1295.5
2019-09-02,1328.5
2019-09-03,1344.0
2019-09-04,1332.0
2019-09-05,1331.5
2019-09-06,1363.5
2019-09-09,1342.5
2019-09-10,1337.0
2019-09-11,1369.0
2019-09-12,1338.5
2019-09-13,1350.0
2019-09-16,1349.5
2019-09-17,1350.5
2019-09-18,1344.0
2019-09-19,1295.0
2019-09-20,1306.0
2019-09-23,1312.0
2019-09-24,1340.0
2019-09-25,1299.0
2019-09-26,1294.0
2019-09-27,1304.5
2019-09-30,1322.5
2019-10-01,1337.0
