Date,RANI3.SA
2015-08-24,2.262329578399658
2015-08-25,2.222985029220581
2015-08-26,2.222985029220581
2015-08-27,2.222985029220581
2015-08-28,2.222985029220581
2015-08-31,2.222985029220581
2015-09-01,2.2295429706573486
2015-09-02,2.2295429706573486
2015-09-03,2.2295429706573486
2015-09-04,2.2295429706573486
2015-09-08,2.2295429706573486
2015-09-09,2.3016748428344727
2015-09-10,2.3016748428344727
2015-09-11,2.3016748428344727
2015-09-14,2.3016748428344727
2015-09-15,2.2295429706573486
2015-09-16,2.2295429706573486
2015-09-17,2.2295429706573486
2015-09-18,2.2295429706573486
2015-09-21,2.275444507598877
2015-09-22,2.275444507598877
2015-09-23,2.222985029220581
2015-09-24,2.2426576614379883
2015-09-25,2.2426576614379883
2015-09-28,2.2426576614379883
2015-09-29,2.2426576614379883
2015-09-30,2.2426576614379883
2015-10-01,2.2426576614379883
2015-10-02,2.2426576614379883
2015-10-05,2.2426576614379883
2015-10-06,2.2688868045806885
2015-10-07,2.2688868045806885
2015-10-08,2.2688868045806885
2015-10-09,2.2688868045806885
2015-10-13,2.1311802864074707
2015-10-14,2.1442949771881104
2015-10-15,2.150853157043457
2015-10-16,2.0656051635742188
2015-10-19,2.0787205696105957
2015-10-20,2.0787205696105957
2015-10-21,2.0787205696105957
2015-10-22,2.0787205696105957
2015-10-23,2.085278034210205
2015-10-26,2.0918354988098145
2015-10-27,2.0918354988098145
2015-10-28,2.137737989425659
2015-10-29,2.137737989425659
2015-10-30,2.157410144805908
2015-11-03,2.157410144805908
2015-11-04,2.157410144805908
2015-11-05,2.1639673709869385
2015-11-06,2.1639673709869385
2015-11-09,2.1639673709869385
2015-11-10,2.157410144805908
2015-11-11,2.157410144805908
2015-11-12,2.157410144805908
2015-11-13,2.157410144805908
2015-11-16,2.157410144805908
2015-11-17,2.1967549324035645
2015-11-18,2.1967549324035645
2015-11-19,2.201673984527588
2015-11-23,2.201673984527588
2015-11-24,2.201673984527588
2015-11-25,2.201673984527588
2015-11-26,2.1688125133514404
2015-11-27,2.1556684970855713
2015-11-30,2.1556684970855713
2015-12-01,2.1556684970855713
2015-12-02,2.1556684970855713
2015-12-03,2.1556684970855713
2015-12-04,2.1490960121154785
2015-12-07,2.1556684970855713
2015-12-08,2.1556684970855713
2015-12-09,2.1556684970855713
2015-12-10,2.0373694896698
2015-12-11,2.103091239929199
2015-12-14,2.103091239929199
2015-12-15,2.103091239929199
2015-12-16,2.103091239929199
2015-12-17,2.076802968978882
2015-12-18,2.076802968978882
2015-12-21,2.076802968978882
2015-12-22,2.0045089721679688
2015-12-23,1.9913651943206787
2015-12-28,1.9782198667526245
2015-12-29,1.9782198667526245
2015-12-30,1.9782198667526245
2016-01-04,1.9782198667526245
2016-01-05,1.9847925901412964
2016-01-06,1.9782198667526245
2016-01-07,1.9387876987457275
2016-01-08,1.89278244972229
2016-01-11,1.8533484935760498
2016-01-12,1.80734384059906
2016-01-13,1.6496120691299438
2016-01-14,1.6759003400802612
2016-01-15,1.6759003400802612
2016-01-18,1.6759003400802612
2016-01-19,1.6693286895751953
2016-01-20,1.6693286895751953
2016-01-21,1.6693286895751953
2016-01-22,1.6693286895751953
2016-01-26,1.6693286895751953
2016-01-27,1.6101793050765991
2016-01-28,1.5838907957077026
2016-01-29,1.5838907957077026
2016-02-01,1.5838907957077026
2016-02-02,1.5838907957077026
2016-02-03,1.5838907957077026
2016-02-04,1.5838907957077026
2016-02-05,1.5773183107376099
2016-02-10,1.5773183107376099
2016-02-11,1.5707461833953857
2016-02-12,1.5707461833953857
2016-02-15,1.5707461833953857
2016-02-16,1.5707461833953857
2016-02-17,1.5707461833953857
2016-02-18,1.5707461833953857
2016-02-19,1.5707461833953857
2016-02-22,1.5707461833953857
2016-02-23,1.5707461833953857
2016-02-24,1.5707461833953857
2016-02-25,1.5641744136810303
2016-02-26,1.5641744136810303
2016-02-29,1.5641744136810303
2016-03-01,1.5773183107376099
2016-03-02,1.5773183107376099
