Date,DD
2015-08-03,52.482017517089844
2015-08-04,52.7418098449707
2015-08-05,53.23884963989258
2015-08-06,52.640167236328125
2015-08-07,51.39756774902344
2015-08-10,52.68534469604492
2015-08-11,51.16035842895508
2015-08-12,51.62351608276367
2015-08-13,50.798885345458984
2015-08-14,50.719818115234375
2015-08-17,51.36369323730469
2015-08-18,50.55036544799805
2015-08-19,49.849998474121094
2015-08-20,49.330379486083984
2015-08-21,48.14427185058594
2015-08-24,45.580039978027344
2015-08-25,44.49562072753906
2015-08-26,46.37077713012695
2015-08-27,49.251312255859375
2015-08-28,49.703147888183594
2015-08-31,49.432044982910156
2015-09-01,47.05985641479492
2015-09-02,47.88447189331055
2015-09-03,48.381500244140625
2015-09-04,47.534278869628906
2015-09-08,49.8048210144043
2015-09-09,49.46593475341797
2015-09-10,49.432044982910156
2015-09-11,49.45463943481445
2015-09-14,48.66390609741211
2015-09-15,49.26259994506836
2015-09-16,50.8101921081543
2015-09-17,49.95167541503906
2015-09-18,48.9237174987793
2015-09-21,49.72574234008789
2015-09-22,49.251312255859375
2015-09-23,48.099090576171875
2015-09-24,47.997432708740234
2015-09-25,47.80539321899414
2015-09-28,45.660430908203125
2015-09-29,46.27653121948242
2015-09-30,48.37587356567383
2015-10-01,49.03762435913086
2015-10-02,50.71479797363281
2015-10-05,52.83694839477539
2015-10-06,53.71546173095703
2015-10-07,54.183250427246094
2015-10-08,54.525535583496094
2015-10-09,53.71546173095703
2015-10-12,53.16781234741211
2015-10-13,53.06513977050781
2015-10-14,53.749691009521484
2015-10-15,54.28594207763672
2015-10-16,54.33158874511719
2015-10-19,54.06916427612305
2015-10-20,54.41144561767578
2015-10-21,54.171836853027344
2015-10-22,56.95573043823242
2015-10-23,57.412113189697266
2015-10-26,57.56043243408203
2015-10-27,57.834266662597656
2015-10-28,58.610107421875
2015-10-29,58.073856353759766
2015-10-30,58.95237731933594
2015-11-02,58.86111068725586
2015-11-03,59.30608367919922
2015-11-04,58.62150192260742
2015-11-05,58.88392639160156
2015-11-06,59.146331787109375
2015-11-09,58.98659896850586
2015-11-10,58.998008728027344
2015-11-11,58.98659896850586
2015-11-12,57.53762435913086
2015-11-13,58.34769058227539
2015-11-16,58.9295539855957
2015-11-17,58.9295539855957
2015-11-18,60.652381896972656
2015-11-19,60.83491897583008
2015-11-20,60.83491897583008
2015-11-23,60.469844818115234
2015-11-24,60.90340042114258
2015-11-25,59.23762893676758
2015-11-27,59.34030532836914
2015-11-30,59.477195739746094
2015-12-01,60.94903564453125
2015-12-02,59.65975570678711
2015-12-03,59.169151306152344
2015-12-04,60.823524475097656
2015-12-07,59.36315155029297
2015-12-08,58.073856353759766
2015-12-09,64.9993667602539
2015-12-10,62.649024963378906
2015-12-11,60.8919792175293
2015-12-14,58.51881790161133
2015-12-15,57.697364807128906
2015-12-16,57.86848449707031
2015-12-17,57.332237243652344
2015-12-18,56.6248664855957
2015-12-21,58.15371322631836
2015-12-22,58.758426666259766
2015-12-23,59.93358612060547
2015-12-24,59.68257141113281
2015-12-28,59.591312408447266
2015-12-29,60.76538848876953
2015-12-30,59.46469497680664
2015-12-31,59.25748825073242
2016-01-04,57.473331451416016
2016-01-05,57.035919189453125
2016-01-06,55.78123092651367
2016-01-07,53.68626403808594
2016-01-08,53.27190017700195
2016-01-11,52.25893783569336
2016-01-12,51.556785583496094
2016-01-13,50.22153854370117
2016-01-14,50.92369842529297
2016-01-15,49.450313568115234
2016-01-19,48.42584991455078
2016-01-20,47.56253433227539
2016-01-21,48.345272064208984
2016-01-22,49.74959182739258
2016-01-25,48.55247497558594
2016-01-26,48.87477111816406
2016-01-27,47.6661376953125
2016-01-28,47.82728958129883
2016-01-29,48.345272064208984
2016-02-01,49.01288986206055
2016-02-02,51.833038330078125
2016-02-03,53.80138397216797
2016-02-04,54.54958724975586
2016-02-05,53.743831634521484
2016-02-08,53.2143440246582
2016-02-09,53.640228271484375
2016-02-10,53.133766174316406
2016-02-11,51.568294525146484
2016-02-12,52.96110534667969
2016-02-16,53.904991149902344
2016-02-17,55.24022674560547
2016-02-18,54.756778717041016
2016-02-19,54.1927490234375
2016-02-22,55.12511444091797
2016-02-23,54.07762908935547
2016-02-24,54.31937789916992
2016-02-25,55.36686325073242
2016-02-26,56.10354995727539
2016-02-29,55.95391082763672
2016-03-01,57.63447952270508
2016-03-02,57.116485595703125
2016-03-03,57.09346389770508
2016-03-04,57.88770294189453
2016-03-07,57.27763748168945
2016-03-08,56.20713806152344
2016-03-09,56.47189712524414
2016-03-10,56.552459716796875
2016-03-11,58.267581939697266
2016-03-14,57.8762092590332
2016-03-15,57.77259063720703
2016-03-16,58.31360626220703
2016-03-17,59.165401458740234
2016-03-18,59.46469497680664
2016-03-21,59.3265495300293
2016-03-22,58.992759704589844
2016-03-23,58.912174224853516
2016-03-24,59.07331848144531
2016-03-28,59.34959411621094
2016-03-29,59.37281799316406
2016-03-30,59.790931701660156
2016-03-31,59.070831298828125
2016-04-01,59.396053314208984
2016-04-04,59.31474304199219
2016-04-05,58.93146896362305
2016-04-06,59.152137756347656
2016-04-07,58.583030700683594
2016-04-08,58.96630859375
2016-04-11,58.95469284057617
2016-04-12,59.95352554321289
2016-04-13,60.638797760009766
2016-04-14,60.812992095947266
2016-04-15,60.824623107910156
2016-04-18,61.022056579589844
2016-04-19,61.6143798828125
2016-04-20,60.32518005371094
2016-04-21,60.37165069580078
2016-04-22,61.10334777832031
2016-04-25,61.022056579589844
2016-04-26,62.33449935913086
2016-04-27,62.253196716308594
2016-04-28,62.04410934448242
2016-04-29,61.10334777832031
2016-05-02,61.14979934692383
2016-05-03,60.12775802612305
2016-05-04,59.686405181884766
2016-05-05,59.05923080444336
2016-05-06,59.41928482055664
2016-05-09,59.04759979248047
2016-05-10,59.86061477661133
2016-05-11,59.523807525634766
2016-05-12,59.86061477661133
2016-05-13,58.710792541503906
2016-05-16,59.9302978515625
2016-05-17,59.825775146484375
2016-05-18,59.01275634765625
2016-05-19,58.96630859375
2016-05-20,59.651554107666016
2016-05-23,60.69685745239258
2016-05-24,61.34725570678711
2016-05-25,61.393707275390625
2016-05-26,60.38326644897461
2016-05-27,60.60393524169922
2016-05-31,59.651554107666016
2016-06-01,59.90707015991211
2016-06-02,60.673622131347656
2016-06-03,61.74216079711914
2016-06-06,62.28801345825195
2016-06-07,62.36932373046875
2016-06-08,62.34611129760742
2016-06-09,62.24156951904297
2016-06-10,61.99765396118164
2016-06-13,61.196258544921875
2016-06-14,60.545867919921875
2016-06-15,60.23227310180664
2016-06-16,60.61555480957031
2016-06-17,61.47502136230469
2016-06-20,61.63761901855469
2016-06-21,61.86990737915039
2016-06-22,61.81184768676758
