Date,INDHOTEL.NS
2015-08-21,80.38518524169922
2015-08-24,76.82325744628906
2015-08-25,76.69135284423828
2015-08-26,77.48287963867188
2015-08-27,77.57084655761719
2015-08-28,77.21903991699219
2015-08-31,76.51544952392578
2015-09-01,76.33956146240234
2015-09-02,76.69135284423828
2015-09-03,76.29557037353516
2015-09-04,74.27276611328125
2015-09-07,73.61315155029297
2015-09-08,74.53660583496094
2015-09-09,76.779296875
2015-09-10,76.69135284423828
2015-09-11,78.49429321289062
2015-09-14,79.15392303466797
2015-09-15,77.48287963867188
2015-09-16,78.40633392333984
2015-09-18,77.70275115966797
2015-09-21,76.9552001953125
2015-09-22,80.4291763305664
2015-09-23,79.98942565917969
2015-09-24,79.19789123535156
2015-09-28,78.36237335205078
2015-09-29,76.779296875
2015-09-30,75.67992401123047
2015-10-01,75.5479965209961
2015-10-05,77.61479949951172
2015-10-06,77.79071044921875
2015-10-07,80.25326538085938
2015-10-08,77.74673461914062
2015-10-09,79.5057144165039
2015-10-12,77.04315185546875
2015-10-13,76.47148132324219
2015-10-14,77.39492797851562
2015-10-15,77.17505645751953
2015-10-16,76.73532104492188
2015-10-19,77.35095977783203
2015-10-20,79.06597900390625
2015-10-21,79.63762664794922
2015-10-23,80.20930480957031
2015-10-26,80.51712036132812
2015-10-27,80.16532897949219
2015-10-28,82.75981903076172
2015-10-29,83.55135345458984
2015-10-30,87.20123291015625
2015-11-02,84.69469451904297
2015-11-03,84.7386703491211
2015-11-04,85.7940444946289
2015-11-05,83.50738525390625
2015-11-06,83.46341705322266
2015-11-09,87.46507263183594
2015-11-10,85.3103256225586
2015-11-13,83.15557861328125
2015-11-16,81.7923812866211
2015-11-17,81.26468658447266
2015-11-18,81.83634948730469
2015-11-19,80.86891174316406
2015-11-20,79.9454574584961
2015-11-23,78.84609985351562
2015-11-24,80.51712036132812
2015-11-26,81.26468658447266
2015-11-27,81.92430877685547
2015-11-30,82.40801239013672
2015-12-01,82.67186737060547
2015-12-02,91.5546875
2015-12-03,96.61175537109375
2015-12-04,94.3250961303711
2015-12-07,92.39020538330078
2015-12-08,94.54495239257812
2015-12-09,92.34623718261719
2015-12-10,94.14917755126953
2015-12-11,94.80879974365234
2015-12-14,93.9292984008789
2015-12-15,96.43585205078125
2015-12-16,94.54495239257812
2015-12-17,98.28278350830078
2015-12-18,97.53520202636719
2015-12-21,99.55803680419922
2015-12-22,98.50263977050781
2015-12-23,101.71278381347656
2015-12-24,103.91150665283203
2015-12-28,101.75675964355469
2015-12-29,100.39353942871094
2015-12-30,101.58085632324219
2015-12-31,102.68021392822266
2016-01-01,105.93431854248047
2016-01-04,105.31867218017578
2016-01-05,104.70303344726562
2016-01-06,103.91150665283203
2016-01-07,103.82355499267578
2016-01-08,104.6590576171875
2016-01-11,108.04508972167969
2016-01-12,106.41803741455078
2016-01-13,105.14277648925781
2016-01-14,102.85610961914062
2016-01-15,99.47007751464844
2016-01-18,94.98469543457031
2016-01-19,94.41302490234375
2016-01-20,96.30392456054688
2016-01-21,94.4570083618164
2016-01-22,96.43585205078125
2016-01-25,98.19483184814453
2016-01-27,97.09546661376953
2016-01-28,98.10688781738281
2016-01-29,98.45867919921875
