Date,LDOS
2015-08-03,25.34355354309082
2015-08-04,25.003576278686523
2015-08-05,27.204137802124023
2015-08-06,26.721986770629883
2015-08-07,27.476119995117188
2015-08-10,27.680105209350586
2015-08-11,27.593563079833984
2015-08-12,27.519386291503906
2015-08-13,27.408119201660156
2015-08-14,27.643016815185547
2015-08-17,27.834632873535156
2015-08-18,27.816091537475586
2015-08-19,27.73573112487793
2015-08-20,27.1917724609375
2015-08-21,26.561275482177734
2015-08-24,25.22610855102539
2015-08-25,24.68214225769043
2015-08-26,25.566082000732422
2015-08-27,25.99877166748047
2015-08-28,26.233665466308594
2015-08-31,26.011137008666992
2015-09-01,24.94794273376465
2015-09-02,25.53516960144043
2015-09-03,25.572265625
2015-09-04,25.176651000976562
2015-09-08,26.227481842041016
2015-09-09,25.95549964904785
2015-09-10,26.147125244140625
2015-09-11,26.338743209838867
2015-09-14,25.98023223876953
2015-09-15,26.215120315551758
2015-09-16,26.71581268310547
2015-09-17,26.80234718322754
2015-09-18,26.919797897338867
2015-09-21,27.061967849731445
2015-09-22,26.419105529785156
2015-09-23,26.40674591064453
2015-09-24,25.82569122314453
2015-09-25,26.079126358032227
2015-09-28,25.448631286621094
2015-09-29,25.45481300354004
2015-09-30,25.53516960144043
2015-10-01,25.603168487548828
2015-10-02,26.04203987121582
2015-10-05,26.839439392089844
2015-10-06,27.043426513671875
2015-10-07,27.69246482849121
2015-10-08,28.08806800842285
2015-10-09,28.273515701293945
2015-10-12,28.193147659301758
2015-10-13,27.969057083129883
2015-10-14,27.614227294921875
2015-10-15,27.757404327392578
2015-10-16,27.863229751586914
2015-10-19,27.819656372070312
2015-10-20,28.118453979492188
2015-10-21,27.89435577392578
2015-10-22,28.23050880432129
2015-10-23,28.896577835083008
2015-10-26,29.05220603942871
2015-10-27,29.245189666748047
2015-10-28,30.247413635253906
2015-10-29,32.50709915161133
2015-10-30,32.72498321533203
2015-11-02,33.8890495300293
2015-11-03,34.306129455566406
2015-11-04,34.611148834228516
2015-11-05,34.2189826965332
2015-11-06,34.3185920715332
2015-11-09,34.25632858276367
2015-11-10,34.67963409423828
2015-11-11,34.56758117675781
2015-11-12,33.59026336669922
2015-11-13,32.99888229370117
2015-11-16,33.92640686035156
2015-11-17,34.3185920715332
2015-11-18,34.69831085205078
2015-11-19,34.660945892333984
2015-11-20,35.26478576660156
2015-11-23,35.4390983581543
2015-11-24,35.843719482421875
2015-11-25,35.84992599487305
2015-11-27,35.750328063964844
2015-11-30,36.06159973144531
2015-12-01,36.733890533447266
2015-12-02,36.36661148071289
2015-12-03,35.71298599243164
2015-12-04,36.75880432128906
2015-12-07,36.17985916137695
2015-12-08,36.01801300048828
2015-12-09,35.15273666381836
2015-12-10,35.54490661621094
2015-12-11,34.85630416870117
2015-12-14,34.806217193603516
2015-12-15,35.713932037353516
2015-12-16,36.06449890136719
2015-12-17,35.795310974121094
2015-12-18,35.03158187866211
2015-12-21,34.687278747558594
2015-12-22,35.00653839111328
2015-12-23,35.75149917602539
2015-12-24,35.75775909423828
2015-12-28,35.85165786743164
2015-12-29,36.15840148925781
2015-12-30,35.832889556884766
2015-12-31,35.21938705444336
2016-01-04,33.885986328125
2016-01-05,34.574588775634766
2016-01-06,33.97988510131836
2016-01-07,33.14103317260742
2016-01-08,32.90940856933594
2016-01-11,33.040855407714844
2016-01-12,34.67475891113281
2016-01-13,33.64809036254883
2016-01-14,34.943939208984375
2016-01-15,34.418087005615234
2016-01-19,35.175575256347656
2016-01-20,34.23028564453125
2016-01-21,33.616798400878906
2016-01-22,34.40556335449219
2016-01-25,33.59175491333008
2016-01-26,30.568124771118164
2016-01-27,28.90919303894043
2016-01-28,28.53984260559082
2016-01-29,28.871633529663086
2016-02-01,28.58992576599121
2016-02-02,27.76358985900879
2016-02-03,27.60708999633789
2016-02-04,27.870019912719727
2016-02-05,26.599212646484375
2016-02-08,26.060850143432617
2016-02-09,26.042064666748047
2016-02-10,25.966947555541992
2016-02-11,25.534996032714844
2016-02-12,26.2486515045166
2016-02-16,27.05620574951172
2016-02-17,27.707252502441406
2016-02-18,26.430194854736328
2016-02-19,26.223609924316406
2016-02-22,26.80579948425293
2016-02-23,26.61799430847168
2016-02-24,26.630516052246094
2016-02-25,27.10002326965332
2016-02-26,26.855880737304688
2016-02-29,27.05620574951172
2016-03-01,27.78238296508789
2016-03-02,28.3958683013916
2016-03-03,28.64626693725586
2016-03-04,29.109514236450195
2016-03-07,29.3286190032959
2016-03-08,28.64626693725586
2016-03-09,28.508548736572266
2016-03-10,29.12203598022461
2016-03-11,29.99822235107422
2016-03-14,29.582191467285156
2016-03-15,29.456127166748047
2016-03-16,30.061254501342773
2016-03-17,30.489887237548828
2016-03-18,30.855497360229492
2016-03-21,31.04458999633789
2016-03-22,30.893314361572266
2016-03-23,30.86180305480957
2016-03-24,30.842885971069336
2016-03-28,31.069812774658203
2016-03-29,31.91446876525879
2016-03-30,31.479541778564453
2016-03-31,31.719058990478516
2016-04-01,32.39353561401367
2016-04-04,32.62045669555664
2016-04-05,32.22333908081055
2016-04-06,32.34941864013672
2016-04-07,32.00272750854492
2016-04-08,32.12248992919922
2016-04-11,31.958595275878906
2016-04-12,31.952295303344727
2016-04-13,32.809547424316406
2016-04-14,32.235958099365234
2016-04-15,32.727630615234375
2016-04-18,32.979766845703125
2016-04-19,32.54481887817383
2016-04-20,32.54481887817383
2016-04-21,32.19813537597656
2016-04-22,32.53852081298828
2016-04-25,32.34941864013672
2016-04-26,32.67720031738281
2016-04-27,31.92078399658203
2016-04-28,31.429109573364258
2016-04-29,31.271526336669922
2016-05-02,31.32195281982422
2016-05-03,31.01938247680664
2016-05-04,30.716821670532227
2016-05-05,30.811368942260742
2016-05-06,31.01938247680664
2016-05-09,30.943742752075195
2016-05-10,31.378677368164062
2016-05-11,30.78615951538086
2016-05-12,31.158061981201172
2016-05-13,30.842885971069336
2016-05-16,31.26521873474121
2016-05-17,30.578140258789062
2016-05-18,30.754634857177734
2016-05-19,30.59075355529785
2016-05-20,31.164365768432617
2016-05-23,30.817665100097656
2016-05-24,31.41019630432129
2016-05-25,31.195880889892578
2016-05-26,31.366060256958008
2016-05-27,31.492149353027344
2016-05-31,31.139156341552734
2016-06-01,31.359764099121094
2016-06-02,31.567794799804688
2016-06-03,31.139156341552734
2016-06-06,31.271526336669922
2016-06-07,31.076112747192383
2016-06-08,31.303043365478516
2016-06-09,31.120243072509766
2016-06-10,30.546615600585938
2016-06-13,30.45778465270996
2016-06-14,30.47681999206543
2016-06-15,30.045337677001953
2016-06-16,29.97553825378418
2016-06-17,29.728071212768555
2016-06-20,30.261075973510742
2016-06-21,30.394338607788086
2016-06-22,30.077064514160156
2016-06-23,30.254728317260742
2016-06-24,29.074495315551758
2016-06-27,29.004697799682617
2016-06-28,29.27119255065918
2016-06-29,29.69634246826172
2016-06-30,30.375293731689453
2016-07-01,30.89562225341797
2016-07-05,30.749677658081055
2016-07-06,31.08597755432129
2016-07-07,31.14309310913086
2016-07-08,32.10123062133789
2016-07-11,30.08975601196289
2016-07-12,30.775053024291992
2016-07-13,31.441322326660156
2016-07-14,31.72686195373535
2016-07-15,31.593610763549805
2016-07-18,31.07963752746582
2016-07-19,30.832162857055664
2016-07-20,31.09232521057129
2016-07-21,31.035219192504883
2016-07-22,31.98067283630371
2016-07-25,32.14564895629883
2016-07-26,32.95785903930664
2016-07-27,33.2053337097168
2016-07-28,32.139312744140625
2016-07-29,31.733200073242188
2016-08-01,32.06951904296875
2016-08-02,30.679880142211914
2016-08-03,30.68621826171875
2016-08-04,30.083406448364258
2016-08-05,30.546615600585938
2016-08-08,30.318193435668945
2016-08-09,30.159549713134766
2016-08-10,30.191282272338867
2016-08-11,30.927339553833008
2016-08-12,31.669755935668945
2016-08-15,31.879140853881836
2016-08-16,32.79924011230469
2016-08-17,33.18712615966797
2016-08-18,34.00604248046875
2016-08-19,34.04051971435547
2016-08-22,34.78183364868164
2016-08-23,34.54908752441406
2016-08-24,34.49738311767578
2016-08-25,34.22153854370117
2016-08-26,34.09223937988281
2016-08-29,34.48876190185547
2016-08-30,34.44565963745117
2016-08-31,34.91975402832031
2016-09-01,35.12664031982422
2016-09-02,35.514530181884766
2016-09-06,35.81623458862305
2016-09-07,36.342063903808594
2016-09-08,36.28172302246094
2016-09-09,35.764522552490234
2016-09-12,36.479984283447266
2016-09-13,35.74728012084961
