Date,MCD
2015-08-03,77.5512924194336
2015-08-04,77.33285522460938
2015-08-05,77.84770965576172
2015-08-06,77.49668884277344
2015-08-07,77.16126251220703
2015-08-10,77.52787017822266
2015-08-11,77.0754623413086
2015-08-12,76.66204833984375
2015-08-13,77.51229095458984
2015-08-14,77.43424987792969
2015-08-17,78.5185317993164
2015-08-18,78.59654998779297
2015-08-19,78.86172485351562
2015-08-20,77.81651306152344
2015-08-21,75.76499938964844
2015-08-24,72.4420166015625
2015-08-25,71.14717864990234
2015-08-26,74.22052764892578
2015-08-27,75.9210205078125
2015-08-28,75.74002075195312
2015-08-31,74.77210998535156
2015-09-01,73.55241394042969
2015-09-02,75.57474517822266
2015-09-03,75.55116271972656
2015-09-04,74.63834381103516
2015-09-08,76.15705871582031
2015-09-09,75.09474182128906
2015-09-10,74.9531021118164
2015-09-11,76.65282440185547
2015-09-14,76.30658721923828
2015-09-15,77.26660919189453
2015-09-16,77.66008758544922
2015-09-17,76.9911880493164
2015-09-18,76.36953735351562
2015-09-21,77.03841400146484
2015-09-22,76.4875717163086
2015-09-23,76.62923431396484
2015-09-24,76.55838775634766
2015-09-25,76.79447937011719
2015-09-28,75.5118179321289
2015-09-29,76.7079086303711
2015-09-30,77.53417205810547
2015-10-01,77.73090362548828
2015-10-02,78.52568817138672
2015-10-05,79.61161041259766
2015-10-06,80.18605041503906
2015-10-07,80.08374786376953
2015-10-08,81.01229095458984
2015-10-09,80.86277770996094
2015-10-12,81.2405014038086
2015-10-13,81.35066223144531
2015-10-14,80.91000366210938
2015-10-15,81.5710220336914
2015-10-16,82.48382568359375
2015-10-19,82.22415161132812
2015-10-20,81.712646484375
2015-10-21,80.68968200683594
2015-10-22,87.24461364746094
2015-10-23,88.59809112548828
2015-10-26,88.2754898071289
2015-10-27,87.85054016113281
2015-10-28,88.87351989746094
2015-10-29,88.62171173095703
2015-10-30,88.33056640625
2015-11-02,88.22036743164062
2015-11-03,88.1968002319336
2015-11-04,88.4485855102539
2015-11-05,88.80272674560547
2015-11-06,89.16466522216797
2015-11-09,88.86566162109375
2015-11-10,89.09385681152344
2015-11-11,89.5896224975586
2015-11-12,88.22036743164062
2015-11-13,86.5363998413086
2015-11-16,87.39412689208984
2015-11-17,87.29971313476562
2015-11-18,88.55091094970703
2015-11-19,89.15681457519531
2015-11-20,89.6368408203125
2015-11-23,90.0774917602539
2015-11-24,89.927978515625
2015-11-25,90.02242279052734
2015-11-27,90.59342193603516
2015-11-30,90.53792572021484
2015-12-01,90.76789093017578
2015-12-02,90.18897247314453
2015-12-03,89.92724609375
2015-12-04,92.15579986572266
2015-12-07,92.33024597167969
2015-12-08,92.41752624511719
2015-12-09,92.45716857910156
2015-12-10,92.94888305664062
2015-12-11,92.06061553955078
2015-12-14,92.203369140625
2015-12-15,92.73474884033203
2015-12-16,93.45645141601562
2015-12-17,93.18679809570312
2015-12-18,92.5206298828125
2015-12-21,93.3375015258789
2015-12-22,93.36129760742188
2015-12-23,94.21781158447266
2015-12-24,94.03540802001953
2015-12-28,94.17813873291016
2015-12-29,95.22501373291016
2015-12-30,94.71743774414062
2015-12-31,93.69439697265625
2016-01-04,93.25025177001953
2016-01-05,94.5350112915039
2016-01-06,93.90058135986328
2016-01-07,91.7275390625
2016-01-08,91.58477783203125
2016-01-11,92.54440307617188
2016-01-12,93.13921356201172
2016-01-13,91.29927825927734
2016-01-14,92.48888397216797
2016-01-15,91.34685516357422
2016-01-19,93.18679809570312
2016-01-20,91.82268524169922
2016-01-21,93.45645141601562
2016-01-22,93.90058135986328
2016-01-25,94.5350112915039
2016-01-26,95.51054382324219
2016-01-27,95.8594970703125
2016-01-28,97.0570297241211
2016-01-29,98.16734313964844
2016-02-01,98.82559967041016
2016-02-02,98.30217742919922
2016-02-03,96.33534240722656
2016-02-04,95.69293212890625
2016-02-05,91.52136993408203
2016-02-08,92.0368423461914
2016-02-09,92.79820251464844
2016-02-10,93.21851348876953
2016-02-11,92.57611846923828
2016-02-12,93.52782440185547
2016-02-16,94.51919555664062
2016-02-17,94.0909194946289
2016-02-18,92.92509460449219
2016-02-19,92.41752624511719
2016-02-22,93.32161712646484
2016-02-23,92.71099090576172
2016-02-24,92.83786010742188
2016-02-25,93.87680053710938
2016-02-26,93.54116821289062
2016-02-29,93.6450424194336
2016-03-01,94.97151947021484
2016-03-02,94.6758804321289
2016-03-03,93.24549102783203
2016-03-04,93.6370620727539
2016-03-07,93.61306762695312
2016-03-08,94.6279067993164
2016-03-09,95.60279846191406
2016-03-10,95.8744888305664
2016-03-11,97.12905883789062
2016-03-14,98.20785522460938
2016-03-15,98.63135528564453
2016-03-16,98.70325469970703
2016-03-17,98.41561126708984
2016-03-18,99.15074920654297
2016-03-21,98.93499755859375
2016-03-22,98.9429702758789
2016-03-23,99.2386703491211
2016-03-24,98.51947021484375
2016-03-28,98.423583984375
2016-03-29,99.06285095214844
2016-03-30,100.54914093017578
2016-03-31,100.42929077148438
2016-04-01,101.50006866455078
2016-04-04,101.9395751953125
2016-04-05,101.78773498535156
2016-04-06,101.89961242675781
2016-04-07,102.39505767822266
2016-04-08,102.2511978149414
2016-04-11,101.93158721923828
2016-04-12,101.9715347290039
2016-04-13,101.39620971679688
2016-04-14,101.89161682128906
2016-04-15,102.10736846923828
2016-04-18,102.96240234375
2016-04-19,102.97036743164062
2016-04-20,102.72267150878906
2016-04-21,100.51719665527344
2016-04-22,100.28544616699219
2016-04-25,101.85167694091797
2016-04-26,102.05142974853516
2016-04-27,102.52291870117188
2016-04-28,102.21922302246094
2016-04-29,101.0765380859375
2016-05-02,102.44297790527344
2016-05-03,102.60281372070312
2016-05-04,103.345947265625
2016-05-05,103.30601501464844
2016-05-06,104.34481811523438
2016-05-09,104.54460906982422
2016-05-10,105.1598892211914
2016-05-11,103.19416046142578
2016-05-12,103.97721099853516
2016-05-13,102.94644927978516
2016-05-16,103.59366607666016
2016-05-17,102.03546142578125
2016-05-18,100.85279846191406
2016-05-19,100.11763000488281
2016-05-20,97.93614196777344
2016-05-23,98.13590240478516
2016-05-24,99.046875
2016-05-25,98.49549102783203
2016-05-26,98.91902923583984
2016-05-27,98.487548828125
2016-05-31,97.53660583496094
2016-06-01,97.46466064453125
2016-06-02,97.53712463378906
2016-06-03,97.6820297241211
2016-06-06,98.20526885986328
2016-06-07,98.12476348876953
2016-06-08,98.2938003540039
2016-06-09,98.84114837646484
2016-06-10,98.49503326416016
2016-06-13,99.00215148925781
2016-06-14,98.61577606201172
2016-06-15,98.40647888183594
2016-06-16,98.58357238769531
2016-06-17,98.42256927490234
2016-06-20,99.34829711914062
2016-06-21,98.71236419677734
2016-06-22,97.09439086914062
2016-06-23,97.56932830810547
2016-06-24,96.14453125
2016-06-27,93.61695861816406
2016-06-28,95.38790130615234
2016-06-29,96.18478393554688
2016-06-30,96.8689956665039
2016-07-01,96.91729736328125
2016-07-05,97.20706939697266
2016-07-06,97.10246276855469
2016-07-07,97.33589935302734
2016-07-08,97.64982604980469
2016-07-11,98.20526885986328
2016-07-12,98.40647888183594
2016-07-13,98.86531066894531
2016-07-14,99.75882720947266
2016-07-15,99.50125122070312
2016-07-18,99.65416717529297
2016-07-19,101.82756805419922
2016-07-20,101.473388671875
2016-07-21,102.37493896484375
2016-07-22,103.24429321289062
2016-07-25,102.55203247070312
2016-07-26,97.97181701660156
2016-07-27,96.1767349243164
2016-07-28,96.1284408569336
2016-07-29,94.7036361694336
2016-08-01,94.99342346191406
2016-08-02,94.74388885498047
2016-08-03,94.5989990234375
2016-08-04,95.22687530517578
2016-08-05,95.95939636230469
2016-08-08,95.21883392333984
2016-08-09,95.23493957519531
2016-08-10,95.62938690185547
2016-08-11,96.09626007080078
2016-08-12,96.20894622802734
2016-08-15,95.40396118164062
2016-08-16,94.93709564208984
2016-08-17,94.26093292236328
2016-08-18,94.28509521484375
2016-08-19,92.57855987548828
2016-08-22,92.9085922241211
2016-08-23,92.72344207763672
