Date,PZC.L
2015-12-03,315.72210693359375
2015-12-04,312.23297119140625
2015-12-07,313.22979736328125
2015-12-08,312.7313232421875
2015-12-09,304.8557434082031
2015-12-10,279.5341491699219
2015-12-11,272.8548889160156
2015-12-14,268.8671875
2015-12-15,270.1631774902344
2015-12-16,276.34405517578125
2015-12-17,280.8302307128906
2015-12-18,279.932861328125
2015-12-21,278.93597412109375
2015-12-22,280.13232421875
2015-12-23,284.11993408203125
2015-12-24,282.52490234375
2015-12-29,285.8147277832031
2015-12-30,284.9175109863281
2015-12-31,283.9205627441406
2016-01-04,279.7335205078125
2016-01-05,278.13848876953125
2016-01-06,270.960693359375
2016-01-07,268.6678161621094
2016-01-08,267.6708679199219
2016-01-11,264.1817321777344
2016-01-12,268.5680847167969
2016-01-13,269.5650939941406
2016-01-14,268.9668273925781
2016-01-15,266.67401123046875
2016-01-18,266.5743408203125
2016-01-19,276.842529296875
2016-01-20,269.5650939941406
2016-01-21,261.1910095214844
2016-01-22,265.5773620605469
2016-01-25,272.7551574707031
2016-01-26,248.5301971435547
2016-01-27,256.8045654296875
2016-01-28,256.6051940917969
2016-01-29,264.8796081542969
2016-02-01,270.5619812011719
2016-02-02,275.1477966308594
2016-02-03,276.04498291015625
2016-02-04,270.8610534667969
2016-02-05,272.05731201171875
2016-02-08,264.9792175292969
2016-02-09,254.01321411132812
2016-02-10,249.22804260253906
2016-02-11,251.52096557617188
2016-02-12,251.1221466064453
2016-02-15,253.91354370117188
2016-02-16,252.41815185546875
2016-02-17,265.17864990234375
2016-02-18,263.1109313964844
2016-02-19,258.62432861328125
2016-02-22,257.4279479980469
2016-02-23,259.0232238769531
2016-02-24,256.43096923828125
2016-02-25,257.4279479980469
2016-02-26,257.9266052246094
2016-02-29,259.22265625
2016-03-01,268.2953796386719
2016-03-02,278.5645446777344
2016-03-03,288.8337707519531
2016-03-04,294.7161560058594
2016-03-07,290.03021240234375
2016-03-08,291.8247985839844
2016-03-09,289.4320068359375
2016-03-10,287.6373596191406
2016-03-11,293.9184875488281
2016-03-14,300.498779296875
2016-03-15,298.50482177734375
2016-03-16,294.8157958984375
2016-03-17,294.5166931152344
2016-03-18,303.8886413574219
2016-03-21,302.7919006347656
2016-03-22,303.190673828125
2016-03-23,308.6742858886719
2016-03-24,303.98834228515625
2016-03-29,302.5925598144531
2016-03-30,308.0760803222656
2016-03-31,301.19671630859375
2016-04-01,295.91259765625
2016-04-04,295.5137939453125
2016-04-05,294.117919921875
2016-04-06,299.1029968261719
2016-04-07,299.0033264160156
2016-04-08,301.0970458984375
2016-04-11,300.1000061035156
2016-04-12,300.2994079589844
2016-04-13,317.04913330078125
2016-04-14,311.0671081542969
2016-04-15,311.4659423828125
2016-04-18,312.36322021484375
2016-04-19,323.1310119628906
2016-04-20,324.1279602050781
2016-04-21,319.14288330078125
2016-04-22,318.9434814453125
2016-04-25,322.43304443359375
2016-04-26,327.21868896484375
2016-04-27,325.02520751953125
2016-04-28,326.52081298828125
2016-04-29,320.9375305175781
2016-05-03,317.1488342285156
2016-05-04,314.2575988769531
2016-05-05,315.8527526855469
2016-05-06,315.8527526855469
2016-05-09,319.04315185546875
2016-05-10,320.2396545410156
2016-05-11,316.650390625
2016-05-12,315.05511474609375
2016-05-13,315.2545166015625
2016-05-16,314.65631103515625
2016-05-17,321.83477783203125
2016-05-18,326.0222473144531
2016-05-19,324.6264343261719
2016-05-20,325.02520751953125
2016-05-23,328.91357421875
2016-05-24,339.2824401855469
2016-05-25,346.7600402832031
2016-05-26,347.85675048828125
2016-05-27,347.85675048828125
2016-05-31,349.1528625488281
2016-06-01,343.0711364746094
2016-06-02,339.48193359375
2016-06-03,330.01031494140625
2016-06-06,335.6932678222656
2016-06-07,333.9983825683594
2016-06-08,331.8049011230469
2016-06-09,334.3971252441406
2016-06-10,339.78094482421875
2016-06-13,330.80780029296875
2016-06-14,322.0341796875
2016-06-15,323.4299621582031
2016-06-16,317.84674072265625
2016-06-17,321.63543701171875
2016-06-20,336.6902770996094
2016-06-21,336.7899169921875
2016-06-22,339.58160400390625
2016-06-23,338.8836669921875
2016-06-24,322.13397216796875
2016-06-27,317.44793701171875
2016-06-28,316.8497619628906
2016-06-29,324.52679443359375
2016-06-30,327.71722412109375
2016-07-01,327.21868896484375
2016-07-04,323.9284973144531
2016-07-05,322.6324157714844
2016-07-06,318.046142578125
2016-07-07,318.34527587890625
2016-07-08,319.4420166015625
2016-07-11,326.22161865234375
2016-07-12,324.22760009765625
2016-07-13,322.732177734375
2016-07-14,320.9375305175781
2016-07-15,320.9375305175781
2016-07-18,322.831787109375
2016-07-19,321.63543701171875
2016-07-20,319.9404602050781
2016-07-21,318.744140625
2016-07-22,319.04315185546875
2016-07-25,320.139892578125
2016-07-26,323.0312194824219
2016-07-27,332.2037353515625
2016-07-28,335.59356689453125
2016-07-29,338.6842956542969
2016-08-01,333.69921875
2016-08-02,331.00726318359375
2016-08-03,341.0771484375
2016-08-04,341.3762512207031
2016-08-05,342.1738586425781
2016-08-08,340.9774169921875
2016-08-09,351.1468811035156
2016-08-10,348.0561828613281
2016-08-11,347.6124267578125
2016-08-12,352.1993713378906
2016-08-15,349.2078857421875
2016-08-16,347.21356201171875
2016-08-17,345.71783447265625
2016-08-18,340.6322937011719
2016-08-19,337.2418518066406
2016-08-22,337.2418518066406
2016-08-23,335.0481262207031
2016-08-24,336.0453186035156
2016-08-25,340.1336669921875
2016-08-26,340.931396484375
2016-08-30,338.239013671875
2016-08-31,334.051025390625
2016-09-01,335.8458251953125
2016-09-02,339.8345031738281
2016-09-05,342.8260498046875
2016-09-06,342.4271545410156
2016-09-07,345.21923828125
2016-09-08,348.4101867675781
2016-09-09,338.63800048828125
2016-09-12,337.3415832519531
2016-09-13,340.6322937011719
2016-09-14,342.0283508300781
2016-09-15,350.404541015625
2016-09-16,357.88323974609375
2016-09-19,356.58697509765625
2016-09-20,359.57843017578125
2016-09-21,361.37335205078125
2016-09-22,363.4673767089844
2016-09-23,359.7778625488281
2016-09-26,357.88323974609375
2016-09-27,356.58697509765625
2016-09-28,366.0600891113281
2016-09-29,363.4673767089844
2016-09-30,362.5699157714844
2016-10-03,366.55865478515625
2016-10-04,365.66119384765625
2016-10-05,360.5756530761719
2016-10-06,361.8719177246094
2016-10-07,370.54730224609375
2016-10-10,371.04583740234375
2016-10-11,371.5444641113281
2016-10-12,369.051513671875
2016-10-13,363.9659729003906
2016-10-14,357.88323974609375
2016-10-17,353.2962646484375
2016-10-18,353.5954284667969
2016-10-19,353.9942932128906
2016-10-20,351.99993896484375
2016-10-21,349.5070495605469
2016-10-24,346.91448974609375
2016-10-25,345.0198059082031
2016-10-26,339.73486328125
2016-10-27,339.5353698730469
2016-10-28,339.03680419921875
2016-10-31,333.951171875
2016-11-01,334.051025390625
2016-11-02,335.24755859375
2016-11-03,332.3558044433594
2016-11-04,328.46673583984375
2016-11-07,332.3558044433594
2016-11-08,330.95977783203125
2016-11-09,326.47247314453125
2016-11-10,318.0962829589844
2016-11-11,317.49798583984375
2016-11-14,315.1047668457031
2016-11-15,318.5948791503906
2016-11-16,316.4010925292969
2016-11-17,314.5064697265625
2016-11-18,316.5007629394531
2016-11-21,316.6005859375
2016-11-22,316.1019287109375
2016-11-23,313.50927734375
2016-11-24,306.828369140625
2016-11-25,309.4210205078125
2016-11-28,307.72576904296875
2016-11-29,304.6344909667969
2016-11-30,307.9251403808594
2016-12-01,296.5574951171875
2016-12-02,294.5630798339844
2016-12-05,296.2583312988281
2016-12-06,296.65716552734375
2016-12-07,293.3665466308594
2016-12-08,299.1501159667969
2016-12-09,304.1358642578125
2016-12-12,305.033447265625
2016-12-13,312.11328125
2016-12-14,312.9110412597656
2016-12-15,307.9251403808594
2016-12-16,325.0764465332031
2016-12-19,326.9710388183594
2016-12-20,324.4781799316406
2016-12-21,326.47247314453125
2016-12-22,330.95977783203125
2016-12-23,329.3642578125
2016-12-28,332.2560729980469
2016-12-29,334.7489013671875
2016-12-30,333.3528747558594
2017-01-03,341.0311279296875
2017-01-04,334.5495300292969
2017-01-05,335.6464538574219
2017-01-06,336.0453186035156
2017-01-09,342.0283508300781
2017-01-10,339.03680419921875
2017-01-11,340.6322937011719
2017-01-12,338.8373718261719
2017-01-13,337.6407470703125
2017-01-16,340.931396484375
2017-01-17,329.06512451171875
2017-01-18,338.73760986328125
2017-01-19,335.8458251953125
2017-01-20,336.6435546875
2017-01-23,335.5467224121094
2017-01-24,298.8509521484375
2017-01-25,299.34954833984375
2017-01-26,300.0475769042969
2017-01-27,303.1387634277344
2017-01-30,302.04193115234375
2017-01-31,303.63739013671875
2017-02-01,304.8339538574219
2017-02-02,304.1358642578125
2017-02-03,308.1246032714844
2017-02-06,305.531982421875
2017-02-07,309.6204528808594
2017-02-08,316.3014221191406
2017-02-09,316.1019287109375
2017-02-10,312.4124450683594
2017-02-13,312.21295166015625
2017-02-14,311.1161193847656
2017-02-15,314.80560302734375
2017-02-16,311.3419494628906
2017-02-17,321.1149597167969
2017-02-20,316.1286926269531
2017-02-21,316.32818603515625
2017-02-22,318.5221252441406
2017-02-23,314.5330810546875
2017-02-24,315.1314392089844
2017-02-27,317.12591552734375
2017-02-28,318.3226623535156
2017-03-01,319.41961669921875
2017-03-02,318.5221252441406
2017-03-03,316.82684326171875
2017-03-06,318.0234069824219
2017-03-07,319.12042236328125
2017-03-08,321.1149597167969
2017-03-09,325.10394287109375
2017-03-10,325.10394287109375
2017-03-13,323.6080627441406
2017-03-14,326.79931640625
2017-03-15,326.5000915527344
2017-03-16,325.10394287109375
2017-03-17,323.70782470703125
2017-03-20,328.49456787109375
2017-03-21,323.9071960449219
2017-03-22,322.411376953125
2017-03-23,320.91552734375
2017-03-24,323.2092590332031
2017-03-27,323.6080627441406
2017-03-28,324.6053161621094
2017-03-29,324.7050476074219
2017-03-30,323.70782470703125
2017-03-31,320.2174072265625
2017-04-03,318.7215270996094
2017-04-04,317.0262145996094
2017-04-05,318.42236328125
2017-04-06,321.2147216796875
2017-04-07,321.2147216796875
2017-04-10,323.70782470703125
2017-04-11,323.80755615234375
2017-04-12,328.5943908691406
2017-04-13,338.6666259765625
2017-04-18,335.9739990234375
2017-04-19,336.47265625
2017-04-20,333.680419921875
2017-04-21,334.3783264160156
2017-04-24,338.9657287597656
2017-04-25,339.2650146484375
2017-04-26,336.1734619140625
2017-04-27,334.9767761230469
2017-04-28,333.680419921875
2017-05-02,333.87982177734375
2017-05-03,333.08197021484375
2017-05-04,334.07928466796875
2017-05-05,333.680419921875
2017-05-08,335.3756103515625
2017-05-09,337.5696105957031
2017-05-10,336.1734619140625
2017-05-11,337.17071533203125
2017-05-12,340.0627136230469
2017-05-15,342.0572509765625
2017-05-16,343.0544738769531
2017-05-17,341.05999755859375
2017-05-18,330.1899719238281
2017-05-19,333.4808044433594
2017-05-22,334.3783264160156
2017-05-23,339.06549072265625
2017-05-24,339.5640869140625
2017-05-25,340.0627136230469
2017-05-26,342.0572509765625
2017-05-30,339.06549072265625
2017-05-31,344.6500244140625
2017-06-01,340.96026611328125
2017-06-02,342.3564147949219
2017-06-05,340.0627136230469
2017-06-06,339.2650146484375
2017-06-07,339.663818359375
2017-06-08,337.76910400390625
2017-06-09,338.4671325683594
2017-06-12,337.17071533203125
2017-06-13,341.05999755859375
2017-06-14,342.4561462402344
2017-06-15,337.3701171875
2017-06-16,336.07379150390625
2017-06-19,347.7416076660156
2017-06-20,351.0324401855469
2017-06-21,351.6308898925781
2017-06-22,349.2374572753906
2017-06-23,348.539306640625
2017-06-26,351.4234924316406
2017-06-27,348.92633056640625
2017-06-28,348.040771484375
2017-06-29,341.5585632324219
2017-06-30,341.2593994140625
2017-07-03,340.0627136230469
2017-07-04,338.0682373046875
2017-07-05,338.6666259765625
2017-07-06,339.06549072265625
2017-07-07,342.0572509765625
2017-07-10,339.1651306152344
2017-07-11,339.1651306152344
2017-07-12,348.24017333984375
2017-07-13,351.92999267578125
2017-07-14,352.0297546386719
2017-07-17,353.72503662109375
2017-07-18,351.5310363769531
2017-07-19,356.7168273925781
2017-07-20,362.5008544921875
2017-07-21,361.50360107421875
2017-07-24,361.0050048828125
2017-07-25,360.60614013671875
2017-07-26,362.70037841796875
2017-07-27,361.8028259277344
2017-07-28,355.7196350097656
2017-07-31,361.7030944824219
2017-08-01,359.3097229003906
2017-08-02,358.5118408203125
2017-08-03,358.1130065917969
2017-08-04,361.30419921875
2017-08-07,359.2099609375
2017-08-08,358.4122314453125
2017-08-09,356.7168273925781
2017-08-10,346.00079345703125
2017-08-11,345.9010314941406
2017-08-14,345.60174560546875
2017-08-15,345.1030578613281
2017-08-16,345.30255126953125
2017-08-17,344.803955078125
2017-08-18,343.6069641113281
2017-08-21,345.202880859375
2017-08-22,344.803955078125
2017-08-23,348.79351806640625
2017-08-24,348.2948303222656
2017-08-25,346.59918212890625
2017-08-29,342.41015625
2017-08-30,342.1108093261719
2017-08-31,342.1108093261719
2017-09-01,344.504638671875
2017-09-04,342.1108093261719
2017-09-05,342.1108093261719
2017-09-06,343.1082458496094
2017-09-07,343.3077392578125
2017-09-08,339.11865234375
2017-09-11,341.1134948730469
2017-09-12,340.01629638671875
2017-09-13,340.1160888671875
2017-09-14,338.1212158203125
2017-09-15,338.6199951171875
2017-09-18,338.1212158203125
2017-09-19,336.5254211425781
2017-09-20,329.14459228515625
2017-09-21,324.6562194824219
2017-09-22,328.8453674316406
2017-09-25,324.4567565917969
2017-09-26,328.5461730957031
2017-09-27,322.661376953125
2017-09-28,317.2754821777344
2017-09-29,318.77154541015625
2017-10-02,321.56427001953125
2017-10-03,322.16278076171875
2017-10-04,321.56427001953125
2017-10-05,324.5565490722656
2017-10-06,323.0604248046875
2017-10-09,322.3622131347656
2017-10-10,322.7611999511719
2017-10-11,325.05517578125
2017-10-12,328.64581298828125
2017-10-13,328.4464416503906
2017-10-16,324.7559509277344
2017-10-17,321.56427001953125
2017-10-18,321.4645690917969
2017-10-19,317.8739013671875
2017-10-20,319.86865234375
2017-10-23,321.4645690917969
2017-10-24,323.3595886230469
2017-10-25,322.7611999511719
2017-10-26,325.8531494140625
2017-10-27,329.3440856933594
2017-10-30,329.14459228515625
2017-10-31,329.6432800292969
2017-11-01,329.14459228515625
2017-11-02,331.53839111328125
2017-11-03,325.5539245605469
2017-11-06,325.05517578125
2017-11-07,317.9736328125
2017-11-08,324.1575622558594
2017-11-09,316.4774475097656
2017-11-10,308.69769287109375
2017-11-13,303.6109313964844
2017-11-14,303.01251220703125
2017-11-15,300.2197570800781
2017-11-16,305.5059509277344
2017-11-17,306.7029113769531
2017-11-20,309.5954284667969
2017-11-21,317.1756591796875
2017-11-22,317.9736328125
2017-11-23,321.7637939453125
2017-11-24,319.270263671875
2017-11-27,319.1705017089844
2017-11-28,321.66400146484375
2017-11-29,320.5668640136719
2017-11-30,321.4645690917969
2017-12-01,320.1678771972656
2017-12-04,322.7611999511719
2017-12-05,321.86346435546875
2017-12-06,321.165283203125
2017-12-07,316.5772399902344
2017-12-08,324.1575622558594
2017-12-11,326.1523742675781
2017-12-12,326.5513916015625
2017-12-13,326.1204528808594
2017-12-14,309.6950988769531
2017-12-15,309.6950988769531
2017-12-18,314.78192138671875
2017-12-19,313.5850524902344
2017-12-20,314.1834411621094
2017-12-21,316.9761962890625
2017-12-22,318.173095703125
2017-12-27,321.165283203125
2017-12-28,325.65362548828125
2017-12-29,322.661376953125
2018-01-02,319.5694580078125
2018-01-03,323.758544921875
2018-01-04,325.7533874511719
2018-01-05,326.1523742675781
2018-01-08,325.1549377441406
2018-01-09,324.9555358886719
2018-01-10,321.9632873535156
2018-01-11,324.9555358886719
2018-01-12,325.7533874511719
2018-01-15,325.7533874511719
2018-01-16,328.1471252441406
2018-01-17,331.9373474121094
2018-01-18,328.1471252441406
2018-01-19,329.7430419921875
2018-01-22,330.1419982910156
2018-01-23,329.14459228515625
2018-01-24,327.5487365722656
2018-01-25,329.14459228515625
2018-01-26,329.14459228515625
2018-01-29,329.14459228515625
2018-01-30,310.792236328125
2018-01-31,311.7896728515625
2018-02-01,307.2016296386719
2018-02-02,306.6031799316406
2018-02-05,299.42181396484375
2018-02-06,295.2326965332031
2018-02-07,294.2353515625
2018-02-08,288.84930419921875
2018-02-09,285.6575927734375
2018-02-12,291.44256591796875
2018-02-13,287.8518981933594
2018-02-14,289.6471862792969
2018-02-15,287.87841796875
2018-02-16,288.27740478515625
2018-02-19,284.0878601074219
2018-02-20,283.6888732910156
2018-02-21,279.29986572265625
2018-02-22,279.8983459472656
2018-02-23,285.0853576660156
2018-02-26,287.4793701171875
2018-02-27,285.683837890625
2018-02-28,281.6938781738281
2018-03-01,279.6988525390625
2018-03-02,279.6988525390625
2018-03-05,281.2948303222656
2018-03-06,284.287353515625
2018-03-07,284.287353515625
2018-03-08,289.27484130859375
2018-03-09,288.0779113769531
2018-03-12,283.4894104003906
2018-03-13,279.100341796875
2018-03-14,276.1079406738281
2018-03-15,231.2204132080078
2018-03-16,232.81637573242188
2018-03-19,224.03842163085938
2018-03-20,225.2353973388672
2018-03-21,229.8238983154297
2018-03-22,228.82638549804688
2018-03-23,227.82888793945312
2018-03-26,223.83889770507812
2018-03-27,224.6368865966797
2018-03-28,229.02589416503906
2018-03-29,228.02841186523438
2018-04-03,226.43240356445312
2018-04-04,226.23291015625
2018-04-05,232.01844787597656
2018-04-06,227.2304229736328
2018-04-09,227.42991638183594
2018-04-10,226.03341674804688
2018-04-11,229.8238983154297
2018-04-12,231.41993713378906
2018-04-13,236.60691833496094
2018-04-16,235.80889892578125
2018-04-17,237.40489196777344
2018-04-18,234.4124298095703
2018-04-19,238.00340270996094
2018-04-20,242.39239501953125
2018-04-23,243.78887939453125
2018-04-24,243.98838806152344
2018-04-25,239.7988739013672
2018-04-26,240.9958953857422
2018-04-27,243.1903839111328
2018-04-30,245.58438110351562
2018-05-01,242.59190368652344
2018-05-02,244.786376953125
2018-05-03,243.98838806152344
2018-05-04,243.1903839111328
2018-05-08,246.9808807373047
2018-05-09,247.1803741455078
2018-05-10,245.7838592529297
2018-05-11,245.7838592529297
2018-05-14,252.16787719726562
2018-05-15,244.3873748779297
2018-05-16,242.59190368652344
2018-05-17,241.39486694335938
2018-05-18,242.19290161132812
2018-05-21,242.19290161132812
2018-05-22,242.39239501953125
2018-05-23,241.99339294433594
2018-05-24,239.99835205078125
2018-05-25,239.39988708496094
2018-05-29,239.39988708496094
2018-05-30,239.39988708496094
2018-05-31,237.60438537597656
2018-06-01,238.8013916015625
2018-06-04,238.4023895263672
2018-06-05,233.41490173339844
2018-06-06,236.20790100097656
2018-06-07,231.41993713378906
2018-06-08,234.8114013671875
2018-06-11,232.2178955078125
2018-06-12,232.01844787597656
2018-06-13,232.2178955078125
2018-06-14,219.64938354492188
2018-06-15,218.45242309570312
2018-06-18,218.8513946533203
2018-06-19,222.4423828125
2018-06-20,219.84889221191406
2018-06-21,217.65440368652344
2018-06-22,220.84642028808594
2018-06-25,219.25038146972656
2018-06-26,219.44989013671875
2018-06-27,219.64938354492188
2018-06-28,222.4423828125
2018-06-29,224.83641052246094
2018-07-02,223.639404296875
2018-07-03,222.64190673828125
2018-07-04,222.4423828125
2018-07-05,224.83641052246094
2018-07-06,228.42739868164062
2018-07-09,229.62442016601562
2018-07-10,230.82139587402344
2018-07-11,229.02589416503906
2018-07-12,232.01844787597656
2018-07-13,228.62689208984375
2018-07-16,225.35211181640625
2018-07-17,226.6318817138672
2018-07-18,222.04339599609375
2018-07-19,221.4449005126953
2018-07-20,222.84141540527344
2018-07-23,217.25538635253906
2018-07-24,215.4598846435547
2018-07-25,221.4449005126953
2018-07-26,221.24539184570312
2018-07-27,226.6318817138672
2018-07-30,229.2254180908203
2018-07-31,232.4174041748047
2018-08-01,233.01589965820312
2018-08-02,233.2154083251953
2018-08-03,234.4124298095703
2018-08-06,233.81390380859375
2018-08-07,234.8114013671875
2018-08-08,238.20289611816406
2018-08-09,234.4674835205078
2018-08-10,234.4674835205078
2018-08-13,232.87109375
2018-08-14,232.67153930664062
2018-08-15,231.67381286621094
2018-08-16,234.068359375
2018-08-17,233.2702178955078
2018-08-20,238.2588653564453
2018-08-21,238.05934143066406
2018-08-22,237.6602325439453
2018-08-23,238.8574676513672
2018-08-24,237.46067810058594
2018-08-28,237.6602325439453
2018-08-29,239.65570068359375
2018-08-30,238.657958984375
2018-08-31,239.45614624023438
2018-09-03,237.46067810058594
2018-09-04,236.4629364013672
2018-09-05,230.67604064941406
2018-09-06,228.28150939941406
2018-09-07,228.48109436035156
2018-09-10,231.67381286621094
2018-09-11,229.0797119140625
2018-09-12,228.8801727294922
2018-09-13,225.88693237304688
2018-09-14,226.08653259277344
2018-09-17,228.8801727294922
2018-09-18,228.0819549560547
2018-09-19,223.29286193847656
2018-09-20,225.68739318847656
2018-09-21,228.48109436035156
2018-09-24,228.28150939941406
2018-09-25,229.0797119140625
2018-09-26,234.4674835205078
2018-09-27,235.06614685058594
2018-09-28,233.2702178955078
2018-10-01,235.4652099609375
2018-10-02,232.87109375
2018-10-03,233.0706329345703
2018-10-04,232.4720001220703
2018-10-05,231.4742431640625
2018-10-08,229.47877502441406
2018-10-09,227.2838134765625
2018-10-10,228.48109436035156
2018-10-11,224.68966674804688
2018-10-12,221.69644165039062
2018-10-15,222.89373779296875
2018-10-16,227.88241577148438
2018-10-17,228.48109436035156
2018-10-18,230.67604064941406
2018-10-19,229.27926635742188
2018-10-22,228.6806182861328
2018-10-23,216.5082550048828
2018-10-24,215.3109893798828
2018-10-25,215.9096221923828
2018-10-26,218.50372314453125
2018-10-29,217.50601196289062
2018-10-30,217.3064422607422
2018-10-31,218.50372314453125
2018-11-01,218.7032928466797
2018-11-02,221.4969482421875
2018-11-05,221.89601135253906
2018-11-06,221.29736328125
2018-11-07,222.89373779296875
2018-11-08,225.48785400390625
2018-11-09,224.49012756347656
2018-11-12,220.2996368408203
2018-11-13,222.29510498046875
2018-11-14,219.90057373046875
2018-11-15,219.10238647460938
2018-11-16,221.29736328125
2018-11-19,226.485595703125
2018-11-20,234.068359375
2018-11-21,243.4470672607422
2018-11-22,237.46067810058594
2018-11-23,236.66249084472656
2018-11-26,234.4674835205078
2018-11-27,231.8733367919922
2018-11-28,232.4720001220703
2018-11-29,231.67381286621094
2018-11-30,230.47653198242188
2018-12-03,229.8778839111328
2018-12-04,229.0797119140625
2018-12-05,223.69192504882812
2018-12-06,216.90736389160156
2018-12-07,220.69869995117188
2018-12-10,218.50372314453125
2018-12-11,221.4969482421875
2018-12-12,224.09104919433594
2018-12-13,208.1273193359375
2018-12-14,209.7236785888672
2018-12-17,209.92320251464844
2018-12-18,214.51280212402344
2018-12-19,215.9096221923828
2018-12-20,213.714599609375
2018-12-21,211.71914672851562
2018-12-24,210.5218963623047
2018-12-27,209.7236785888672
2018-12-28,212.31777954101562
2018-12-31,212.31777954101562
2019-01-02,212.31777954101562
2019-01-03,213.91415405273438
2019-01-04,211.32003784179688
2019-01-07,211.71914672851562
2019-01-08,211.51962280273438
2019-01-09,210.72140502929688
2019-01-10,211.51962280273438
2019-01-11,211.1204833984375
2019-01-14,210.72140502929688
2019-01-15,213.3155059814453
2019-01-16,211.51962280273438
2019-01-17,210.32232666015625
2019-01-18,210.92095947265625
2019-01-21,211.1204833984375
2019-01-22,208.92547607421875
2019-01-23,212.9164276123047
2019-01-24,209.3245849609375
2019-01-25,210.92095947265625
2019-01-28,209.1250457763672
2019-01-29,178.19529724121094
2019-01-30,180.58987426757812
2019-01-31,178.4945831298828
2019-02-01,185.17941284179688
2019-02-04,189.07057189941406
2019-02-05,188.3721466064453
2019-02-06,190.7667236328125
2019-02-07,187.873291015625
2019-02-08,187.37442016601562
2019-02-11,187.1748809814453
2019-02-12,189.66921997070312
2019-02-13,192.0637664794922
2019-02-14,190.6934356689453
2019-02-15,191.3919219970703
2019-02-18,192.8887176513672
2019-02-19,192.8887176513672
2019-02-20,193.9863739013672
2019-02-21,197.47891235351562
2019-02-22,198.57659912109375
2019-02-25,194.68492126464844
2019-02-26,194.1859588623047
2019-02-27,193.8865966796875
2019-02-28,190.19448852539062
2019-03-01,192.6891326904297
2019-03-04,194.2857208251953
2019-03-05,197.5786895751953
2019-03-06,193.08828735351562
2019-03-07,190.99276733398438
2019-03-08,193.68702697753906
2019-03-11,192.8887176513672
2019-03-12,194.78468322753906
2019-03-13,197.379150390625
2019-03-14,199.574462890625
2019-03-15,201.3706512451172
2019-03-18,205.96084594726562
2019-03-19,206.16043090820312
2019-03-20,204.56385803222656
2019-03-21,204.56385803222656
2019-03-22,203.1668243408203
2019-03-25,202.96722412109375
2019-03-26,198.87596130371094
2019-03-27,198.6763916015625
2019-03-28,197.47891235351562
2019-03-29,195.7825469970703
2019-04-01,193.9863739013672
2019-04-02,192.38978576660156
2019-04-03,191.1923370361328
2019-04-04,190.39402770996094
2019-04-05,192.19021606445312
2019-04-08,191.79107666015625
2019-04-09,191.3919219970703
2019-04-10,192.38978576660156
2019-04-11,192.38978576660156
2019-04-12,190.79318237304688
2019-04-15,190.5936279296875
2019-04-16,190.79318237304688
2019-04-17,192.38978576660156
2019-04-18,198.37704467773438
2019-04-23,198.57659912109375
2019-04-24,200.0734100341797
2019-04-25,202.56809997558594
2019-04-26,202.0691375732422
2019-04-29,205.06275939941406
2019-04-30,204.56385803222656
2019-05-01,208.55531311035156
2019-05-02,202.56809997558594
2019-05-03,200.57235717773438
2019-05-07,199.574462890625
2019-05-08,198.37704467773438
2019-05-09,194.98423767089844
2019-05-10,193.58724975585938
2019-05-13,195.183837890625
