Date,CVX
2015-08-03,55.6662712097168
2015-08-04,55.41267013549805
2015-08-05,54.64530944824219
2015-08-06,55.399662017822266
2015-08-07,54.46320724487305
2015-08-10,55.8548698425293
2015-08-11,55.7833251953125
2015-08-12,56.440147399902344
2015-08-13,55.828853607177734
2015-08-14,55.9199104309082
2015-08-17,54.80704116821289
2015-08-18,54.94533920288086
2015-08-19,53.279327392578125
2015-08-20,52.17961502075195
2015-08-21,49.88804626464844
2015-08-24,47.49109649658203
2015-08-25,46.108238220214844
2015-08-26,48.12983322143555
2015-08-27,51.12600326538086
2015-08-28,52.963233947753906
2015-08-31,53.33198928833008
2015-09-01,51.48819351196289
2015-09-02,51.4025764465332
2015-09-03,51.53429412841797
2015-09-04,50.48727798461914
2015-09-08,50.599212646484375
2015-09-09,49.33489227294922
2015-09-10,49.82219314575195
2015-09-11,49.90779113769531
2015-09-14,49.89461898803711
2015-09-15,50.816524505615234
2015-09-16,52.03475570678711
2015-09-17,52.29156494140625
2015-09-18,51.19184112548828
2015-09-21,51.42234802246094
2015-09-22,50.86919021606445
2015-09-23,50.125099182128906
2015-09-24,50.63214111328125
2015-09-25,51.16550827026367
2015-09-28,49.89461898803711
2015-09-29,50.210716247558594
2015-09-30,51.942527770996094
2015-10-01,51.58696746826172
2015-10-02,53.70075988769531
2015-10-05,55.333831787109375
2015-10-06,57.282989501953125
2015-10-07,58.0271110534668
2015-10-08,59.20582962036133
2015-10-09,58.98192596435547
2015-10-12,58.435367584228516
2015-10-13,58.19831085205078
2015-10-14,59.1070556640625
2015-10-15,59.73921585083008
2015-10-16,60.11455154418945
2015-10-19,59.28483200073242
2015-10-20,59.258522033691406
2015-10-21,58.82389450073242
2015-10-22,60.33185958862305
2015-10-23,60.081626892089844
2015-10-26,58.45511245727539
2015-10-27,57.750526428222656
2015-10-28,59.126792907714844
2015-10-29,59.19264602661133
2015-10-30,59.844566345214844
2015-11-02,62.53125762939453
2015-11-03,64.62528228759766
2015-11-04,63.723140716552734
2015-11-05,62.26123809814453
2015-11-06,61.91883087158203
2015-11-09,60.79280090332031
2015-11-10,61.39203643798828
2015-11-11,60.70722198486328
2015-11-12,59.17289733886719
2015-11-13,58.39586639404297
2015-11-16,60.955406188964844
2015-11-17,60.67546844482422
2015-11-18,61.46197509765625
2015-11-19,60.54214096069336
2015-11-20,59.32904052734375
2015-11-23,59.99557113647461
2015-11-24,60.88872528076172
2015-11-25,60.568790435791016
2015-11-27,60.235530853271484
2015-11-30,60.86873245239258
2015-12-01,61.64194107055664
2015-12-02,60.155540466308594
2015-12-03,59.22239685058594
2015-12-04,59.79560089111328
2015-12-07,58.175907135009766
2015-12-08,57.61602020263672
2015-12-09,58.38918685913086
2015-12-10,59.52233123779297
2015-12-11,57.61602020263672
2015-12-14,59.542320251464844
2015-12-15,61.828582763671875
2015-12-16,62.281822204589844
2015-12-17,60.34882736206055
2015-12-18,59.86226272583008
2015-12-21,59.48233413696289
2015-12-22,60.16886520385742
2015-12-23,62.5284309387207
2015-12-24,61.35530471801758
2015-12-28,60.22885513305664
2015-12-29,60.822078704833984
2015-12-30,60.04888153076172
2015-12-31,59.96225357055664
2016-01-04,59.22239685058594
2016-01-05,59.72895812988281
2016-01-06,57.36936569213867
2016-01-07,55.33643341064453
2016-01-08,54.74320983886719
2016-01-11,53.836700439453125
2016-01-12,54.75653839111328
2016-01-13,54.20996856689453
2016-01-14,56.96945571899414
2016-01-15,55.76968765258789
2016-01-19,54.3299560546875
2016-01-20,52.64360427856445
2016-01-21,54.023345947265625
2016-01-22,55.683021545410156
2016-01-25,53.91667938232422
2016-01-26,56.06962585449219
2016-01-27,55.51639938354492
2016-01-28,57.2693977355957
2016-01-29,57.63600540161133
2016-02-01,56.84947967529297
2016-02-02,54.14998245239258
2016-02-03,56.40290832519531
2016-02-04,56.51621627807617
2016-02-05,55.24311447143555
2016-02-08,57.316062927246094
2016-02-09,55.2697868347168
2016-02-10,55.349761962890625
2016-02-11,55.31645202636719
2016-02-12,56.94279861450195
2016-02-16,57.246543884277344
2016-02-17,59.609046936035156
2016-02-18,58.542545318603516
2016-02-19,58.38728332519531
2016-02-22,59.953285217285156
2016-02-23,57.31404495239258
2016-02-24,57.55704116821289
2016-02-25,57.57730484008789
2016-02-26,56.93605422973633
2016-02-29,56.32183074951172
2016-03-01,58.13753890991211
2016-03-02,58.819305419921875
2016-03-03,59.08254623413086
2016-03-04,59.352561950683594
2016-03-07,61.20204544067383
2016-03-08,59.89928436279297
2016-03-09,62.65329360961914
2016-03-10,63.40927505493164
2016-03-11,63.84127426147461
2016-03-14,63.62526321411133
2016-03-15,63.63203430175781
2016-03-16,64.39479064941406
2016-03-17,65.4005355834961
2016-03-18,65.9405288696289
2016-03-21,65.09677124023438
2016-03-22,64.4622802734375
2016-03-23,63.173038482666016
2016-03-24,64.0235366821289
2016-03-28,63.90878677368164
2016-03-29,64.34077453613281
2016-03-30,64.29352569580078
2016-03-31,64.39479064941406
2016-04-01,63.62526321411133
2016-04-04,63.065025329589844
2016-04-05,62.55204391479492
2016-04-06,64.01676940917969
2016-04-07,63.98302459716797
2016-04-08,65.02252960205078
2016-04-11,64.28675842285156
2016-04-12,65.81903076171875
2016-04-13,65.8797836303711
2016-04-14,66.13626861572266
2016-04-15,65.63002014160156
2016-04-18,66.62226104736328
2016-04-19,67.83727264404297
2016-04-20,68.64051818847656
2016-04-21,68.44477081298828
2016-04-22,68.85652923583984
2016-04-25,68.51900482177734
2016-04-26,69.04553985595703
2016-04-27,70.09851837158203
2016-04-28,69.1197509765625
2016-04-29,68.97126770019531
2016-05-02,69.73401641845703
2016-05-03,68.39077758789062
2016-05-04,67.89799499511719
2016-05-05,68.45825958251953
2016-05-06,68.75525665283203
2016-05-09,67.73600769042969
2016-05-10,68.35700225830078
2016-05-11,68.26927947998047
2016-05-12,68.93077087402344
2016-05-13,67.99925994873047
2016-05-16,69.04553985595703
2016-05-17,68.72492218017578
2016-05-18,68.25424194335938
2016-05-19,68.11097717285156
2016-05-20,68.070068359375
2016-05-23,67.79039001464844
2016-05-24,68.34290313720703
2016-05-25,69.42068481445312
2016-05-26,69.23651123046875
2016-05-27,69.59122467041016
2016-05-31,68.89544677734375
2016-06-01,68.98411560058594
2016-06-02,68.57483673095703
2016-06-03,68.66351318359375
2016-06-06,69.01142120361328
2016-06-07,70.47797393798828
2016-06-08,70.32111358642578
2016-06-09,70.1301040649414
2016-06-10,69.56392669677734
2016-06-13,69.64579772949219
2016-06-14,69.08641815185547
2016-06-15,68.64306640625
2016-06-16,68.9432144165039
2016-06-17,69.28426361083984
2016-06-20,69.99368286132812
2016-06-21,70.42340850830078
2016-06-22,69.77540588378906
2016-06-23,71.24198150634766
2016-06-24,69.50935363769531
2016-06-27,68.45886993408203
2016-06-28,69.32518768310547
2016-06-29,70.54622650146484
2016-06-30,71.50801086425781
2016-07-01,71.04415893554688
2016-07-05,70.64850616455078
2016-07-06,71.33749389648438
2016-07-07,70.2938232421875
2016-07-08,71.46707916259766
2016-07-11,71.88999938964844
2016-07-12,72.8381576538086
2016-07-13,72.7494888305664
2016-07-14,72.78360748291016
2016-07-15,73.00870513916016
2016-07-18,72.36750030517578
2016-07-19,72.3333969116211
2016-07-20,72.02642822265625
2016-07-21,71.88999938964844
2016-07-22,72.07416534423828
2016-07-25,70.30745697021484
2016-07-26,70.04141235351562
2016-07-27,69.75492858886719
2016-07-28,69.43431091308594
2016-07-29,69.90499877929688
2016-08-01,67.606201171875
2016-08-02,67.93363189697266
2016-08-03,68.62939453125
2016-08-04,68.47933959960938
2016-08-05,68.56119537353516
2016-08-08,69.0318832397461
2016-08-09,69.1137466430664
2016-08-10,68.30879211425781
2016-08-11,69.1683120727539
2016-08-12,69.68670654296875
2016-08-15,70.10281372070312
2016-08-16,70.00050354003906
2016-08-17,70.46235656738281
2016-08-18,71.37911987304688
2016-08-19,70.53126525878906
2016-08-22,70.26932525634766
2016-08-23,70.09011840820312
2016-08-24,70.44854736328125
2016-08-25,70.23485565185547
2016-08-26,69.84195709228516
2016-08-29,70.34516906738281
2016-08-30,70.1038818359375
2016-08-31,69.33183288574219
2016-09-01,69.0768051147461
2016-09-02,69.57313537597656
2016-09-06,70.60710906982422
2016-09-07,70.91729736328125
2016-09-08,71.77204132080078
2016-09-09,69.8074951171875
2016-09-12,70.48302459716797
2016-09-13,68.53913116455078
2016-09-14,67.8429183959961
2016-09-15,68.58738708496094
2016-09-16,67.443115234375
2016-09-19,67.58097076416016
2016-09-20,67.34660339355469
2016-09-21,68.67701721191406
2016-09-22,68.91825866699219
2016-09-23,68.3943862915039
2016-09-26,68.091064453125
2016-09-27,68.22892761230469
2016-09-28,70.41407012939453
2016-09-29,69.8074951171875
2016-09-30,70.94486999511719
2016-10-03,70.62086486816406
2016-10-04,69.8074951171875
2016-10-05,70.46925354003906
2016-10-06,70.43476104736328
2016-10-07,70.49681854248047
2016-10-10,71.67554473876953
2016-10-11,71.02758026123047
2016-10-12,70.41407012939453
2016-10-13,69.47661590576172
2016-10-14,69.67652893066406
2016-10-17,69.86951446533203
2016-10-18,70.16593170166016
2016-10-19,70.49681854248047
2016-10-20,70.22107696533203
2016-10-21,69.82818603515625
2016-10-24,69.38700866699219
2016-10-25,69.46282196044922
2016-10-26,69.75234985351562
2016-10-27,68.87689208984375
2016-10-28,71.56524658203125
2016-10-31,72.20630645751953
2016-11-01,73.39885711669922
2016-11-02,72.64749145507812
2016-11-03,72.64749145507812
2016-11-04,72.22702026367188
2016-11-07,73.6539077758789
2016-11-08,73.95716857910156
2016-11-09,74.19847869873047
2016-11-10,74.30184173583984
2016-11-11,73.50914764404297
2016-11-14,73.47467803955078
2016-11-15,75.10834503173828
2016-11-16,75.43559265136719
2016-11-17,75.27545166015625
2016-11-18,76.0273666381836
2016-11-21,76.70967864990234
2016-11-22,77.01602172851562
2016-11-23,77.28057098388672
2016-11-25,77.28057098388672
2016-11-28,76.93245697021484
2016-11-29,76.12481689453125
2016-11-30,77.67045593261719
2016-12-01,78.87493133544922
2016-12-02,78.67303466796875
2016-12-05,78.8470687866211
2016-12-06,78.50592803955078
2016-12-07,79.67558288574219
2016-12-08,80.18380737304688
2016-12-09,80.62940216064453
2016-12-12,81.56232452392578
2016-12-13,81.75032043457031
2016-12-14,80.73382568359375
2016-12-15,81.49274444580078
2016-12-16,82.20980834960938
2016-12-19,81.91043853759766
2016-12-20,82.11930084228516
2016-12-21,82.09146118164062
2016-12-22,82.69022369384766
2016-12-23,82.44654083251953
2016-12-27,82.30730438232422
2016-12-28,82.09146118164062
