Date,DSV.CO
2015-08-24,219.88490295410156
2015-08-25,227.03329467773438
2015-08-26,223.03016662597656
2015-08-27,227.70046997070312
2015-08-28,227.50985717773438
2015-08-31,226.46139526367188
2015-09-01,221.8864288330078
2015-09-02,223.8879852294922
2015-09-03,229.4160614013672
2015-09-04,226.08016967773438
2015-09-07,225.69891357421875
2015-09-08,229.5113983154297
2015-09-09,232.18014526367188
2015-09-10,229.79733276367188
2015-09-11,229.79733276367188
2015-09-14,227.03329467773438
2015-09-15,229.79733276367188
2015-09-16,228.84420776367188
2015-09-17,230.08326721191406
2015-09-18,229.4160614013672
2015-09-21,237.32696533203125
2015-09-22,233.99107360839844
2015-09-23,233.89573669433594
2015-09-24,229.4160614013672
2015-09-25,233.13327026367188
2015-09-28,233.2285614013672
2015-09-29,231.51295471191406
2015-09-30,237.6129150390625
2015-10-01,238.66134643554688
2015-10-02,236.8504180908203
2015-10-05,241.04415893554688
2015-10-06,245.80975341796875
2015-10-07,243.0457305908203
2015-10-08,240.0910186767578
2015-10-09,257.3424987792969
2015-10-12,261.6315002441406
2015-10-13,263.1565246582031
2015-10-14,257.3424987792969
2015-10-15,257.2471618652344
2015-10-16,258.4862060546875
2015-10-19,261.2502746582031
2015-10-20,256.8659362792969
2015-10-21,259.2488098144531
2015-10-22,254.5784454345703
2015-10-23,261.1549377441406
2015-10-26,260.96435546875
2015-10-27,259.9158935546875
2015-10-28,268.4940490722656
2015-10-29,266.87371826171875
2015-10-30,262.108154296875
2015-11-02,260.96435546875
2015-11-03,265.7300109863281
2015-11-04,267.6361999511719
2015-11-05,269.2564697265625
2015-11-06,274.21270751953125
2015-11-09,268.4940490722656
2015-11-10,267.3503112792969
2015-11-11,269.7330322265625
2015-11-12,268.8752746582031
2015-11-13,265.25341796875
2015-11-16,265.25341796875
2015-11-17,270.2096252441406
2015-11-18,268.7799377441406
2015-11-19,264.10968017578125
2015-11-20,262.8705749511719
2015-11-23,264.30029296875
2015-11-24,258.4862060546875
2015-11-25,258.4862060546875
2015-11-26,261.6315002441406
2015-11-27,262.20343017578125
2015-11-30,262.20343017578125
2015-12-01,259.8206481933594
2015-12-02,259.8206481933594
2015-12-03,259.4393615722656
2015-12-04,259.4393615722656
2015-12-07,258.772216796875
2015-12-08,262.108154296875
2015-12-09,259.72528076171875
2015-12-10,258.8675231933594
2015-12-11,258.8675231933594
2015-12-14,248.85977172851562
2015-12-15,250.0988006591797
2015-12-16,251.52850341796875
2015-12-17,254.3878631591797
2015-12-18,251.8144073486328
2015-12-21,251.8144073486328
2015-12-22,252.3862762451172
2015-12-23,253.244140625
2015-12-28,254.95970153808594
2015-12-29,254.95970153808594
2015-12-30,258.9627990722656
2016-01-04,258.9627990722656
2016-01-05,255.0550079345703
2016-01-06,257.4378356933594
2016-01-07,252.76756286621094
2016-01-08,252.19564819335938
2016-01-11,249.62225341796875
2016-01-12,254.48316955566406
2016-01-13,251.33786010742188
2016-01-14,244.9519500732422
2016-01-15,238.56602478027344
2016-01-18,235.6113739013672
2016-01-19,239.04258728027344
2016-01-20,233.03794860839844
2016-01-21,237.0410614013672
2016-01-22,245.4285125732422
2016-01-25,247.14413452148438
2016-01-26,247.04881286621094
2016-01-27,250.0988006591797
2016-01-28,244.7613067626953
2016-01-29,254.5784454345703
2016-02-01,256.8659362792969
2016-02-02,251.14723205566406
2016-02-03,247.04881286621094
2016-02-04,244.47537231445312
2016-02-05,242.66445922851562
2016-02-08,223.98329162597656
2016-02-09,219.88490295410156
2016-02-10,240.376953125
2016-02-11,239.61447143554688
2016-02-12,247.2394561767578
2016-02-15,255.1503143310547
2016-02-16,252.48158264160156
2016-02-17,262.7752990722656
2016-02-18,264.10968017578125
2016-02-19,259.1534729003906
2016-02-22,270.781494140625
2016-02-23,268.7799377441406
2016-02-24,260.96435546875
2016-02-25,269.9237365722656
2016-02-26,268.11279296875
2016-02-29,268.0174560546875
2016-03-01,270.5908508300781
2016-03-02,266.39715576171875
2016-03-03,266.87371826171875
2016-03-04,269.2564697265625
2016-03-07,266.2065124511719
2016-03-08,262.4893493652344
2016-03-09,269.3518371582031
2016-03-10,265.82525634765625
2016-03-11,270.9078369140625
2016-03-14,272.34625244140625
2016-03-15,272.34625244140625
2016-03-16,273.0175476074219
2016-03-17,269.9488220214844
2016-03-18,271.3872375488281
2016-03-21,262.8524475097656
2016-03-22,263.8114318847656
2016-03-23,263.5237731933594
2016-03-29,261.41400146484375
2016-03-30,264.0991516113281
2016-03-31,261.41400146484375
2016-04-01,262.3730163574219
2016-04-04,268.5104064941406
2016-04-05,266.4006652832031
2016-04-06,266.7842712402344
2016-04-07,265.15399169921875
2016-04-08,266.6883239746094
2016-04-11,265.5375671386719
2016-04-12,262.7565612792969
2016-04-13,258.633056640625
2016-04-14,262.9483947753906
2016-04-15,261.41400146484375
2016-04-18,258.633056640625
2016-04-19,262.4689025878906
2016-04-20,259.40020751953125
2016-04-21,259.5920104980469
2016-04-25,258.44122314453125
2016-04-26,261.6058044433594
2016-04-27,264.57861328125
2016-04-28,264.0032653808594
2016-04-29,262.277099609375
2016-05-02,261.0304260253906
2016-05-03,260.1673278808594
2016-05-04,261.70172119140625
2016-05-09,258.44122314453125
2016-05-10,264.4826965332031
2016-05-11,270.71600341796875
2016-05-12,281.2646179199219
2016-05-13,282.3194580078125
2016-05-17,282.8948974609375
2016-05-18,281.4563903808594
2016-05-19,282.7989501953125
2016-05-20,285.9635314941406
2016-05-23,288.84051513671875
2016-05-24,292.9639892578125
2016-05-25,288.1691589355469
2016-05-26,288.55279541015625
2016-05-27,289.2240905761719
2016-05-30,289.60760498046875
2016-05-31,292.38861083984375
2016-06-01,291.90911865234375
2016-06-02,290.1830139160156
2016-06-03,287.8815002441406
2016-06-06,285.7717590332031
2016-06-07,289.895263671875
2016-06-08,289.60760498046875
2016-06-09,285.38818359375
2016-06-10,276.1820983886719
2016-06-13,271.7708740234375
2016-06-14,265.15399169921875
2016-06-15,265.24993896484375
2016-06-16,260.455078125
2016-06-17,261.5099182128906
2016-06-20,268.5104064941406
2016-06-21,268.12677001953125
2016-06-22,271.0036926269531
2016-06-23,277.7164611816406
2016-06-24,263.2360534667969
2016-06-27,252.30386352539062
2016-06-28,259.9756164550781
2016-06-29,264.6745300292969
2016-06-30,268.7021789550781
2016-07-01,273.401123046875
2016-07-04,270.42828369140625
2016-07-05,264.3868103027344
2016-07-06,257.194580078125
2016-07-07,261.9894714355469
2016-07-08,263.7155456542969
2016-07-11,269.56524658203125
2016-07-12,270.6201171875
2016-07-13,270.1405944824219
2016-07-14,268.79803466796875
2016-07-15,265.921142578125
2016-07-18,267.7431945800781
2016-07-19,269.3734130859375
2016-07-20,274.36004638671875
2016-07-21,272.921630859375
2016-07-22,275.03131103515625
2016-07-25,276.1820983886719
2016-07-26,278.6754455566406
2016-07-27,278.8672180175781
2016-07-28,283.7579040527344
2016-07-29,284.0456237792969
2016-08-01,283.3743591308594
2016-08-02,280.1138610839844
2016-08-03,278.5794982910156
2016-08-04,282.5112609863281
2016-08-05,303.2249450683594
2016-08-08,303.5126647949219
2016-08-09,314.061279296875
2016-08-10,312.1433410644531
2016-08-11,314.3489685058594
2016-08-12,312.5268859863281
2016-08-15,312.8146057128906
2016-08-16,309.9377136230469
2016-08-17,314.061279296875
2016-08-18,315.40380859375
2016-08-19,318.56842041015625
2016-08-22,320.6780700683594
2016-08-23,320.29449462890625
2016-08-24,322.40423583984375
2016-08-25,320.58221435546875
2016-08-26,320.486328125
2016-08-29,316.4586181640625
2016-08-30,316.5545654296875
2016-08-31,317.3216857910156
2016-09-01,318.47247314453125
2016-09-02,320.0068664550781
2016-09-05,322.1165771484375
2016-09-06,317.41766357421875
2016-09-07,320.58221435546875
2016-09-08,317.6094970703125
2016-09-09,306.8689880371094
2016-09-12,307.7320556640625
2016-09-13,309.5540771484375
2016-09-14,311.4720153808594
2016-09-15,313.0063781738281
2016-09-16,313.0063781738281
2016-09-19,316.84222412109375
2016-09-20,316.7463073730469
2016-09-21,315.5956115722656
2016-09-22,319.1437683105469
2016-09-23,316.1709899902344
2016-09-26,311.5679016113281
2016-09-27,311.1843566894531
2016-09-28,311.1843566894531
2016-09-29,309.9377136230469
2016-09-30,316.4586181640625
2016-10-03,315.97918701171875
2016-10-04,315.1161193847656
2016-10-05,310.9925537109375
2016-10-06,309.3623046875
2016-10-07,304.663330078125
2016-10-10,307.7320556640625
2016-10-11,308.978759765625
2016-10-12,310.0335998535156
2016-10-13,307.7320556640625
2016-10-14,312.3351135253906
2016-10-17,312.622802734375
2016-10-18,311.66387939453125
2016-10-19,315.1161193847656
2016-10-20,323.84271240234375
2016-10-21,321.8288269042969
2016-10-24,323.746826171875
2016-10-25,321.25347900390625
2016-10-26,319.1437683105469
2016-10-27,313.3900146484375
2016-10-28,311.28021240234375
2016-10-31,314.92431640625
2016-11-01,304.9510498046875
2016-11-02,304.3756408691406
2016-11-03,304.5675048828125
2016-11-04,297.4711608886719
2016-11-07,300.63580322265625
2016-11-08,300.34808349609375
2016-11-09,289.60760498046875
2016-11-10,278.5794982910156
2016-11-11,276.6616516113281
2016-11-14,273.7846984863281
2016-11-15,284.1414794921875
2016-11-16,290.56658935546875
2016-11-17,295.07373046875
2016-11-18,296.7998352050781
2016-11-21,297.2793273925781
2016-11-22,295.5531921386719
2016-11-23,297.5670471191406
2016-11-24,296.1285705566406
2016-11-25,298.43011474609375
2016-11-28,299.3890686035156
2016-11-29,301.21112060546875
2016-11-30,302.9372863769531
2016-12-01,295.6490478515625
2016-12-02,294.21063232421875
2016-12-05,293.3475341796875
2016-12-06,294.0189208984375
2016-12-07,291.90911865234375
2016-12-08,290.0871276855469
2016-12-09,290.56658935546875
2016-12-12,290.6624755859375
2016-12-13,292.67633056640625
2016-12-14,291.04608154296875
2016-12-15,292.9639892578125
2016-12-16,298.2383117675781
2016-12-19,298.7177429199219
2016-12-20,298.8136901855469
2016-12-21,297.3752746582031
2016-12-22,297.2793273925781
2016-12-23,297.9506530761719
2016-12-27,299.4849548339844
2016-12-28,302.2659912109375
2016-12-29,302.0741882324219
2016-12-30,301.3070068359375
2017-01-02,306.9648742675781
2017-01-03,305.0469970703125
2017-01-04,298.8136901855469
2017-01-05,305.4305114746094
2017-01-06,310.5130615234375
2017-01-09,306.8689880371094
2017-01-10,307.92388916015625
2017-01-11,308.0198059082031
2017-01-12,312.3351135253906
2017-01-13,313.0063781738281
2017-01-16,312.04742431640625
2017-01-17,311.4720153808594
2017-01-18,315.3078918457031
2017-01-19,314.7325439453125
2017-01-20,313.67767333984375
2017-01-23,311.7597961425781
2017-01-24,311.5679016113281
2017-01-25,316.4586181640625
2017-01-26,314.3489685058594
2017-01-27,318.7601623535156
2017-01-30,318.0888366699219
2017-01-31,320.6780700683594
2017-02-01,321.4453125
2017-02-02,321.6370544433594
2017-02-03,324.226318359375
2017-02-06,321.1576232910156
2017-02-07,324.89752197265625
2017-02-08,323.746826171875
2017-02-09,325.08935546875
2017-02-10,328.2539367675781
2017-02-13,337.0764465332031
2017-02-14,337.8435974121094
2017-02-15,335.6380615234375
2017-02-16,332.8569641113281
2017-02-17,333.5282287597656
2017-02-20,333.2405090332031
2017-02-21,330.6513366699219
2017-02-22,331.3226318359375
2017-02-23,333.72003173828125
2017-02-24,328.2539367675781
2017-02-27,330.3636779785156
2017-02-28,331.2267150878906
2017-03-01,334.2954406738281
2017-03-02,333.5282287597656
2017-03-03,328.7333984375
2017-03-06,329.7882385253906
2017-03-07,330.3636779785156
2017-03-08,331.4185485839844
2017-03-09,329.6924133300781
2017-03-10,333.5484313964844
2017-03-13,335.1872863769531
2017-03-14,337.886474609375
2017-03-15,342.89935302734375
2017-03-16,348.3941955566406
2017-03-17,350.2258605957031
2017-03-20,351.671875
2017-03-21,347.04461669921875
2017-03-22,344.6346130371094
2017-03-23,348.00860595703125
2017-03-24,345.9841613769531
2017-03-27,343.9597473144531
2017-03-28,344.24896240234375
2017-03-29,346.4661865234375
2017-03-30,345.8877868652344
2017-03-31,348.00860595703125
2017-04-03,348.1050109863281
2017-04-04,348.1050109863281
2017-04-05,348.2014465332031
2017-04-06,347.9122619628906
2017-04-07,347.2374267578125
2017-04-10,348.77978515625
2017-04-11,347.04461669921875
2017-04-12,350.9971008300781
2017-04-18,352.3467102050781
2017-04-19,351.9610900878906
2017-04-20,357.7451171875
2017-04-21,354.3711242675781
2017-04-24,362.1796569824219
2017-04-25,367.481689453125
2017-04-26,363.4328308105469
2017-04-27,363.4328308105469
2017-04-28,366.7104797363281
2017-05-01,368.73492431640625
2017-05-02,379.5318298339844
2017-05-03,375.9650573730469
