Date,HBAN
2015-08-03,7.808014392852783
2015-08-04,7.787993431091309
2015-08-05,7.854725360870361
2015-08-06,7.8280348777771
2015-08-07,7.741275310516357
2015-08-10,7.894768714904785
2015-08-11,7.767969608306885
2015-08-12,7.681218147277832
2015-08-13,7.754623889923096
2015-08-14,7.874749660491943
2015-08-17,7.868072986602783
2015-08-18,7.901445388793945
2015-08-19,7.767969608306885
2015-08-20,7.554419994354248
2015-08-21,7.34086799621582
2015-08-24,6.967148303985596
2015-08-25,6.813658237457275
2015-08-26,7.060577869415283
2015-08-27,7.2474365234375
2015-08-28,7.280806064605713
2015-08-31,7.280806064605713
2015-09-01,6.973822593688965
2015-09-02,7.067251682281494
2015-09-03,7.147335052490234
2015-09-04,7.040560722351074
2015-09-08,7.234088897705078
2015-09-09,7.147335052490234
2015-09-10,7.220742225646973
2015-09-11,7.214071750640869
2015-09-14,7.2474365234375
2015-09-15,7.341385841369629
2015-09-16,7.40848970413208
2015-09-17,7.173620700836182
2015-09-18,6.952170372009277
2015-09-21,7.05954122543335
2015-09-22,6.932039737701416
2015-09-23,6.952170372009277
2015-09-24,6.925326347351074
2015-09-25,7.0394086837768555
2015-09-28,6.905198574066162
2015-09-29,7.005855083465576
2015-09-30,7.113226890563965
2015-10-01,7.173620700836182
2015-10-02,7.099804401397705
2015-10-05,7.234014987945557
2015-10-06,7.2273054122924805
2015-10-07,7.314542293548584
2015-10-08,7.327963352203369
2015-10-09,7.240728855133057
2015-10-12,7.287700653076172
2015-10-13,7.207174777984619
2015-10-14,7.066253662109375
2015-10-15,7.193752288818359
2015-10-16,7.180331707000732
2015-10-19,7.180331707000732
2015-10-20,7.260857105255127
2015-10-21,7.126644611358643
2015-10-22,7.294413089752197
2015-10-23,7.4688873291015625
2015-10-26,7.361517906188965
2015-10-27,7.314542293548584
2015-10-28,7.616519927978516
2015-10-29,7.582967281341553
2015-10-30,7.361517906188965
2015-11-02,7.455463886260986
2015-11-03,7.4688873291015625
2015-11-04,7.515862464904785
2015-11-05,7.603099822998047
2015-11-06,7.817836761474609
2015-11-09,7.76415491104126
2015-11-10,7.790994167327881
2015-11-11,7.750731945037842
2015-11-12,7.5963873863220215
2015-11-13,7.529283046722412
2015-11-16,7.663493633270264
2015-11-17,7.697048187255859
2015-11-18,7.858100414276123
2015-11-19,7.871523857116699
2015-11-20,7.831258296966553
2015-11-23,7.817836761474609
2015-11-24,7.824546813964844
2015-11-25,7.824546813964844
2015-11-27,7.891650676727295
2015-11-30,7.84467887878418
2015-12-01,7.918497562408447
2015-12-02,7.831258296966553
2015-12-03,7.670206546783447
2015-12-04,7.884944438934326
2015-12-07,7.757442951202393
2015-12-08,7.535991668701172
2015-12-09,7.421913146972656
2015-12-10,7.442042827606201
2015-12-11,7.260857105255127
2015-12-14,7.274277210235596
2015-12-15,7.535991668701172
2015-12-16,7.603099822998047
2015-12-17,7.508566856384277
2015-12-18,7.305996894836426
2015-12-21,7.32625675201416
2015-12-22,7.4207868576049805
2015-12-23,7.5288214683532715
2015-12-24,7.569335460662842
2015-12-28,7.5288214683532715
2015-12-29,7.63010835647583
2015-12-30,7.542327404022217
2015-12-31,7.468053340911865
2016-01-04,7.224969387054443
2016-01-05,7.238471984863281
2016-01-06,7.123686790466309
2016-01-07,6.9076104164123535
2016-01-08,6.786068916320801
2016-01-11,6.81982946395874
2016-01-12,6.873848915100098
2016-01-13,6.583499908447266
2016-01-14,6.651022434234619
2016-01-15,6.468710899353027
2016-01-19,6.401185512542725
2016-01-20,6.252635955810547
2016-01-21,6.077075958251953
2016-01-22,6.1783623695373535
2016-01-25,5.942032337188721
2016-01-26,5.435606956481934
2016-01-27,5.57740592956543
2016-01-28,5.725955963134766
2016-01-29,5.793479919433594
2016-02-01,5.833995342254639
2016-02-02,5.67869234085083
2016-02-03,5.752965927124023
2016-02-04,5.854250907897949
2016-02-05,5.793479919433594
2016-02-08,5.67869234085083
2016-02-09,5.705700397491455
2016-02-10,5.651681423187256
2016-02-11,5.408597469329834
2016-02-12,5.698947429656982
2016-02-16,5.901516914367676
2016-02-17,5.9217753410339355
2016-02-18,5.752965927124023
2016-02-19,5.854250907897949
2016-02-22,5.969040870666504
2016-02-23,5.813736915588379
2016-02-24,5.766471862792969
2016-02-25,5.833995342254639
2016-02-26,6.043315887451172
2016-02-29,5.908268451690674
2016-03-01,6.198619842529297
2016-03-02,6.27289342880249
2016-03-03,6.482215881347656
2016-03-04,6.529481410980225
2016-03-07,6.468710899353027
2016-03-08,6.313408851623535
2016-03-09,6.3066558837890625
2016-03-10,6.4417009353637695
2016-03-11,6.63076639175415
2016-03-14,6.576747417449951
2016-03-15,6.522730350494385
2016-03-16,6.447908878326416
2016-03-17,6.4955220222473145
2016-03-18,6.577141284942627
2016-03-21,6.5907464027404785
2016-03-22,6.597545623779297
2016-03-23,6.549936294555664
2016-03-24,6.522730350494385
