Date,VRSK
2015-08-03,74.63973999023438
2015-08-04,74.45746612548828
2015-08-05,74.8220443725586
2015-08-06,73.48847961425781
2015-08-07,74.50543975830078
2015-08-10,74.67809295654297
2015-08-11,73.87222290039062
2015-08-12,73.63239288330078
2015-08-13,73.7571029663086
2015-08-14,73.68035125732422
2015-08-17,73.60360717773438
2015-08-18,74.09290313720703
2015-08-19,74.4958267211914
2015-08-20,72.29884338378906
2015-08-21,70.91735076904297
2015-08-24,68.6723861694336
2015-08-25,67.89527893066406
2015-08-26,69.69894409179688
2015-08-27,71.23394775390625
2015-08-28,70.93653869628906
2015-08-31,70.1114730834961
2015-09-01,68.6723861694336
2015-09-02,70.66789245605469
2015-09-03,70.8214111328125
2015-09-04,69.8524398803711
2015-09-08,71.74240112304688
2015-09-09,70.48561096191406
2015-09-10,70.76383972167969
2015-09-11,70.869384765625
2015-09-14,70.19780731201172
2015-09-15,70.8214111328125
2015-09-16,70.78302764892578
2015-09-17,70.58155059814453
2015-09-18,70.03471374511719
2015-09-21,71.29148864746094
2015-09-22,70.7926254272461
2015-09-23,71.24356079101562
2015-09-24,70.54319763183594
2015-09-25,70.78302764892578
2015-09-28,68.80669403076172
2015-09-29,69.31519317626953
2015-09-30,70.90776062011719
2015-10-01,74.98512268066406
2015-10-02,76.6352310180664
2015-10-05,77.9783935546875
2015-10-06,77.53704071044922
2015-10-07,77.65220642089844
2015-10-08,78.1031265258789
2015-10-09,77.83446502685547
2015-10-12,78.15106201171875
2015-10-13,77.31641387939453
2015-10-14,75.81979370117188
2015-10-15,76.24188995361328
2015-10-16,76.2994613647461
2015-10-19,76.37620544433594
2015-10-20,76.58727264404297
2015-10-21,75.98287200927734
2015-10-22,76.70240783691406
2015-10-23,77.85367584228516
2015-10-26,78.18944549560547
2015-10-27,77.06696319580078
2015-10-28,69.70852661132812
2015-10-29,67.406005859375
2015-10-30,68.701171875
2015-11-02,67.45401000976562
2015-11-03,67.04144287109375
2015-11-04,66.6097412109375
2015-11-05,66.2259750366211
2015-11-06,67.27171325683594
2015-11-09,67.27171325683594
2015-11-10,68.14473724365234
2015-11-11,67.98165893554688
2015-11-12,69.00819396972656
2015-11-13,68.74915313720703
2015-11-16,69.7660903930664
2015-11-17,68.6723861694336
2015-11-18,70.35130310058594
2015-11-19,70.29374694824219
2015-11-20,70.78302764892578
2015-11-23,70.64872741699219
2015-11-24,70.66789245605469
2015-11-25,71.4354019165039
2015-11-27,71.83834838867188
2015-11-30,71.90550231933594
2015-12-01,73.00878143310547
2015-12-02,71.9247055053711
2015-12-03,71.13798522949219
2015-12-04,72.26048278808594
2015-12-07,72.71139526367188
2015-12-08,73.48847961425781
2015-12-09,73.36377716064453
2015-12-10,73.17188262939453
2015-12-11,72.00143432617188
2015-12-14,73.0375747680664
2015-12-15,74.05451965332031
2015-12-16,75.61829376220703
2015-12-17,73.78590393066406
2015-12-18,72.04940032958984
2015-12-21,72.88408660888672
2015-12-22,73.18148040771484
2015-12-23,73.87222290039062
2015-12-24,73.83384704589844
2015-12-28,74.03533935546875
2015-12-29,74.61093139648438
2015-12-30,74.36150360107422
2015-12-31,73.7571029663086
2016-01-04,72.24131774902344
2016-01-05,71.9822769165039
2016-01-06,71.60809326171875
2016-01-07,70.07307434082031
2016-01-08,70.38969421386719
2016-01-11,71.03245544433594
2016-01-12,71.50255584716797
2016-01-13,68.96981048583984
2016-01-14,69.41110229492188
2016-01-15,69.13288116455078
2016-01-19,68.6244125366211
2016-01-20,68.0871810913086
2016-01-21,67.57870483398438
2016-01-22,68.25027465820312
2016-01-25,67.10859680175781
2016-01-26,68.30783081054688
2016-01-27,67.96246337890625
2016-01-28,68.31742858886719
2016-01-29,70.03471374511719
2016-02-01,69.18086242675781
2016-02-02,67.84732818603516
2016-02-03,66.07249450683594
2016-02-04,66.13005065917969
2016-02-05,65.17066192626953
2016-02-08,63.271095275878906
2016-02-09,65.01715087890625
2016-02-10,64.17290496826172
2016-02-11,63.654842376708984
2016-02-12,65.29539489746094
2016-02-16,65.44888305664062
2016-02-17,65.61195373535156
2016-02-18,65.66954040527344
2016-02-19,65.18985748291016
2016-02-22,65.69831848144531
2016-02-23,65.2474136352539
2016-02-24,68.73956298828125
2016-02-25,70.89814758300781
2016-02-26,71.02288055419922
2016-02-29,69.88121032714844
2016-03-01,71.32028198242188
2016-03-02,71.62728881835938
2016-03-03,73.0567626953125
2016-03-04,73.58442687988281
2016-03-07,73.04718017578125
2016-03-08,72.57707214355469
2016-03-09,73.37335968017578
2016-03-10,72.66340637207031
2016-03-11,73.20069122314453
2016-03-14,73.47889709472656
2016-03-15,73.35417938232422
2016-03-16,73.78590393066406
2016-03-17,74.05451965332031
2016-03-18,74.3327407836914
2016-03-21,74.83160400390625
2016-03-22,74.70689392089844
2016-03-23,74.37110137939453
2016-03-24,74.45746612548828
2016-03-28,74.60133361816406
2016-03-29,75.43601989746094
2016-03-30,75.53194427490234
2016-03-31,76.6736068725586
2016-04-01,76.9326400756836
2016-04-04,76.22270965576172
2016-04-05,75.51277160644531
2016-04-06,76.5105209350586
2016-04-07,75.09063720703125
2016-04-08,74.42867279052734
2016-04-11,73.71873474121094
2016-04-12,74.58218383789062
2016-04-13,75.37844848632812
2016-04-14,74.69729614257812
2016-04-15,74.97553253173828
2016-04-18,75.41683197021484
2016-04-19,75.4072494506836
2016-04-20,75.39762878417969
2016-04-21,74.88916778564453
2016-04-22,75.0138931274414
2016-04-25,75.244140625
2016-04-26,75.58952331542969
2016-04-27,75.503173828125
2016-04-28,75.48400115966797
2016-04-29,74.42867279052734
2016-05-02,74.62054443359375
2016-05-03,73.99696350097656
2016-05-04,74.3423080444336
2016-05-05,74.09290313720703
2016-05-06,74.68770599365234
2016-05-09,74.61093139648438
2016-05-10,75.56074523925781
2016-05-11,74.31356048583984
2016-05-12,74.64933013916016
2016-05-13,73.94898986816406
2016-05-16,74.73567199707031
2016-05-17,73.73793029785156
2016-05-18,73.5460433959961
2016-05-19,73.23905181884766
2016-05-20,73.91062927246094
2016-05-23,73.8626480102539
2016-05-24,75.58952331542969
2016-05-25,75.96367645263672
2016-05-26,75.7718276977539
2016-05-27,76.04043579101562
2016-05-31,76.16513061523438
2016-06-01,76.2131118774414
2016-06-02,76.731201171875
2016-06-03,76.53929138183594
2016-06-06,76.6544418334961
2016-06-07,76.38581085205078
2016-06-08,76.6736068725586
2016-06-09,76.34742736816406
2016-06-10,75.56074523925781
2016-06-13,75.88691711425781
2016-06-14,75.65666961669922
2016-06-15,75.20575714111328
2016-06-16,75.23455810546875
2016-06-17,74.63973999023438
2016-06-20,75.71424102783203
2016-06-21,76.90388488769531
2016-06-22,75.75260925292969
2016-06-23,76.87509155273438
2016-06-24,74.79322814941406
2016-06-27,72.912841796875
2016-06-28,74.32316589355469
2016-06-29,75.94450378417969
2016-06-30,77.7864990234375
2016-07-01,77.64261627197266
2016-07-05,78.3045654296875
2016-07-06,78.34294891357422
2016-07-07,78.52523803710938
2016-07-08,80.01224517822266
2016-07-11,80.60707092285156
2016-07-12,81.04838562011719
2016-07-13,81.26904296875
2016-07-14,82.1229019165039
2016-07-15,81.77752685546875
2016-07-18,81.60482788085938
2016-07-19,82.06533813476562
2016-07-20,81.93102264404297
2016-07-21,81.35538482666016
2016-07-22,82.26681518554688
2016-07-25,82.046142578125
2016-07-26,81.89264678955078
2016-07-27,81.71036529541016
2016-07-28,82.06533813476562
2016-07-29,81.8158950805664
2016-08-01,81.4129409790039
2016-08-02,80.31926727294922
2016-08-03,76.2035140991211
2016-08-04,77.83446502685547
2016-08-05,78.83222961425781
2016-08-08,78.19904327392578
2016-08-09,78.41010284423828
2016-08-10,78.14144897460938
2016-08-11,78.25660705566406
2016-08-12,78.1126937866211
2016-08-15,78.31415557861328
2016-08-16,78.27579498291016
2016-08-17,78.43888854980469
2016-08-18,78.3717269897461
2016-08-19,78.62117004394531
2016-08-22,78.92815399169922
2016-08-23,78.94733428955078
2016-08-24,78.77467346191406
2016-08-25,79.62853240966797
2016-08-26,79.7628173828125
2016-08-29,79.72444915771484
2016-08-30,79.62853240966797
2016-08-31,79.67649841308594
2016-09-01,79.91632080078125
2016-09-02,80.43437957763672
2016-09-06,80.64543151855469
2016-09-07,80.22332000732422
2016-09-08,79.45581817626953
2016-09-09,78.63076782226562
2016-09-12,79.38867950439453
2016-09-13,78.4868392944336
2016-09-14,77.84407806396484
2016-09-15,78.17984771728516
2016-09-16,77.36436462402344
2016-09-19,77.44113159179688
2016-09-20,77.29722595214844
2016-09-21,77.575439453125
2016-09-22,77.7577133178711
2016-09-23,78.0167465209961
2016-09-26,77.82489013671875
2016-09-27,78.08390808105469
2016-09-28,78.54440307617188
2016-09-29,77.7577133178711
2016-09-30,77.9783935546875
