Date,PEG
2015-08-03,29.3558406829834
2015-08-04,28.657732009887695
2015-08-05,29.045568466186523
2015-08-06,29.334684371948242
2015-08-07,29.927026748657227
2015-08-10,29.560344696044922
2015-08-11,29.948184967041016
2015-08-12,29.969335556030273
2015-08-13,29.835346221923828
2015-08-14,30.258447647094727
2015-08-17,30.427684783935547
2015-08-18,30.34307098388672
2015-08-19,30.660398483276367
2015-08-20,30.46295166015625
2015-08-21,29.64495849609375
2015-08-24,28.664793014526367
2015-08-25,28.128862380981445
2015-08-26,28.396827697753906
2015-08-27,28.86927604675293
2015-08-28,28.5731143951416
2015-08-31,28.382719039916992
2015-09-01,27.48717498779297
2015-09-02,27.46602439880371
2015-09-03,27.755128860473633
2015-09-04,27.3206729888916
2015-09-08,27.84771728515625
2015-09-09,27.520095825195312
2015-09-10,27.691036224365234
2015-09-11,28.004404067993164
2015-09-14,27.990156173706055
2015-09-15,28.196693420410156
2015-09-16,28.595537185668945
2015-09-17,28.916038513183594
2015-09-18,28.730865478515625
2015-09-21,28.923160552978516
2015-09-22,28.253679275512695
2015-09-23,28.44598388671875
2015-09-24,28.595537185668945
2015-09-25,29.122589111328125
2015-09-28,28.908920288085938
2015-09-29,29.136823654174805
2015-09-30,30.027101516723633
2015-10-01,29.44308090209961
2015-10-02,30.162424087524414
2015-10-05,30.433063507080078
2015-10-06,30.539907455444336
2015-10-07,30.148181915283203
2015-10-08,30.554149627685547
2015-10-09,30.126811981201172
2015-10-12,30.41170310974121
2015-10-13,30.290630340576172
2015-10-14,30.390336990356445
2015-10-15,30.867511749267578
2015-10-16,30.960119247436523
2015-10-19,31.259244918823242
2015-10-20,31.024208068847656
2015-10-21,30.753572463989258
2015-10-22,31.066940307617188
2015-10-23,30.383211135864258
2015-10-26,29.7991886138916
2015-10-27,29.7564697265625
2015-10-28,29.478696823120117
2015-10-29,29.514314651489258
2015-10-30,29.407480239868164
2015-11-02,28.9302921295166
2015-11-03,29.215171813964844
2015-11-04,29.26503562927246
2015-11-05,28.980140686035156
2015-11-06,27.534343719482422
2015-11-09,27.612689971923828
2015-11-10,27.71239471435547
2015-11-11,27.88332748413086
2015-11-12,27.762258529663086
2015-11-13,27.819231033325195
2015-11-16,28.403249740600586
2015-11-17,27.783613204956055
2015-11-18,27.762258529663086
2015-11-19,28.1468448638916
2015-11-20,28.253679275512695
2015-11-23,28.13260269165039
2015-11-24,27.91181755065918
2015-11-25,27.762258529663086
2015-11-27,27.86196517944336
2015-11-30,27.84771728515625
2015-12-01,28.21807289123535
2015-12-02,27.391897201538086
2015-12-03,27.178237915039062
2015-12-04,27.51297950744629
2015-12-07,27.390663146972656
2015-12-08,27.325902938842773
2015-12-09,27.484193801879883
2015-12-10,26.930192947387695
2015-12-11,26.635202407836914
2015-12-14,26.95177459716797
2015-12-15,26.69995880126953
2015-12-16,27.55613899230957
2015-12-17,27.41944694519043
2015-12-18,26.966163635253906
2015-12-21,27.146039962768555
2015-12-22,27.297117233276367
2015-12-23,27.815160751342773
2015-12-24,27.77198600769043
2015-12-28,27.851125717163086
2015-12-29,28.095760345458984
2015-12-30,28.052587509155273
2015-12-31,27.836742401123047
2016-01-04,27.843942642211914
2016-01-05,28.00942039489746
2016-01-06,27.779184341430664
2016-01-07,27.923078536987305
2016-01-08,27.642480850219727
2016-01-11,27.77198600769043
2016-01-12,27.77198600769043
2016-01-13,27.901491165161133
2016-01-14,28.592208862304688
2016-01-15,28.491474151611328
2016-01-19,28.65695571899414
2016-01-20,28.038190841674805
2016-01-21,28.12453269958496
2016-01-22,28.68572998046875
2016-01-25,28.045398712158203
2016-01-26,28.333187103271484
2016-01-27,28.491474151611328
2016-01-28,29.045461654663086
2016-01-29,29.71457862854004
2016-02-01,29.77214813232422
2016-02-02,29.822511672973633
2016-02-03,30.326147079467773
2016-02-04,30.520401000976562
2016-02-05,30.872955322265625
2016-02-08,30.211040496826172
2016-02-09,30.49163246154785
2016-02-10,30.678693771362305
2016-02-11,30.13909149169922
2016-02-12,30.13909149169922
2016-02-16,30.268592834472656
2016-02-17,30.131893157958984
2016-02-18,30.822586059570312
2016-02-19,30.916114807128906
2016-02-22,31.542072296142578
2016-02-23,31.362207412719727
2016-02-24,31.225496292114258
2016-02-25,31.47011375427246
2016-02-26,30.61394500732422
2016-02-29,30.693082809448242
2016-03-01,30.664295196533203
2016-03-02,30.99527359008789
2016-03-03,31.556459426879883
2016-03-04,32.08888626098633
2016-03-07,32.103271484375
2016-03-08,32.56074905395508
2016-03-09,32.640625
2016-03-10,32.69145965576172
2016-03-11,32.19041061401367
2016-03-14,32.39373016357422
2016-03-15,32.48813247680664
2016-03-16,32.78584289550781
2016-03-17,33.43938064575195
2016-03-18,33.148929595947266
2016-03-21,33.1925048828125
2016-03-22,33.27963638305664
2016-03-23,33.55557632446289
2016-03-24,33.43212127685547
2016-03-28,33.461181640625
2016-03-29,33.82425308227539
2016-03-30,33.795204162597656
2016-03-31,34.230899810791016
2016-04-01,34.361610412597656
2016-04-04,34.085662841796875
2016-04-05,33.54832077026367
2016-04-06,33.48295593261719
2016-04-07,33.33047103881836
2016-04-08,33.38856887817383
2016-04-11,33.13440704345703
2016-04-12,33.59187316894531
2016-04-13,33.236061096191406
2016-04-14,33.30141067504883
2016-04-15,33.69354248046875
2016-04-18,33.94043731689453
2016-04-19,34.21638107299805
2016-04-20,33.40308380126953
2016-04-21,32.5970458984375
2016-04-22,32.82941818237305
2016-04-25,32.8512077331543
2016-04-26,33.01095962524414
2016-04-27,33.4466552734375
2016-04-28,33.606407165527344
2016-04-29,33.49748229980469
2016-05-02,33.52653503417969
2016-05-03,33.46843719482422
2016-05-04,33.867820739746094
2016-05-05,33.7298583984375
2016-05-06,33.1925048828125
2016-05-09,33.54832077026367
2016-05-10,33.58461380004883
2016-05-11,33.671756744384766
2016-05-12,33.66450500488281
2016-05-13,33.30868148803711
2016-05-16,33.35951232910156
2016-05-17,32.80037307739258
2016-05-18,32.19041061401367
2016-05-19,32.52444076538086
2016-05-20,32.65513610839844
2016-05-23,32.328369140625
2016-05-24,32.676918029785156
