Date,ANA.MC
2015-08-24,46.828739166259766
2015-08-25,48.5265007019043
2015-08-26,48.349342346191406
2015-08-27,49.62636184692383
2015-08-28,50.01020050048828
2015-08-31,49.02106857299805
2015-09-01,48.09099197387695
2015-09-02,47.79572677612305
2015-09-03,48.81438446044922
2015-09-04,47.69976806640625
2015-09-07,47.18305587768555
2015-09-08,47.625946044921875
2015-09-09,48.127899169921875
2015-09-10,47.766197204589844
2015-09-11,47.91383361816406
2015-09-14,47.98026657104492
2015-09-15,48.120513916015625
2015-09-16,50.143070220947266
2015-09-17,50.29808044433594
2015-09-18,49.36062240600586
2015-09-21,49.49348831176758
2015-09-22,47.625946044921875
2015-09-23,47.389739990234375
2015-09-24,46.038909912109375
2015-09-25,46.92469787597656
2015-09-28,45.77317810058594
2015-09-29,46.385841369628906
2015-09-30,46.72540283203125
2015-10-01,46.348941802978516
2015-10-02,46.666343688964844
2015-10-05,51.1322021484375
2015-10-06,51.27983474731445
2015-10-07,52.195152282714844
2015-10-08,52.040130615234375
2015-10-09,53.05879211425781
2015-10-12,52.07704162597656
2015-10-13,52.33539962768555
2015-10-14,52.32062911987305
2015-10-15,52.704471588134766
2015-10-16,54.114356994628906
2015-10-19,53.53120803833008
2015-10-20,54.14387893676758
2015-10-21,54.527740478515625
2015-10-22,55.04444122314453
2015-10-23,55.90070724487305
2015-10-26,55.487335205078125
2015-10-27,54.97061538696289
2015-10-28,55.70878219604492
2015-10-29,55.125633239746094
2015-10-30,56.476470947265625
2015-11-02,57.54678726196289
2015-11-03,56.96364212036133
2015-11-04,56.73481750488281
2015-11-05,56.61671829223633
2015-11-06,56.76433563232422
2015-11-09,55.738304138183594
2015-11-10,55.863800048828125
2015-11-11,56.61671829223633
2015-11-12,56.08523941040039
2015-11-13,55.94498825073242
2015-11-16,56.98579406738281
2015-11-17,56.98579406738281
2015-11-18,57.21461868286133
2015-11-19,57.68704605102539
2015-11-20,57.39178466796875
2015-11-23,57.46559524536133
2015-11-24,56.882450103759766
2015-11-25,57.23676681518555
2015-11-26,57.856815338134766
2015-11-27,57.93062973022461
2015-11-30,58.159454345703125
2015-12-01,58.46210479736328
2015-12-02,58.358768463134766
2015-12-03,58.358768463134766
2015-12-04,58.82380676269531
2015-12-07,58.43996810913086
2015-12-08,58.21113967895508
2015-12-09,58.07087707519531
2015-12-10,56.21811294555664
2015-12-11,55.738304138183594
2015-12-14,55.29541015625
2015-12-15,57.421302795410156
2015-12-16,57.12602996826172
2015-12-17,57.97492599487305
2015-12-18,56.9931640625
2015-12-21,55.35445785522461
2015-12-22,55.72353744506836
2015-12-23,58.00445556640625
2015-12-24,57.87158203125
2015-12-28,58.24066162109375
2015-12-29,58.69832229614258
2015-12-30,59.192893981933594
2015-12-31,58.373531341552734
2016-01-04,57.709190368652344
2016-01-05,57.97492599487305
2016-01-06,57.81991195678711
2016-01-07,55.69401931762695
2016-01-08,55.657100677490234
2016-01-11,55.361846923828125
2016-01-12,55.49471664428711
2016-01-13,55.64973068237305
2016-01-14,55.20683670043945
2016-01-15,53.5976448059082
2016-01-18,52.92592239379883
2016-01-19,52.3575439453125
2016-01-20,51.39055252075195
2016-01-21,49.98805618286133
2016-01-22,52.00321578979492
2016-01-25,50.681922912597656
2016-01-26,51.803924560546875
2016-01-27,52.27635192871094
2016-01-28,52.17300796508789
2016-01-29,52.04751968383789
2016-02-01,52.37968063354492
2016-02-02,51.870361328125
2016-02-03,51.16910934448242
2016-02-04,50.56381607055664
2016-02-05,50.0323486328125
2016-02-08,47.77358627319336
2016-02-09,45.928192138671875
2016-02-10,47.40449905395508
2016-02-11,45.75841522216797
2016-02-12,47.11662292480469
2016-02-15,48.77009201049805
2016-02-16,49.24251937866211
2016-02-17,49.93638610839844
2016-02-18,50.39404296875
2016-02-19,50.04711151123047
2016-02-22,51.29458999633789
2016-02-23,50.18735885620117
2016-02-24,49.63373947143555
2016-02-25,50.48262023925781
2016-02-26,50.46048355102539
2016-02-29,51.944175720214844
2016-03-01,51.79654312133789
2016-03-02,52.14347839355469
2016-03-03,52.91115951538086
2016-03-04,52.04751968383789
2016-03-07,52.040130615234375
2016-03-08,51.545570373535156
2016-03-09,51.191253662109375
2016-03-10,50.84431838989258
2016-03-11,51.25031280517578
2016-03-14,51.3536491394043
2016-03-15,50.57120132446289
2016-03-16,50.017581939697266
2016-03-17,50.19473648071289
2016-03-18,50.881221771240234
2016-03-21,50.689300537109375
2016-03-22,50.49000930786133
2016-03-23,50.38666534423828
2016-03-24,50.084014892578125
2016-03-29,49.72231674194336
2016-03-30,50.74835968017578
2016-03-31,50.17997741699219
2016-04-01,49.22037124633789
2016-04-04,49.471343994140625
2016-04-05,48.32719802856445
2016-04-06,48.37148666381836
2016-04-07,49.286808013916016
2016-04-08,50.3792839050293
2016-04-11,50.86647033691406
2016-04-12,50.77050018310547
2016-04-13,50.718833923339844
2016-04-14,50.57120132446289
2016-04-15,49.707550048828125
2016-04-18,50.18735885620117
2016-04-19,49.729705810546875
2016-04-20,49.97329330444336
2016-04-21,50.32022476196289
2016-04-22,50.11354064941406
2016-04-25,50.07663345336914
2016-04-26,50.6154899597168
2016-04-27,51.28721237182617
2016-04-28,51.811309814453125
2016-04-29,51.62677001953125
2016-05-02,52.3575439453125
2016-05-03,51.781776428222656
2016-05-04,51.97370529174805
2016-05-05,51.41270065307617
2016-05-06,51.39793014526367
2016-05-09,51.663673400878906
2016-05-10,51.95155715942383
2016-05-11,51.13958740234375
2016-05-12,51.59723663330078
2016-05-13,51.36103057861328
2016-05-16,49.678035736083984
2016-05-17,49.33110046386719
2016-05-18,49.15393829345703
2016-05-19,48.71842575073242
2016-05-20,48.75532913208008
2016-05-23,48.99892044067383
2016-05-24,49.63373947143555
2016-05-25,49.892093658447266
2016-05-26,49.78874969482422
2016-05-27,50.024967193603516
2016-05-30,50.13568115234375
2016-05-31,50.467857360839844
2016-06-01,50.15045166015625
2016-06-02,50.38666534423828
2016-06-03,50.283321380615234
2016-06-06,50.814788818359375
2016-06-07,51.12482452392578
2016-06-08,51.331504821777344
2016-06-09,51.44960403442383
2016-06-10,49.12441635131836
2016-06-13,48.27553176879883
2016-06-14,47.24211120605469
2016-06-15,47.559513092041016
2016-06-16,46.86564636230469
2016-06-17,47.832637786865234
2016-06-20,49.596832275390625
2016-06-21,49.86256790161133
2016-06-22,49.72231674194336
2016-06-23,50.12831115722656
2016-06-24,46.70325469970703
2016-06-27,46.533477783203125
2016-06-28,47.94777297973633
2016-06-29,49.53886032104492
2016-06-30,50.138397216796875
2016-07-01,50.49197769165039
2016-07-04,50.96852493286133
2016-07-05,50.0999641418457
2016-07-06,49.33132553100586
2016-07-07,50.15377426147461
2016-07-08,50.5765266418457
2016-07-11,51.314422607421875
2016-07-12,51.291358947753906
2016-07-13,51.237552642822266
2016-07-14,51.537330627441406
2016-07-15,51.260623931884766
2016-07-18,51.54500961303711
2016-07-19,51.053077697753906
2016-07-20,50.93778610229492
2016-07-21,50.776371002197266
2016-07-22,51.39127731323242
2016-07-25,52.6134147644043
2016-07-26,52.69028854370117
2016-07-27,53.00542449951172
2016-07-28,51.82940673828125
2016-07-29,50.784053802490234
2016-08-01,49.26214599609375
2016-08-02,48.47045135498047
2016-08-03,48.33978271484375
2016-08-04,49.00081253051758
2016-08-05,49.65415573120117
2016-08-08,49.80788803100586
2016-08-09,50.26906967163086
2016-08-10,49.907806396484375
2016-08-11,50.276756286621094
2016-08-12,50.74562454223633
2016-08-15,50.8071174621582
2016-08-16,50.207576751708984
2016-08-17,48.8931999206543
2016-08-18,48.87782669067383
2016-08-19,48.270599365234375
2016-08-22,48.47813034057617
2016-08-23,48.647239685058594
2016-08-24,49.24677658081055
2016-08-25,49.192970275878906
2016-08-26,49.584983825683594
2016-08-29,48.87782669067383
2016-08-30,49.03924560546875
2016-08-31,49.10073471069336
2016-09-01,49.47737121582031
2016-09-02,51.129940032958984
2016-09-05,51.62187957763672
2016-09-06,51.57575225830078
2016-09-07,52.34439468383789
2016-09-08,52.54424285888672
2016-09-09,51.929325103759766
2016-09-12,51.076141357421875
2016-09-13,50.22294616699219
2016-09-14,50.368995666503906
2016-09-15,50.41510772705078
2016-09-16,49.41587829589844
2016-09-19,50.038475036621094
2016-09-20,50.276756286621094
2016-09-21,50.2844352722168
2016-09-22,51.22986602783203
2016-09-23,51.099205017089844
2016-09-26,51.03002166748047
2016-09-27,50.699501037597656
2016-09-28,50.89166259765625
2016-09-29,51.37590789794922
2016-09-30,51.70642852783203
2016-10-03,51.49889373779297
2016-10-04,51.6833610534668
2016-10-05,51.560386657714844
2016-10-06,51.652618408203125
2016-10-07,51.4835205078125
2016-10-10,52.31364440917969
2016-10-11,51.944698333740234
2016-10-12,52.02156448364258
2016-10-13,51.652618408203125
2016-10-14,52.997737884521484
2016-10-17,52.87476348876953
2016-10-18,53.41280746459961
2016-10-19,53.71256637573242
2016-10-20,53.781761169433594
2016-10-21,53.93547821044922
2016-10-24,54.119964599609375
2016-10-25,53.420494079589844
2016-10-26,53.87398910522461
2016-10-27,53.82017517089844
2016-10-28,53.466609954833984
2016-10-31,53.29750442504883
2016-11-01,53.15147018432617
2016-11-02,52.26752853393555
2016-11-03,53.043861389160156
2016-11-04,51.74485397338867
2016-11-07,52.044620513916016
2016-11-08,52.39051818847656
2016-11-09,51.691043853759766
2016-11-10,50.29981231689453
2016-11-11,49.95392608642578
2016-11-14,49.339012145996094
2016-11-15,49.731014251708984
2016-11-16,49.093048095703125
2016-11-17,49.26983642578125
2016-11-18,48.862457275390625
2016-11-21,49.12379455566406
2016-11-22,49.00081253051758
2016-11-23,48.77790451049805
2016-11-24,49.1468505859375
2016-11-25,49.42356491088867
2016-11-28,49.81557083129883
2016-11-29,49.300575256347656
2016-11-30,49.21603012084961
2016-12-01,48.75484848022461
2016-12-02,48.87014389038086
2016-12-05,48.29365921020508
2016-12-06,49.1314811706543
2016-12-07,48.977752685546875
2016-12-08,48.793277740478516
2016-12-09,49.546546936035156
2016-12-12,49.65415573120117
2016-12-13,52.39820098876953
2016-12-14,51.96775817871094
2016-12-15,51.85245895385742
2016-12-16,53.26676940917969
2016-12-19,53.75869369506836
