Date,SPARC.NS
2015-08-21,412.9900207519531
2015-08-24,372.3664245605469
2015-08-25,369.0887145996094
2015-08-26,370.1812744140625
2015-08-27,378.5741882324219
2015-08-28,373.458984375
2015-08-31,370.4295959472656
2015-09-01,361.6890563964844
2015-09-02,364.271484375
2015-09-03,367.9465026855469
2015-09-04,364.3708190917969
2015-09-07,346.3434753417969
2015-09-08,359.70257568359375
2015-09-09,364.619140625
2015-09-10,356.2759094238281
2015-09-11,365.8606872558594
2015-09-14,366.20831298828125
2015-09-15,365.5130615234375
2015-09-16,365.7613525390625
2015-09-18,374.0052795410156
2015-09-21,380.1633605957031
2015-09-22,384.9805908203125
2015-09-23,385.5765380859375
2015-09-24,384.23565673828125
2015-09-28,372.8133850097656
2015-09-29,375.2964782714844
2015-09-30,382.3485107421875
2015-10-01,382.14984130859375
2015-10-05,382.3485107421875
2015-10-06,381.45458984375
2015-10-07,391.486328125
2015-10-08,383.1927490234375
2015-10-09,381.10693359375
2015-10-12,376.1903991699219
2015-10-13,375.8427734375
2015-10-14,373.5086364746094
2015-10-15,373.1113586425781
2015-10-16,372.3167419433594
2015-10-19,382.8451232910156
2015-10-20,385.12957763671875
2015-10-21,381.00762939453125
2015-10-23,382.5968017578125
2015-10-26,396.4525451660156
2015-10-27,399.13427734375
2015-10-28,389.1025390625
2015-10-29,396.8001708984375
2015-10-30,383.9873352050781
2015-11-02,390.6420593261719
2015-11-03,387.4140319824219
2015-11-04,379.9150695800781
2015-11-05,363.6258850097656
2015-11-06,364.5694580078125
2015-11-09,364.867431640625
2015-11-10,358.7093505859375
2015-11-13,349.5715026855469
2015-11-16,341.228271484375
2015-11-17,346.98907470703125
2015-11-18,336.7586975097656
2015-11-19,338.6955261230469
2015-11-20,345.84686279296875
2015-11-23,343.8603820800781
2015-11-24,342.91680908203125
2015-11-26,354.0411071777344
2015-11-27,349.0252380371094
2015-11-30,341.0296325683594
2015-12-01,350.86273193359375
2015-12-02,348.8265686035156
2015-12-03,344.8536071777344
2015-12-04,361.78839111328125
2015-12-07,365.66204833984375
2015-12-08,352.4022521972656
2015-12-09,339.3907775878906
2015-12-10,342.86712646484375
2015-12-11,340.5826721191406
2015-12-14,340.9302978515625
2015-12-15,342.27117919921875
2015-12-16,338.1988830566406
2015-12-17,346.9394226074219
2015-12-18,347.58502197265625
2015-12-21,338.7948303222656
2015-12-22,341.3276062011719
2015-12-23,344.6053161621094
2015-12-24,342.4698486328125
2015-12-28,345.6482238769531
2015-12-29,342.2215270996094
2015-12-30,338.59619140625
2015-12-31,337.4539489746094
2016-01-01,334.27557373046875
2016-01-04,333.9279479980469
2016-01-05,331.4945068359375
2016-01-06,329.90533447265625
2016-01-07,326.62762451171875
2016-01-08,322.3070373535156
2016-01-11,311.38134765625
2016-01-12,306.0675048828125
2016-01-13,301.8959045410156
2016-01-14,298.4692077636719
2016-01-15,294.99285888671875
2016-01-18,278.1077575683594
2016-01-19,276.2205810546875
2016-01-20,262.4642028808594
2016-01-21,268.6719665527344
2016-01-22,273.43951416015625
2016-01-25,277.26348876953125
2016-01-27,308.9975891113281
2016-01-28,309.941162109375
2016-01-29,310.5867614746094
2016-02-01,308.5506286621094
2016-02-02,293.25469970703125
2016-02-03,285.9046936035156
2016-02-04,273.1911926269531
2016-02-05,277.31317138671875
2016-02-08,275.6246337890625
2016-02-09,266.1391906738281
2016-02-10,272.8932189941406
2016-02-11,271.2047119140625
2016-02-12,257.1006774902344
2016-02-15,258.8885192871094
2016-02-16,258.93817138671875
2016-02-17,264.9969482421875
2016-02-18,265.0962829589844
2016-02-19,263.3084411621094
2016-02-22,262.51385498046875
2016-02-23,257.1006774902344
2016-02-24,245.827392578125
2016-02-25,252.78009033203125
2016-02-26,258.8885192871094
2016-02-29,256.4054260253906
2016-03-01,262.06689453125
2016-03-02,277.462158203125
2016-03-03,289.530029296875
2016-03-04,290.87091064453125
2016-03-08,293.70166015625
2016-03-09,291.0695495605469
2016-03-10,290.02667236328125
2016-03-11,285.25909423828125
2016-03-14,291.8641662597656
2016-03-15,290.9205627441406
2016-03-16,290.70001220703125
2016-03-17,290.04998779296875
2016-03-18,294.6000061035156
2016-03-21,299.1000061035156
2016-03-22,297.29998779296875
2016-03-23,295.75
2016-03-28,293.1000061035156
2016-03-29,290.6000061035156
2016-03-30,291.20001220703125
2016-03-31,287.0
2016-04-01,289.79998779296875
2016-04-04,288.3999938964844
2016-04-05,281.3999938964844
2016-04-06,280.3999938964844
2016-04-07,279.54998779296875
2016-04-08,281.79998779296875
2016-04-11,285.6000061035156
2016-04-12,288.3500061035156
2016-04-13,290.5
2016-04-18,291.6499938964844
2016-04-20,291.0
2016-04-21,289.3999938964844
2016-04-22,285.1000061035156
2016-04-25,290.79998779296875
2016-04-26,304.1499938964844
2016-04-27,308.04998779296875
2016-04-28,299.45001220703125
2016-04-29,299.95001220703125
2016-05-02,299.29998779296875
2016-05-03,294.3500061035156
2016-05-04,286.95001220703125
2016-05-05,289.8500061035156
2016-05-06,291.6499938964844
2016-05-09,291.1000061035156
2016-05-10,290.25
2016-05-11,290.54998779296875
2016-05-12,297.1499938964844
2016-05-13,290.3999938964844
2016-05-16,291.95001220703125
2016-05-17,295.1000061035156
2016-05-18,290.29998779296875
2016-05-19,286.5
2016-05-20,289.6000061035156
2016-05-23,289.5
2016-05-24,290.29998779296875
2016-05-25,287.25
2016-05-26,286.5
2016-05-27,291.1499938964844
2016-05-30,291.0
2016-05-31,281.95001220703125
2016-06-01,280.79998779296875
2016-06-02,278.8999938964844
2016-06-03,275.54998779296875
2016-06-06,271.5
2016-06-07,274.20001220703125
2016-06-08,273.3999938964844
2016-06-09,274.6499938964844
2016-06-10,274.5
2016-06-13,280.29998779296875
2016-06-14,284.45001220703125
2016-06-15,284.8999938964844
2016-06-16,280.75
2016-06-17,281.3500061035156
2016-06-20,287.5
2016-06-21,291.29998779296875
2016-06-22,285.0
2016-06-23,295.6499938964844
2016-06-24,304.1499938964844
2016-06-27,346.5
2016-06-28,344.1000061035156
2016-06-29,342.6000061035156
2016-06-30,332.8999938964844
2016-07-01,351.29998779296875
2016-07-04,353.70001220703125
2016-07-05,356.3999938964844
2016-07-07,356.45001220703125
2016-07-08,355.6000061035156
2016-07-11,359.3999938964844
2016-07-12,354.1499938964844
2016-07-13,355.45001220703125
2016-07-14,353.25
2016-07-15,349.0
2016-07-18,354.5
2016-07-19,354.0
2016-07-20,364.54998779296875
2016-07-21,356.29998779296875
2016-07-22,355.54998779296875
2016-07-25,357.8500061035156
2016-07-26,357.5
2016-07-27,371.29998779296875
2016-07-28,376.54998779296875
2016-07-29,356.95001220703125
2016-08-01,357.54998779296875
2016-08-02,361.5
2016-08-03,362.20001220703125
2016-08-04,388.95001220703125
2016-08-05,397.20001220703125
2016-08-08,385.75
2016-08-09,378.1000061035156
2016-08-10,367.95001220703125
2016-08-11,369.6499938964844
2016-08-12,365.75
2016-08-16,369.5
2016-08-17,370.8500061035156
2016-08-18,371.29998779296875
2016-08-19,369.6000061035156
2016-08-22,363.6499938964844
2016-08-23,364.3500061035156
2016-08-24,366.1000061035156
2016-08-25,362.79998779296875
2016-08-26,363.75
2016-08-29,363.75
2016-08-30,376.6000061035156
2016-08-31,380.1499938964844
2016-09-01,374.75
2016-09-02,381.0
2016-09-06,378.29998779296875
2016-09-07,370.6499938964844
2016-09-08,379.5
2016-09-09,376.3999938964844
2016-09-12,360.1499938964844
2016-09-14,349.3500061035156
2016-09-15,348.54998779296875
2016-09-16,355.70001220703125
2016-09-19,350.04998779296875
2016-09-20,344.70001220703125
2016-09-21,342.8500061035156
2016-09-22,343.75
2016-09-23,336.5
2016-09-26,330.1499938964844
2016-09-27,327.8999938964844
2016-09-28,329.6000061035156
2016-09-29,305.54998779296875
2016-09-30,315.3999938964844
2016-10-03,323.6000061035156
2016-10-04,329.70001220703125
2016-10-05,328.54998779296875
2016-10-06,324.45001220703125
2016-10-07,318.6000061035156
2016-10-10,321.5
2016-10-13,315.1499938964844
2016-10-14,315.54998779296875
2016-10-17,311.54998779296875
2016-10-18,331.1000061035156
2016-10-19,326.20001220703125
2016-10-20,328.1499938964844
2016-10-21,329.1000061035156
2016-10-24,332.75
2016-10-25,335.3500061035156
2016-10-26,334.25
2016-10-27,337.45001220703125
2016-10-28,350.6000061035156
2016-11-01,346.3999938964844
2016-11-02,332.6499938964844
2016-11-03,324.79998779296875
2016-11-04,310.8500061035156
2016-11-07,313.45001220703125
2016-11-08,310.75
2016-11-09,321.8999938964844
2016-11-10,323.20001220703125
2016-11-11,320.70001220703125
2016-11-15,309.6499938964844
2016-11-16,306.0
2016-11-17,311.75
2016-11-18,313.95001220703125
2016-11-21,305.3999938964844
2016-11-22,311.6499938964844
2016-11-23,311.1000061035156
2016-11-24,308.6499938964844
2016-11-25,315.25
2016-11-28,312.5
2016-11-29,313.1000061035156
2016-11-30,319.79998779296875
2016-12-01,325.1499938964844
2016-12-02,327.20001220703125
2016-12-05,331.6499938964844
2016-12-06,332.45001220703125
2016-12-07,316.70001220703125
2016-12-08,322.95001220703125
2016-12-09,315.0
2016-12-12,312.3999938964844
2016-12-13,315.6499938964844
2016-12-14,312.1000061035156
2016-12-15,310.79998779296875
2016-12-16,308.75
2016-12-19,306.45001220703125
2016-12-20,307.95001220703125
2016-12-21,308.45001220703125
2016-12-22,312.45001220703125
2016-12-23,310.1499938964844
2016-12-26,300.3500061035156
2016-12-27,301.6499938964844
2016-12-28,297.5
2016-12-29,300.45001220703125
2016-12-30,304.79998779296875
2017-01-02,304.1499938964844
2017-01-03,309.20001220703125
2017-01-04,306.79998779296875
2017-01-05,307.8999938964844
2017-01-06,307.20001220703125
2017-01-09,306.45001220703125
2017-01-10,305.45001220703125
2017-01-11,308.54998779296875
2017-01-12,308.1499938964844
2017-01-13,309.8999938964844
2017-01-16,312.95001220703125
2017-01-17,328.6000061035156
2017-01-18,330.1000061035156
2017-01-19,329.95001220703125
2017-01-20,324.6000061035156
2017-01-23,325.8500061035156
2017-01-24,328.04998779296875
2017-01-25,324.95001220703125
2017-01-27,321.8500061035156
2017-01-30,311.6499938964844
2017-01-31,304.3999938964844
2017-02-01,306.04998779296875
2017-02-02,309.6000061035156
2017-02-03,314.3500061035156
2017-02-06,325.8500061035156
2017-02-07,316.70001220703125
2017-02-08,316.04998779296875
2017-02-09,316.3999938964844
2017-02-10,317.25
2017-02-13,314.6000061035156
2017-02-14,314.8999938964844
2017-02-15,299.20001220703125
2017-02-16,304.70001220703125
2017-02-17,310.1000061035156
2017-02-20,319.6499938964844
2017-02-21,317.8500061035156
2017-02-22,314.6000061035156
2017-02-23,318.20001220703125
2017-02-27,320.1000061035156
2017-02-28,336.3500061035156
2017-03-01,340.1499938964844
2017-03-02,337.6000061035156
2017-03-03,338.25
2017-03-06,336.79998779296875
2017-03-07,334.3500061035156
2017-03-08,330.54998779296875
2017-03-09,327.04998779296875
2017-03-10,324.1000061035156
2017-03-14,335.1499938964844
2017-03-15,327.70001220703125
2017-03-16,327.45001220703125
2017-03-17,329.5
2017-03-20,325.6499938964844
2017-03-21,328.95001220703125
2017-03-22,325.0
2017-03-23,324.5
2017-03-24,323.6000061035156
2017-03-27,322.54998779296875
2017-03-28,322.95001220703125
2017-03-29,319.70001220703125
2017-03-30,316.29998779296875
2017-03-31,316.45001220703125
2017-04-03,335.20001220703125
2017-04-05,351.5
2017-04-06,344.1499938964844
2017-04-07,341.5
2017-04-10,336.5
2017-04-11,336.45001220703125
2017-04-12,344.5
2017-04-13,336.70001220703125
2017-04-17,330.25
2017-04-18,328.45001220703125
2017-04-19,326.8999938964844
2017-04-20,327.45001220703125
2017-04-21,329.20001220703125
2017-04-24,325.1499938964844
2017-04-25,324.1499938964844
2017-04-26,319.25
