Date,MSUMI.NS
2022-03-28,28.37100601196289
2022-03-29,26.97420883178711
2022-03-30,28.23361587524414
2022-03-31,29.51592254638672
2022-04-01,29.653310775756836
2022-04-04,30.248666763305664
2022-04-05,30.706632614135742
2022-04-06,31.256193161010742
2022-04-07,30.912717819213867
2022-04-08,32.446903228759766
2022-04-11,33.408634185791016
2022-04-12,31.737056732177734
2022-04-13,33.454429626464844
2022-04-18,31.553869247436523
2022-04-19,30.019683837890625
2022-04-20,30.431852340698242
2022-04-21,31.576766967773438
2022-04-22,32.53849792480469
2022-04-25,32.080528259277344
2022-04-26,34.026885986328125
2022-04-27,32.767478942871094
2022-04-28,32.35531234741211
2022-04-29,31.828649520874023
2022-05-02,31.874446868896484
2022-05-04,30.866920471191406
2022-05-05,31.851547241210938
2022-05-06,30.912717819213867
2022-05-09,30.271568298339844
2022-05-10,29.699106216430664
2022-05-11,28.897666931152344
2022-05-12,27.661155700683594
2022-05-13,28.59998893737793
2022-05-16,28.119123458862305
2022-05-17,29.012155532836914
2022-05-18,28.989259719848633
2022-05-19,28.46259880065918
2022-05-20,28.41680335998535
2022-05-23,28.62288475036621
2022-05-24,28.73737907409668
2022-05-25,27.706953048706055
2022-05-26,28.348108291625977
2022-05-27,29.218244552612305
2022-05-30,29.56171989440918
2022-05-31,30.04258155822754
2022-06-01,29.538820266723633
2022-06-02,29.103750228881836
2022-06-03,29.355632781982422
2022-06-06,29.996784210205078
2022-06-07,29.882293701171875
2022-06-08,29.928091049194336
2022-06-09,29.836496353149414
2022-06-10,29.653310775756836
2022-06-13,29.309837341308594
2022-06-14,28.87476921081543
2022-06-15,28.645782470703125
2022-06-16,28.59998893737793
2022-06-17,27.47797203063965
2022-06-20,27.72985076904297
2022-06-21,29.17244529724121
2022-06-22,29.286935806274414
2022-06-23,30.386058807373047
2022-06-24,31.118803024291992
2022-06-27,30.821125030517578
2022-06-28,31.53097152709961
2022-06-29,31.988937377929688
2022-06-30,32.24081802368164
2022-07-01,32.080528259277344
2022-07-04,33.9352912902832
2022-07-05,34.62224197387695
2022-07-06,35.6297721862793
2022-07-07,34.27876663208008
2022-07-08,33.75210952758789
2022-07-11,35.6297721862793
2022-07-12,35.42368698120117
2022-07-13,35.42368698120117
2022-07-14,36.13352966308594
2022-07-15,36.59149932861328
2022-07-18,36.47700500488281
2022-07-19,35.0344123840332
2022-07-20,35.6297721862793
2022-07-21,37.34714126586914
2022-07-22,36.91207504272461
