Date,DRX.L
2015-12-11,211.35873413085938
2015-12-14,209.16636657714844
2015-12-15,210.06326293945312
2015-12-16,226.1069793701172
2015-12-17,224.7118682861328
2015-12-18,219.82901000976562
2015-12-21,228.996826171875
2015-12-22,238.76260375976562
2015-12-23,249.92344665527344
2015-12-24,251.41822814941406
2015-12-29,251.11927795410156
2015-12-30,247.7311553955078
2015-12-31,243.5458221435547
2016-01-04,230.5912322998047
2016-01-05,225.2101287841797
2016-01-06,223.3167724609375
2016-01-07,217.1384735107422
2016-01-08,212.6541290283203
2016-01-11,211.8569793701172
2016-01-12,216.44093322753906
2016-01-13,214.2485809326172
2016-01-14,214.746826171875
2016-01-15,211.05975341796875
2016-01-18,206.87445068359375
2016-01-19,211.259033203125
2016-01-20,208.36920166015625
2016-01-21,221.9216766357422
2016-01-22,231.28880310058594
2016-01-25,226.00733947753906
2016-01-26,234.17864990234375
2016-01-27,233.78004455566406
2016-01-28,251.11927795410156
2016-01-29,251.51785278320312
2016-02-01,253.11228942871094
2016-02-02,250.3220672607422
2016-02-03,248.42872619628906
2016-02-04,261.9811096191406
2016-02-05,263.27667236328125
2016-02-08,244.64198303222656
2016-02-09,227.80104064941406
2016-02-10,226.60519409179688
2016-02-11,216.44093322753906
2016-02-12,226.60519409179688
2016-02-15,233.08250427246094
2016-02-16,234.37796020507812
2016-02-17,239.7591094970703
2016-02-18,244.34303283691406
2016-02-19,240.45664978027344
2016-02-22,257.397216796875
2016-02-23,237.3674774169922
2016-02-24,221.6227264404297
2016-02-25,224.3132781982422
2016-02-26,230.5912322998047
2016-02-29,231.98641967773438
2016-03-01,245.8377685546875
2016-03-02,248.82728576660156
2016-03-03,264.1734313964844
2016-03-04,271.5476379394531
2016-03-07,273.7399597167969
2016-03-08,270.75042724609375
2016-03-09,268.4584045410156
2016-03-10,264.87103271484375
2016-03-11,268.95672607421875
2016-03-14,271.8465881347656
2016-03-15,264.7713928222656
2016-03-16,263.97418212890625
2016-03-17,275.135009765625
2016-03-18,275.53369140625
2016-03-21,266.1664733886719
2016-03-22,274.0389099121094
2016-03-23,264.372802734375
2016-03-24,264.2731628417969
2016-03-29,264.5721435546875
2016-03-30,275.9322509765625
2016-03-31,271.1490478515625
2016-04-01,270.451416015625
2016-04-04,286.3955383300781
2016-04-05,285.10003662109375
2016-04-06,280.2171936035156
2016-04-07,284.701416015625
2016-04-08,286.6945495605469
2016-04-11,296.36053466796875
2016-04-12,294.9654541015625
2016-04-13,302.14031982421875
2016-04-14,300.5458679199219
2016-04-15,300.3465270996094
2016-04-18,299.15081787109375
2016-04-19,304.43231201171875
2016-04-20,304.3326110839844
2016-04-21,305.8334655761719
2016-04-22,306.13232421875
2016-04-25,306.9295959472656
2016-04-26,321.47894287109375
2016-04-27,329.152099609375
2016-04-28,322.57501220703125
2016-04-29,318.4892883300781
2016-05-03,308.2250061035156
2016-05-04,308.72332763671875
2016-05-05,307.4278869628906
2016-05-06,317.1937255859375
2016-05-09,307.82635498046875
2016-05-10,314.3038635253906
2016-05-11,319.8844299316406
2016-05-12,313.80560302734375
2016-05-13,312.7093505859375
2016-05-16,291.48345947265625
2016-05-17,300.5517883300781
2016-05-18,300.8507995605469
2016-05-19,298.0605773925781
2016-05-20,300.6515197753906
2016-05-23,306.0327453613281
2016-05-24,307.62713623046875
2016-05-25,313.9053039550781
2016-05-26,314.3038635253906
2016-05-27,311.2146301269531
2016-05-31,307.9261169433594
2016-06-01,296.6654052734375
2016-06-02,296.86468505859375
2016-06-03,294.27362060546875
2016-06-06,305.8334655761719
2016-06-07,316.89483642578125
2016-06-08,318.8878479003906
2016-06-09,311.3143310546875
2016-06-10,300.2529296875
2016-06-13,298.85772705078125
2016-06-14,295.8681640625
2016-06-15,303.93994140625
2016-06-16,296.86468505859375
2016-06-17,302.0466003417969
2016-06-20,312.9087219238281
2016-06-21,312.1115417480469
2016-06-22,315.6990051269531
2016-06-23,323.4719543457031
2016-06-24,295.0708923339844
2016-06-27,288.8924865722656
2016-06-28,295.0708923339844
2016-06-29,312.9087219238281
2016-06-30,322.57501220703125
2016-07-01,323.1729431152344
2016-07-04,322.77435302734375
2016-07-05,316.2969055175781
2016-07-06,322.1763610839844
2016-07-07,322.57501220703125
2016-07-08,338.41973876953125
2016-07-11,348.2853088378906
2016-07-12,347.5877685546875
2016-07-13,353.4672546386719
2016-07-14,353.5669860839844
2016-07-15,354.1648254394531
2016-07-18,353.7662048339844
2016-07-19,355.5599365234375
2016-07-20,355.2610168457031
2016-07-21,355.9585876464844
2016-07-22,352.7697448730469
2016-07-25,351.0756530761719
2016-07-26,345.6943664550781
2016-07-27,340.4128723144531
2016-07-28,340.9111022949219
2016-07-29,340.6121520996094
2016-08-01,331.3444519042969
2016-08-02,327.4579772949219
2016-08-03,314.90185546875
2016-08-04,319.68505859375
2016-08-05,319.3861389160156
2016-08-08,318.8878479003906
2016-08-09,313.9053039550781
2016-08-10,310.91571044921875
2016-08-11,313.20770263671875
2016-08-12,318.68853759765625
2016-08-15,313.80560302734375
2016-08-16,308.72332763671875
2016-08-17,305.6341552734375
2016-08-18,308.42431640625
2016-08-19,303.93994140625
2016-08-22,305.53448486328125
2016-08-23,306.4313049316406
2016-08-24,310.3177795410156
2016-08-25,306.7302551269531
2016-08-26,307.62713623046875
2016-08-30,302.3454895019531
2016-08-31,302.8438415527344
2016-09-01,300.4521789550781
2016-09-02,303.8404235839844
2016-09-05,306.13232421875
2016-09-06,306.2320251464844
2016-09-07,317.99090576171875
2016-09-08,325.36529541015625
2016-09-09,316.9945068359375
2016-09-12,312.9087219238281
2016-09-13,307.32818603515625
2016-09-14,309.5205383300781
2016-09-15,307.2284851074219
2016-09-16,307.62713623046875
2016-09-19,311.513671875
2016-09-20,315.4996643066406
2016-09-21,313.9053039550781
2016-09-22,311.7336730957031
2016-09-23,303.7608642578125
2016-09-26,301.1698303222656
2016-09-27,297.5820617675781
2016-09-28,303.36224365234375
2016-09-29,315.32135009765625
2016-09-30,304.35888671875
2016-10-03,305.45513916015625
2016-10-04,305.75408935546875
2016-10-05,302.3656311035156
2016-10-06,305.45513916015625
2016-10-07,299.4756774902344
2016-10-10,299.0769348144531
2016-10-11,297.8810119628906
2016-10-12,298.2796630859375
2016-10-13,299.3759460449219
2016-10-14,310.23876953125
2016-10-17,321.00201416015625
2016-10-18,325.3869934082031
2016-10-19,331.16717529296875
2016-10-20,326.48321533203125
2016-10-21,325.9850158691406
2016-10-24,323.4934997558594
2016-10-25,318.11187744140625
2016-10-26,315.32135009765625
2016-10-27,311.9329528808594
2016-10-28,311.3350830078125
2016-10-31,315.8196716308594
2016-11-01,308.5446472167969
2016-11-02,304.9568786621094
2016-11-03,310.5378112792969
2016-11-04,307.1493835449219
2016-11-07,309.34185791015625
2016-11-08,308.6441650390625
2016-11-09,311.3350830078125
2016-11-10,307.64764404296875
2016-11-11,300.97052001953125
2016-11-14,289.111083984375
2016-11-15,287.31719970703125
2016-11-16,286.9186096191406
2016-11-17,285.2243957519531
2016-11-18,280.83935546875
2016-11-21,282.53350830078125
2016-11-22,285.2243957519531
2016-11-23,279.7431335449219
2016-11-24,279.64349365234375
2016-11-25,280.5404357910156
2016-11-28,279.84271240234375
2016-11-29,278.8461608886719
2016-11-30,282.63323974609375
2016-12-01,280.04205322265625
2016-12-02,279.2448425292969
2016-12-05,276.6535949707031
2016-12-06,310.1391296386719
2016-12-07,307.54803466796875
2016-12-08,303.960205078125
2016-12-09,307.0497131347656
2016-12-12,306.9500427246094
2016-12-13,313.22857666015625
2016-12-14,317.8127746582031
2016-12-15,323.59307861328125
2016-12-16,322.8954772949219
2016-12-19,349.903076171875
2016-12-20,354.18841552734375
2016-12-21,362.26080322265625
2016-12-22,363.7557373046875
2016-12-23,365.5495910644531
2016-12-28,372.8246765136719
2016-12-29,375.316162109375
2016-12-30,376.6116943359375
2017-01-03,383.0895690917969
2017-01-04,379.5018615722656
2017-01-05,378.5052490234375
2017-01-06,382.2923583984375
2017-01-09,381.1960754394531
2017-01-10,380.7974548339844
2017-01-11,382.69097900390625
2017-01-12,379.7012634277344
2017-01-13,379.0035095214844
2017-01-16,377.30938720703125
2017-01-17,376.21307373046875
2017-01-18,375.21649169921875
2017-01-19,377.6083068847656
2017-01-20,376.51214599609375
2017-01-23,378.5052490234375
2017-01-24,379.1032409667969
2017-01-25,383.2889404296875
2017-01-26,381.1960754394531
2017-01-27,380.59814453125
2017-01-30,369.73529052734375
2017-01-31,369.1372985839844
2017-02-01,369.436279296875
2017-02-02,370.13397216796875
2017-02-03,368.73870849609375
2017-02-06,368.73870849609375
2017-02-07,368.1407165527344
2017-02-08,367.94140625
2017-02-09,370.13397216796875
2017-02-10,371.82818603515625
2017-02-13,377.6083068847656
2017-02-14,379.9005432128906
2017-02-15,377.7080078125
2017-02-16,357.776123046875
2017-02-17,341.63134765625
2017-02-20,345.7174072265625
2017-02-21,344.4218444824219
2017-02-22,346.6143493652344
2017-02-23,345.9167785644531
2017-02-24,339.7378234863281
2017-02-27,347.31195068359375
2017-02-28,350.30181884765625
2017-03-01,347.6109313964844
2017-03-02,348.2088623046875
2017-03-03,347.9099426269531
2017-03-06,345.6177673339844
2017-03-07,344.9201965332031
2017-03-08,344.0232849121094
2017-03-09,344.22265625
2017-03-10,339.1399230957031
2017-03-13,340.3357849121094
2017-03-14,341.3323974609375
2017-03-15,343.3255615234375
2017-03-16,343.72412109375
2017-03-17,339.23956298828125
2017-03-20,337.3460693359375
2017-03-21,335.153564453125
2017-03-22,332.0641174316406
2017-03-23,330.5692138671875
2017-03-24,330.6689453125
2017-03-27,326.8818359375
2017-03-28,325.58636474609375
2017-03-29,325.0879821777344
2017-03-30,326.3836364746094
2017-03-31,324.2907409667969
2017-04-03,313.1288757324219
2017-04-04,311.4346618652344
2017-04-05,315.22174072265625
2017-04-06,313.6272277832031
2017-04-07,311.4346618652344
2017-04-10,316.11865234375
2017-04-11,312.8299255371094
2017-04-12,316.4176330566406
2017-04-13,316.3179931640625
2017-04-18,308.6441650390625
2017-04-19,307.0497131347656
2017-04-20,294.7955017089844
2017-04-21,298.1839294433594
2017-04-24,301.8713684082031
2017-04-25,303.2665710449219
2017-04-26,303.96417236328125
2017-04-27,302.8679504394531
2017-04-28,321.9031066894531
2017-05-02,308.8475646972656
2017-05-03,310.9404602050781
2017-05-04,314.9269104003906
2017-05-05,320.4081726074219
2017-05-08,323.1986999511719
2017-05-09,329.7762451171875
2017-05-10,330.87249755859375
2017-05-11,326.0887756347656
2017-05-12,323.2983093261719
2017-05-15,323.796630859375
2017-05-16,327.18505859375
2017-05-17,326.8861083984375
2017-05-18,326.38787841796875
2017-05-19,329.3775634765625
2017-05-22,333.2643737792969
2017-05-23,336.55316162109375
2017-05-24,336.4535217285156
2017-05-25,342.7320556640625
2017-05-26,340.9382019042969
2017-05-30,344.8249816894531
2017-05-31,345.0243225097656
2017-06-01,346.81817626953125
2017-06-02,344.3266296386719
2017-06-05,345.721923828125
2017-06-06,342.7320556640625
2017-06-07,347.51580810546875
2017-06-08,346.81817626953125
2017-06-09,346.2202453613281
2017-06-12,354.1930236816406
2017-06-13,362.7638244628906
2017-06-14,358.97674560546875
2017-06-15,340.3402099609375
2017-06-16,325.0921936035156
2017-06-19,333.2643737792969
2017-06-20,328.67999267578125
2017-06-21,332.6663818359375
2017-06-22,328.67999267578125
2017-06-23,337.051513671875
2017-06-26,341.6058654785156
2017-06-27,340.9382019042969
2017-06-28,330.5735168457031
2017-06-29,326.7864685058594
2017-06-30,324.5939025878906
2017-07-03,333.7626953125
2017-07-04,332.76611328125
2017-07-05,331.3708190917969
2017-07-06,328.87933349609375
2017-07-07,330.9721984863281
2017-07-10,332.76611328125
2017-07-11,332.76611328125
2017-07-12,332.0684509277344
2017-07-13,336.7524719238281
2017-07-14,345.5226135253906
2017-07-17,345.721923828125
2017-07-18,344.3266296386719
2017-07-19,332.0684509277344
2017-07-20,322.99932861328125
2017-07-21,314.62786865234375
2017-07-24,325.88946533203125
2017-07-25,321.3052062988281
2017-07-26,321.0061950683594
2017-07-27,320.5078430175781
2017-07-28,318.9132385253906
2017-07-31,317.3186950683594
2017-08-01,319.3119201660156
2017-08-02,316.8204040527344
2017-08-03,319.51129150390625
2017-08-04,320.3085632324219
2017-08-07,319.2122497558594
2017-08-08,318.8136291503906
2017-08-09,321.6040954589844
2017-08-10,314.3288879394531
2017-08-11,316.4217529296875
2017-08-14,318.9132385253906
2017-08-15,316.4217529296875
2017-08-16,324.5939025878906
2017-08-17,320.2088317871094
2017-08-18,316.9200744628906
2017-08-21,317.7173767089844
2017-08-22,322.99932861328125
2017-08-23,319.41156005859375
2017-08-24,314.52825927734375
2017-08-25,311.6380920410156
2017-08-29,306.05712890625
2017-08-30,306.15673828125
2017-08-31,307.3526611328125
2017-09-01,309.5451965332031
2017-09-04,310.34246826171875
2017-09-05,312.6346435546875
2017-09-06,313.9302673339844
2017-09-07,319.81024169921875
2017-09-08,317.8169250488281
2017-09-11,319.1125793457031
2017-09-12,318.0162353515625
2017-09-13,319.41156005859375
2017-09-14,310.9404602050781
2017-09-15,309.046875
2017-09-18,310.6414489746094
2017-09-19,313.5316162109375
2017-09-20,314.22918701171875
2017-09-21,307.8988037109375
2017-09-22,307.2010803222656
2017-09-25,310.98883056640625
2017-09-26,307.6994323730469
2017-09-27,299.82501220703125
2017-09-28,307.0017395019531
2017-09-29,310.29095458984375
2017-10-02,312.2845764160156
2017-10-03,308.8955383300781
2017-10-04,300.0244445800781
2017-10-05,301.0212707519531
2017-10-06,301.120849609375
2017-10-09,296.13714599609375
2017-10-10,295.73834228515625
2017-10-11,298.03094482421875
2017-10-12,295.5390319824219
2017-10-13,291.552001953125
2017-10-16,288.96038818359375
2017-10-17,289.05999755859375
2017-10-18,289.8574523925781
2017-10-19,288.2626647949219
2017-10-20,286.9668884277344
2017-10-23,286.3687744140625
2017-10-24,286.0697326660156
2017-10-25,274.9061279296875
2017-10-26,284.1759338378906
2017-10-27,281.7837829589844
2017-10-30,283.27886962890625
2017-10-31,276.8995666503906
2017-11-01,288.36236572265625
2017-11-02,287.16619873046875
2017-11-03,279.5908508300781
2017-11-06,280.3883361816406
2017-11-07,284.5746154785156
2017-11-08,286.8671569824219
2017-11-09,282.2821044921875
2017-11-10,280.6874084472656
2017-11-13,279.5908508300781
2017-11-14,280.3883361816406
2017-11-15,279.1921081542969
2017-11-16,284.07623291015625
2017-11-17,279.1921081542969
2017-11-20,271.118408203125
2017-11-21,270.0219421386719
2017-11-22,269.224609375
2017-11-23,273.1119384765625
2017-11-24,269.4239501953125
2017-11-27,257.861572265625
2017-11-28,262.9449462890625
2017-11-29,271.118408203125
2017-11-30,269.7229309082031
2017-12-01,268.2277526855469
2017-12-04,263.144287109375
2017-12-05,261.54949951171875
2017-12-06,255.5689697265625
2017-12-07,255.86793518066406
2017-12-08,259.1573181152344
2017-12-11,267.92877197265625
2017-12-12,274.6070251464844
2017-12-13,271.5091552734375
2017-12-14,264.3404846191406
2017-12-15,270.7197570800781
2017-12-18,274.20831298828125
2017-12-19,275.5041809082031
2017-12-20,270.0219421386719
2017-12-21,269.224609375
2017-12-22,269.9223327636719
2017-12-27,267.7294616699219
2017-12-28,264.7391357421875
2017-12-29,269.7229309082031
2018-01-02,271.3177795410156
2018-01-03,272.7132263183594
2018-01-04,278.4945068359375
2018-01-05,281.0860290527344
2018-01-08,285.07305908203125
2018-01-09,284.8736877441406
2018-01-10,278.4945068359375
2018-01-11,282.8801574707031
2018-01-12,278.0957336425781
2018-01-15,276.7001953125
2018-01-16,276.8995666503906
2018-01-17,288.86065673828125
2018-01-18,285.07305908203125
2018-01-19,281.0860290527344
2018-01-22,278.8932189941406
2018-01-23,279.49114990234375
2018-01-24,278.69378662109375
2018-01-25,274.50738525390625
2018-01-26,271.71649169921875
2018-01-29,267.92877197265625
2018-01-30,265.13787841796875
2018-01-31,259.1573181152344
2018-02-01,250.38584899902344
2018-02-02,244.4052734375
2018-02-05,240.61758422851562
2018-02-06,230.25128173828125
2018-02-07,238.4247283935547
2018-02-08,228.65646362304688
2018-02-09,226.86231994628906
2018-02-12,225.26751708984375
2018-02-13,220.68240356445312
2018-02-14,224.8688201904297
2018-02-15,229.2545623779297
2018-02-16,230.45065307617188
2018-02-19,232.4441680908203
2018-02-20,232.64353942871094
2018-02-21,229.85256958007812
2018-02-22,229.2545623779297
2018-02-23,235.83316040039062
2018-02-26,237.42796325683594
2018-02-27,237.82666015625
2018-02-28,247.7942352294922
2018-03-01,252.17999267578125
2018-03-02,263.144287109375
2018-03-05,270.9190673828125
2018-03-06,275.90277099609375
2018-03-07,277.0990295410156
2018-03-08,280.0892333984375
2018-03-09,282.2821044921875
2018-03-12,282.6808166503906
2018-03-13,282.48138427734375
2018-03-14,286.2691345214844
2018-03-15,279.6905212402344
2018-03-16,275.90277099609375
2018-03-19,273.5106201171875
2018-03-20,270.7197570800781
2018-03-21,272.115234375
2018-03-22,268.7261962890625
2018-03-23,269.5235900878906
2018-03-26,267.7294616699219
2018-03-27,275.3049011230469
2018-03-28,274.1086730957031
2018-03-29,273.7099609375
2018-04-03,270.1216125488281
2018-04-04,271.51715087890625
2018-04-05,276.1022033691406
2018-04-06,289.8574523925781
2018-04-09,292.44903564453125
2018-04-10,296.2367248535156
2018-04-11,288.0632629394531
2018-04-12,297.0341491699219
2018-04-13,300.6224670410156
2018-04-16,302.2172546386719
2018-04-17,299.0276184082031
2018-04-18,309.3939208984375
2018-04-19,297.30438232421875
2018-04-20,300.89349365234375
2018-04-23,303.0869140625
2018-04-24,294.3133850097656
2018-04-25,293.5157775878906
2018-04-26,317.6430969238281
2018-04-27,312.0599060058594
2018-04-30,315.0509033203125
2018-05-01,317.6430969238281
2018-05-02,313.85455322265625
2018-05-03,312.0599060058594
2018-05-04,311.6611022949219
2018-05-08,315.6491394042969
2018-05-09,331.20220947265625
2018-05-10,324.4227294921875
2018-05-11,332.79742431640625
2018-05-14,337.18426513671875
2018-05-15,344.9608154296875
2018-05-16,342.36865234375
2018-05-17,348.7493896484375
2018-05-18,349.148193359375
2018-05-21,356.9247131347656
2018-05-22,355.5289611816406
2018-05-23,343.96380615234375
2018-05-24,337.3836364746094
2018-05-25,337.5830383300781
2018-05-29,328.4106750488281
2018-05-30,326.6160888671875
2018-05-31,327.613037109375
2018-06-01,328.6100769042969
2018-06-04,329.4076843261719
2018-06-05,328.2112731933594
2018-06-06,328.6100769042969
2018-06-07,327.613037109375
2018-06-08,324.0238952636719
2018-06-11,329.6070556640625
2018-06-12,326.6160888671875
2018-06-13,328.4106750488281
2018-06-14,332.398681640625
2018-06-15,327.4136962890625
2018-06-18,325.8184814453125
2018-06-19,323.4256591796875
2018-06-20,321.8304138183594
2018-06-21,317.6430969238281
2018-06-22,323.824462890625
2018-06-25,317.24432373046875
2018-06-26,320.23529052734375
2018-06-27,326.01788330078125
2018-06-28,325.0208740234375
2018-06-29,326.8154296875
2018-07-02,330.4046630859375
2018-07-03,327.613037109375
2018-07-04,332.79742431640625
2018-07-05,332.398681640625
2018-07-06,333.99383544921875
2018-07-09,342.5680236816406
2018-07-10,357.92181396484375
2018-07-11,356.9247131347656
2018-07-12,362.1091613769531
2018-07-13,355.32952880859375
2018-07-16,354.42333984375
2018-07-17,355.5289611816406
2018-07-18,355.7283935546875
2018-07-19,350.1451721191406
2018-07-20,356.5259704589844
2018-07-23,357.1241760253906
2018-07-24,339.7763977050781
2018-07-25,343.96380615234375
2018-07-26,348.54998779296875
2018-07-27,353.5350341796875
2018-07-30,349.3475646972656
2018-07-31,362.7073059082031
2018-08-01,356.5259704589844
2018-08-02,344.7614440917969
2018-08-03,349.7463684082031
2018-08-06,362.7073059082031
2018-08-07,370.88275146484375
2018-08-08,366.4959411621094
2018-08-09,366.89471435546875
2018-08-10,364.7012939453125
2018-08-13,365.89776611328125
2018-08-14,363.7043151855469
2018-08-15,364.9007263183594
2018-08-16,379.05810546875
2018-08-17,372.67730712890625
2018-08-20,376.2664489746094
2018-08-21,376.86468505859375
2018-08-22,374.87066650390625
2018-08-23,376.4659423828125
2018-08-24,380.2544860839844
2018-08-28,383.84368896484375
2018-08-29,382.049072265625
2018-08-30,382.6472473144531
2018-08-31,381.05206298828125
2018-09-03,383.0461120605469
2018-09-04,382.4478454589844
2018-09-05,378.2605285644531
2018-09-06,379.45684814453125
2018-09-07,378.0611572265625
2018-09-10,380.0551452636719
2018-09-11,376.2664489746094
2018-09-12,381.6502685546875
2018-09-13,374.87066650390625
2018-09-14,374.87066650390625
2018-09-17,372.4779357910156
2018-09-18,370.6833190917969
2018-09-19,362.9067687988281
2018-09-20,364.9568176269531
2018-09-21,366.3528747558594
2018-09-24,359.97113037109375
2018-09-25,368.14776611328125
2018-09-26,377.1221008300781
2018-09-27,383.7032775878906
2018-09-28,387.0936279296875
2018-10-01,386.6947326660156
2018-10-02,389.68621826171875
2018-10-03,392.0793151855469
2018-10-04,382.5067443847656
2018-10-05,381.3101501464844
2018-10-08,375.1278991699219
2018-10-09,376.3243408203125
2018-10-10,367.3500671386719
2018-10-11,364.1591796875
2018-10-12,362.9625244140625
2018-10-15,364.9568176269531
2018-10-16,384.8999328613281
2018-10-17,402.44970703125
2018-10-18,418.8030090332031
2018-10-19,408.8314514160156
2018-10-22,403.6463317871094
2018-10-23,400.6548156738281
2018-10-24,402.44970703125
2018-10-25,402.8486022949219
2018-10-26,399.65771484375
2018-10-29,408.23321533203125
2018-10-30,395.4696960449219
2018-10-31,400.4554443359375
2018-11-01,395.8685607910156
2018-11-02,400.2559509277344
2018-11-05,410.4269714355469
2018-11-06,412.02239990234375
2018-11-07,419.0024108886719
2018-11-08,419.0024108886719
2018-11-09,423.7887878417969
2018-11-12,425.98248291015625
2018-11-13,425.98248291015625
2018-11-14,411.4241027832031
2018-11-15,385.89703369140625
2018-11-16,375.1278991699219
2018-11-19,377.91986083984375
2018-11-20,388.6890563964844
2018-11-21,394.2731018066406
2018-11-22,385.2987976074219
2018-11-23,377.52099609375
2018-11-26,385.09930419921875
2018-11-27,388.0908203125
2018-11-28,383.7032775878906
2018-11-29,385.4981689453125
2018-11-30,389.48675537109375
2018-12-03,381.9084167480469
2018-12-04,380.9112854003906
2018-12-05,368.34716796875
2018-12-06,356.1820373535156
2018-12-07,362.76318359375
2018-12-10,357.9768371582031
2018-12-11,361.9654541015625
2018-12-12,366.9511413574219
2018-12-13,364.9568176269531
2018-12-14,364.9568176269531
2018-12-17,364.7574157714844
2018-12-18,358.7745666503906
2018-12-19,360.7688293457031
2018-12-20,358.7745666503906
2018-12-21,354.9853515625
2018-12-24,353.98822021484375
2018-12-27,347.0081481933594
2018-12-28,357.77740478515625
2018-12-31,357.77740478515625
2019-01-02,361.7659912109375
2019-01-03,363.16204833984375
2019-01-04,361.7659912109375
2019-01-07,369.3443603515625
2019-01-08,370.74029541015625
2019-01-09,380.71185302734375
2019-01-10,389.68621826171875
2019-01-11,389.2873229980469
2019-01-14,391.87994384765625
2019-01-15,397.6634216308594
2019-01-16,408.8314514160156
2019-01-17,408.8314514160156
2019-01-18,412.62066650390625
2019-01-21,401.45257568359375
2019-01-22,397.6634216308594
2019-01-23,401.253173828125
2019-01-24,408.6320495605469
2019-01-25,404.04522705078125
2019-01-28,395.8685607910156
2019-01-29,401.65203857421875
2019-01-30,401.8514404296875
2019-01-31,400.6548156738281
2019-02-01,402.2502746582031
2019-02-04,404.8429260253906
2019-02-05,408.23321533203125
2019-02-06,410.8258056640625
2019-02-07,398.6605529785156
2019-02-08,396.86566162109375
2019-02-11,398.2617492675781
2019-02-12,398.2617492675781
2019-02-13,397.86285400390625
2019-02-14,394.87139892578125
2019-02-15,371.3386535644531
2019-02-18,377.7203674316406
2019-02-19,381.1107177734375
2019-02-20,379.7146301269531
2019-02-21,366.1534729003906
2019-02-22,366.9511413574219
2019-02-25,372.5352478027344
2019-02-26,368.94549560546875
2019-02-27,363.16204833984375
2019-02-28,363.7602844238281
2019-03-01,375.3272705078125
2019-03-04,375.1278991699219
2019-03-05,376.1249694824219
2019-03-06,377.1221008300781
2019-03-07,372.13641357421875
2019-03-08,373.7317810058594
2019-03-11,377.7203674316406
2019-03-12,381.708984375
2019-03-13,381.708984375
2019-03-14,378.9169921875
2019-03-15,376.1249694824219
2019-03-18,377.91986083984375
2019-03-19,378.7175598144531
2019-03-20,375.52667236328125
2019-03-21,374.3301086425781
2019-03-22,370.1420593261719
2019-03-25,372.13641357421875
2019-03-26,372.5352478027344
2019-03-27,377.52099609375
2019-03-28,376.92266845703125
2019-03-29,377.32147216796875
2019-04-01,378.1192626953125
2019-04-02,384.8999328613281
2019-04-03,385.69757080078125
2019-04-04,384.8999328613281
2019-04-05,379.5152893066406
2019-04-08,379.5152893066406
2019-04-09,373.1335144042969
2019-04-10,373.5323791503906
2019-04-11,369.3443603515625
2019-04-12,362.16485595703125
2019-04-15,365.9540710449219
2019-04-16,368.94549560546875
2019-04-17,366.5523376464844
2019-04-18,349.681640625
2019-04-23,350.87847900390625
2019-04-24,345.6921081542969
2019-04-25,345.8915710449219
2019-04-26,344.0962829589844
2019-04-29,342.50048828125
2019-04-30,340.1067810058594
2019-05-01,340.7052001953125
2019-05-02,326.3429260253906
2019-05-03,325.9440002441406
2019-05-07,328.3376770019531
2019-05-08,327.9386901855469
2019-05-09,325.9440002441406
2019-05-10,325.3455505371094
