Date,NAUKRI.NS
2015-08-03,162.86216735839844
2015-08-04,161.90768432617188
2015-08-05,166.8537139892578
2015-08-06,167.31649780273438
2015-08-07,164.24090576171875
2015-08-10,162.01376342773438
2015-08-11,161.04957580566406
2015-08-12,161.04957580566406
2015-08-13,160.3554229736328
2015-08-14,161.9752197265625
2015-08-17,162.03302001953125
2015-08-18,163.39248657226562
2015-08-19,160.11439514160156
2015-08-20,157.983642578125
2015-08-21,156.15179443359375
2015-08-24,148.94004821777344
2015-08-25,144.43753051757812
2015-08-26,140.4652557373047
2015-08-27,144.85211181640625
2015-08-28,148.38084411621094
2015-08-31,144.63998413085938
2015-09-01,144.533935546875
2015-09-02,145.9126739501953
2015-09-03,143.84939575195312
2015-09-04,142.84664916992188
2015-09-07,140.99554443359375
2015-09-08,146.08619689941406
2015-09-09,156.16143798828125
2015-09-10,150.94544982910156
2015-09-11,147.70596313476562
2015-09-14,145.25704956054688
2015-09-15,144.63031005859375
2015-09-16,145.09312438964844
2015-09-18,152.9797821044922
2015-09-21,149.95240783691406
2015-09-22,152.70985412597656
2015-09-23,152.6905059814453
2015-09-24,153.92462158203125
2015-09-28,153.77999877929688
2015-09-29,154.27174377441406
2015-09-30,153.96319580078125
2015-10-01,153.7703857421875
2015-10-05,153.741455078125
2015-10-06,153.288330078125
2015-10-07,153.7896270751953
2015-10-08,153.07618713378906
2015-10-09,153.96319580078125
2015-10-12,152.34341430664062
2015-10-13,151.88064575195312
2015-10-14,153.73175048828125
2015-10-15,153.44253540039062
2015-10-16,152.526611328125
2015-10-19,153.40399169921875
2015-10-20,153.25938415527344
2015-10-21,152.23736572265625
2015-10-23,152.18919372558594
2015-10-26,146.7032470703125
2015-10-27,147.5806121826172
2015-10-28,147.38775634765625
2015-10-29,143.2227020263672
2015-10-30,145.56558227539062
2015-11-02,146.33689880371094
2015-11-03,142.34530639648438
2015-11-04,142.76954650878906
2015-11-05,141.6704559326172
2015-11-06,137.38002014160156
2015-11-09,140.5713348388672
2015-11-10,141.5354461669922
2015-11-13,144.8231964111328
2015-11-16,143.9168701171875
2015-11-17,146.53933715820312
2015-11-18,150.16452026367188
2015-11-19,155.0396728515625
2015-11-20,157.74269104003906
2015-11-23,159.33558654785156
2015-11-24,159.56729125976562
2015-11-26,158.2543487548828
2015-11-27,157.31793212890625
2015-11-30,173.77764892578125
2015-12-01,172.21372985839844
2015-12-02,169.84857177734375
2015-12-03,166.34426879882812
2015-12-04,166.01600646972656
2015-12-07,164.8189239501953
2015-12-08,165.1278533935547
2015-12-09,165.16648864746094
2015-12-10,165.13751220703125
2015-12-11,162.63714599609375
2015-12-14,159.56729125976562
2015-12-15,159.78927612304688
2015-12-16,161.63314819335938
2015-12-17,167.9757080078125
2015-12-18,164.03695678710938
2015-12-21,161.12149047851562
2015-12-22,159.3645477294922
2015-12-23,160.92845153808594
2015-12-24,161.56564331054688
2015-12-28,162.51165771484375
2015-12-29,172.43576049804688
2015-12-30,166.5662841796875
2015-12-31,164.76101684570312
2016-01-01,169.906494140625
2016-01-04,160.80296325683594
2016-01-05,158.6984405517578
2016-01-06,156.66146850585938
2016-01-07,158.1771240234375
2016-01-08,163.0426025390625
2016-01-11,159.01698303222656
2016-01-12,158.3219451904297
2016-01-13,161.57528686523438
2016-01-14,156.1304931640625
2016-01-15,153.72674560546875
2016-01-18,154.4700927734375
2016-01-19,153.09922790527344
2016-01-20,154.5666046142578
2016-01-21,155.11688232421875
2016-01-22,153.4853973388672
2016-01-25,154.4604034423828
2016-01-27,154.87550354003906
2016-01-28,155.40647888183594
2016-01-29,153.29232788085938
2016-02-01,152.413818359375
2016-02-02,148.3979034423828
2016-02-03,148.52337646484375
2016-02-04,151.0043182373047
2016-02-05,151.16848754882812
2016-02-08,150.73406982421875
2016-02-09,148.4075164794922
2016-02-10,148.02137756347656
2016-02-11,144.74874877929688
2016-02-12,139.6612091064453
2016-02-15,141.76573181152344
2016-02-16,146.0133819580078
2016-02-17,140.90647888183594
2016-02-18,143.06900024414062
2016-02-19,141.05133056640625
2016-02-22,142.595947265625
2016-02-23,140.39488220214844
2016-02-24,139.96044921875
2016-02-25,137.2477569580078
2016-02-26,138.40623474121094
2016-02-29,135.1721649169922
2016-03-01,137.3153076171875
2016-03-02,141.92013549804688
2016-03-03,142.54766845703125
2016-03-04,148.83229064941406
2016-03-08,160.03067016601562
2016-03-09,151.61256408691406
2016-03-10,151.04299926757812
2016-03-11,149.50807189941406
2016-03-14,152.6455078125
2016-03-15,151.37127685546875
2016-03-16,151.4098358154297
2016-03-17,151.40023803710938
2016-03-18,152.1647491455078
2016-03-21,149.05801391601562
2016-03-22,148.72894287109375
2016-03-23,147.7803955078125
2016-03-28,145.67050170898438
2016-03-29,147.64491271972656
2016-03-30,148.27398681640625
2016-03-31,148.44825744628906
2016-04-01,148.12884521484375
