Date,RTO.L
2016-09-20,222.01889038085938
2016-09-21,220.82041931152344
2016-09-22,222.91773986816406
2016-09-23,222.21864318847656
2016-09-26,220.62066650390625
2016-09-27,220.32102966308594
2016-09-28,221.21990966796875
2016-09-29,222.718017578125
2016-09-30,222.01889038085938
2016-10-03,225.11497497558594
2016-10-04,230.30836486816406
2016-10-05,228.810302734375
2016-10-06,228.11119079589844
2016-10-07,226.01380920410156
2016-10-10,226.2135772705078
2016-10-11,225.31468200683594
2016-10-12,224.71548461914062
2016-10-13,226.01380920410156
2016-10-14,225.8140869140625
2016-10-17,223.41712951660156
2016-10-18,225.11497497558594
2016-10-19,235.2022247314453
2016-10-20,234.80271911621094
2016-10-21,234.4032440185547
2016-10-24,234.90260314941406
2016-10-25,233.7041015625
2016-10-26,232.60549926757812
2016-10-27,228.91017150878906
2016-10-28,228.91017150878906
2016-10-31,228.0113067626953
2016-11-01,227.41204833984375
2016-11-02,224.91522216796875
2016-11-03,222.01889038085938
2016-11-04,219.72181701660156
2016-11-07,222.6181182861328
2016-11-08,222.718017578125
2016-11-09,222.1187286376953
2016-11-10,215.1276092529297
2016-11-11,210.43356323242188
2016-11-14,208.5359649658203
2016-11-15,207.63711547851562
2016-11-16,208.73573303222656
2016-11-17,212.03150939941406
2016-11-18,213.92910766601562
2016-11-21,214.8280029296875
2016-11-22,214.32862854003906
2016-11-23,212.93038940429688
2016-11-24,214.52838134765625
2016-11-25,215.22750854492188
2016-11-28,214.52838134765625
2016-11-29,214.22879028320312
2016-11-30,214.12887573242188
2016-12-01,209.7344512939453
2016-12-02,208.63580322265625
2016-12-05,205.73951721191406
2016-12-06,206.43862915039062
2016-12-07,207.5372314453125
2016-12-08,208.1364288330078
2016-12-09,209.7344512939453
2016-12-12,206.73825073242188
2016-12-13,206.43862915039062
2016-12-14,205.73951721191406
2016-12-15,211.03282165527344
2016-12-16,219.72181701660156
2016-12-19,220.7205352783203
2016-12-20,219.02267456054688
2016-12-21,219.42218017578125
2016-12-22,219.9215087890625
2016-12-23,220.32102966308594
2016-12-28,220.4209442138672
2016-12-29,221.31976318359375
2016-12-30,221.9190216064453
2017-01-03,222.21864318847656
2017-01-04,219.5220489501953
2017-01-05,221.61936950683594
2017-01-06,221.81915283203125
2017-01-09,223.2173614501953
2017-01-10,223.1175079345703
2017-01-11,224.3159942626953
2017-01-12,223.71673583984375
2017-01-13,224.3159942626953
2017-01-16,225.31468200683594
2017-01-17,219.82168579101562
2017-01-18,220.5207977294922
2017-01-19,219.82168579101562
2017-01-20,218.82293701171875
2017-01-23,219.12255859375
2017-01-24,219.42218017578125
2017-01-25,221.51954650878906
2017-01-26,222.21864318847656
2017-01-27,225.4145965576172
2017-01-30,224.81536865234375
2017-01-31,228.21107482910156
2017-02-01,228.91017150878906
2017-02-02,228.51068115234375
2017-02-03,230.108642578125
2017-02-06,231.207275390625
2017-02-07,234.7028350830078
2017-02-08,233.6042022705078
2017-02-09,234.80271911621094
2017-02-10,235.2022247314453
2017-02-13,235.80145263671875
2017-02-14,235.50180053710938
2017-02-15,237.39939880371094
2017-02-16,236.20091247558594
2017-02-17,236.50054931640625
2017-02-20,238.0985107421875
2017-02-21,238.19839477539062
2017-02-22,235.70155334472656
2017-02-23,236.50054931640625
2017-02-24,233.50437927246094
2017-02-27,234.80271911621094
2017-02-28,238.7976531982422
2017-03-01,243.6914520263672
2017-03-02,245.38929748535156
2017-03-03,239.896240234375
2017-03-06,241.3943634033203
2017-03-07,240.29574584960938
2017-03-08,239.19711303710938
2017-03-09,237.09979248046875
2017-03-10,237.29953002929688
2017-03-13,242.8924560546875
2017-03-14,244.88992309570312
2017-03-15,245.5890655517578
2017-03-16,246.08839416503906
2017-03-17,247.2869110107422
2017-03-20,246.78753662109375
2017-03-21,243.09222412109375
2017-03-22,242.2932586669922
2017-03-23,243.79132080078125
2017-03-24,243.6914520263672
2017-03-27,244.7900848388672
2017-03-28,245.38929748535156
2017-03-29,244.7900848388672
2017-03-30,246.08839416503906
2017-03-31,246.38804626464844
2017-04-03,245.98854064941406
2017-04-04,250.28309631347656
2017-04-05,250.58273315429688
2017-04-06,249.40786743164062
2017-04-07,250.7063751220703
2017-04-10,249.80740356445312
2017-04-11,251.20578002929688
2017-04-12,251.8050994873047
2017-04-13,252.8039093017578
2017-04-18,247.11058044433594
2017-04-19,243.71456909179688
2017-04-20,242.11642456054688
2017-04-21,238.92018127441406
2017-04-24,244.81329345703125
2017-04-25,244.61349487304688
2017-04-26,248.60882568359375
2017-04-27,249.2081298828125
2017-04-28,248.70870971679688
2017-05-02,252.10472106933594
2017-05-03,249.60765075683594
2017-05-04,252.00485229492188
2017-05-05,254.0024871826172
2017-05-08,253.60296630859375
2017-05-09,255.10121154785156
2017-05-10,254.70169067382812
2017-05-11,255.2010955810547
2017-05-12,258.896728515625
2017-05-15,256.9990539550781
2017-05-16,259.0965881347656
2017-05-17,256.7992248535156
2017-05-18,257.7980651855469
2017-05-19,257.19873046875
2017-05-22,255.30099487304688
2017-05-23,259.79571533203125
2017-05-24,260.7945861816406
2017-05-25,262.5924377441406
2017-05-26,264.39031982421875
2017-05-30,263.791015625
2017-05-31,265.289306640625
2017-06-01,268.7851867675781
2017-06-02,270.0836486816406
2017-06-05,270.88275146484375
2017-06-06,273.4796447753906
2017-06-07,276.0766296386719
2017-06-08,278.673583984375
2017-06-09,280.6712951660156
2017-06-12,277.47503662109375
2017-06-13,275.6771545410156
2017-06-14,278.77349853515625
2017-06-15,276.6759948730469
2017-06-16,279.7723388671875
2017-06-19,286.0649719238281
2017-06-20,285.9650573730469
2017-06-21,285.0660705566406
2017-06-22,283.8675842285156
2017-06-23,282.96856689453125
2017-06-26,283.3411560058594
2017-06-27,281.9447937011719
2017-06-28,276.3763122558594
2017-06-29,272.3809814453125
2017-06-30,272.98028564453125
2017-07-03,270.3833312988281
2017-07-04,271.881591796875
2017-07-05,271.881591796875
2017-07-06,268.6853942871094
2017-07-07,271.3822021484375
2017-07-10,273.5796203613281
2017-07-11,272.3809814453125
2017-07-12,275.1777038574219
2017-07-13,275.9767150878906
2017-07-14,273.9791259765625
2017-07-17,273.4796447753906
2017-07-18,274.47845458984375
2017-07-19,278.27410888671875
2017-07-20,278.77349853515625
2017-07-21,277.47503662109375
2017-07-24,271.881591796875
2017-07-25,272.98028564453125
2017-07-26,274.47845458984375
2017-07-27,290.4598388671875
2017-07-28,286.3646545410156
2017-07-31,290.2601013183594
2017-08-01,290.16021728515625
2017-08-02,289.6607360839844
2017-08-03,290.4598388671875
2017-08-04,292.05792236328125
2017-08-07,291.4585876464844
2017-08-08,289.16131591796875
2017-08-09,289.46099853515625
2017-08-10,286.675537109375
2017-08-11,284.7777099609375
2017-08-14,287.57452392578125
2017-08-15,290.171630859375
2017-08-16,291.96954345703125
2017-08-17,291.6699523925781
2017-08-18,295.1659851074219
2017-08-21,292.9684143066406
2017-08-22,296.6642150878906
2017-08-23,298.9616394042969
2017-08-24,298.3623046875
2017-08-25,294.0671691894531
2017-08-29,295.26580810546875
2017-08-30,299.66082763671875
2017-08-31,304.15576171875
2017-09-01,303.6562805175781
2017-09-04,301.35894775390625
2017-09-05,303.2568054199219
2017-09-06,302.9570617675781
2017-09-07,303.6562805175781
2017-09-08,305.85382080078125
2017-09-11,306.4530944824219
2017-09-12,305.0546875
2017-09-13,302.6574401855469
2017-09-14,297.6631164550781
2017-09-15,294.8662414550781
2017-09-18,294.6664733886719
2017-09-19,292.9684143066406
2017-09-20,294.26690673828125
2017-09-21,290.9706726074219
2017-09-22,292.5688171386719
2017-09-25,295.86517333984375
2017-09-26,294.9661560058594
2017-09-27,292.7686767578125
2017-09-28,296.7640686035156
2017-09-29,300.2601013183594
2017-10-02,302.4576721191406
2017-10-03,306.4530944824219
2017-10-04,306.15350341796875
2017-10-05,305.3544921875
2017-10-06,303.4565734863281
2017-10-09,304.5552978515625
2017-10-10,306.6529235839844
2017-10-11,305.15460205078125
2017-10-12,306.85272216796875
2017-10-13,305.15460205078125
2017-10-16,304.85498046875
2017-10-17,305.4542541503906
2017-10-18,312.1466979980469
2017-10-19,313.6449890136719
2017-10-20,321.2364807128906
2017-10-23,321.2364807128906
2017-10-24,325.9310302734375
2017-10-25,327.1297302246094
2017-10-26,330.1263732910156
2017-10-27,332.2239685058594
2017-10-30,333.4225769042969
2017-10-31,335.42034912109375
2017-11-01,334.121826171875
2017-11-02,326.63031005859375
2017-11-03,326.3306579589844
2017-11-06,324.63262939453125
2017-11-07,324.1331787109375
2017-11-08,324.63262939453125
2017-11-09,322.7347717285156
2017-11-10,320.237548828125
2017-11-13,321.73583984375
2017-11-14,324.4327087402344
2017-11-15,321.6359558105469
2017-11-16,323.13427734375
2017-11-17,322.4350280761719
2017-11-20,326.63031005859375
2017-11-21,325.73138427734375
2017-11-22,322.8345947265625
2017-11-23,324.5326843261719
2017-11-24,326.63031005859375
2017-11-27,329.626953125
2017-11-28,328.4282531738281
2017-11-29,319.6382141113281
2017-11-30,317.7403564453125
2017-12-01,314.7437744140625
2017-12-04,315.1433410644531
2017-12-05,313.54510498046875
2017-12-06,313.2454528808594
2017-12-07,311.4474792480469
2017-12-08,312.4463806152344
2017-12-11,311.54742431640625
2017-12-12,310.9480285644531
2017-12-13,310.5085144042969
2017-12-14,308.35101318359375
2017-12-15,309.0502014160156
2017-12-18,315.1433410644531
2017-12-19,311.4474792480469
2017-12-20,312.845947265625
2017-12-21,310.5484924316406
2017-12-22,309.4498291015625
2017-12-27,314.1444396972656
2017-12-28,312.94580078125
2017-12-29,317.6405029296875
2018-01-02,307.1523742675781
2018-01-03,305.55419921875
2018-01-04,306.6529235839844
2018-01-05,310.5484924316406
2018-01-08,310.4486083984375
2018-01-09,309.6495361328125
2018-01-10,309.5496520996094
2018-01-11,310.3487548828125
2018-01-12,310.6484375
2018-01-15,308.4508361816406
2018-01-16,309.6495361328125
2018-01-17,309.6495361328125
2018-01-18,308.4508361816406
2018-01-19,315.74267578125
2018-01-22,306.3533020019531
2018-01-23,303.3566589355469
2018-01-24,295.36566162109375
2018-01-25,293.4678039550781
2018-01-26,296.6642150878906
2018-01-29,296.0649108886719
2018-01-30,293.5677490234375
2018-01-31,296.6642150878906
2018-02-01,296.6642150878906
2018-02-02,296.164794921875
2018-02-05,288.1738586425781
2018-02-06,281.5812683105469
2018-02-07,286.2759704589844
2018-02-08,279.6834411621094
2018-02-09,279.1839904785156
2018-02-12,283.6789245605469
2018-02-13,281.68115234375
2018-02-14,283.57904052734375
2018-02-15,288.2737731933594
2018-02-16,290.0716247558594
2018-02-19,286.97515869140625
2018-02-20,291.86962890625
2018-02-21,295.0660400390625
2018-02-22,293.0683288574219
2018-02-23,293.2680969238281
2018-02-26,291.6699523925781
2018-02-27,291.7697448730469
2018-02-28,289.2725830078125
2018-03-01,262.8025817871094
2018-03-02,272.19195556640625
2018-03-05,260.7049255371094
2018-03-06,258.40753173828125
2018-03-07,262.50286865234375
2018-03-08,264.001220703125
2018-03-09,272.0920715332031
2018-03-12,275.28839111328125
2018-03-13,273.2907409667969
2018-03-14,271.8923034667969
2018-03-15,275.8877258300781
2018-03-16,276.1873779296875
2018-03-19,264.60052490234375
2018-03-20,269.0954284667969
2018-03-21,273.59039306640625
2018-03-22,272.3916931152344
2018-03-23,267.8967590332031
2018-03-26,264.5006103515625
2018-03-27,266.9977722167969
2018-03-28,270.8934020996094
2018-03-29,271.39288330078125
2018-04-03,269.0954284667969
2018-04-04,267.5971374511719
2018-04-05,274.68914794921875
2018-04-06,273.49041748046875
2018-04-09,274.8888854980469
2018-04-10,278.7844543457031
2018-04-11,278.2850646972656
2018-04-12,272.91802978515625
2018-04-13,279.2114562988281
2018-04-16,271.61932373046875
2018-04-17,267.9231262207031
2018-04-18,272.6182861328125
2018-04-19,284.9056396484375
2018-04-20,286.00445556640625
2018-04-23,290.5997314453125
2018-04-24,290.3998718261719
2018-04-25,291.6986083984375
2018-04-26,296.6933898925781
2018-04-27,306.1836242675781
2018-04-30,306.6830749511719
2018-05-01,311.6779479980469
2018-05-02,312.8766784667969
2018-05-03,314.2752380371094
2018-05-04,317.0723571777344
2018-05-08,319.17010498046875
2018-05-09,319.7695617675781
2018-05-10,321.6676025390625
2018-05-11,321.26806640625
2018-05-14,319.17010498046875
2018-05-15,317.87158203125
2018-05-16,319.2701110839844
2018-05-17,324.6645202636719
2018-05-18,327.46160888671875
2018-05-21,333.05584716796875
2018-05-22,337.85089111328125
2018-05-23,338.45025634765625
2018-05-24,339.1495361328125
2018-05-25,341.746826171875
2018-05-29,340.64801025390625
2018-05-30,341.54705810546875
2018-05-31,342.246337890625
2018-06-01,343.6449279785156
2018-06-04,347.9404602050781
2018-06-05,348.6397399902344
2018-06-06,352.6356201171875
2018-06-07,349.63873291015625
2018-06-08,348.1402587890625
2018-06-11,351.83642578125
2018-06-12,351.0372314453125
2018-06-13,353.13507080078125
2018-06-14,352.9352722167969
2018-06-15,349.8385314941406
2018-06-18,349.5387878417969
2018-06-19,347.7406921386719
2018-06-20,351.9363098144531
2018-06-21,347.34112548828125
2018-06-22,354.7333984375
2018-06-25,347.84051513671875
2018-06-26,344.64385986328125
2018-06-27,348.2402038574219
2018-06-28,343.0455017089844
2018-06-29,350.4378356933594
2018-07-02,341.94671630859375
2018-07-03,347.1412658691406
2018-07-04,343.34521484375
2018-07-05,344.64385986328125
2018-07-06,344.9434814453125
2018-07-09,342.1463928222656
2018-07-10,345.9425048828125
2018-07-11,342.4460754394531
2018-07-12,348.8395690917969
2018-07-13,349.4388732910156
2018-07-16,347.9404602050781
2018-07-17,349.4388732910156
2018-07-18,348.7395935058594
2018-07-19,345.5429382324219
2018-07-20,339.0496826171875
2018-07-23,338.7499694824219
2018-07-24,339.5491027832031
2018-07-25,337.6510314941406
2018-07-26,341.4471740722656
2018-07-27,343.6449279785156
2018-07-30,342.246337890625
2018-07-31,338.94970703125
2018-08-01,326.2628173828125
2018-08-02,319.6696472167969
2018-08-03,327.0619812011719
2018-08-06,327.0619812011719
2018-08-07,326.6624450683594
2018-08-08,334.254638671875
2018-08-09,334.3675842285156
2018-08-10,332.9690246582031
2018-08-13,335.2666931152344
2018-08-14,335.2666931152344
2018-08-15,331.57037353515625
2018-08-16,336.6653137207031
2018-08-17,337.6642761230469
2018-08-20,338.4635314941406
2018-08-21,335.1668395996094
2018-08-22,333.568359375
2018-08-23,334.86712646484375
2018-08-24,335.06683349609375
2018-08-28,341.5604248046875
2018-08-29,335.6663513183594
2018-08-30,331.0709228515625
2018-08-31,324.67724609375
2018-09-03,326.67523193359375
2018-09-04,324.47735595703125
2018-09-05,319.68218994140625
2018-09-06,320.48138427734375
2018-09-07,320.18170166015625
2018-09-10,320.68121337890625
2018-09-11,322.6791687011719
2018-09-12,321.68017578125
2018-09-13,320.68121337890625
2018-09-14,319.48236083984375
2018-09-17,319.1826171875
2018-09-18,319.1826171875
2018-09-19,312.2895812988281
2018-09-20,314.387451171875
2018-09-21,316.1856689453125
2018-09-24,313.8879699707031
2018-09-25,312.2895812988281
2018-09-26,313.6881408691406
2018-09-27,315.98583984375
2018-09-28,318.0837097167969
2018-10-01,329.3725280761719
2018-10-02,326.1757507324219
2018-10-03,330.2716979980469
2018-10-04,328.0738220214844
2018-10-05,333.76824951171875
2018-10-08,325.1766357421875
2018-10-09,318.9828796386719
2018-10-10,308.29351806640625
2018-10-11,304.1976013183594
2018-10-12,299.80194091796875
2018-10-15,298.30340576171875
2018-10-16,305.0966491699219
2018-10-17,314.387451171875
2018-10-18,312.5892028808594
2018-10-19,303.498291015625
2018-10-22,295.2065734863281
2018-10-23,285.6160888671875
2018-10-24,284.5171203613281
2018-10-25,293.5081787109375
2018-10-26,295.5062561035156
2018-10-29,301.70001220703125
2018-10-30,307.2945251464844
2018-10-31,315.885986328125
2018-11-01,308.4932556152344
2018-11-02,311.889892578125
2018-11-05,306.7950134277344
2018-11-06,309.3924255371094
2018-11-07,310.8909912109375
2018-11-08,314.9868469238281
2018-11-09,312.6890869140625
2018-11-12,310.29156494140625
2018-11-13,311.1905822753906
2018-11-14,313.4883117675781
2018-11-15,317.1846923828125
2018-11-16,320.18170166015625
2018-11-19,315.885986328125
2018-11-20,317.4842834472656
2018-11-21,318.6831970214844
2018-11-22,318.0837097167969
2018-11-23,320.081787109375
2018-11-26,323.1787414550781
2018-11-27,327.5743713378906
2018-11-28,330.9709777832031
2018-11-29,335.6663513183594
2018-11-30,329.67230224609375
2018-12-03,337.1648254394531
2018-12-04,336.5654602050781
2018-12-05,326.67523193359375
2018-12-06,315.58624267578125
2018-12-07,318.6831970214844
2018-12-10,315.7861022949219
2018-12-11,321.18072509765625
2018-12-12,327.5743713378906
2018-12-13,330.1717834472656
2018-12-14,331.6702575683594
2018-12-17,330.57135009765625
2018-12-18,327.7741394042969
2018-12-19,330.2716979980469
2018-12-20,326.4754638671875
2018-12-21,325.2766418457031
2018-12-24,328.6732482910156
2018-12-27,318.6831970214844
2018-12-28,326.67523193359375
2018-12-31,336.8650817871094
2019-01-02,330.9709777832031
2019-01-03,323.778076171875
2019-01-04,334.5673828125
2019-01-07,337.9639892578125
2019-01-08,344.1578369140625
2019-01-09,348.5534362792969
2019-01-10,353.84820556640625
2019-01-11,345.7562561035156
2019-01-14,341.6603088378906
2019-01-15,341.8601379394531
2019-01-16,345.0569763183594
2019-01-17,343.75823974609375
2019-01-18,355.0469970703125
2019-01-21,347.5544738769531
2019-01-22,348.95306396484375
2019-01-23,340.4615173339844
2019-01-24,333.76824951171875
2019-01-25,333.46844482421875
2019-01-28,331.77020263671875
2019-01-29,333.66827392578125
2019-01-30,333.8681335449219
2019-01-31,336.6653137207031
2019-02-01,340.0619201660156
2019-02-04,349.15289306640625
2019-02-05,356.0460510253906
2019-02-06,357.0450439453125
2019-02-07,354.6474304199219
2019-02-08,352.7492980957031
2019-02-11,354.3477478027344
2019-02-12,351.6504211425781
2019-02-13,351.1508483886719
2019-02-14,353.1488952636719
2019-02-15,352.1499328613281
2019-02-18,353.54852294921875
2019-02-19,343.75823974609375
2019-02-20,344.45751953125
2019-02-21,341.8601379394531
2019-02-22,342.1597900390625
2019-02-25,338.1637878417969
2019-02-26,330.9709777832031
2019-02-27,328.6732482910156
2019-02-28,350.6513671875
2019-03-01,347.2548522949219
2019-03-04,356.34576416015625
2019-03-05,358.34375
2019-03-06,355.1469421386719
2019-03-07,350.1518859863281
2019-03-08,352.1499328613281
2019-03-11,353.1488952636719
2019-03-12,345.6563720703125
2019-03-13,345.6563720703125
2019-03-14,345.1568298339844
2019-03-15,345.6563720703125
2019-03-18,349.95208740234375
2019-03-19,346.65533447265625
2019-03-20,344.857177734375
2019-03-21,351.8501892089844
2019-03-22,346.25579833984375
2019-03-25,346.65533447265625
2019-03-26,346.35565185546875
2019-03-27,346.1559143066406
2019-03-28,346.7552795410156
2019-03-29,352.9490966796875
2019-04-01,355.1469421386719
2019-04-02,357.74432373046875
2019-04-03,359.7424011230469
2019-04-04,362.7393493652344
2019-04-05,363.4386901855469
2019-04-08,364.5375671386719
2019-04-09,366.43572998046875
2019-04-10,366.73541259765625
2019-04-11,364.5689392089844
2019-04-12,363.6697692871094
2019-04-15,366.4672546386719
2019-04-16,367.6661682128906
2019-04-17,367.7660827636719
2019-04-18,374.5599060058594
2019-04-23,384.0513000488281
2019-04-24,388.4472351074219
2019-04-25,386.1493835449219
2019-04-26,389.3465270996094
2019-04-29,386.6489562988281
2019-04-30,389.64617919921875
2019-05-01,387.84783935546875
2019-05-02,385.6497802734375
2019-05-03,387.2484436035156
2019-05-07,385.45001220703125
2019-05-08,387.64801025390625
2019-05-09,378.8559875488281
