Date,CYRE3.SA
2015-08-24,5.309502124786377
2015-08-25,5.462341785430908
2015-08-26,5.409180164337158
2015-08-27,5.608535289764404
2015-08-28,5.575309753417969
2015-08-31,5.581954479217529
2015-09-01,5.243050575256348
2015-09-02,5.302856922149658
2015-09-03,5.309502124786377
2015-09-04,5.309502124786377
2015-09-08,5.28292179107666
2015-09-09,5.1633076667785645
2015-09-10,5.276275634765625
2015-09-11,5.156663417816162
2015-09-14,5.249695777893066
2015-09-15,5.322793006896973
2015-09-16,5.56866455078125
2015-09-17,5.608535289764404
2015-09-18,5.661697864532471
2015-09-21,5.641761779785156
2015-09-22,5.495567798614502
2015-09-23,5.4822773933410645
2015-09-24,5.4822773933410645
2015-09-25,5.5155029296875
2015-09-28,5.488922119140625
2015-09-29,5.502213001251221
2015-09-30,5.495567798614502
2015-10-01,5.435761451721191
2015-10-02,5.535438537597656
2015-10-05,5.74808406829834
2015-10-06,5.847762584686279
2015-10-07,5.801245212554932
2015-10-08,5.854407787322998
2015-10-09,6.01389217376709
2015-10-13,5.947440147399902
2015-10-14,5.920859336853027
2015-10-15,5.874342441558838
2015-10-16,6.040472507476807
2015-10-19,6.14679479598999
2015-10-20,6.113569259643555
2015-10-21,6.106923580169678
2015-10-22,6.24647331237793
2015-10-23,6.2198920249938965
2015-10-26,6.173376560211182
2015-10-27,6.2730536460876465
2015-10-28,6.2996344566345215
2015-10-29,6.14679479598999
2015-10-30,5.954084396362305
2015-11-03,6.153440952301025
2015-11-04,6.24647331237793
2015-11-05,6.372731685638428
2015-11-06,6.180020809173584
2015-11-09,6.027181625366211
2015-11-10,5.920859336853027
2015-11-11,6.047118186950684
2015-11-12,6.033827304840088
2015-11-13,6.007246494293213
2015-11-16,5.781310081481934
2015-11-17,5.701567649841309
2015-11-18,5.615180969238281
2015-11-19,5.615180969238281
2015-11-23,5.495567798614502
2015-11-24,5.409180164337158
2015-11-25,5.289566516876221
2015-11-26,5.389244079589844
2015-11-27,5.316147327423096
2015-11-30,4.910790920257568
2015-12-01,4.990533828735352
2015-12-02,5.229759216308594
2015-12-03,5.236405372619629
2015-12-04,5.123437881469727
2015-12-07,5.143372535705566
2015-12-08,5.150017738342285
2015-12-09,5.249695777893066
2015-12-10,5.243050575256348
2015-12-11,5.249695777893066
2015-12-14,5.123437881469727
2015-12-15,5.196534633636475
2015-12-16,5.1898884773254395
2015-12-17,5.209824085235596
2015-12-18,5.023759365081787
2015-12-21,4.983887672424316
2015-12-22,4.930726051330566
2015-12-23,4.917436599731445
2015-12-28,4.937370777130127
2015-12-29,4.917436599731445
2015-12-30,4.983887672424316
2016-01-04,4.83769416809082
2016-01-05,5.056985855102539
2016-01-06,4.864274978637695
2016-01-07,4.89085578918457
2016-01-08,4.983887672424316
2016-01-11,4.977242946624756
2016-01-12,5.01046895980835
2016-01-13,5.043694019317627
2016-01-14,4.950661659240723
2016-01-15,4.817759037017822
2016-01-18,4.738016128540039
2016-01-19,4.850984573364258
2016-01-20,4.797823905944824
2016-01-21,4.850984573364258
2016-01-22,4.7911787033081055
2016-01-26,4.61840295791626
2016-01-27,4.7911787033081055
2016-01-28,4.684855937957764
2016-01-29,4.751307487487793
2016-02-01,4.850984573364258
2016-02-02,4.884210109710693
2016-02-03,4.884210109710693
2016-02-04,5.050339698791504
2016-02-05,5.256340503692627
2016-02-10,5.276275634765625
2016-02-11,5.1633076667785645
2016-02-12,5.183243751525879
2016-02-15,5.249695777893066
2016-02-16,5.4158244132995605
2016-02-17,5.395888805389404
2016-02-18,5.316147327423096
2016-02-19,5.4025349617004395
2016-02-22,5.462341785430908
2016-02-23,5.33608341217041
2016-02-24,5.316147327423096
2016-02-25,5.302856922149658
2016-02-26,5.4158244132995605
2016-02-29,5.449051380157471
2016-03-01,5.575309753417969
2016-03-02,5.369308948516846
2016-03-03,5.6550517082214355
2016-03-04,6.180020809173584
2016-03-07,6.312924861907959
2016-03-08,6.4325385093688965
2016-03-09,6.412603378295898
2016-03-10,6.904346466064453
2016-03-11,6.811313629150391
2016-03-14,6.724926948547363
2016-03-15,6.24647331237793
2016-03-16,6.618603706359863
2016-03-17,7.289767742156982
2016-03-18,7.376154899597168
2016-03-21,7.342927932739258
2016-03-22,7.043896198272705
2016-03-23,6.877766132354736
2016-03-24,6.585377216339111
2016-03-28,6.977441787719727
2016-03-29,7.090412616729736
2016-03-30,7.097056865692139
2016-03-31,6.930927276611328
2016-04-01,6.944217205047607
2016-04-04,6.784732341766357
2016-04-05,6.758152484893799
2016-04-06,6.545506000518799
2016-04-07,6.512280464172363
2016-04-08,6.851186275482178
2016-04-11,6.691699028015137
2016-04-12,6.930927276611328
2016-04-13,7.043896198272705
2016-04-14,6.778087615966797
2016-04-15,7.057185173034668
2016-04-18,7.043896198272705
2016-04-19,7.296411991119385
2016-04-20,6.997378826141357
2016-04-22,6.844540596008301
2016-04-25,6.9375715255737305
2016-04-26,6.957508563995361
2016-04-27,7.143572807312012
2016-04-28,7.170154094696045
2016-04-29,7.005870819091797
2016-05-02,6.848971843719482
2016-05-03,6.801219940185547
2016-05-04,6.828507900238037
2016-05-05,6.828507900238037
2016-05-06,6.90354585647583
2016-05-09,6.801219940185547
2016-05-10,7.026336669921875
2016-05-11,7.367420196533203
2016-05-12,7.613001346588135
2016-05-13,7.67439603805542
2016-05-16,7.585714340209961
2016-05-17,7.387884616851807
2016-05-18,7.22416353225708
2016-05-19,7.060444355010986
2016-05-20,6.828507900238037
2016-05-23,6.753468036651611
2016-05-24,6.7125372886657715
2016-05-25,6.610212802886963
2016-05-27,6.589746475219727
2016-05-30,6.569282531738281
2016-05-31,6.548818111419678
2016-06-01,6.7125372886657715
2016-06-02,6.753468036651611
2016-06-03,7.039977550506592
2016-06-06,7.026336669921875
2016-06-07,6.930832386016846
2016-06-08,7.299202919006348
2016-06-09,7.353776931762695
2016-06-10,7.128660678863525
2016-06-13,7.039977550506592
2016-06-14,6.835328578948975
2016-06-15,6.821683883666992
2016-06-16,6.821683883666992
2016-06-17,6.780754089355469
2016-06-20,6.978583335876465
2016-06-21,7.203699111938477
2016-06-22,7.128660678863525
2016-06-23,7.333311080932617
2016-06-24,6.767111778259277
