Date,VLTO
2023-10-04,77.24678039550781
2023-10-05,73.92060089111328
2023-10-06,77.42549896240234
2023-10-09,74.07946014404297
2023-10-10,74.46669006347656
2023-10-11,73.94046020507812
2023-10-12,73.70216369628906
2023-10-13,71.33909606933594
2023-10-16,73.68230438232422
2023-10-17,73.95037841796875
2023-10-18,71.93480682373047
2023-10-19,69.79017639160156
2023-10-20,69.43274688720703
2023-10-23,71.38874816894531
2023-10-24,71.4979476928711
2023-10-25,70.28662872314453
2023-10-26,69.50223541259766
2023-10-27,67.50653076171875
2023-10-30,67.87390899658203
2023-10-31,68.50934600830078
2023-11-01,67.02995300292969
2023-11-02,69.78025817871094
2023-11-03,70.29654693603516
2023-11-06,67.77461242675781
2023-11-07,69.57173919677734
2023-11-08,69.30367279052734
2023-11-09,69.1348648071289
2023-11-10,70.04833221435547
2023-11-13,72.46104431152344
2023-11-14,73.10643005371094
2023-11-15,73.38443756103516
2023-11-16,70.3759765625
2023-11-17,70.4852066040039
2023-11-20,70.25684356689453
2023-11-21,71.79580688476562
2023-11-22,72.42132568359375
2023-11-24,73.48372650146484
2023-11-27,72.97734832763672
2023-11-28,72.79862976074219
2023-11-29,73.69222259521484
2023-11-30,76.70067596435547
2023-12-01,75.96595001220703
2023-12-04,75.24113464355469
2023-12-05,75.01278686523438
2023-12-06,75.29078674316406
2023-12-07,74.09931182861328
2023-12-08,74.89363098144531
2023-12-11,76.27375030517578
2023-12-12,76.89926147460938
2023-12-13,77.18719482421875
2023-12-14,78.7658920288086
2023-12-15,78.28929901123047
2023-12-18,80.26515197753906
2023-12-19,82.84667205810547
2023-12-20,80.06658172607422
2023-12-21,80.54316711425781
2023-12-22,81.0594711303711
2023-12-26,81.54597473144531
2023-12-27,82.62823486328125
2023-12-28,82.53878021240234
2023-12-29,81.76348876953125
2024-01-02,80.53097534179688
2024-01-03,77.57890319824219
2024-01-04,76.14759063720703
2024-01-05,76.43583679199219
2024-01-08,77.04216003417969
2024-01-09,76.27679443359375
2024-01-10,75.96867370605469
2024-01-11,75.62078857421875
2024-01-12,75.30271911621094
2024-01-16,74.10002899169922
2024-01-17,75.42198944091797
2024-01-18,75.55120849609375
2024-01-19,77.08191680908203
2024-01-22,79.20899200439453
2024-01-23,78.41382598876953
2024-01-24,75.79969787597656
2024-01-25,76.23704528808594
2024-01-26,76.5252914428711
2024-01-29,77.4298095703125
2024-01-30,77.8572006225586
2024-01-31,76.22711181640625
2024-02-01,76.32650756835938
2024-02-02,76.37619018554688
2024-02-05,75.31265258789062
2024-02-06,77.15149688720703
2024-02-07,80.67012786865234
2024-02-08,82.0616683959961
2024-02-09,81.63426208496094
2024-02-12,82.9959945678711
2024-02-13,81.69390869140625
2024-02-14,83.71166229248047
2024-02-15,86.06733703613281
2024-02-16,85.57036590576172
2024-02-20,85.25230407714844
2024-02-21,84.84477233886719
2024-02-22,85.42127227783203
2024-02-23,86.1866226196289
2024-02-26,85.7890396118164
2024-02-27,87.26010131835938
2024-02-28,87.04143524169922
2024-02-29,85.89837646484375
2024-03-01,86.236328125
2024-03-04,87.21040344238281
2024-03-05,87.96582794189453
2024-03-06,88.33358764648438
2024-03-07,88.78086853027344
2024-03-08,88.72123718261719
2024-03-11,88.22425842285156
2024-03-12,87.89624786376953
2024-03-13,88.56219482421875
2024-03-14,87.69745635986328
