Date,TGSU2.BA
2015-08-24,8.337098121643066
2015-08-25,8.495901107788086
2015-08-26,8.972306251525879
2015-08-27,9.289911270141602
2015-08-28,9.289911270141602
2015-08-31,9.250208854675293
2015-09-01,9.051705360412598
2015-09-02,8.892904281616211
2015-09-03,9.36931037902832
2015-09-04,9.607513427734375
2015-09-07,9.289911270141602
2015-09-08,9.766315460205078
2015-09-09,9.607513427734375
2015-09-10,9.52811336517334
2015-09-11,9.96481704711914
2015-09-14,9.766315460205078
2015-09-15,9.52811336517334
2015-09-16,9.726615905761719
2015-09-17,10.083918571472168
2015-09-18,10.203020095825195
2015-09-21,10.16331958770752
2015-09-22,8.972306251525879
2015-09-23,8.416499137878418
2015-09-24,8.337098121643066
2015-09-25,8.456201553344727
2015-09-28,8.01949405670166
2015-09-29,8.376800537109375
2015-09-30,8.654703140258789
2015-10-01,8.734102249145508
2015-10-02,8.734102249145508
2015-10-05,8.734102249145508
2015-10-06,9.170808792114258
2015-10-07,9.52811336517334
2015-10-08,9.448711395263672
2015-10-09,9.52811336517334
2015-10-13,9.210509300231934
2015-10-14,9.52811336517334
2015-10-15,9.170808792114258
2015-10-16,9.885416030883789
2015-10-19,9.64721393585205
2015-10-20,9.766315460205078
2015-10-21,9.607513427734375
2015-10-22,10.12362003326416
2015-10-23,10.322123527526855
2015-10-26,10.917627334594727
2015-10-27,11.274932861328125
2015-10-28,12.148343086242676
2015-10-29,12.86295223236084
2015-10-30,13.259957313537598
2015-11-02,13.73636245727539
2015-11-03,13.45845890045166
2015-11-04,13.577561378479004
2015-11-05,13.617260932922363
2015-11-09,13.73636245727539
2015-11-10,14.371569633483887
2015-11-11,14.450970649719238
2015-11-12,14.68917465209961
2015-11-13,14.768573760986328
2015-11-16,15.284683227539062
2015-11-17,15.483182907104492
2015-11-18,14.68917465209961
2015-11-19,15.08617877960205
2015-11-20,16.03898811340332
2015-11-24,14.53037166595459
2015-11-25,14.292167663574219
2015-11-26,14.68917465209961
2015-11-27,14.68917465209961
2015-11-30,14.053966522216797
2015-12-01,13.895163536071777
2015-12-02,13.299656867980957
2015-12-03,13.895163536071777
2015-12-04,14.68917465209961
2015-12-09,15.244979858398438
2015-12-10,14.967074394226074
2015-12-11,14.927374839782715
2015-12-14,14.292167663574219
2015-12-15,13.815762519836426
2015-12-16,13.418761253356934
2015-12-17,13.379058837890625
2015-12-18,13.299656867980957
2015-12-21,12.942354202270508
2015-12-22,13.498159408569336
2015-12-23,13.815762519836426
2015-12-28,13.73636245727539
2015-12-29,13.498159408569336
2015-12-30,13.537860870361328
2016-01-04,13.101155281066895
2016-01-05,12.942354202270508
2016-01-06,13.577561378479004
2016-01-07,13.45845890045166
2016-01-08,13.45845890045166
2016-01-11,12.902652740478516
2016-01-12,12.307144165039062
2016-01-13,11.870440483093262
2016-01-14,11.910140991210938
2016-01-15,11.51313591003418
2016-01-18,11.036730766296387
2016-01-19,11.235231399536133
2016-01-20,11.215629577636719
2016-01-21,11.576132774353027
2016-01-22,12.57752799987793
2016-01-25,12.337193489074707
2016-01-26,12.65764045715332
2016-01-27,12.817863464355469
2016-01-28,12.817863464355469
2016-01-29,13.618980407714844
2016-02-01,13.458757400512695
2016-02-02,13.378645896911621
2016-02-03,13.018142700195312
2016-02-04,13.659036636352539
2016-02-05,14.17976188659668
2016-02-10,13.979484558105469
2016-02-11,13.819258689880371
2016-02-12,13.899371147155762
2016-02-15,13.699092864990234
2016-02-16,13.618980407714844
2016-02-17,14.820655822753906
2016-02-18,14.820655822753906
2016-02-19,14.540263175964355
2016-02-22,15.461548805236816
2016-02-23,15.381436347961426
2016-02-24,15.701882362365723
2016-02-25,16.422887802124023
2016-02-26,16.98366928100586
2016-02-29,16.82344627380371
2016-03-01,16.82344627380371
2016-03-02,16.422887802124023
2016-03-03,15.541657447814941
2016-03-04,15.381436347961426
2016-03-07,14.740545272827148
2016-03-08,14.900765419006348
2016-03-09,14.900765419006348
2016-03-10,14.620375633239746
2016-03-11,14.620375633239746
2016-03-14,14.099651336669922
2016-03-15,13.258479118347168
2016-03-16,14.019537925720215
2016-03-17,14.420095443725586
2016-03-18,14.46015453338623
2016-03-21,13.899371147155762
2016-03-22,13.819258689880371
2016-03-23,13.699092864990234
2016-03-28,13.29853343963623
2016-03-29,13.779205322265625
2016-03-30,13.779205322265625
2016-03-31,13.859314918518066
2016-04-01,14.700488090515137
2016-04-04,15.181158065795898
2016-04-05,15.74194049835205
2016-04-06,15.141098976135254
2016-04-07,15.020936965942383
2016-04-08,15.221213340759277
2016-04-11,15.221213340759277
2016-04-12,15.301325798034668
2016-04-13,15.141098976135254
2016-04-14,15.101043701171875
2016-04-15,14.820655822753906
2016-04-18,14.820655822753906
2016-04-19,15.541657447814941
2016-04-20,15.621771812438965
2016-04-21,15.701882362365723
2016-04-22,15.141098976135254
2016-04-25,15.060988426208496
2016-04-26,15.101043701171875
2016-04-27,15.060988426208496
2016-04-28,14.420095443725586
2016-04-29,14.420095443725586
2016-05-02,14.17976188659668
2016-05-03,14.420095443725586
2016-05-04,14.820655822753906
2016-05-05,14.500207901000977
2016-05-06,14.420095443725586
2016-05-09,14.660431861877441
2016-05-10,14.620375633239746
2016-05-11,14.500207901000977
2016-05-12,14.059596061706543
2016-05-13,13.859314918518066
2016-05-16,14.259872436523438
2016-05-17,13.819258689880371
2016-05-18,13.699092864990234
2016-05-19,13.49881362915039
2016-05-20,13.618980407714844
2016-05-23,13.458757400512695
2016-05-24,13.29853343963623
2016-05-26,13.618980407714844
2016-05-27,13.93942642211914
2016-05-30,13.779205322265625
2016-05-31,14.420095443725586
2016-06-01,14.259872436523438
2016-06-02,14.17976188659668
2016-06-03,14.099651336669922
2016-06-06,14.019537925720215
2016-06-07,14.29992961883545
2016-06-08,14.099651336669922
2016-06-09,14.29992961883545
2016-06-10,14.339984893798828
2016-06-13,14.099651336669922
2016-06-14,14.339984893798828
2016-06-15,14.219817161560059
2016-06-16,14.17976188659668
2016-06-21,14.660431861877441
2016-06-22,15.060988426208496
2016-06-23,15.501603126525879
2016-06-24,15.141098976135254
2016-06-27,14.980879783630371
2016-06-28,15.421494483947754
2016-06-29,16.02233123779297
2016-06-30,15.942218780517578
2016-07-01,16.583110809326172
2016-07-04,17.14389419555664
2016-07-05,16.583110809326172
2016-07-06,16.342777252197266
2016-07-07,15.621771812438965
2016-07-11,15.781994819641113
2016-07-12,15.621771812438965
2016-07-13,15.221213340759277
2016-07-14,15.341381072998047
2016-07-15,15.58171558380127
2016-07-18,15.58171558380127
2016-07-19,15.781994819641113
2016-07-20,15.942218780517578
2016-07-21,15.461548805236816
2016-07-22,15.862104415893555
2016-07-25,15.461548805236816
2016-07-26,15.862104415893555
2016-07-27,15.822050094604492
2016-07-28,15.301325798034668
2016-07-29,15.661829948425293
2016-08-01,15.341381072998047
2016-08-02,15.461548805236816
2016-08-03,15.221213340759277
2016-08-04,15.341381072998047
2016-08-05,15.221213340759277
2016-08-08,15.221213340759277
2016-08-09,15.221213340759277
2016-08-10,14.980879783630371
2016-08-11,14.860710144042969
2016-08-12,14.46015453338623
2016-08-16,14.099651336669922
2016-08-17,14.17976188659668
2016-08-18,14.099651336669922
2016-08-19,14.259872436523438
2016-08-22,14.540263175964355
2016-08-23,14.540263175964355
2016-08-24,14.580320358276367
2016-08-25,14.580320358276367
2016-08-26,14.540263175964355
2016-08-29,14.420095443725586
2016-08-30,14.700488090515137
2016-08-31,14.620375633239746
2016-09-01,14.660431861877441
2016-09-02,15.221213340759277
2016-09-05,16.102439880371094
2016-09-06,15.942218780517578
2016-09-07,15.862104415893555
2016-09-08,15.701882362365723
2016-09-09,15.621771812438965
2016-09-12,15.621771812438965
2016-09-13,15.661829948425293
2016-09-14,15.781994819641113
2016-09-15,15.701882362365723
2016-09-16,15.781994819641113
2016-09-19,16.14249610900879
2016-09-20,16.182552337646484
2016-09-21,16.663225173950195
2016-09-22,16.82344627380371
2016-09-23,17.103837966918945
2016-09-26,16.82344627380371
2016-09-27,16.943613052368164
2016-09-28,17.2240047454834
2016-09-29,16.703279495239258
2016-09-30,16.663225173950195
2016-10-03,16.703279495239258
2016-10-04,16.943613052368164
2016-10-05,17.384225845336914
2016-10-06,17.624563217163086
2016-10-07,17.90495491027832
2016-10-11,17.624563217163086
2016-10-12,17.464340209960938
2016-10-13,17.744731903076172
2016-10-14,17.82484245300293
2016-10-17,18.145288467407227
2016-10-18,18.26545524597168
2016-10-19,18.50579071044922
2016-10-20,18.666013717651367
2016-10-21,19.106626510620117
2016-10-24,19.066572189331055
2016-10-25,18.906349182128906
2016-10-26,18.666013717651367
2016-10-27,18.34556770324707
2016-10-28,18.145288467407227
2016-10-31,17.945009231567383
2016-11-01,17.2240047454834
2016-11-02,16.98366928100586
2016-11-03,16.82344627380371
2016-11-04,16.74333381652832
2016-11-07,17.58450698852539
