Date,EGL.LS
2015-08-24,1.498877763748169
2015-08-25,1.6002252101898193
2015-08-26,1.5628868341445923
2015-08-27,1.6307059526443481
2015-08-28,1.6604242324829102
2015-08-31,1.640612006187439
2015-09-01,1.6390880346298218
2015-09-02,1.5621246099472046
2015-09-03,1.5735549926757812
2015-09-04,1.5453604459762573
2015-09-07,1.5255482196807861
2015-09-08,1.531644344329834
2015-09-09,1.5750788450241089
2015-09-10,1.5385023355484009
2015-09-11,1.5331683158874512
2015-09-14,1.558314561843872
2015-09-15,1.557552456855774
2015-09-16,1.5842230319976807
2015-09-17,1.6253716945648193
2015-09-18,1.6375638246536255
2015-09-21,1.6002252101898193
2015-09-22,1.5331683158874512
2015-09-23,1.535454273223877
2015-09-24,1.5141178369522095
2015-09-25,1.5156419277191162
2015-09-28,1.4767792224884033
2015-09-29,1.3868619203567505
2015-09-30,1.4470609426498413
2015-10-01,1.4188662767410278
2015-10-02,1.4097222089767456
2015-10-05,1.5186899900436401
2015-10-06,1.552980661392212
2015-10-07,1.6002252101898193
2015-10-08,1.623085618019104
2015-10-09,1.714526891708374
2015-10-12,1.6573761701583862
2015-10-13,1.6307059526443481
2015-10-14,1.634515643119812
2015-10-15,1.6436601877212524
2015-10-16,1.6116554737091064
2015-10-19,1.6002252101898193
2015-10-20,1.5918430089950562
2015-10-21,1.6002252101898193
2015-10-22,1.5674586296081543
2015-10-23,1.6672823429107666
2015-10-26,1.7945383787155151
2015-10-27,1.7297672033309937
2015-10-28,1.767867922782898
2015-10-29,1.7518658638000488
2015-10-30,1.7411975860595703
2015-11-02,1.8135886192321777
2015-11-03,1.8890279531478882
2015-11-04,1.8897898197174072
2015-11-05,1.8204469680786133
2015-11-06,1.790728211402893
2015-11-09,1.655852198600769
2015-11-10,1.6291818618774414
2015-11-11,1.6215616464614868
2015-11-12,1.5697448253631592
2015-11-13,1.550694465637207
2015-11-16,1.575840950012207
2015-11-17,1.6139415502548218
2015-11-18,1.6573761701583862
2015-11-19,1.6284196376800537
2015-11-20,1.5697448253631592
2015-11-23,1.578889012336731
2015-11-24,1.620037317276001
2015-11-25,1.590319037437439
2015-11-26,1.590319037437439
2015-11-27,1.5857471227645874
2015-11-30,1.5735549926757812
2015-12-01,1.540026307106018
2015-12-02,1.5499323606491089
2015-12-03,1.5445984601974487
2015-12-04,1.520975947380066
2015-12-07,1.4821134805679321
2015-12-08,1.4828753471374512
2015-12-09,1.4516328573226929
2015-12-10,1.4478226900100708
2015-12-11,1.4783035516738892
2015-12-14,1.4668731689453125
2015-12-15,1.4714453220367432
2015-12-16,1.4767792224884033
2015-12-17,1.4516328573226929
2015-12-18,1.4554429054260254
2015-12-21,1.4059122800827026
2015-12-22,1.380003809928894
2015-12-23,1.4127702713012695
2015-12-24,1.46306312084198
2015-12-28,1.4584912061691284
2015-12-29,1.4531569480895996
2015-12-30,1.4280105829238892
2015-12-31,1.4280105829238892
2016-01-04,1.4356306791305542
2016-01-05,1.4257246255874634
2016-01-06,1.3579055070877075
2016-01-07,1.3121848106384277
2016-01-08,1.2969446182250977
2016-01-11,1.2961825132369995
2016-01-12,1.295420527458191
2016-01-13,1.2801802158355713
2016-01-14,1.2062649726867676
2016-01-15,1.0988212823867798
2016-01-18,0.8946021199226379
2016-01-19,0.9220346212387085
2016-01-20,0.9761373996734619
2016-01-21,0.9997599720954895
2016-01-22,1.0782469511032104
2016-01-25,1.0652928352355957
2016-01-26,1.082057237625122
2016-01-27,1.0904392004013062
2016-01-28,1.1026313304901123
2016-01-29,1.1049175262451172
2016-02-01,1.1094894409179688
2016-02-02,1.082057237625122
2016-02-03,1.0515766143798828
2016-02-04,1.0218580961227417
2016-02-05,1.0439565181732178
2016-02-08,1.0348124504089355
2016-02-09,1.013476014137268
2016-02-10,1.0363364219665527
2016-02-11,0.9967116117477417
2016-02-12,1.0515766143798828
2016-02-15,1.1201577186584473
2016-02-16,1.1605443954467773
2016-02-17,1.251985788345337
2016-02-18,1.2375075817108154
2016-02-19,1.1925489902496338
2016-02-22,1.2192193269729614
2016-02-23,1.2009308338165283
2016-02-24,1.1712123155593872
2016-02-25,1.1773085594177246
2016-02-26,1.1811186075210571
2016-02-29,1.203979253768921
2016-03-01,1.310660719871521
2016-03-02,1.295420527458191
2016-03-03,1.2725600004196167
2016-03-04,1.2725600004196167
2016-03-07,1.2725600004196167
2016-03-08,1.2984683513641357
2016-03-09,1.2756080627441406
2016-03-10,1.2946585416793823
2016-03-11,1.3464751243591309
2016-03-14,1.3838138580322266
2016-03-15,1.3525713682174683
2016-03-16,1.3319971561431885
2016-03-17,1.3563814163208008
2016-03-18,1.4760174751281738
2016-03-21,1.4181044101715088
2016-03-22,1.3640016317367554
2016-03-23,1.3579055070877075
2016-03-24,1.3556195497512817
2016-03-29,1.3716216087341309
2016-03-30,1.4242005348205566
2016-03-31,1.4181044101715088
2016-04-01,1.4249625205993652
2016-04-04,1.4394408464431763
2016-04-05,1.372383713722229
2016-04-06,1.3335210084915161
2016-04-07,1.285514235496521
2016-04-08,1.303802728652954
2016-04-11,1.3540953397750854
2016-04-12,1.364763617515564
2016-04-13,1.4402027130126953
2016-04-14,1.4333446025848389
2016-04-15,1.5087838172912598
2016-04-18,1.495829701423645
2016-04-19,1.5171661376953125
2016-04-20,1.452394962310791
2016-04-21,1.4203903675079346
2016-04-22,1.4021021127700806
2016-04-25,1.3784798383712769
2016-04-26,1.357143521308899
2016-04-27,1.4005781412124634
2016-04-28,1.3868619203567505
2016-04-29,1.3777177333831787
2016-05-02,1.342665195465088
2016-05-03,1.3449512720108032
2016-05-04,1.367811679840088
2016-05-05,1.3784798383712769
2016-05-06,1.367811679840088
2016-05-09,1.325900912284851
2016-05-10,1.3289490938186646
2016-05-11,1.3540953397750854
2016-05-12,1.3563814163208008
2016-05-13,1.3586673736572266
2016-05-16,1.3792418241500854
2016-05-17,1.3601913452148438
2016-05-18,1.3579055070877075
2016-05-19,1.303040623664856
2016-05-20,1.27103590965271
2016-05-23,1.203979253768921
2016-05-24,1.2878004312515259
2016-05-25,1.3319971561431885
2016-05-26,1.344189167022705
2016-05-27,1.3708597421646118
2016-05-30,1.3594297170639038
2016-05-31,1.3525713682174683
2016-06-01,1.318280816078186
2016-06-02,1.3129466772079468
