Date,SALM.OL
2015-08-24,78.27244567871094
2015-08-25,79.85690307617188
2015-08-26,77.95555114746094
2015-08-27,77.00486755371094
2015-08-28,77.63865661621094
2015-08-31,79.85690307617188
2015-09-01,77.63865661621094
2015-09-02,77.32176971435547
2015-09-03,79.2231216430664
2015-09-04,77.95555114746094
2015-09-07,78.27244567871094
2015-09-08,78.90623474121094
2015-09-09,81.12446594238281
2015-09-10,79.85690307617188
2015-09-11,82.07515716552734
2015-09-14,82.39205169677734
2015-09-15,82.07515716552734
2015-09-16,84.92720031738281
2015-09-17,85.24408721923828
2015-09-18,84.92720031738281
2015-09-21,83.02582550048828
2015-09-22,82.39205169677734
2015-09-23,82.39205169677734
2015-09-24,83.34272766113281
2015-09-25,85.24408721923828
2015-09-28,84.61029815673828
2015-09-29,84.61029815673828
2015-09-30,85.24408721923828
2015-10-01,86.19476318359375
2015-10-02,85.24408721923828
2015-10-05,89.04678344726562
2015-10-06,89.6805648803711
2015-10-07,87.14543151855469
2015-10-08,85.24408721923828
2015-10-09,85.24408721923828
2015-10-12,86.82854461669922
2015-10-13,86.82854461669922
2015-10-14,84.61029815673828
2015-10-15,82.39205169677734
2015-10-16,79.54002380371094
2015-10-19,79.85690307617188
2015-10-20,83.02582550048828
2015-10-21,84.92720031738281
2015-10-22,84.29339599609375
2015-10-23,84.92720031738281
2015-10-26,84.92720031738281
2015-10-27,84.61029815673828
2015-10-28,87.46232604980469
2015-10-29,88.72991180419922
2015-10-30,88.09611511230469
2015-11-02,89.99746704101562
2015-11-03,89.04678344726562
2015-11-04,88.72991180419922
2015-11-05,89.6805648803711
2015-11-06,88.09611511230469
2015-11-09,88.72991180419922
2015-11-10,90.9481430053711
2015-11-11,89.99746704101562
2015-11-12,90.9481430053711
2015-11-13,89.36368560791016
2015-11-16,88.09611511230469
2015-11-17,88.72991180419922
2015-11-18,88.41301727294922
2015-11-19,89.36368560791016
2015-11-20,90.3143539428711
2015-11-23,90.6312484741211
2015-11-24,89.6805648803711
2015-11-25,88.41301727294922
2015-11-26,88.09611511230469
2015-11-27,90.3143539428711
2015-11-30,92.5326156616211
2015-12-01,93.16638946533203
2015-12-02,94.7508544921875
2015-12-03,93.8001708984375
2015-12-04,94.43395233154297
2015-12-07,94.43395233154297
2015-12-08,93.16638946533203
2015-12-09,92.5326156616211
2015-12-10,92.21571350097656
2015-12-11,89.6805648803711
2015-12-14,87.14543151855469
2015-12-15,91.26504516601562
2015-12-16,91.8988265991211
2015-12-17,93.16638946533203
2015-12-18,92.5326156616211
2015-12-21,93.8001708984375
2015-12-22,93.48328399658203
2015-12-23,94.43395233154297
2015-12-28,95.38463592529297
2015-12-29,96.33531951904297
2015-12-30,98.23667907714844
2016-01-04,96.33531951904297
2016-01-05,96.0184326171875
2016-01-06,96.96910858154297
2016-01-07,94.7508544921875
2016-01-08,94.7508544921875
2016-01-11,98.23667907714844
2016-01-12,100.13803100585938
2016-01-13,105.84210205078125
2016-01-14,104.89141082763672
2016-01-15,105.52517700195312
2016-01-18,102.03939056396484
2016-01-19,107.10964965820312
2016-01-20,103.94073486328125
2016-01-21,102.67316436767578
2016-01-22,104.57452392578125
2016-01-25,110.59547424316406
2016-01-26,103.62383270263672
2016-01-27,103.94073486328125
2016-01-28,104.25762939453125
2016-01-29,108.06034851074219
2016-02-01,108.06034851074219
2016-02-02,107.10964965820312
2016-02-03,104.89141082763672
2016-02-04,102.99005889892578
2016-02-05,102.99005889892578
2016-02-08,97.60289764404297
2016-02-09,98.87044525146484
2016-02-10,102.35627746582031
2016-02-11,100.13803100585938
2016-02-12,101.08869934082031
2016-02-15,104.57452392578125
2016-02-16,102.35627746582031
2016-02-17,103.30695343017578
2016-02-18,103.94073486328125
2016-02-19,109.32791900634766
2016-02-22,113.764404296875
2016-02-23,113.13062286376953
2016-02-24,113.13062286376953
2016-02-25,116.61644744873047
2016-02-26,115.66575622558594
2016-02-29,114.08130645751953
2016-03-01,116.61644744873047
2016-03-02,113.764404296875
2016-03-03,113.13062286376953
2016-03-04,119.46846771240234
2016-03-07,117.25022888183594
2016-03-08,118.20089721679688
2016-03-09,119.46846771240234
2016-03-10,122.00360107421875
2016-03-11,123.90496063232422
2016-03-14,124.85565185546875
2016-03-15,124.53875732421875
2016-03-16,125.17254638671875
2016-03-17,123.27117156982422
2016-03-18,125.80633544921875
2016-03-21,125.80633544921875
2016-03-22,127.39079284667969
2016-03-23,129.2921142578125
2016-03-29,130.24281311035156
2016-03-30,130.8765869140625
2016-03-31,128.65834045410156
2016-04-01,127.70765686035156
2016-04-04,129.6090087890625
2016-04-05,131.8272705078125
2016-04-06,133.72865295410156
2016-04-07,130.55972290039062
2016-04-08,131.19349670410156
2016-04-11,129.2921142578125
2016-04-12,130.24281311035156
2016-04-13,131.19349670410156
2016-04-14,130.8765869140625
2016-04-15,129.6090087890625
2016-04-18,128.65834045410156
2016-04-19,129.92593383789062
2016-04-20,129.2921142578125
2016-04-21,119.15158081054688
2016-04-22,120.7360610961914
2016-04-25,120.41912841796875
2016-04-26,121.68672943115234
2016-04-27,126.44010925292969
2016-04-28,126.12322998046875
2016-04-29,126.75700378417969
2016-05-02,126.44010925292969
2016-05-03,125.80633544921875
2016-05-04,128.65834045410156
2016-05-06,130.55972290039062
2016-05-09,133.09483337402344
2016-05-10,129.92593383789062
2016-05-11,138.1651153564453
2016-05-12,140.3833770751953
2016-05-13,143.86920166015625
2016-05-18,143.55230712890625
2016-05-19,140.7002716064453
2016-05-20,143.86920166015625
2016-05-23,145.77056884765625
2016-05-24,147.0381317138672
2016-05-25,146.72122192382812
2016-05-26,154.96041870117188
2016-05-27,152.10841369628906
2016-05-30,158.4462432861328
2016-05-31,159.08004760742188
