Date,FESA4.SA
2015-08-24,0.9370315670967102
2015-08-25,0.9344987869262695
2015-08-26,0.9746255278587341
2015-08-27,0.993816077709198
2015-08-28,0.9869624972343445
2015-08-31,0.9869624972343445
2015-09-01,0.9828503131866455
2015-09-02,1.0472769737243652
2015-09-03,1.0445353984832764
2015-09-04,1.0239735841751099
2015-09-08,1.030827283859253
2015-09-09,1.054131031036377
2015-09-10,1.0513890981674194
2015-09-11,1.070580005645752
2015-09-14,1.1171866655349731
2015-09-15,1.1226699352264404
2015-09-16,1.2268491983413696
2015-09-17,1.1925796270370483
2015-09-18,1.185725450515747
2015-09-21,1.174759864807129
2015-09-22,1.1528271436691284
2015-09-23,1.140489935874939
2015-09-24,1.1651637554168701
2015-09-25,1.1637932062149048
2015-09-28,1.0952541828155518
2015-09-29,1.0445353984832764
2015-09-30,1.0459063053131104
2015-10-01,1.030827283859253
2015-10-02,1.0280860662460327
2015-10-05,1.0404231548309326
2015-10-06,1.0294570922851562
2015-10-07,1.039052128791809
2015-10-08,1.0513890981674194
2015-10-09,1.062355399131775
2015-10-13,1.0363106727600098
2015-10-14,1.0198613405227661
2015-10-15,1.0212322473526
2015-10-16,1.0226030349731445
2015-10-19,1.0143780708312988
2015-10-20,0.9992995262145996
2015-10-21,1.0417938232421875
2015-10-22,1.0280860662460327
2015-10-23,1.0143780708312988
2015-10-26,0.9992995262145996
2015-10-27,1.0006704330444336
2015-10-28,1.002040982246399
2015-10-29,1.0006704330444336
2015-10-30,1.0130070447921753
2015-11-03,1.008894920349121
2015-11-04,1.0143780708312988
2015-11-05,1.0157490968704224
2015-11-06,1.0212322473526
2015-11-09,1.0157490968704224
2015-11-10,1.003411889076233
2015-11-11,1.003411889076233
2015-11-12,0.9951872825622559
2015-11-13,0.9801086187362671
2015-11-16,0.9869624972343445
2015-11-17,0.9869624972343445
2015-11-18,0.9828503131866455
2015-11-19,0.9910747408866882
2015-11-23,0.9951872825622559
2015-11-24,0.9883333444595337
2015-11-25,0.9883333444595337
2015-11-26,0.9869624972343445
2015-11-27,0.9718839526176453
2015-11-30,0.8731874823570251
2015-12-01,0.9101989269256592
2015-12-02,0.9266478419303894
2015-12-03,0.9156818389892578
2015-12-04,0.8992325663566589
2015-12-07,0.8937495350837708
2015-12-08,0.8430305123329163
2015-12-09,0.8608505129814148
2015-12-10,0.8759292364120483
2015-12-11,0.8964912295341492
2015-12-14,0.9252772927284241
2015-12-15,0.9485805034637451
2015-12-16,0.9759961366653442
2015-12-17,0.9732546806335449
2015-12-18,0.9321315288543701
2015-12-21,0.9280189275741577
2015-12-22,0.9430973529815674
2015-12-23,1.0178707838058472
2015-12-28,1.0178707838058472
2015-12-29,1.038083791732788
2015-12-30,1.019313931465149
2016-01-04,1.014983057975769
2016-01-05,0.9976577758789062
2016-01-06,1.019313931465149
2016-01-07,1.0048764944076538
2016-01-08,1.010651707649231
2016-01-11,0.9962139129638672
2016-01-12,0.947125256061554
2016-01-13,0.9427937269210815
2016-01-14,0.9211367964744568
2016-01-15,0.9312434792518616
2016-01-18,0.9196929931640625
2016-01-19,0.9240245223045349
2016-01-20,0.880710780620575
2016-01-21,0.8648290634155273
2016-01-22,0.8662732243537903
2016-01-26,0.8518350720405579
2016-01-27,0.853278636932373
2016-01-28,0.8619415760040283
2016-01-29,0.8879297971725464
2016-02-01,0.8879297971725464
2016-02-02,0.9066988825798035
2016-02-03,0.9399060606956482
2016-02-04,0.9788885712623596
2016-02-05,1.0034326314926147
2016-02-10,0.9904388189315796
2016-02-11,0.9442376494407654
2016-02-12,0.9514563679695129
2016-02-15,0.9384623169898987
2016-02-16,0.9673383831977844
2016-02-17,0.9889948964118958
2016-02-18,0.952900230884552
2016-02-19,1.010651707649231
2016-02-22,1.032308578491211
2016-02-23,0.9976577758789062
2016-02-24,0.9918824434280396
2016-02-25,0.9745570421218872
2016-02-26,0.973113477230072
2016-02-29,0.9918824434280396
2016-03-01,1.009207844734192
2016-03-02,1.0222021341323853
2016-03-03,1.0337518453598022
2016-03-04,1.0279771089553833
2016-03-07,1.0611844062805176
2016-03-08,1.0958352088928223
2016-03-09,1.111716866493225
2016-03-10,1.0972789525985718
2016-03-11,1.1319302320480347
2016-03-14,1.1131606101989746
2016-03-15,1.0684033632278442
2016-03-16,1.0727348327636719
2016-03-17,1.1088292598724365
2016-03-18,1.0842852592468262
2016-03-21,1.0943914651870728
2016-03-22,1.1362613439559937
2016-03-23,1.1088292598724365
2016-03-24,1.1304861307144165
2016-03-28,1.1160482168197632
2016-03-29,1.1174921989440918
2016-03-30,1.1160482168197632
2016-03-31,1.082841157913208
2016-04-01,1.0987229347229004
2016-04-04,1.07706618309021
2016-04-05,1.1001667976379395
2016-04-06,1.153586745262146
2016-04-07,1.1997880935668945
2016-04-08,1.2402138710021973
2016-04-11,1.2748653888702393
2016-04-12,1.2676457166671753
2016-04-13,1.3138471841812134
2016-04-14,1.292190432548523
2016-04-15,1.3109596967697144
2016-04-18,1.2777525186538696
2016-04-19,1.3499420881271362
2016-04-20,1.3788176774978638
