Date,TATASTEEL.NS
2015-08-21,17.449398040771484
2015-08-24,15.158358573913574
2015-08-25,15.698939323425293
2015-08-26,15.860747337341309
2015-08-27,16.651395797729492
2015-08-28,16.838943481445312
2015-08-31,16.57784652709961
2015-09-01,15.908554077148438
2015-09-02,16.14390754699707
2015-09-03,16.89777946472168
2015-09-04,16.09978485107422
2015-09-07,15.875455856323242
2015-09-08,16.82423210144043
2015-09-09,17.614879608154297
2015-09-10,17.666364669799805
2015-09-11,17.133136749267578
2015-09-14,17.78404426574707
2015-09-15,16.813199996948242
2015-09-16,16.95294189453125
2015-09-18,16.776426315307617
2015-09-21,16.655073165893555
2015-09-22,16.18804168701172
2015-09-23,16.25423240661621
2015-09-24,15.823974609375
2015-09-28,15.390036582946777
2015-09-29,14.812678337097168
2015-09-30,15.636422157287598
2015-10-01,15.610679626464844
2015-10-05,16.54842758178711
2015-10-06,16.732297897338867
2015-10-07,17.416297912597656
2015-10-08,17.71049690246582
2015-10-09,18.46804428100586
2015-10-12,18.44965934753418
2015-10-13,18.01939582824707
2015-10-14,18.265783309936523
2015-10-15,18.77326774597168
2015-10-16,18.607786178588867
2015-10-19,18.26946449279785
2015-10-20,17.71049690246582
2015-10-21,17.975269317626953
2015-10-23,18.092945098876953
2015-10-26,18.361400604248047
2015-10-27,18.089269638061523
2015-10-28,18.177528381347656
2015-10-29,18.21062469482422
2015-10-30,18.137075424194336
2015-11-02,17.570751190185547
2015-11-03,17.33539581298828
2015-11-04,17.313331604003906
2015-11-05,16.57784652709961
2015-11-06,16.199073791503906
2015-11-09,16.34617042541504
2015-11-10,16.037263870239258
2015-11-13,16.375585556030273
2015-11-16,16.960296630859375
2015-11-17,17.25081443786621
2015-11-18,16.610944747924805
2015-11-19,16.82423210144043
2015-11-20,16.916170120239258
2015-11-23,16.507972717285156
2015-11-24,16.500621795654297
2015-11-26,16.761716842651367
2015-11-27,17.008106231689453
2015-11-30,16.842618942260742
2015-12-01,17.47146224975586
2015-12-02,17.934814453125
2015-12-03,17.66268539428711
2015-12-04,17.670042037963867
2015-12-07,17.912750244140625
2015-12-08,17.26552391052246
2015-12-09,16.684490203857422
2015-12-10,17.136816024780273
2015-12-11,17.717845916748047
2015-12-14,18.01939582824707
2015-12-15,17.971588134765625
2015-12-16,17.997331619262695
2015-12-17,18.90933609008789
2015-12-18,18.802688598632812
2015-12-21,19.008625030517578
2015-12-22,18.9314022064209
2015-12-23,19.44991683959961
2015-12-24,19.36901092529297
2015-12-28,18.688688278198242
2015-12-29,18.776945114135742
2015-12-30,19.02701187133789
2015-12-31,19.1079158782959
2016-01-01,18.9314022064209
2016-01-04,18.894624710083008
2016-01-05,20.17437171936035
2016-01-06,19.766176223754883
2016-01-07,18.37978744506836
2016-01-08,18.651918411254883
2016-01-11,18.50849723815918
2016-01-12,18.07455825805664
2016-01-13,18.137075424194336
2016-01-14,17.55971908569336
2016-01-15,16.894102096557617
2016-01-18,17.350107192993164
2016-01-19,17.504558563232422
2016-01-20,17.06326675415039
2016-01-21,17.328041076660156
2016-01-22,18.225332260131836
2016-01-25,18.747528076171875
2016-01-27,18.946109771728516
2016-01-28,18.696046829223633
2016-01-29,18.365074157714844
2016-02-01,18.335655212402344
2016-02-02,17.02281379699707
2016-02-03,16.47487449645996
2016-02-04,16.618297576904297
2016-02-05,17.199329376220703
2016-02-08,17.21771812438965
2016-02-09,17.32068634033203
2016-02-10,17.33539581298828
2016-02-11,16.51165008544922
2016-02-12,15.996809959411621
2016-02-15,18.14443016052246
2016-02-16,18.00836753845215
2016-02-17,18.479074478149414
2016-02-18,18.44965934753418
2016-02-19,18.62617301940918
2016-02-22,18.77326774597168
2016-02-23,18.648239135742188
2016-02-24,18.232688903808594
2016-02-25,18.251073837280273
